,lsoa
1869,E01001918
1870,E01001919
1871,E01001920
1872,E01001921
1873,E01001922
1874,E01001923
1875,E01001924
1876,E01001925
1877,E01001926
1878,E01001927
1879,E01001928
1880,E01001929
1881,E01001930
1882,E01001931
1883,E01001932
1884,E01001933
1885,E01001934
1886,E01001935
1887,E01001937
1888,E01001938
1889,E01001939
1890,E01001940
1891,E01001941
1892,E01001942
1893,E01001943
1894,E01001944
1895,E01001945
1896,E01001946
1897,E01001947
1898,E01001948
1899,E01001949
1900,E01001950
1901,E01001951
1902,E01001952
1903,E01001953
1904,E01001954
1905,E01001955
1906,E01001956
1907,E01001957
1908,E01001958
1909,E01001959
1910,E01001960
1911,E01001961
1912,E01001962
1913,E01001963
1914,E01001964
1915,E01001965
1916,E01001966
1917,E01001967
1918,E01001968
1919,E01001969
1920,E01001970
1921,E01001971
1922,E01001972
1923,E01001973
1924,E01001974
1925,E01001975
1926,E01001976
1927,E01001977
1928,E01001978
1929,E01001979
1930,E01001980
1931,E01001981
1932,E01001982
1933,E01001983
1934,E01001984
1935,E01001985
1936,E01001986
1937,E01001987
1938,E01001988
1939,E01001989
1940,E01001990
1941,E01001991
1942,E01001992
1943,E01001993
1944,E01001994
1945,E01001995
1946,E01001996
1947,E01001997
1948,E01001998
1949,E01001999
1950,E01002000
1951,E01002001
1952,E01002002
1953,E01002003
1954,E01002004
1955,E01002005
1956,E01002006
1957,E01002007
1958,E01002008
1959,E01002009
1960,E01002010
1961,E01002011
1962,E01002013
1963,E01002014
1964,E01002015
1965,E01002016
1966,E01002017
1967,E01002018
1968,E01002019
1969,E01002020
1970,E01002021
1971,E01002022
1972,E01002023
1973,E01002024
1974,E01002025
1975,E01002026
1976,E01002027
1977,E01002028
1978,E01002029
1979,E01002030
1980,E01002031
1981,E01002032
1982,E01002033
1983,E01002034
1984,E01002036
1985,E01002037
1986,E01002038
1987,E01002039
1988,E01002040
1989,E01002041
1990,E01002042
1991,E01002043
1992,E01002044
1993,E01002045
1994,E01002046
1995,E01002047
1996,E01002048
1997,E01002049
1998,E01002050
1999,E01002051
2000,E01002052
2001,E01002053
2002,E01002054
2003,E01002055
2004,E01002056
2005,E01002057
2006,E01002058
2007,E01002059
2008,E01002060
2009,E01002061
2010,E01002062
2011,E01002063
2012,E01002064
2013,E01002065
2014,E01002066
2015,E01002067
2016,E01002068
2017,E01002069
2018,E01002070
2019,E01002071
2020,E01002072
2021,E01002073
2022,E01002074
2023,E01002075
2024,E01002076
2025,E01002077
2026,E01002078
2027,E01002079
2028,E01002080
2029,E01002081
2030,E01002082
2031,E01002083
2032,E01002084
2033,E01002085
2034,E01002086
2035,E01002087
2036,E01002088
2037,E01002089
2038,E01002090
2039,E01002091
2040,E01002092
2041,E01002093
2042,E01002094
2043,E01002095
2044,E01002096
2045,E01002097
2046,E01002098
2047,E01002099
2048,E01002100
2049,E01002101
2050,E01002102
2051,E01002103
2052,E01002104
2053,E01002105
2054,E01002106
2055,E01002107
2056,E01002108
2057,E01002109
2058,E01002110
2059,E01002111
2060,E01002112
2061,E01002113
2062,E01002114
2063,E01002115
2064,E01002116
2065,E01002117
2066,E01002118
2067,E01002119
2068,E01002120
2069,E01002121
2070,E01002122
2071,E01002123
2072,E01002124
2073,E01002125
2074,E01002126
2075,E01002127
2076,E01002128
2077,E01002129
2078,E01002130
2079,E01002131
2080,E01002132
2081,E01002133
2082,E01002134
2083,E01002135
2084,E01002136
2085,E01002137
2086,E01002138
2087,E01002139
2088,E01002140
2089,E01002141
2090,E01002142
2091,E01002143
2092,E01002144
2093,E01002145
2094,E01002146
2095,E01002147
2096,E01002148
2097,E01002149
2098,E01002150
2099,E01002151
2100,E01002152
2101,E01002153
2102,E01002154
2103,E01002155
2104,E01002156
2105,E01002157
2106,E01002158
2107,E01002159
2108,E01002160
2109,E01002161
2110,E01002162
2111,E01002163
2112,E01002164
2113,E01002165
2114,E01002166
2115,E01002167
2116,E01002168
2117,E01002169
2118,E01002170
2119,E01002171
2120,E01002172
2121,E01002173
2122,E01002174
2123,E01002175
2124,E01002176
2125,E01002177
2126,E01002178
2127,E01002179
2128,E01002180
2129,E01002181
2130,E01002182
2131,E01002183
2132,E01002184
2133,E01002185
2134,E01002186
2135,E01002187
2136,E01002188
2137,E01002189
2138,E01002190
2139,E01002191
2140,E01002192
2141,E01002193
2142,E01002194
2143,E01002195
2144,E01002196
2145,E01002197
2146,E01002198
2147,E01002199
2148,E01002200
2149,E01002201
2150,E01002202
2151,E01002203
2152,E01002204
2153,E01002206
2154,E01002207
2155,E01002208
2156,E01002209
2157,E01002210
2158,E01002211
2159,E01002212
2160,E01002213
2161,E01002214
2162,E01002215
2163,E01002216
2164,E01002217
2165,E01002218
2166,E01002219
2167,E01002220
2168,E01002221
2169,E01002222
2170,E01002223
2171,E01002224
2172,E01002225
2173,E01002226
2174,E01002227
2175,E01002228
2176,E01002229
2177,E01002230
2178,E01002231
2179,E01002232
2180,E01002233
2181,E01002234
2182,E01002235
2183,E01002236
2184,E01002237
2185,E01002238
2186,E01002239
2187,E01002240
2188,E01002241
2189,E01002242
2190,E01002243
2191,E01002244
2192,E01002245
2193,E01002246
2194,E01002247
2195,E01002248
2196,E01002249
2197,E01002250
2198,E01002251
2199,E01002252
2200,E01002253
2201,E01002254
2202,E01002255
2203,E01002256
2204,E01002257
2205,E01002258
2206,E01002259
2207,E01002260
2208,E01002261
2209,E01002262
2210,E01002263
2211,E01002264
2212,E01002265
2213,E01002266
2214,E01002267
2215,E01002268
2216,E01002269
2217,E01002270
2218,E01002271
2219,E01002272
2220,E01002273
2221,E01002274
2222,E01002275
2223,E01002276
2224,E01002277
2225,E01002278
2226,E01002279
2227,E01002280
2228,E01002281
2229,E01002282
2230,E01002283
2231,E01002284
2232,E01002285
2233,E01002286
2234,E01002287
2235,E01002288
2236,E01002289
2237,E01002290
2238,E01002291
2239,E01002292
2240,E01002293
2241,E01002294
2242,E01002295
2243,E01002296
2244,E01002297
2245,E01002298
2246,E01002299
2247,E01002300
2248,E01002301
2249,E01002302
2250,E01002303
2251,E01002304
2252,E01002305
2253,E01002306
2254,E01002307
2255,E01002308
2256,E01002309
2257,E01002310
2258,E01002311
2259,E01002312
2260,E01002313
2261,E01002314
2262,E01002315
2263,E01002316
2264,E01002317
2265,E01002318
2266,E01002319
2267,E01002320
2268,E01002321
2269,E01002322
2270,E01002323
2271,E01002324
2272,E01002325
2273,E01002326
2274,E01002327
2275,E01002328
2276,E01002329
2277,E01002330
2278,E01002331
2279,E01002332
2280,E01002333
2281,E01002334
2282,E01002335
2283,E01002336
2284,E01002337
2285,E01002338
2286,E01002339
2287,E01002340
2288,E01002341
2289,E01002342
2290,E01002343
2291,E01002344
2292,E01002345
2293,E01002346
2294,E01002347
2295,E01002348
2296,E01002349
2297,E01002350
2298,E01002351
2299,E01002352
2300,E01002353
2301,E01002354
2302,E01002355
2303,E01002356
2304,E01002358
2305,E01002359
2306,E01002360
2307,E01002361
2308,E01002362
2309,E01002363
2310,E01002364
2311,E01002365
2312,E01002366
2313,E01002367
2314,E01002368
2315,E01002369
2316,E01002370
2317,E01002371
2318,E01002372
2319,E01002373
2320,E01002374
2321,E01002375
2322,E01002376
2323,E01002377
2324,E01002378
2325,E01002379
2326,E01002380
2327,E01002381
2328,E01002382
2329,E01002383
2330,E01002384
2331,E01002385
2332,E01002386
2333,E01002387
2334,E01002388
2335,E01002389
2336,E01002390
2337,E01002391
2338,E01002392
2339,E01002393
2340,E01002394
2341,E01002395
2342,E01002396
2343,E01002397
2344,E01002398
2345,E01002399
2346,E01002400
2347,E01002401
2348,E01002402
2349,E01002403
2350,E01002404
2351,E01002405
2352,E01002406
2353,E01002407
2354,E01002408
2355,E01002409
2356,E01002410
2357,E01002411
2358,E01002412
2359,E01002413
2360,E01002414
2361,E01002415
2362,E01002416
2363,E01002417
2364,E01002418
2365,E01002419
2366,E01002420
2367,E01002421
2368,E01002422
2369,E01002423
2370,E01002424
2371,E01002425
2372,E01002426
2373,E01002427
2374,E01002428
2375,E01002429
2376,E01002430
2377,E01002431
2378,E01002432
2379,E01002433
2380,E01002434
2381,E01002435
2382,E01002436
2383,E01002437
2384,E01002438
2385,E01002439
2386,E01002440
2387,E01002441
2388,E01002442
2389,E01002443
2390,E01002444
2391,E01002445
2392,E01002446
2393,E01002447
2394,E01002448
2395,E01002449
2396,E01002450
2397,E01002451
2398,E01002452
2399,E01002453
2400,E01002454
2401,E01002455
2402,E01002456
2403,E01002457
2404,E01002458
2405,E01002459
2406,E01002460
2407,E01002461
2408,E01002462
2409,E01002463
2410,E01002464
2411,E01002465
2412,E01002466
2413,E01002467
2414,E01002468
2415,E01002469
2416,E01002470
2417,E01002471
2418,E01002472
2419,E01002473
2420,E01002474
2421,E01002475
2422,E01002476
2423,E01002477
2424,E01002478
2425,E01002479
2426,E01002480
2427,E01002481
2428,E01002482
2429,E01002483
2430,E01002484
2431,E01002485
2432,E01002486
2433,E01002487
2434,E01002488
2435,E01002489
2436,E01002490
2437,E01002491
2438,E01002492
2439,E01002493
2440,E01002494
2441,E01002495
2442,E01002496
2443,E01002497
2444,E01002498
2445,E01002499
2446,E01002501
2447,E01002502
2448,E01002503
2449,E01002504
2450,E01002505
2451,E01002506
2452,E01002507
2453,E01002508
2454,E01002509
2455,E01002511
2456,E01002512
2457,E01002513
2458,E01002514
2459,E01002515
2460,E01002516
2461,E01002518
2462,E01002519
2463,E01002520
2464,E01002521
2465,E01002523
2466,E01002525
2467,E01002526
2468,E01002527
2469,E01002528
2470,E01002529
2471,E01002530
2472,E01002531
2473,E01002532
2474,E01002533
2475,E01002534
2476,E01002535
2477,E01002536
2478,E01002537
2479,E01002538
2480,E01002539
2481,E01002540
2482,E01002541
2483,E01002542
2484,E01002543
2485,E01002544
2486,E01002545
2487,E01002546
2488,E01002547
2489,E01002548
2490,E01002549
2491,E01002550
2492,E01002551
2493,E01002552
2494,E01002553
2495,E01002554
2496,E01002555
2497,E01002556
2498,E01002557
2499,E01002558
2500,E01002559
2501,E01002560
2502,E01002561
2503,E01002562
2504,E01002563
2505,E01002564
2506,E01002565
2507,E01002566
2508,E01002567
2509,E01002568
2510,E01002569
2511,E01002570
2512,E01002571
2513,E01002572
2514,E01002573
2515,E01002574
2516,E01002575
2517,E01002576
2518,E01002577
2519,E01002578
2520,E01002579
2521,E01002580
2522,E01002581
2523,E01002582
2524,E01002583
2525,E01002584
2526,E01002585
2527,E01002586
2528,E01002587
2529,E01002588
2530,E01002589
2531,E01002590
2532,E01002591
2533,E01002592
2534,E01002593
2535,E01002594
2536,E01002595
2537,E01002596
2538,E01002598
2539,E01002599
2540,E01002600
2541,E01002601
2542,E01002602
2543,E01002603
2544,E01002604
2545,E01002605
2546,E01002606
2547,E01002607
2548,E01002608
2549,E01002609
2550,E01002610
2551,E01002611
2552,E01002612
2553,E01002613
2554,E01002614
2555,E01002615
2556,E01002616
2557,E01002617
2558,E01002618
2559,E01002619
2560,E01002620
2561,E01002621
2562,E01002622
2563,E01002623
2564,E01002624
2565,E01002625
2566,E01002626
2567,E01002627
2568,E01002628
2569,E01002629
2570,E01002630
2571,E01002631
2572,E01002632
2573,E01002633
2574,E01002634
2575,E01002635
2576,E01002636
2577,E01002637
2578,E01002638
2579,E01002639
2580,E01002640
2581,E01002641
2582,E01002642
2583,E01002643
2584,E01002645
2585,E01002646
2586,E01002647
2587,E01002648
2588,E01002649
2589,E01002650
2590,E01002651
2591,E01002652
2592,E01002653
2593,E01002654
2594,E01002655
2595,E01002656
2596,E01002657
2597,E01002658
2598,E01002659
2599,E01002660
2600,E01002661
2601,E01002662
2602,E01002663
2603,E01002664
2604,E01002665
2605,E01002666
2606,E01002667
2607,E01002668
2608,E01002669
2609,E01002670
2610,E01002671
2611,E01002672
2612,E01002673
2613,E01002674
2614,E01002675
2615,E01002676
2616,E01002677
2617,E01002678
2618,E01002679
2619,E01002680
2620,E01002681
2621,E01002682
2622,E01002683
2623,E01002684
2624,E01002686
2625,E01002687
2626,E01002689
2627,E01002690
2628,E01002691
2629,E01002692
2630,E01002693
2631,E01002694
2632,E01002695
2633,E01002696
2634,E01002697
2635,E01002698
2636,E01002699
2637,E01002700
2638,E01002701
2639,E01002702
2640,E01002703
2641,E01002704
2642,E01002706
2643,E01002707
2644,E01002708
2645,E01002709
2646,E01002710
2647,E01002711
2648,E01002712
2649,E01002713
2650,E01002714
2651,E01002715
2652,E01002716
2653,E01002717
2654,E01002718
2655,E01002719
2656,E01002720
2657,E01002721
2658,E01002722
2659,E01002723
2660,E01002724
2661,E01002725
2662,E01002726
2663,E01002727
2664,E01002728
2665,E01002729
2666,E01002730
2667,E01002731
2668,E01002732
2669,E01002733
2670,E01002734
2671,E01002735
2672,E01002736
2673,E01002737
2674,E01002738
2675,E01002739
2676,E01002740
2677,E01002741
2678,E01002742
2679,E01002743
2680,E01002744
2681,E01002745
2682,E01002747
2683,E01002748
2684,E01002749
2685,E01002751
2686,E01002752
2687,E01002753
2688,E01002754
2689,E01002755
2690,E01002756
2691,E01002757
2692,E01002758
2693,E01002759
2694,E01002760
2695,E01002762
2696,E01002763
2697,E01002764
2698,E01002765
2699,E01002766
2700,E01002767
2701,E01002768
2702,E01002769
2703,E01002770
2704,E01002771
2705,E01002772
2706,E01002773
2707,E01002774
2708,E01002775
2709,E01002776
2710,E01002777
2711,E01002778
2712,E01002779
2713,E01002780
2714,E01002781
2715,E01002782
2716,E01002783
2717,E01002784
2718,E01002785
2719,E01002786
2720,E01002787
2721,E01002788
2722,E01002789
2723,E01002790
2724,E01002791
2725,E01002792
2726,E01002793
2727,E01002794
2728,E01002795
2729,E01002796
2730,E01002797
2731,E01002798
2732,E01002799
2733,E01002800
2734,E01002801
2735,E01002802
2736,E01002803
2737,E01002804
2738,E01002805
2739,E01002806
2740,E01002807
2741,E01002808
2742,E01002809
2743,E01002810
2744,E01002811
2745,E01002812
2746,E01002813
2747,E01002814
2748,E01002815
2749,E01002816
2750,E01002817
2751,E01002818
2752,E01002819
2753,E01002820
2754,E01002821
2755,E01002822
2756,E01002823
2757,E01002824
2758,E01002825
2759,E01002826
2760,E01002827
2761,E01002828
2762,E01002829
2763,E01002830
2764,E01002831
2765,E01002832
2766,E01002833
2767,E01002834
2768,E01002835
2769,E01002836
2770,E01002837
2771,E01002838
2772,E01002839
2773,E01002840
2774,E01002841
2775,E01002842
2776,E01002843
2777,E01002844
2778,E01002845
2779,E01002846
2780,E01002847
2781,E01002848
2782,E01002849
2783,E01002850
2784,E01002851
2785,E01002852
2786,E01002853
2787,E01002854
2788,E01002855
2789,E01002856
2790,E01002857
2791,E01002858
2792,E01002859
2793,E01002860
2794,E01002861
2795,E01002862
2796,E01002863
2797,E01002864
2798,E01002865
2799,E01002866
2800,E01002867
2801,E01002868
2802,E01002869
2803,E01002870
2804,E01002871
2805,E01002872
2806,E01002873
2807,E01002874
2808,E01002875
2809,E01002876
2810,E01002877
2811,E01002878
2812,E01002879
2813,E01002880
2814,E01002881
2815,E01002882
2816,E01002883
2817,E01002884
2818,E01002885
2819,E01002886
2820,E01002887
2821,E01002888
2822,E01002889
2823,E01002890
2824,E01002891
2825,E01002892
2826,E01002893
2827,E01002894
2828,E01002895
2829,E01002896
2830,E01002897
2831,E01002898
2832,E01002899
2833,E01002900
2834,E01002901
2835,E01002902
2836,E01002903
2837,E01002904
2838,E01002905
2839,E01002906
2840,E01002907
2841,E01002908
2842,E01002909
2843,E01002910
2844,E01002911
2845,E01002912
2846,E01002913
2847,E01002914
2848,E01002915
2849,E01002916
2850,E01002917
2851,E01002918
2852,E01002919
2853,E01002920
2854,E01002921
2855,E01002922
2856,E01002923
2857,E01002924
2858,E01002925
2859,E01002926
2860,E01002927
2861,E01002928
2862,E01002929
2863,E01002930
2864,E01002931
2865,E01002932
2866,E01002933
2867,E01002934
2868,E01002935
2869,E01002937
2870,E01002938
2871,E01002939
2872,E01002940
2873,E01002941
2874,E01002942
2875,E01002943
2876,E01002944
2877,E01002945
2878,E01002946
2879,E01002947
2880,E01002948
2881,E01002949
2882,E01002950
2883,E01002951
2884,E01002952
2885,E01002953
2886,E01002954
2887,E01002955
2888,E01002956
2889,E01002957
2890,E01002958
2891,E01002959
2892,E01002960
2893,E01002961
2894,E01002962
2895,E01002963
2896,E01002964
2897,E01002965
2898,E01002966
2899,E01002967
2900,E01002968
2901,E01002969
2902,E01002970
2903,E01002971
2904,E01002972
2905,E01002973
2906,E01002974
2907,E01002975
2908,E01002976
2909,E01002977
2910,E01002978
2911,E01002979
2912,E01002980
2913,E01002981
2914,E01002982
2915,E01002983
2916,E01002984
2917,E01002985
2918,E01002986
2919,E01002987
2920,E01002988
2921,E01002989
2922,E01002990
2923,E01002991
2924,E01002992
2925,E01002993
2926,E01002994
2927,E01002995
2928,E01002996
2929,E01002997
2930,E01002998
2931,E01002999
2932,E01003000
2933,E01003001
2934,E01003002
2935,E01003003
2936,E01003004
2937,E01003005
2938,E01003006
2939,E01003007
2940,E01003008
2941,E01003009
2942,E01003010
2943,E01003011
2944,E01003013
2945,E01003014
2946,E01003015
2947,E01003016
2948,E01003017
2949,E01003018
2950,E01003019
2951,E01003020
2952,E01003021
2953,E01003022
2954,E01003023
2955,E01003024
2956,E01003025
2957,E01003026
2958,E01003027
2959,E01003028
2960,E01003029
2961,E01003030
2962,E01003031
2963,E01003032
2964,E01003033
2965,E01003034
2966,E01003035
2967,E01003036
2968,E01003037
2969,E01003038
2970,E01003039
2971,E01003040
2972,E01003041
2973,E01003042
2974,E01003043
2975,E01003044
2976,E01003045
2977,E01003046
2978,E01003047
2979,E01003048
2980,E01003049
2981,E01003050
2982,E01003051
2983,E01003052
2984,E01003053
2985,E01003054
2986,E01003055
2987,E01003056
2988,E01003057
2989,E01003058
2990,E01003059
2991,E01003060
2992,E01003061
2993,E01003062
2994,E01003063
2995,E01003064
2996,E01003065
2997,E01003066
2998,E01003067
2999,E01003068
3000,E01003069
3001,E01003070
3002,E01003071
3003,E01003072
3004,E01003073
3005,E01003074
3006,E01003075
3007,E01003076
3008,E01003077
3009,E01003078
3010,E01003079
3011,E01003080
3012,E01003081
3013,E01003082
3014,E01003083
3015,E01003084
3016,E01003085
3017,E01003086
3018,E01003087
3019,E01003088
3020,E01003089
3021,E01003090
3022,E01003091
3023,E01003092
3024,E01003093
3025,E01003094
3026,E01003095
3027,E01003096
3028,E01003097
3029,E01003098
3030,E01003099
3031,E01003100
3032,E01003101
3033,E01003102
3034,E01003104
3035,E01003105
3036,E01003106
3037,E01003107
3038,E01003108
3039,E01003109
3040,E01003110
3041,E01003111
3042,E01003112
3043,E01003113
3044,E01003114
3045,E01003115
3046,E01003116
3047,E01003117
3048,E01003118
3049,E01003119
3050,E01003120
3051,E01003121
3052,E01003122
3053,E01003123
3054,E01003124
3055,E01003125
3056,E01003126
3057,E01003127
3058,E01003128
3059,E01003129
3060,E01003130
3061,E01003131
3062,E01003132
3063,E01003133
3064,E01003134
3065,E01003135
3066,E01003136
3067,E01003137
3068,E01003138
3069,E01003139
3070,E01003140
3071,E01003141
3072,E01003142
3073,E01003143
3074,E01003144
3075,E01003145
3076,E01003146
3077,E01003147
3078,E01003148
3079,E01003149
3080,E01003150
3081,E01003151
3082,E01003152
3083,E01003153
3084,E01003154
3085,E01003155
3086,E01003156
3087,E01003157
3088,E01003158
3089,E01003159
3090,E01003160
3091,E01003161
3092,E01003162
3093,E01003163
3094,E01003164
3095,E01003165
3096,E01003166
3097,E01003167
3098,E01003168
3099,E01003169
3100,E01003170
3101,E01003171
3102,E01003172
3103,E01003173
3104,E01003174
3105,E01003175
3106,E01003176
3107,E01003177
3108,E01003178
3109,E01003179
3110,E01003180
3111,E01003181
3112,E01003182
3113,E01003183
3114,E01003184
3115,E01003185
3116,E01003186
3117,E01003187
3118,E01003188
3119,E01003189
3120,E01003190
3121,E01003191
3122,E01003192
3123,E01003193
3124,E01003194
3125,E01003195
3126,E01003196
3127,E01003197
3128,E01003198
3129,E01003199
3130,E01003200
3131,E01003201
3132,E01003202
3133,E01003203
3134,E01003204
3135,E01003205
3136,E01003206
3137,E01003207
3138,E01003209
3139,E01003210
3140,E01003211
3141,E01003212
3142,E01003213
3143,E01003214
3144,E01003215
3145,E01003216
3146,E01003217
3147,E01003218
3148,E01003219
3149,E01003220
3150,E01003221
3151,E01003222
3152,E01003223
3153,E01003224
3154,E01003225
3155,E01003226
3156,E01003227
3157,E01003228
3158,E01003229
3159,E01003230
3160,E01003231
3161,E01003232
3162,E01003233
3163,E01003235
3164,E01003236
3165,E01003237
3166,E01003238
3167,E01003239
3168,E01003240
3169,E01003241
3170,E01003243
3171,E01003244
3172,E01003245
3173,E01003246
3174,E01003247
3175,E01003248
3176,E01003249
3177,E01003250
3178,E01003251
3179,E01003252
3180,E01003253
3181,E01003254
3182,E01003255
3183,E01003256
3184,E01003257
3185,E01003258
3186,E01003259
3187,E01003260
3188,E01003261
3189,E01003262
3190,E01003263
3191,E01003264
3192,E01003265
3193,E01003266
3194,E01003267
3195,E01003268
3196,E01003269
3197,E01003270
3198,E01003271
3199,E01003272
3200,E01003273
3201,E01003274
3202,E01003275
3203,E01003276
3204,E01003277
3205,E01003278
3206,E01003279
3207,E01003280
3208,E01003281
3209,E01003282
3210,E01003283
3211,E01003284
3212,E01003285
3213,E01003286
3214,E01003287
3215,E01003288
3216,E01003290
3217,E01003291
3218,E01003292
3219,E01003293
3220,E01003295
3221,E01003296
3222,E01003297
3223,E01003298
3224,E01003299
3225,E01003300
3226,E01003301
3227,E01003302
3228,E01003303
3229,E01003304
3230,E01003305
3231,E01003307
3232,E01003308
3233,E01003309
3234,E01003310
3235,E01003311
3236,E01003312
3237,E01003313
3238,E01003314
3239,E01003315
3240,E01003316
3241,E01003317
3242,E01003318
3243,E01003319
3244,E01003320
3245,E01003321
3246,E01003322
3247,E01003323
3248,E01003324
3249,E01003325
3250,E01003326
3251,E01003327
3252,E01003328
3253,E01003329
3254,E01003330
3255,E01003331
3256,E01003332
3257,E01003333
3258,E01003334
3259,E01003335
3260,E01003336
3261,E01003337
3262,E01003338
3263,E01003339
3264,E01003340
3265,E01003341
3266,E01003342
3267,E01003343
3268,E01003344
3269,E01003345
3270,E01003346
3271,E01003347
3272,E01003348
3273,E01003349
3274,E01003350
3275,E01003351
3276,E01003352
3277,E01003353
3278,E01003354
3279,E01003355
3280,E01003356
3281,E01003357
3282,E01003358
3283,E01003359
3284,E01003360
3285,E01003361
3286,E01003362
3287,E01003363
3288,E01003364
3289,E01003365
3290,E01003366
3291,E01003367
3292,E01003368
3293,E01003369
3294,E01003370
3295,E01003371
3296,E01003372
3297,E01003373
3298,E01003374
3299,E01003375
3300,E01003376
3301,E01003377
3302,E01003378
3303,E01003379
3304,E01003380
3305,E01003381
3306,E01003382
3307,E01003383
3308,E01003384
3309,E01003385
3310,E01003386
3311,E01003387
3312,E01003388
3313,E01003389
3314,E01003390
3315,E01003391
3316,E01003392
3317,E01003393
3318,E01003394
3319,E01003395
3320,E01003396
3321,E01003397
3322,E01003398
3323,E01003399
3324,E01003400
3325,E01003401
3326,E01003402
3327,E01003403
3328,E01003404
3329,E01003405
3330,E01003406
3331,E01003407
3332,E01003408
3333,E01003409
3334,E01003410
3335,E01003411
3336,E01003412
3337,E01003413
3338,E01003414
3339,E01003415
3340,E01003416
3341,E01003417
3342,E01003418
3343,E01003419
3344,E01003420
3345,E01003421
3346,E01003422
3347,E01003423
3348,E01003424
3349,E01003425
3350,E01003426
3351,E01003427
3352,E01003428
3353,E01003429
3354,E01003430
3355,E01003431
3356,E01003432
3357,E01003433
3358,E01003434
3359,E01003435
3360,E01003436
3361,E01003437
3362,E01003438
3363,E01003439
3364,E01003440
3365,E01003441
3366,E01003442
3367,E01003443
3368,E01003444
3369,E01003445
3370,E01003446
3371,E01003447
3372,E01003448
3373,E01003449
3374,E01003450
3375,E01003451
3376,E01003452
3377,E01003453
3378,E01003454
3379,E01003455
3380,E01003456
3381,E01003457
3382,E01003458
3383,E01003459
3384,E01003460
3385,E01003461
3386,E01003462
3387,E01003463
3388,E01003464
3389,E01003465
3390,E01003466
3391,E01003467
3392,E01003468
3393,E01003469
3394,E01003470
3395,E01003471
3396,E01003472
3397,E01003473
3398,E01003474
3399,E01003475
3400,E01003476
3401,E01003477
3402,E01003478
3403,E01003479
3404,E01003480
3405,E01003481
3406,E01003482
3407,E01003483
3408,E01003484
3409,E01003485
3410,E01003486
3411,E01003487
3412,E01003488
3413,E01003489
3414,E01003490
3415,E01003491
3416,E01003492
3417,E01003493
3418,E01003494
3419,E01003495
3420,E01003496
3421,E01003497
3422,E01003498
3423,E01003499
3424,E01003500
3425,E01003501
3426,E01003502
3427,E01003503
3428,E01003506
3429,E01003507
3430,E01003508
3431,E01003509
3432,E01003511
3433,E01003512
3434,E01003513
3435,E01003514
3436,E01003515
3437,E01003516
3438,E01003517
3439,E01003518
3440,E01003519
3441,E01003520
3442,E01003521
3443,E01003522
3444,E01003523
3445,E01003524
3446,E01003525
3447,E01003526
3448,E01003527
3449,E01003528
3450,E01003529
3451,E01003530
3452,E01003531
3453,E01003532
3454,E01003533
3455,E01003534
3456,E01003535
3457,E01003536
3458,E01003537
3459,E01003538
3460,E01003539
3461,E01003540
3462,E01003541
3463,E01003542
3464,E01003543
3465,E01003544
3466,E01003545
3467,E01003546
3468,E01003547
3469,E01003548
3470,E01003549
3471,E01003550
3472,E01003551
3473,E01003552
3474,E01003553
3475,E01003554
3476,E01003555
3477,E01003556
3478,E01003557
3479,E01003558
3480,E01003559
3481,E01003560
3482,E01003561
3483,E01003562
3484,E01003563
3485,E01003564
3486,E01003565
3487,E01003566
3488,E01003567
3489,E01003568
3490,E01003569
3491,E01003570
3492,E01003571
3493,E01003572
3494,E01003573
3495,E01003574
3496,E01003575
3497,E01003576
3498,E01003577
3499,E01003578
3500,E01003579
3501,E01003580
3502,E01003581
3503,E01003582
3504,E01003583
3505,E01003584
3506,E01003585
3507,E01003586
3508,E01003587
3509,E01003588
3510,E01003589
3511,E01003590
3512,E01003591
3513,E01003592
3514,E01003593
3515,E01003594
3516,E01003595
3517,E01003596
3518,E01003597
3519,E01003598
3520,E01003599
3521,E01003600
3522,E01003601
3523,E01003602
3524,E01003603
3525,E01003604
3526,E01003605
3527,E01003606
3528,E01003607
3529,E01003608
3530,E01003609
3531,E01003611
3532,E01003615
3533,E01003616
3534,E01003617
3535,E01003618
3536,E01003619
3537,E01003621
3538,E01003622
3539,E01003623
3540,E01003624
3541,E01003625
3542,E01003626
3543,E01003627
3544,E01003628
3545,E01003629
3546,E01003630
3547,E01003631
3548,E01003632
3549,E01003633
3550,E01003634
3551,E01003635
3552,E01003636
3553,E01003637
3554,E01003638
3555,E01003639
3556,E01003640
3557,E01003641
3558,E01003642
3559,E01003643
3560,E01003644
3561,E01003645
3562,E01003646
3563,E01003647
3564,E01003648
3565,E01003649
3566,E01003650
3567,E01003651
3568,E01003652
3569,E01003653
3570,E01003654
3571,E01003655
3572,E01003656
3573,E01003657
3574,E01003658
3575,E01003659
3576,E01003660
3577,E01003661
3578,E01003662
3579,E01003663
3580,E01003664
3581,E01003665
3582,E01003666
3583,E01003668
3584,E01003669
3585,E01003670
3586,E01003671
3587,E01003672
3588,E01003673
3589,E01003674
3590,E01003675
3591,E01003676
3592,E01003677
3593,E01003678
3594,E01003679
3595,E01003680
3596,E01003681
3597,E01003682
3598,E01003683
3599,E01003684
3600,E01003685
3601,E01003686
3602,E01003688
3603,E01003689
3604,E01003690
3605,E01003691
3606,E01003692
3607,E01003693
3608,E01003694
3609,E01003695
3610,E01003696
3611,E01003697
3612,E01003698
3613,E01003699
3614,E01003700
3615,E01003701
3616,E01003702
3617,E01003703
