OA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E00010288,0,0,0,1,1,0,0,0,1,1,0
E00010289,1,1,1,1,0,0,0,0,0,0,0
E00010290,1,0,0,1,0,0,1,0,0,1,0
E00010291,0,0,0,1,0,0,0,0,1,1,0
E00010292,1,1,0,0,0,1,0,0,0,1,0
E00010293,1,1,0,1,1,0,0,0,0,1,1
E00010294,1,0,0,1,0,0,0,0,0,1,0
E00010295,0,1,1,1,0,0,1,1,1,0,1
E00010296,1,1,0,1,1,1,0,0,0,1,1
E00010297,1,0,1,0,0,0,1,1,0,0,1
E00010298,0,1,1,1,0,0,0,1,1,0,1
E00010299,0,0,0,0,0,1,0,0,1,1,1
E00010300,1,0,0,1,0,1,1,0,0,1,0
E00010301,0,0,0,1,0,1,0,0,1,1,1
E00010302,1,1,1,0,0,1,1,1,0,1,1
E00010303,0,0,0,0,1,0,0,0,0,1,1
E00010304,1,1,1,1,0,0,0,0,1,0,0
E00010305,1,1,1,1,0,0,0,1,0,1,1
E00010306,1,1,1,0,1,0,0,0,0,1,1
E00010307,1,0,0,0,1,0,0,0,0,1,1
E00010308,1,1,1,1,0,0,0,0,1,1,0
E00010309,1,1,0,1,0,0,0,0,1,1,1
E00010310,1,1,0,1,1,1,0,0,1,1,1
E00010311,1,1,0,1,0,0,0,0,1,1,1
E00010312,1,1,0,1,0,1,0,0,0,0,1
E00010313,0,1,1,1,0,0,1,0,0,1,1
E00010314,1,1,1,1,0,0,1,0,1,1,1
E00010315,1,1,1,0,1,1,1,1,1,1,1
E00010316,1,1,1,1,0,0,0,0,1,1,1
E00010317,0,0,1,0,1,1,0,0,0,1,1
E00010318,1,1,0,1,0,1,0,0,0,1,1
E00010319,1,1,1,1,1,1,1,1,1,0,1
E00010320,1,0,0,1,0,0,0,0,0,1,1
E00010321,1,0,1,1,0,0,1,0,0,1,1
E00010322,0,1,1,1,0,0,1,0,1,1,0
E00010323,1,0,0,1,0,0,1,0,0,1,0
E00010324,1,1,1,1,0,0,0,0,1,1,1
E00010325,0,0,1,0,1,0,1,0,0,1,1
E00010326,1,0,0,0,0,0,0,0,0,1,0
E00010327,0,0,0,1,0,0,1,0,1,1,0
E00010328,0,1,0,1,0,0,1,0,1,1,0
E00010329,1,0,0,1,0,1,0,0,0,1,1
E00010330,0,1,0,1,0,0,1,0,1,1,0
E00010331,1,0,0,1,0,1,1,0,0,1,1
E00010332,1,0,1,1,1,1,0,1,1,1,0
E00010333,0,0,0,0,1,0,0,0,0,1,1
E00010334,0,1,0,1,0,1,0,0,1,1,1
E00010335,1,1,1,1,0,0,1,0,0,1,1
E00010336,1,1,0,1,0,0,0,0,0,1,1
E00010337,1,0,1,1,1,0,0,0,1,1,1
E00010338,1,0,0,0,1,0,0,0,0,1,0
E00010339,0,1,1,0,1,0,1,0,1,1,0
E00010340,0,1,0,0,1,0,0,0,1,1,1
E00010341,0,0,0,0,1,0,0,0,1,1,1
E00010342,0,0,0,0,1,0,0,0,0,1,1
E00010344,0,0,0,1,0,0,0,0,0,1,1
E00010345,0,1,1,1,1,0,0,0,1,1,1
E00010346,0,1,0,0,1,0,0,0,1,1,1
E00010347,1,0,0,0,1,1,0,0,0,1,1
E00010348,0,1,1,1,1,0,1,0,1,1,1
E00010349,0,1,1,0,1,0,1,1,1,1,1
E00010350,1,1,1,0,0,0,1,0,1,1,1
E00010351,0,1,1,0,1,0,1,0,0,1,1
E00010352,0,1,1,0,0,0,1,0,1,1,1
E00010353,1,1,1,1,0,0,1,0,1,1,0
E00010354,0,1,1,0,0,0,0,0,0,1,1
E00010355,1,1,1,0,0,0,1,0,0,1,1
E00010356,0,1,1,1,0,0,1,0,1,1,1
E00010357,1,0,0,1,0,0,1,0,1,1,1
E00010358,0,1,1,1,1,0,1,0,1,1,0
E00010359,1,0,1,0,0,0,1,0,1,1,1
E00010360,1,1,1,1,0,0,0,0,1,1,1
E00010361,0,1,1,1,1,0,0,1,1,1,0
E00010362,1,1,1,1,0,1,1,0,1,1,1
E00010363,0,1,0,1,1,0,1,0,1,1,1
E00010364,1,0,1,1,0,0,1,0,1,1,1
E00010365,0,1,1,1,0,0,0,0,1,1,0
E00010366,1,1,0,1,0,0,0,0,1,1,1
E00010367,1,1,0,0,1,0,0,0,1,1,1
E00010368,1,1,0,1,0,0,0,0,0,1,1
E00010369,1,1,0,0,0,0,0,0,0,1,0
E00010370,1,1,1,0,0,0,0,0,0,1,1
E00010371,1,0,0,1,0,0,1,0,0,1,0
E00010372,0,0,1,1,1,1,1,0,0,1,0
E00010373,0,0,1,1,0,0,0,1,0,1,0
E00010374,1,1,0,1,0,0,0,0,0,0,0
E00010375,1,1,1,0,1,0,1,0,0,1,1
E00010376,1,0,0,1,0,0,0,0,0,0,0
E00010377,1,0,1,1,0,0,0,0,0,1,0
E00010378,1,1,1,1,0,1,0,0,1,0,1
E00010379,1,1,1,1,0,0,0,0,1,1,1
E00010380,1,0,1,0,0,0,0,0,0,1,0
E00010381,0,1,1,1,0,0,0,0,0,1,0
E00010382,1,1,1,1,0,1,0,0,1,0,0
E00010383,1,0,1,1,0,0,1,1,0,0,0
E00010384,1,0,1,1,0,0,0,1,1,1,0
E00010385,1,0,0,1,0,0,0,0,0,1,1
E00010386,0,0,0,0,0,0,0,0,0,1,0
E00010387,1,1,1,1,0,1,1,0,1,1,1
E00010388,1,1,1,1,0,0,0,1,1,0,0
E00010389,1,0,1,1,0,0,1,0,0,1,0
E00010390,0,1,1,1,1,0,1,0,0,1,0
E00010391,0,0,0,0,0,0,0,0,0,1,0
E00010392,1,1,1,1,0,1,0,0,0,0,1
E00010393,1,0,1,1,0,0,1,0,0,1,0
E00010394,0,0,1,1,0,0,0,0,0,1,0
E00010395,1,1,0,1,0,0,0,0,1,1,0
E00010396,1,0,1,1,0,1,0,1,1,1,1
E00010397,1,1,1,1,0,0,1,1,0,1,0
E00010398,1,1,1,0,0,0,0,0,0,1,0
E00010399,0,0,0,1,0,1,0,0,1,1,0
E00010400,1,1,0,1,0,0,0,1,1,0,1
E00010401,1,1,1,1,0,1,0,1,1,1,1
E00010402,0,0,0,1,0,0,0,0,1,1,0
E00010403,1,1,1,1,0,0,0,0,1,1,1
E00010404,0,1,1,1,0,0,0,1,0,0,1
E00010405,0,1,1,1,0,0,1,1,1,0,1
E00010406,1,1,1,1,0,0,0,0,0,1,1
E00010407,1,0,1,1,1,0,1,0,1,1,0
E00010409,1,1,0,0,1,1,0,0,0,1,1
E00010410,1,1,1,1,0,0,0,0,1,1,1
E00010411,0,1,0,1,0,0,0,0,0,1,0
E00010412,0,0,0,1,0,0,0,0,1,1,0
E00010413,1,1,1,1,1,1,1,0,1,1,1
E00010414,1,0,0,0,0,1,0,0,0,1,1
E00010415,0,1,1,1,0,0,1,1,0,0,0
E00010416,1,0,1,1,0,0,1,1,0,1,1
E00010417,0,0,1,1,0,0,1,1,0,0,1
E00010418,0,1,1,1,1,1,1,0,1,0,1
E00010419,1,1,1,1,1,0,1,1,0,1,1
E00010420,0,0,1,1,0,0,1,1,0,0,1
E00010421,1,0,1,1,0,1,0,0,0,0,1
E00010422,0,0,0,0,0,0,1,0,0,1,0
E00010423,1,1,0,1,1,1,0,0,1,1,1
E00010424,1,1,0,1,0,1,0,0,1,1,1
E00010425,0,0,0,0,0,0,1,0,0,0,0
E00010426,1,1,1,1,0,0,1,1,1,1,1
E00010427,0,0,1,1,0,1,0,0,1,1,1
E00010428,1,1,0,1,0,0,0,1,1,1,1
E00010429,1,1,0,1,1,0,0,0,0,1,1
E00010430,1,1,1,1,1,1,0,1,1,1,1
E00010431,1,1,1,0,1,0,1,0,1,1,0
E00010432,1,0,1,1,0,0,1,0,0,1,0
E00010433,1,1,1,1,1,0,1,0,0,1,1
E00010434,0,0,1,1,0,0,1,0,1,0,0
E00010435,0,0,0,1,0,0,0,0,1,1,0
E00010436,1,0,0,0,0,0,0,0,0,1,0
E00010437,1,0,0,1,0,0,0,0,0,1,1
E00010438,1,0,1,0,0,0,1,1,0,1,0
E00010439,1,1,0,0,0,1,0,1,1,1,1
E00010440,0,0,0,1,0,0,0,0,1,1,0
E00010441,0,0,1,1,0,0,1,0,1,1,0
E00010442,1,0,0,1,0,0,0,0,0,1,0
E00010443,0,0,1,1,0,0,0,0,1,1,1
E00010444,1,1,1,1,0,0,0,0,0,0,0
E00010445,1,0,0,0,1,1,0,1,0,1,0
E00010446,1,1,1,1,1,1,1,1,1,1,1
E00010447,0,0,1,0,0,1,0,0,0,1,0
E00010448,0,0,1,0,1,1,0,1,1,1,0
E00010449,1,1,1,1,0,1,0,1,1,1,0
E00010450,0,0,0,0,0,0,0,0,0,0,0
E00010451,0,1,1,1,0,0,0,0,1,0,1
E00010452,0,1,0,1,0,0,0,1,0,1,0
E00010453,1,1,1,1,0,0,1,1,0,1,1
E00010454,1,0,1,0,0,0,1,1,0,0,1
E00010455,1,0,1,1,0,0,1,0,0,1,0
E00010456,0,0,0,0,0,1,0,0,1,1,1
E00010457,0,1,0,1,0,0,0,0,1,1,0
E00010458,0,1,1,1,1,1,0,1,1,0,1
E00010459,0,0,1,1,0,1,1,1,1,1,1
E00010460,1,1,1,1,1,1,0,1,1,1,1
E00010461,0,0,0,1,1,1,0,0,1,1,1
E00010462,1,0,0,0,0,0,0,1,1,1,1
E00010463,1,1,1,1,0,0,0,1,0,1,1
E00010464,1,0,0,0,0,0,0,0,0,1,0
E00010465,0,1,0,1,1,1,1,1,1,0,1
E00010466,1,0,1,1,0,1,0,1,0,0,0
E00010467,1,0,1,1,0,0,1,1,1,0,0
E00010468,1,1,0,1,0,0,1,1,0,1,0
E00010469,1,0,1,0,0,0,1,0,0,0,1
E00010470,1,1,1,1,0,1,1,0,1,1,1
E00010471,1,1,0,1,0,1,1,1,1,1,1
E00010472,1,1,1,1,1,1,1,1,1,1,1
E00010473,1,0,1,1,0,0,1,1,0,1,1
E00010474,0,0,0,0,0,1,0,0,1,1,1
E00010475,1,0,0,1,0,0,1,0,0,0,1
E00010476,0,0,0,0,1,1,0,0,1,1,0
E00010477,1,1,1,1,1,0,1,0,1,1,1
E00010478,0,0,0,1,1,1,1,1,0,1,1
E00010479,0,0,1,0,0,1,0,1,0,1,0
E00010480,1,0,0,0,0,0,1,1,0,1,0
E00010481,0,1,1,0,0,1,1,1,1,0,0
E00010482,0,1,0,0,1,0,1,0,1,1,0
E00010483,0,1,1,0,1,1,1,1,0,1,1
E00010484,1,1,0,0,0,0,0,0,1,1,1
E00010485,0,0,0,0,0,1,1,1,0,1,1
E00010486,1,0,1,0,0,0,1,0,0,1,1
E00010487,0,1,1,1,1,1,1,0,1,1,0
E00010488,0,0,0,1,0,0,1,0,0,1,0
E00010489,0,0,1,1,1,0,0,1,1,1,0
E00010490,0,0,0,0,1,0,0,0,0,1,0
E00010491,1,1,1,1,1,1,0,0,0,1,1
E00010492,1,0,1,0,0,0,0,1,0,1,1
E00010493,1,1,1,1,1,1,0,1,1,1,1
E00010494,0,1,0,1,1,1,0,1,1,1,1
E00010495,0,1,1,1,0,0,0,1,1,0,0
E00010496,0,1,1,0,0,1,1,1,0,0,0
E00010497,0,1,1,1,1,0,0,0,0,1,1
E00010498,0,1,1,0,1,0,1,1,0,0,1
E00010499,0,1,1,0,1,1,1,1,1,1,1
E00010500,0,1,1,0,0,0,1,1,1,1,1
E00010501,0,0,1,0,1,1,1,1,0,1,0
E00010502,1,0,1,0,0,0,1,1,1,1,1
E00010503,0,0,0,0,0,0,1,0,0,0,0
E00010504,1,1,1,1,1,1,0,1,0,1,1
E00010505,1,0,0,1,0,0,1,0,0,1,1
E00010506,0,1,1,0,0,0,1,1,0,1,1
E00010507,0,1,1,1,1,1,0,0,1,1,1
E00010508,0,1,1,1,1,0,0,1,1,1,1
E00010509,1,1,0,0,1,1,0,0,1,1,1
E00010510,0,1,0,0,1,0,0,1,1,1,1
E00010511,1,1,1,0,1,1,0,1,1,0,1
E00010512,1,0,0,0,0,1,1,0,1,0,0
E00010513,0,0,1,0,1,1,0,0,1,0,1
E00010514,0,0,0,0,1,1,0,1,1,1,0
E00010515,1,0,0,0,1,1,0,0,0,1,1
E00010516,0,1,0,0,1,1,0,0,1,1,1
E00010518,0,1,1,1,0,0,0,0,1,0,1
E00010519,1,1,0,0,0,0,0,1,1,0,1
E00010520,0,1,1,1,1,1,0,1,1,1,0
E00010521,0,1,0,1,1,1,0,1,0,0,0
E00010522,1,1,1,1,1,1,1,1,1,1,0
E00010523,0,0,1,0,0,0,1,1,1,0,0
E00010524,0,1,0,0,1,1,0,1,1,0,0
E00010525,0,0,0,0,1,1,0,1,0,0,1
E00010526,1,1,1,0,0,1,0,1,0,0,1
E00010527,1,1,1,1,1,1,0,1,1,0,1
E00010528,1,1,1,1,1,1,1,0,1,1,1
E00010529,1,1,1,0,1,0,0,1,0,0,1
E00010530,0,1,1,0,0,0,1,1,0,1,0
E00010531,1,0,0,0,0,0,0,0,0,0,0
E00010532,1,1,1,1,0,1,0,0,1,1,1
E00010533,0,1,0,0,0,1,0,1,1,1,0
E00010534,1,1,1,0,1,1,1,1,0,0,1
E00010535,1,0,0,0,0,0,0,0,0,1,0
E00010536,1,0,1,0,1,1,1,0,1,1,0
E00010537,1,0,1,0,0,0,0,0,0,1,0
E00010538,0,0,0,0,1,0,1,1,1,1,0
E00010539,1,0,1,1,0,0,0,1,1,1,0
E00010540,0,0,0,0,0,1,0,0,1,1,0
E00010541,1,1,0,0,0,0,1,0,1,1,0
E00010542,1,0,0,1,1,0,0,1,1,1,0
E00010543,0,0,1,0,0,0,1,0,0,1,0
E00010544,0,0,1,0,0,1,0,1,1,1,1
E00010545,0,0,0,0,0,1,1,0,0,1,0
E00010546,0,1,1,1,1,1,0,1,1,1,1
E00010547,0,0,0,0,0,1,0,1,0,1,1
E00010548,1,1,1,1,1,0,0,0,1,1,0
E00010549,1,1,1,1,0,1,1,0,0,1,0
E00010550,0,1,1,0,0,0,1,1,1,1,1
E00010551,1,1,1,1,1,1,0,1,1,1,1
E00010552,1,0,1,1,1,0,0,1,1,0,1
E00010553,1,1,1,1,0,0,0,0,1,1,0
E00010554,1,1,1,0,0,1,1,1,1,0,1
E00010555,0,1,1,0,0,1,0,1,0,1,0
E00010556,1,1,1,0,0,1,0,0,0,1,1
E00010557,0,0,0,0,0,1,0,1,1,1,1
E00010558,0,1,0,1,0,0,1,0,1,0,1
E00010559,1,1,1,0,0,0,0,1,1,1,1
E00010560,1,1,1,0,0,0,0,0,0,1,1
E00010561,0,1,1,1,1,1,1,1,1,1,1
E00010562,0,1,1,1,0,1,0,0,1,1,1
E00010563,0,1,1,1,0,1,0,1,1,1,1
E00010564,0,1,0,1,0,0,0,0,0,1,1
E00010565,1,0,0,0,1,1,0,0,1,1,0
E00010566,1,1,1,1,0,0,1,1,0,1,0
E00010567,0,1,1,1,0,0,1,1,1,1,1
E00010568,1,1,1,0,0,0,0,0,1,1,1
E00010569,0,0,0,0,0,1,1,1,0,0,0
E00010570,0,1,1,1,0,1,0,1,1,0,1
E00010571,0,0,0,0,1,1,0,1,0,0,0
E00010572,0,1,0,0,1,1,1,1,0,0,1
E00010573,1,0,0,0,1,1,0,1,0,0,1
E00010574,0,0,1,0,1,1,1,0,0,0,1
E00010575,0,0,1,0,0,0,1,1,0,0,0
E00010576,0,1,1,0,0,0,1,1,0,0,0
E00010577,1,0,0,0,1,1,1,0,1,1,1
E00010578,0,0,0,0,1,1,0,1,0,0,0
E00010579,1,0,0,0,0,1,1,0,0,0,0
E00010580,1,1,0,0,0,1,0,1,0,0,0
E00010581,0,0,1,0,1,1,0,1,0,0,1
E00010582,0,1,0,0,1,1,0,1,0,0,1
E00010583,0,1,1,1,1,1,1,0,0,0,0
E00010584,0,0,1,0,1,1,0,1,1,0,1
E00010585,0,0,0,0,1,1,1,1,0,0,0
E00010586,0,0,0,0,1,1,1,1,0,0,0
E00010587,0,0,1,0,0,1,1,1,0,0,0
E00010588,0,0,0,0,1,1,0,1,0,0,0
E00010589,0,1,0,1,1,1,0,1,1,0,1
E00010590,0,0,1,0,1,1,1,1,1,0,0
E00010591,0,0,1,0,1,1,1,1,1,0,0
E00010592,0,1,1,0,1,1,1,1,1,0,0
E00010593,0,0,1,0,1,1,1,0,1,0,0
E00010594,1,0,0,0,0,0,1,1,0,0,0
E00010595,0,0,0,0,1,1,1,1,0,0,0
E00010596,0,1,1,1,0,0,1,0,0,0,0
E00010597,0,0,0,0,1,1,1,1,1,0,0
E00010598,0,1,1,1,0,0,1,1,1,0,0
E00010599,0,1,0,0,1,1,0,1,1,0,0
E00010600,0,1,1,0,1,1,1,1,1,0,1
E00010601,0,0,1,0,1,1,1,1,0,0,0
E00010602,1,1,1,1,0,0,1,1,1,0,1
E00010603,0,0,1,0,0,0,1,1,0,0,0
E00010604,1,0,1,1,0,0,1,1,0,0,1
E00010605,0,0,1,0,1,0,1,1,0,0,0
E00010606,0,0,1,0,1,1,0,1,0,0,0
E00010607,0,0,0,0,1,1,1,1,1,0,0
E00010608,0,0,1,0,1,0,1,1,0,0,0
E00010609,0,0,1,0,1,0,1,0,0,0,0
E00010610,0,0,0,0,1,1,0,1,0,0,0
E00010611,0,0,1,0,1,0,1,1,0,0,0
E00010612,0,1,0,0,1,1,0,1,1,0,0
E00010613,0,0,0,0,0,1,0,0,1,1,1
E00010614,1,0,0,0,0,0,1,0,0,0,0
E00010615,1,0,1,0,0,1,0,1,1,1,1
E00010616,0,0,0,0,1,1,1,0,0,0,0
E00010617,0,1,0,0,1,1,0,1,0,0,0
E00010618,1,1,1,0,1,1,1,1,1,0,0
E00010619,1,0,1,0,0,1,1,1,1,0,0
E00010623,0,0,0,0,0,0,1,1,0,0,0
E00010624,0,0,1,1,0,0,1,1,0,0,0
E00010625,0,0,0,0,1,1,1,1,1,0,0
E00010626,0,1,1,0,1,0,1,1,0,0,0
E00010627,0,1,0,1,1,1,1,1,0,0,0
E00010628,0,0,1,1,0,1,1,1,0,0,0
E00010629,0,0,1,0,0,0,1,0,0,0,0
E00010630,0,0,0,0,0,1,0,1,1,0,0
E00010631,0,0,0,0,0,1,0,1,0,0,0
E00010632,0,0,1,0,1,1,0,1,0,0,0
E00010633,0,0,0,0,1,1,0,1,1,0,1
E00010634,0,0,0,1,0,1,0,1,1,0,0
E00010635,0,0,0,0,1,1,0,1,0,0,1
E00010636,1,0,0,0,0,0,0,0,0,0,0
E00010637,0,0,0,0,1,1,0,1,1,0,1
E00010638,0,0,0,0,1,1,0,1,1,0,0
E00010639,0,0,0,0,1,1,0,1,0,0,0
E00010640,0,0,0,0,1,1,0,1,1,0,0
E00010641,0,0,1,0,0,1,0,1,0,0,1
E00010642,0,0,1,0,1,1,0,1,1,0,0
E00010643,0,0,1,0,1,1,1,1,0,0,0
E00010644,0,1,1,0,0,1,0,1,0,0,0
E00010645,0,0,0,0,0,1,0,1,0,0,0
E00010646,1,0,0,0,0,0,0,0,0,0,0
E00010647,0,0,0,0,0,1,0,0,1,0,0
E00010648,1,0,0,1,0,0,0,0,0,0,0
E00010649,1,1,1,0,0,1,1,1,1,0,1
E00010650,1,1,1,1,0,1,1,1,0,1,1
E00010651,0,1,1,0,1,1,0,1,0,0,0
E00010652,1,0,0,0,1,1,0,1,0,0,0
E00010653,0,0,1,0,1,1,0,1,1,0,0
E00010654,0,0,0,0,1,1,0,0,1,0,0
E00010655,1,1,0,0,0,1,0,0,1,0,0
E00010656,0,0,0,0,1,1,0,1,0,0,0
E00010657,0,0,0,0,1,1,0,1,0,0,0
E00010658,0,0,1,0,1,1,1,1,1,0,0
E00010659,1,0,0,0,0,0,0,0,0,0,0
E00010660,1,0,0,0,0,0,0,0,0,0,0
E00010661,1,1,1,1,1,1,1,1,1,1,0
E00010662,0,0,1,1,1,1,0,1,0,0,1
E00010663,0,1,0,0,1,1,0,0,1,0,0
E00010664,1,0,0,1,0,0,0,0,0,0,0
E00010665,1,1,1,1,1,0,1,1,1,0,1
E00010666,1,1,1,0,0,1,0,1,0,0,0
E00010668,1,1,1,0,1,1,1,1,0,0,0
E00010669,1,0,0,1,0,0,1,0,0,0,0
E00010670,0,1,1,0,1,1,1,0,1,0,1
E00010671,1,1,0,1,0,1,1,0,0,1,1
E00010672,1,0,0,1,0,0,0,0,0,1,0
E00010673,1,1,1,0,0,1,0,1,1,0,1
E00010674,1,0,1,1,1,1,0,1,1,0,1
E00010675,0,1,0,0,1,1,0,1,1,0,1
E00010676,0,1,0,1,1,1,0,1,0,0,0
E00010677,0,0,0,0,0,1,0,0,0,1,0
E00010678,0,1,0,0,1,1,1,1,1,0,0
E00010679,0,0,0,0,0,1,0,1,1,0,0
E00010680,0,1,1,1,1,1,1,1,1,0,0
E00010681,0,1,0,1,1,1,0,1,1,1,1
E00010682,1,1,1,1,1,1,0,1,1,1,0
E00010683,0,1,1,1,1,1,0,1,1,0,1
E00010684,0,0,0,0,0,1,1,1,1,0,0
E00010685,0,0,0,0,1,1,0,1,1,0,0
E00010686,1,0,1,1,0,1,0,0,0,1,0
E00010687,1,1,0,0,0,1,0,0,0,1,1
E00010688,1,1,0,1,1,1,1,0,1,0,1
E00010689,1,0,0,1,0,0,0,0,0,1,1
E00010690,0,0,1,1,1,0,0,0,1,1,1
E00010691,0,1,1,0,1,0,1,1,1,0,0
E00010692,0,0,1,0,1,1,0,1,0,0,1
E00010693,0,0,1,0,1,0,1,0,0,0,0
E00010694,0,1,1,1,1,0,1,0,0,1,0
E00010695,1,0,1,0,0,1,1,1,0,0,0
E00010696,1,0,1,0,0,1,0,1,0,0,0
E00010697,1,0,1,1,1,1,0,0,1,1,1
E00010698,0,0,0,0,0,1,0,1,0,0,0
E00010699,0,0,1,0,1,1,0,1,0,0,0
E00010700,1,1,0,1,0,0,0,0,0,1,0
E00010701,1,0,1,0,1,1,0,1,0,0,0
E00010702,0,0,1,0,1,1,1,1,1,0,0
E00010703,0,1,1,1,1,1,1,1,0,1,1
E00010704,0,0,0,0,1,1,0,1,0,0,1
E00010705,1,0,1,1,0,0,1,0,0,1,0
E00010706,0,0,1,0,1,1,0,1,0,0,0
E00010707,0,1,1,1,1,1,1,1,1,0,1
E00010708,1,1,1,1,0,0,1,0,1,1,1
E00010709,1,1,1,1,0,0,1,0,1,1,1
E00010710,0,0,0,0,0,0,1,0,1,0,1
E00010711,1,1,1,1,1,0,0,0,1,0,1
E00010712,1,1,1,0,1,1,1,0,0,1,0
E00010713,0,1,1,1,1,1,1,1,1,0,1
E00010714,0,0,1,1,0,0,1,0,0,0,0
E00010715,0,1,1,1,0,1,1,0,0,0,1
E00010716,0,0,1,1,1,0,1,1,1,1,1
E00010717,0,0,1,0,0,0,1,0,0,0,0
E00010718,1,1,1,0,1,1,1,1,0,0,0
E00010719,0,0,1,0,0,0,1,0,0,0,0
E00010720,1,0,0,1,0,0,1,0,1,0,0
E00010721,1,1,1,0,0,1,1,0,1,0,1
E00010722,0,0,1,0,1,1,0,0,0,0,0
E00010723,0,0,0,0,0,1,0,1,0,0,0
E00010724,0,0,0,0,0,0,1,0,0,0,0
E00010725,0,0,0,1,1,1,1,1,1,1,1
E00010726,0,0,1,0,1,0,1,1,0,0,0
E00010727,0,0,1,0,1,1,0,1,1,0,0
E00010728,1,1,0,0,1,1,0,1,0,1,1
E00010729,0,1,0,0,1,1,1,1,1,0,0
E00010730,0,0,1,0,1,0,1,1,1,0,0
E00010731,0,1,1,0,1,1,1,1,1,0,1
E00010732,0,0,0,0,1,1,0,1,1,0,1
E00010733,0,1,0,0,1,1,0,0,1,0,1
E00010734,0,0,0,0,1,1,0,1,1,0,1
E00010735,0,1,0,0,1,1,0,1,0,0,1
E00010736,0,0,0,0,1,1,0,1,0,0,0
E00010737,0,1,1,0,1,0,0,1,0,0,1
E00010738,0,0,1,0,1,1,1,1,1,0,0
E00010739,1,0,0,0,0,0,0,1,0,0,0
E00010740,0,0,0,0,1,1,0,1,1,0,1
E00010741,0,0,0,0,1,1,0,1,0,0,0
E00010742,0,1,0,0,1,1,1,1,1,0,0
E00010743,0,0,0,0,0,0,0,0,0,0,0
E00010744,0,0,0,0,0,0,1,0,0,0,0
E00010745,1,0,0,0,0,1,1,1,0,0,0
E00010746,0,0,1,0,0,1,1,1,0,0,0
E00010747,0,0,1,0,1,1,1,1,1,0,0
E00010748,0,0,1,0,0,0,1,1,0,0,0
E00010749,0,0,0,0,1,0,1,1,0,0,0
E00010750,0,1,1,0,1,1,1,1,1,0,0
E00010751,0,0,0,0,1,1,1,1,0,0,0
E00010752,1,1,1,1,1,0,1,1,1,1,1
E00010753,0,0,1,0,1,1,0,0,0,0,0
E00010754,0,0,0,0,0,0,1,1,0,0,0
E00010755,0,0,0,0,1,1,0,1,1,0,0
E00010756,1,0,0,1,1,0,1,1,1,0,0
E00010757,0,0,1,0,1,1,0,1,0,0,1
E00010758,0,1,1,1,1,1,1,1,1,1,0
E00010759,0,0,0,0,1,1,0,1,0,0,1
E00010760,0,1,1,0,1,0,1,1,0,0,0
E00010761,0,0,1,0,1,0,1,1,0,0,0
E00010762,0,1,1,1,1,0,1,1,0,0,0
E00010763,0,0,0,0,1,1,0,1,0,0,0
E00010764,0,1,1,0,1,0,1,1,0,0,0
E00010765,0,1,1,1,1,1,1,1,0,0,0
E00010766,1,0,0,1,0,0,0,0,0,0,0
E00010767,0,1,1,1,1,1,1,1,1,0,1
E00010768,0,0,0,0,0,0,1,0,0,0,0
E00010769,0,0,1,0,1,0,1,1,0,0,0
E00010770,0,1,1,0,1,1,1,0,0,0,0
E00010771,0,1,1,0,1,0,1,1,0,0,0
E00010772,1,0,0,0,0,0,0,0,0,0,0
E00010773,0,1,1,1,0,0,1,0,1,0,0
E00010774,0,1,0,0,1,1,1,1,0,0,0
E00010775,0,1,1,0,0,0,0,1,0,0,1
E00010776,0,0,1,0,1,1,1,1,1,0,0
E00010777,0,0,0,0,0,0,1,0,0,0,0
E00010778,0,0,0,0,1,1,0,1,0,0,0
E00010779,0,1,1,0,1,1,1,1,1,0,0
E00010780,0,0,0,0,1,1,0,0,0,0,0
E00010781,0,0,1,0,1,1,1,1,1,0,0
E00010782,0,1,0,0,0,0,1,1,0,0,0
E00010783,0,1,0,0,1,1,1,1,0,0,0
E00010784,0,1,1,0,1,1,1,0,0,0,1
E00010785,0,0,0,0,0,0,1,1,0,0,0
E00010786,0,1,1,0,1,1,0,1,1,0,0
E00010787,0,1,0,0,0,0,0,0,0,0,0
E00010788,0,1,1,1,1,1,1,0,0,0,1
E00010789,0,1,1,0,1,1,0,1,1,0,0
E00010790,0,1,1,0,1,1,1,1,1,0,0
E00010791,1,0,1,0,1,0,1,1,0,0,0
E00010792,0,0,0,0,0,0,1,1,0,0,0
E00010793,0,0,0,0,1,1,1,1,0,0,0
E00010794,0,0,1,1,1,1,0,1,0,0,1
E00010795,0,0,1,0,1,1,0,0,0,0,0
E00010796,1,0,0,0,1,1,0,1,0,1,1
E00010797,0,0,0,1,1,1,1,1,1,0,0
E00010798,0,0,0,0,1,1,0,1,1,0,0
E00010799,0,0,0,0,1,1,0,1,0,0,0
E00010800,1,0,0,0,0,1,0,1,1,0,0
E00010801,1,0,0,0,0,0,0,0,0,0,0
E00010802,0,0,0,0,1,1,1,0,0,0,0
E00010803,0,0,0,0,1,1,0,1,1,0,0
E00010804,0,0,0,0,1,1,0,1,0,0,0
E00010805,0,0,0,0,1,1,0,1,0,0,1
