OA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E00000516,1,1,1,1,0,1,0,1,1,0,1
E00000517,0,1,0,1,1,1,0,1,1,0,0
E00000518,0,1,0,1,0,1,1,1,1,0,0
E00000519,0,1,0,0,1,1,0,1,0,0,0
E00000520,1,1,0,1,0,1,0,0,1,0,0
E00000521,0,1,0,1,0,1,0,0,1,0,1
E00000522,1,1,1,1,0,1,1,0,0,1,1
E00000523,0,1,0,0,1,1,1,1,1,0,1
E00000524,0,1,1,0,0,0,1,1,1,0,1
E00000525,1,1,1,0,1,1,0,1,1,1,1
E00000526,1,1,1,0,0,0,0,0,1,0,0
E00000527,0,0,0,0,1,1,0,0,0,0,0
E00000528,1,1,1,0,1,1,1,1,1,0,1
E00000529,1,1,1,0,0,1,1,1,1,0,1
E00000530,1,1,1,1,0,0,1,1,0,0,0
E00000531,0,1,0,1,1,1,0,1,1,0,1
E00000532,0,0,0,0,0,1,1,0,1,0,0
E00000533,0,1,1,0,0,1,0,1,1,0,0
E00000534,0,0,1,0,0,1,1,1,1,0,0
E00000535,0,0,0,0,0,1,1,1,1,0,0
E00000536,1,1,1,1,1,1,1,1,1,1,1
E00000537,0,0,1,0,1,1,1,1,1,0,0
E00000538,0,0,1,0,1,1,0,1,0,0,1
E00000539,0,0,0,0,0,1,1,1,0,0,0
E00000540,0,0,0,0,1,1,0,1,1,0,0
E00000541,1,1,0,0,1,1,0,1,1,1,0
E00000542,1,1,1,1,1,1,0,1,1,0,1
E00000543,1,1,0,1,0,1,0,1,1,1,0
E00000544,0,1,0,0,1,1,0,1,1,1,1
E00000545,0,0,0,0,1,1,0,1,1,0,0
E00000546,1,0,0,0,0,1,0,1,0,0,0
E00000547,0,0,1,0,0,1,0,1,1,0,1
E00000548,0,1,0,0,0,1,0,1,1,1,1
E00000549,1,0,0,0,1,0,1,1,1,0,0
E00000550,0,0,0,0,0,1,0,0,0,1,0
E00000551,0,0,0,0,0,0,0,1,0,0,0
E00000552,0,0,0,0,0,1,0,0,1,1,1
E00000553,1,0,0,0,0,1,0,1,0,0,0
E00000554,0,0,0,0,1,1,1,0,0,1,1
E00000555,0,0,0,0,0,1,0,0,0,1,1
E00000556,0,0,0,1,1,1,0,0,0,1,0
E00000557,0,0,0,1,0,1,0,1,1,1,1
E00000558,1,0,0,0,0,0,0,1,1,1,1
E00000559,1,1,1,1,1,1,1,1,0,1,1
E00000560,1,0,0,0,0,1,0,0,0,1,0
E00000561,0,0,0,1,1,1,0,0,1,1,1
E00000562,0,0,0,0,0,1,0,0,0,1,1
E00000563,0,1,0,1,1,1,1,0,1,1,1
E00000564,0,0,1,0,1,1,1,1,0,0,1
E00000565,1,1,0,0,0,0,1,0,0,1,0
E00000566,1,1,0,1,0,1,0,0,0,0,0
E00000567,1,0,0,0,0,1,1,0,0,0,1
E00000568,1,0,0,1,0,0,0,0,1,1,0
E00000569,0,0,0,0,0,1,0,0,1,1,0
E00000570,0,0,0,0,1,1,0,0,1,1,1
E00000571,0,0,0,1,0,1,0,0,1,1,0
E00000572,0,0,0,0,0,1,1,0,1,1,0
E00000573,1,0,0,0,1,1,0,0,0,1,0
E00000574,0,0,0,0,0,1,0,0,0,1,0
E00000575,0,0,0,0,1,1,0,1,1,1,0
E00000576,0,1,0,0,0,1,0,0,1,0,1
E00000577,0,1,0,0,1,1,0,1,1,1,1
E00000578,0,0,0,1,0,1,0,1,1,0,1
E00000579,0,1,0,0,1,1,0,1,0,0,0
E00000580,0,0,0,0,1,1,0,1,0,0,0
E00000581,0,0,0,0,1,1,0,0,1,0,0
E00000582,0,0,0,0,0,1,0,0,0,0,0
E00000583,0,0,0,0,1,1,0,1,0,0,0
E00000584,0,0,0,1,1,1,1,1,1,0,0
E00000585,0,1,0,0,1,1,0,1,1,0,0
E00000586,0,0,0,0,1,1,0,1,0,0,0
E00000587,0,0,0,0,1,1,1,0,0,0,0
E00000588,1,0,0,0,0,1,0,1,0,0,0
E00000589,0,0,0,0,1,1,0,1,0,0,0
E00000590,0,0,1,0,1,1,1,1,1,0,0
E00000591,0,0,0,0,1,1,0,1,0,0,0
E00000592,0,1,0,0,1,1,0,1,1,0,0
E00000593,0,0,0,0,1,1,0,1,0,0,0
E00000594,1,0,0,0,1,1,0,1,0,0,0
E00000595,0,1,0,1,1,0,1,1,1,0,0
E00000596,0,0,1,0,1,1,1,1,1,0,1
E00000597,0,0,0,0,1,0,1,1,1,0,0
E00000598,0,0,0,0,0,1,0,0,0,0,0
E00000599,0,1,1,0,1,1,1,1,1,0,1
E00000600,0,0,0,0,0,0,1,0,0,0,0
E00000601,0,0,0,0,0,0,1,0,0,0,0
E00000602,0,0,1,0,0,0,1,0,0,1,0
E00000603,0,0,0,0,0,1,1,0,0,1,1
E00000604,0,0,1,1,1,1,1,0,1,0,1
E00000605,0,0,0,0,1,1,1,0,1,0,0
E00000606,1,0,1,0,0,1,1,1,0,0,1
E00000607,1,1,1,0,0,1,0,1,0,1,1
E00000608,1,0,0,1,0,0,0,0,1,1,1
E00000609,1,0,0,0,0,0,1,0,0,0,0
E00000610,0,0,0,0,1,1,1,1,0,0,0
E00000611,0,0,1,0,1,1,0,1,0,0,0
E00000612,0,0,0,0,1,1,0,0,0,1,0
E00000613,0,0,0,0,1,1,1,0,0,0,0
E00000614,0,0,1,0,1,1,1,1,1,0,0
E00000615,0,0,0,0,0,0,1,0,0,0,0
E00000616,1,0,0,0,1,1,0,1,0,0,1
E00000617,0,1,0,0,1,1,0,1,1,0,0
E00000618,0,0,0,0,1,1,1,1,0,0,0
E00000619,1,0,0,0,1,1,0,1,1,0,0
E00000620,0,0,0,0,1,1,1,1,0,0,0
E00000622,1,1,1,1,1,1,0,0,1,0,1
E00000623,0,0,0,0,0,1,1,1,0,0,0
E00000624,1,1,1,1,1,1,1,1,1,1,1
E00000625,0,0,0,0,1,1,0,1,1,0,1
E00000626,0,1,1,0,0,1,1,1,1,0,1
E00000627,1,1,1,0,1,0,1,1,1,0,1
E00000628,0,1,0,0,1,1,1,1,0,0,0
E00000629,1,0,0,0,1,1,0,1,1,0,0
E00000630,0,1,1,1,1,1,0,1,1,0,1
E00000631,0,1,0,0,1,1,0,1,1,1,1
E00000632,0,1,0,0,1,1,0,1,1,0,1
E00000633,0,1,1,0,1,1,1,1,1,0,0
E00000634,0,1,0,0,1,1,1,1,0,0,0
E00000635,0,1,1,1,1,1,0,1,1,0,0
E00000636,0,1,1,1,1,1,0,1,1,0,0
E00000637,0,1,0,0,1,1,0,1,0,1,1
E00000638,1,0,1,0,1,1,1,1,0,1,0
E00000640,0,1,1,0,1,1,0,1,0,0,1
E00000641,0,1,0,0,1,1,0,1,0,0,0
E00000642,0,1,0,0,1,1,1,1,0,0,0
E00000643,1,1,1,1,1,0,1,1,1,0,1
E00000644,0,1,1,0,1,1,1,1,1,0,1
E00000645,0,1,1,0,1,1,0,1,0,0,1
E00000646,0,1,1,0,1,1,0,1,0,0,1
E00000647,0,1,0,0,1,1,0,1,1,0,0
E00000648,1,1,1,0,1,1,0,1,0,0,0
E00000649,0,0,1,1,1,1,1,1,1,0,1
E00000650,0,1,0,0,1,1,1,1,0,0,0
E00000651,1,1,1,1,1,0,1,1,1,0,1
E00000652,1,1,1,1,1,1,1,1,1,1,1
E00000653,0,1,1,0,1,1,0,1,0,0,1
E00000654,0,1,0,0,1,1,0,1,0,0,0
E00000655,1,0,1,1,1,0,1,0,1,1,1
E00000656,0,1,1,1,0,0,1,1,1,0,1
E00000657,0,1,1,0,1,1,1,0,1,0,1
E00000658,0,1,1,1,0,0,1,0,1,0,1
E00000659,0,1,1,0,1,1,0,1,1,0,0
E00000660,0,1,1,0,1,1,0,1,1,0,1
E00000661,0,0,1,0,0,1,1,1,0,0,0
E00000662,0,1,0,0,1,1,1,1,1,0,1
E00000663,0,1,1,1,0,1,0,1,0,0,1
E00000664,1,1,1,1,0,0,0,1,1,0,1
E00000665,0,1,1,0,0,0,1,1,1,0,0
E00000666,1,0,0,0,0,0,0,0,0,0,0
E00000667,0,1,1,0,1,1,1,0,0,0,1
E00000668,1,0,0,1,0,0,0,0,0,0,0
E00000669,1,0,0,1,1,0,1,0,0,1,0
E00000670,0,0,1,0,0,1,0,1,0,0,0
E00000671,0,1,1,1,1,0,1,1,1,1,1
E00000672,0,1,0,0,1,1,1,1,0,0,0
E00000674,0,0,0,0,1,0,1,1,0,0,0
E00000675,1,1,1,0,1,0,1,1,0,0,1
E00000676,1,0,1,1,0,0,1,0,0,1,0
E00000677,1,1,0,1,0,1,1,0,1,1,1
E00000678,1,1,1,1,0,0,0,1,1,1,0
E00000679,1,1,1,1,0,1,1,1,1,1,1
E00000680,1,1,1,1,1,0,0,1,0,1,1
E00000681,1,1,0,0,1,0,0,1,1,1,1
E00000682,0,1,1,0,1,1,1,1,0,0,0
E00000683,0,1,0,1,1,1,0,1,1,0,1
E00000684,1,1,0,1,1,1,0,1,1,1,1
E00000685,1,0,0,0,0,0,0,0,0,1,0
E00000686,1,0,1,1,1,0,0,0,1,1,0
E00000687,0,0,0,1,1,1,0,1,0,1,0
E00000688,0,1,0,1,1,1,0,0,1,0,0
E00000689,0,0,0,0,1,1,0,0,0,1,0
E00000690,0,1,0,0,1,1,0,1,1,0,1
E00000691,1,0,0,1,1,1,0,0,0,0,0
E00000692,0,1,0,0,1,1,0,1,1,0,1
E00000693,1,0,0,1,0,1,1,0,0,0,1
E00000694,1,0,1,1,1,1,1,1,1,1,1
E00000695,0,0,0,0,1,1,0,1,1,0,0
E00000696,1,0,0,1,0,0,0,0,0,0,0
E00000697,0,0,0,0,1,1,1,1,1,0,0
E00000698,1,0,0,0,0,0,1,1,0,0,0
E00000699,0,0,0,0,1,1,0,0,0,0,1
E00000700,0,1,1,1,1,1,1,1,1,0,1
E00000701,0,0,1,0,1,1,0,1,1,0,0
E00000702,1,0,0,1,0,0,0,0,0,0,0
E00000703,0,0,1,0,0,0,1,0,0,0,0
E00000704,1,0,1,1,1,1,0,1,1,0,0
E00000705,0,0,0,0,1,0,1,0,0,0,0
E00000706,0,0,1,0,1,0,0,1,1,0,1
E00000707,0,0,1,0,1,0,1,1,1,0,0
E00000708,0,0,0,0,1,1,0,0,0,1,1
E00000709,1,1,1,1,0,1,1,0,0,1,1
E00000710,0,0,0,0,1,1,0,1,1,0,0
E00000711,1,1,1,1,1,1,0,0,0,1,1
E00000712,0,0,1,0,1,1,1,1,1,0,0
E00000713,0,0,1,1,1,1,1,0,0,1,1
E00000714,0,0,0,0,1,1,0,1,0,0,0
E00000715,0,1,1,0,1,1,0,0,1,1,0
E00000716,1,1,1,1,0,0,0,0,0,1,0
E00000717,1,0,0,1,1,1,1,1,0,1,1
E00000718,1,1,1,0,1,1,1,1,0,1,1
E00000719,1,1,1,1,1,1,1,1,1,1,0
E00000720,0,0,0,0,1,1,0,1,0,1,0
E00000721,1,0,1,1,0,0,0,0,0,1,1
E00000722,0,1,1,1,1,1,1,0,1,0,0
E00000723,0,0,1,0,1,1,1,1,1,0,1
E00000724,1,0,1,0,1,0,1,1,0,0,0
E00000725,0,0,0,0,0,1,1,1,0,0,1
E00000726,0,0,1,0,1,1,1,1,0,0,1
E00000727,0,0,1,0,1,1,0,0,0,0,0
E00000728,0,0,0,0,0,1,0,1,0,0,0
E00000729,0,0,0,0,1,1,0,1,1,0,1
E00000730,1,0,1,1,0,1,0,0,0,0,1
E00000731,0,0,1,1,1,1,0,1,0,0,1
E00000732,1,0,0,0,0,1,0,0,0,0,0
E00000733,1,0,1,0,1,1,1,1,0,0,1
E00000734,0,1,1,0,0,1,1,0,0,0,0
E00000736,0,0,0,0,0,0,1,0,0,0,0
E00000737,1,1,1,0,1,0,1,1,1,0,1
E00000738,1,1,1,1,1,1,1,0,0,1,1
E00000739,0,1,1,1,1,0,1,1,1,0,1
E00000740,1,0,1,1,1,0,1,1,1,0,1
E00000742,1,1,1,1,1,0,1,0,0,0,1
E00000743,1,1,1,1,1,1,1,1,1,0,1
E00000744,0,0,1,1,0,0,1,0,0,0,0
E00000745,1,1,1,1,0,0,0,1,1,0,1
E00000746,1,1,1,1,1,1,1,1,1,1,1
E00000747,1,1,1,1,1,1,1,1,1,1,1
E00000748,1,0,1,1,0,0,1,1,0,0,1
E00000749,1,0,1,0,0,1,1,0,0,0,1
E00000750,1,1,1,1,1,1,1,1,1,1,1
E00000751,1,0,1,1,1,0,1,1,1,0,1
E00000752,0,0,1,0,1,0,1,1,0,0,1
E00000754,1,1,0,1,0,1,1,0,0,1,1
E00000755,1,1,1,0,1,1,1,1,1,0,1
E00000756,0,1,1,1,1,1,1,0,1,0,1
E00000757,1,1,1,1,1,1,1,1,1,0,1
E00000758,1,1,1,1,0,0,1,1,1,1,1
E00000760,0,0,0,1,0,0,0,0,0,0,0
E00000761,1,0,1,0,1,1,1,1,1,0,1
E00000762,0,0,0,0,0,0,1,0,0,0,0
E00000763,1,0,0,1,0,1,1,0,1,1,1
E00000764,0,0,0,1,1,1,1,0,0,0,0
E00000765,1,0,0,1,1,1,0,0,1,1,1
E00000766,1,0,0,0,0,0,0,0,0,1,0
E00000767,1,1,0,1,0,0,0,0,0,0,0
E00000768,0,1,1,0,1,1,0,1,1,0,1
E00000769,0,1,1,0,1,0,1,0,1,0,0
E00000770,0,1,0,0,1,1,1,0,1,0,0
E00000771,1,1,1,0,1,0,1,1,1,0,1
E00000772,0,1,0,0,0,0,1,1,0,0,0
E00000773,0,1,1,1,1,1,0,1,1,0,1
E00000774,0,0,0,1,0,0,1,0,0,1,1
E00000775,1,1,1,1,1,1,0,0,1,0,1
E00000776,1,1,1,0,0,1,0,1,1,1,0
E00000777,0,0,0,0,1,1,1,0,0,1,1
E00000778,1,1,0,0,0,0,1,0,1,1,0
E00000779,0,1,0,0,0,1,0,0,0,1,1
E00000780,0,0,0,0,1,1,0,1,0,1,1
E00000781,0,0,0,0,0,1,1,1,0,0,0
E00000782,1,0,0,0,0,0,0,0,0,0,0
E00000783,0,0,1,0,1,1,1,1,1,0,0
E00000785,0,0,0,0,1,1,0,1,0,0,0
E00000786,0,1,1,0,1,0,1,1,1,0,0
E00000787,0,1,1,1,1,1,1,1,1,0,0
E00000788,1,1,1,0,1,1,0,1,1,0,1
E00000789,0,1,1,1,0,0,1,0,0,0,1
E00000790,0,1,1,0,1,0,1,1,1,0,1
E00000791,1,1,1,0,1,0,1,1,1,0,1
E00000792,0,1,1,0,1,1,1,1,1,1,1
E00000793,0,1,0,1,1,0,0,0,1,1,1
E00000794,0,0,0,0,0,0,1,0,0,0,0
E00000795,0,0,0,0,0,0,1,0,0,0,0
E00000796,1,1,1,1,1,1,1,1,1,1,1
E00000797,0,1,0,0,1,1,0,0,1,1,1
E00000798,0,1,1,0,1,1,1,1,1,1,1
E00000799,0,0,1,1,1,1,0,1,1,1,1
E00000800,1,0,1,0,1,1,0,1,1,1,0
E00000801,1,1,1,0,1,0,0,1,1,1,1
E00000802,0,1,1,0,1,1,1,1,1,0,1
E00000803,0,1,1,1,1,1,1,1,1,1,1
E00000804,0,0,0,0,1,1,0,0,0,1,1
E00000805,1,1,0,1,1,0,0,0,1,1,1
E00000806,0,0,1,0,0,0,1,0,0,0,0
E00000807,1,1,0,0,0,1,0,1,1,0,1
E00000808,1,1,0,1,1,1,1,1,1,0,1
E00000809,0,1,0,0,1,1,1,1,1,0,1
E00000810,1,0,0,0,0,0,0,0,0,1,1
E00000811,0,0,0,0,1,1,1,1,0,0,0
E00000812,0,0,0,0,0,0,1,0,0,0,0
E00000813,1,0,0,0,0,0,1,0,0,1,1
E00000814,0,1,0,1,1,1,0,0,0,1,1
E00000815,1,0,0,1,1,1,0,1,1,1,1
E00000816,1,1,0,1,1,1,1,0,0,1,1
E00000817,0,0,1,0,1,1,1,1,0,1,0
E00000818,1,1,1,0,0,1,1,0,0,1,1
E00000819,0,0,1,0,1,1,0,1,1,1,1
E00000820,0,0,0,0,1,1,1,1,1,0,1
E00000821,1,1,0,1,1,1,1,1,1,0,1
E00000822,1,0,0,0,1,1,1,1,0,1,1
E00000823,1,1,0,1,1,1,1,1,1,0,1
E00000824,0,0,0,0,1,0,1,1,0,0,0
E00000825,0,0,0,0,1,1,1,1,0,1,0
E00000826,0,1,0,1,1,1,1,1,1,0,1
E00000827,0,1,0,0,1,1,0,1,1,0,0
E00000828,0,1,1,0,1,1,1,1,1,0,0
E00000829,0,0,0,1,1,1,1,1,1,1,1
E00000830,1,0,0,1,0,0,0,0,0,1,0
E00000831,1,0,0,0,1,1,0,0,1,1,1
E00000832,0,0,0,0,1,1,0,1,1,0,1
E00000833,1,1,1,0,1,1,1,0,1,1,1
E00000834,0,0,0,0,1,1,0,1,0,0,0
E00000835,0,0,0,0,1,1,0,1,1,0,1
E00000836,0,0,0,0,1,1,0,1,1,0,0
E00000837,0,1,1,0,1,1,1,1,1,1,0
E00000838,1,0,1,1,1,1,1,1,1,0,1
E00000839,0,1,0,0,1,1,0,1,1,0,0
E00000840,1,1,0,1,0,1,0,0,0,1,1
E00000841,0,0,1,0,1,1,1,0,1,0,0
E00000842,0,0,0,0,1,1,0,1,1,0,0
E00000843,0,1,1,1,1,1,1,0,1,1,1
E00000844,0,0,0,0,1,1,0,1,0,0,0
E00000845,1,1,0,0,1,1,0,1,0,0,1
E00000846,0,1,0,0,1,1,0,1,0,0,0
E00000847,0,0,0,0,1,1,0,1,0,0,0
E00000848,0,0,0,0,1,1,1,1,1,0,0
E00000849,1,1,1,1,1,1,1,1,1,0,1
E00000850,0,0,0,0,1,1,1,1,0,0,0
E00000851,0,0,0,0,1,1,0,1,1,0,1
E00000852,0,0,0,0,1,1,1,0,0,0,0
E00000853,1,0,0,0,0,0,1,0,0,0,0
E00000854,0,0,0,0,1,1,1,1,0,0,0
E00000855,1,1,0,0,1,1,0,0,0,1,1
E00000856,0,0,0,0,1,1,1,0,1,0,0
E00000857,0,1,1,0,1,0,1,1,1,0,0
E00000858,0,0,0,1,1,1,0,0,0,1,1
E00000859,1,1,0,0,1,1,1,1,1,0,1
E00000860,0,0,0,0,1,1,1,0,1,0,0
E00000861,0,0,0,0,0,0,1,0,0,0,0
E00000862,0,0,0,0,1,1,0,0,0,0,0
E00000863,1,0,1,0,1,1,0,1,1,0,1
E00000864,0,0,0,0,1,1,1,0,0,0,0
E00000865,0,1,0,0,1,1,1,1,1,0,0
E00000866,0,1,0,1,1,1,1,0,1,0,0
E00000867,0,1,0,0,1,1,1,1,0,0,0
E00000868,0,1,0,0,1,1,1,1,1,0,1
E00000869,0,0,0,0,1,0,1,1,0,0,0
E00000870,0,0,0,0,1,1,0,1,0,1,1
E00000871,0,0,1,0,1,1,1,0,0,1,0
E00000872,0,0,0,0,0,0,1,0,0,0,0
E00000873,0,1,0,0,1,1,0,1,0,0,0
E00000874,1,1,1,0,1,1,1,1,1,0,1
E00000875,0,1,1,1,1,1,1,1,1,0,1
E00000876,0,0,1,0,1,1,0,1,0,0,0
E00000877,0,0,0,0,1,1,1,0,0,1,0
E00000878,0,0,0,0,0,0,0,0,0,0,0
E00000879,0,0,1,0,0,0,1,0,0,0,0
E00000880,0,0,0,0,0,0,1,1,0,0,0
E00000881,0,1,1,1,0,0,1,1,0,0,0
E00000882,0,0,1,0,0,0,1,1,1,0,0
E00000883,0,0,0,0,0,0,1,0,0,0,0
E00000884,0,0,1,0,1,0,1,1,1,1,1
E00000885,1,1,1,1,1,0,1,1,0,0,0
E00000886,0,1,0,0,1,0,1,1,1,1,1
E00000887,1,1,1,1,0,0,0,1,1,0,1
E00000888,1,1,0,1,1,1,1,1,1,0,1
E00000889,1,1,1,1,0,0,0,1,1,0,1
E00000890,0,0,0,0,0,0,1,1,1,1,1
E00000891,0,1,1,1,1,1,1,1,1,0,0
E00000892,1,0,1,1,1,0,0,0,0,1,0
E00000893,1,0,1,1,1,0,1,1,0,1,0
E00000894,0,1,1,0,0,0,1,0,1,0,0
E00000895,0,0,0,0,1,1,0,1,0,1,1
E00000896,0,1,1,1,0,0,0,0,1,1,1
E00000897,0,1,1,0,1,0,1,0,1,0,1
E00000898,1,1,0,0,1,0,0,0,0,1,0
E00000899,1,1,0,0,1,0,0,0,1,1,1
E00000900,0,0,1,1,0,0,0,0,0,1,1
E00000901,1,0,1,0,0,0,1,1,1,1,1
E00000902,1,1,1,1,0,0,0,0,1,0,1
E00000903,1,1,0,1,1,1,1,1,0,1,1
E00000904,1,1,1,0,0,1,1,1,1,1,1
E00000905,0,0,0,0,1,0,0,0,0,1,0
E00000906,1,1,1,1,1,1,1,1,1,1,1
E00000907,0,0,0,0,0,0,1,0,0,1,0
E00000908,1,1,1,1,1,0,1,1,1,0,1
E00000909,1,0,0,0,0,1,0,0,0,1,0
E00000910,1,0,0,0,0,1,0,1,0,1,0
E00000911,1,0,0,0,0,0,0,0,0,1,0
E00000912,0,1,1,1,0,0,1,1,1,1,1
E00000913,0,1,0,0,1,0,1,0,0,0,0
E00000914,0,1,1,0,1,0,1,0,1,0,1
E00000915,0,1,1,1,1,1,0,1,1,1,0
E00000916,0,1,1,0,1,1,0,0,1,1,1
E00000917,0,1,1,0,1,1,1,1,1,0,1
E00000918,1,1,1,1,1,1,1,1,1,1,1
E00000919,0,0,0,1,1,1,0,0,1,1,1
E00000920,1,1,0,1,0,0,0,0,0,1,0
E00000921,1,1,1,1,1,0,1,0,1,0,1
E00000922,0,0,0,0,1,1,1,1,0,0,0
E00000923,1,1,0,1,1,1,1,1,1,1,1
E00000924,1,1,1,1,1,1,0,1,1,0,1
E00000925,0,0,1,0,1,1,0,1,0,0,0
E00000926,0,0,0,0,0,0,0,0,0,0,0
E00000927,0,0,1,0,1,1,1,1,1,0,0
E00000928,0,0,1,0,1,1,1,1,1,0,0
E00000929,0,0,0,0,1,1,0,1,0,0,0
E00000930,0,0,1,0,1,1,0,1,1,0,0
E00000931,0,0,1,0,1,1,0,1,1,0,1
E00000932,0,0,0,0,1,1,1,1,0,0,0
E00000933,0,1,1,1,0,0,1,1,0,0,0
E00000934,0,0,0,0,0,0,1,1,0,0,0
E00000935,0,1,1,0,1,1,1,0,0,0,0
E00000936,0,0,0,0,1,1,1,0,0,0,1
E00000937,0,1,1,1,1,0,1,1,0,0,1
E00000938,0,1,0,0,1,1,0,1,0,0,0
E00000939,0,1,0,0,1,1,0,1,0,0,0
E00000940,0,0,0,0,1,1,1,0,1,0,0
E00000941,1,0,0,0,1,1,0,0,0,0,0
E00000942,1,1,0,1,0,0,1,1,0,0,1
E00000943,0,1,1,1,0,0,0,1,0,0,1
E00000944,0,1,0,0,1,1,0,1,0,0,0
E00000945,1,0,0,0,1,0,1,1,0,0,0
E00000946,1,1,1,1,0,1,0,0,1,0,1
E00000947,0,0,1,0,1,1,1,1,0,0,0
E00000948,0,0,1,0,1,1,0,1,0,0,0
E00000949,0,0,1,1,1,0,1,1,1,0,0
E00000950,0,0,0,0,1,1,0,1,1,0,0
E00000951,0,0,1,1,1,1,1,1,0,0,0
E00000952,0,0,1,0,1,1,1,1,1,0,0
E00000953,1,0,0,1,0,0,0,0,0,0,0
E00000954,0,0,1,0,1,1,0,1,1,0,0
E00000955,0,0,0,0,1,1,0,1,0,0,0
E00000956,0,1,1,0,0,1,1,1,0,0,1
E00000958,1,0,0,0,0,0,0,0,0,0,0
E00000959,0,0,0,0,1,1,1,0,0,0,0
E00000960,0,0,0,0,0,1,0,1,0,0,0
E00000961,0,1,1,1,0,1,1,1,1,0,1
E00000962,0,1,0,0,0,1,1,1,1,0,1
E00000963,0,1,0,1,0,1,1,1,0,0,1
E00000964,0,0,0,0,0,0,1,0,0,0,0
E00000965,0,1,0,0,1,1,1,1,1,0,1
E00000966,0,0,1,1,1,1,1,0,1,0,1
E00000967,0,0,1,1,1,1,1,1,1,0,0
E00000968,0,0,0,0,1,1,1,0,0,1,0
E00000969,0,1,1,0,1,0,1,1,1,0,0
E00000970,0,0,0,0,1,1,1,1,0,0,0
E00000971,1,1,1,1,0,1,0,1,1,0,1
E00000972,0,0,1,0,1,0,1,1,0,0,0
E00000973,0,0,1,1,1,1,1,0,0,1,0
E00000974,1,0,1,1,1,1,0,0,0,1,1
E00000975,0,0,1,0,1,1,1,1,1,0,0
E00000976,0,1,0,0,1,1,1,1,1,0,1
E00000977,0,1,0,0,1,1,1,1,0,0,0
E00000978,0,0,0,0,1,1,0,0,1,1,0
E00000979,0,0,1,0,1,0,1,1,0,0,0
E00000980,0,1,0,0,0,0,1,1,0,0,0
E00000981,0,0,0,0,1,1,0,0,0,0,0
E00000982,0,0,0,0,1,0,1,0,0,0,0
E00000983,0,0,0,0,1,1,0,1,0,0,0
E00000984,1,0,0,0,0,1,1,1,0,0,0
E00000985,1,0,0,0,1,1,0,1,0,0,0
E00000986,1,0,0,1,1,1,0,0,1,1,1
E00000987,0,0,0,0,1,1,1,0,0,0,0
E00000988,0,1,0,1,1,1,0,0,1,1,1
E00000989,1,0,0,1,0,0,0,0,0,1,0
E00000990,0,1,1,0,1,1,1,1,1,0,1
E00000991,1,0,1,1,1,0,1,1,0,1,1
E00000992,1,0,0,1,0,1,1,0,0,1,0
E00000993,0,1,1,0,1,1,1,1,1,0,0
E00000994,0,1,1,0,1,0,1,1,1,1,0
E00000995,1,1,0,0,1,1,1,1,0,1,1
E00000996,1,0,1,1,0,1,1,0,1,1,1
E00000997,0,0,0,0,0,0,0,1,0,0,0
E00000998,0,1,1,1,1,0,1,1,0,0,1
E00000999,0,1,1,0,1,1,1,1,1,0,0
E00001000,0,1,1,1,1,0,1,0,0,0,0
E00001001,0,1,1,1,1,1,1,1,1,1,0
E00001002,0,0,0,0,1,1,1,0,1,0,0
E00001003,1,1,1,0,1,0,1,1,0,0,0
E00001004,0,0,1,0,0,0,1,1,0,1,0
E00001005,0,1,1,1,1,1,1,1,1,1,1
E00001006,0,0,1,0,1,1,0,1,1,0,0
E00001007,0,0,0,0,1,1,1,0,0,1,0
E00001008,0,0,1,0,1,1,0,0,1,0,1
E00001009,1,1,1,0,1,0,1,1,0,0,1
E00001010,0,0,0,0,1,1,0,0,1,0,1
E00001011,0,0,0,0,1,1,1,0,0,0,0
E00001012,1,1,0,0,1,1,1,1,0,0,1
E00001013,0,1,1,1,1,0,1,1,1,0,0
E00001014,0,0,0,0,0,0,1,0,0,0,0
E00001015,0,0,0,0,0,0,1,0,0,0,0
E00001016,1,0,1,0,1,0,1,1,1,1,1
E00001017,0,0,1,0,1,0,1,0,0,0,0
E00001018,0,0,0,0,0,0,1,0,0,0,0
E00001019,0,0,1,1,1,1,0,1,0,0,1
E00001020,0,1,0,0,1,1,1,0,0,0,0
E00001021,1,1,0,0,0,0,1,1,0,0,1
E00001022,0,1,1,0,1,0,1,0,1,0,1
E00001023,0,0,1,0,1,0,1,0,0,0,0
E00001024,0,1,1,0,1,1,1,0,0,0,0
E00001025,0,1,0,0,1,1,1,0,0,0,0
E00001026,1,1,0,1,0,0,0,0,0,0,0
E00001027,1,1,1,1,0,0,1,1,0,0,1
E00001028,0,0,1,0,0,0,1,1,0,0,0
E00001029,0,1,1,0,1,1,1,0,0,0,1
E00001030,0,1,0,0,1,0,1,1,0,0,0
E00001031,0,1,0,0,1,0,0,1,0,0,0
E00001032,0,1,1,0,1,0,1,0,1,0,1
E00001033,0,0,0,0,0,0,1,0,0,0,0
E00001034,1,1,0,1,0,0,0,1,1,0,0
E00001035,0,1,1,0,1,0,1,1,0,0,0
