LSOA11CD,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles
E01001514,1,0,0,1,1,1,0,0,1,1,1
E01001515,1,0,1,1,1,1,0,1,1,1,1
E01001516,1,1,0,0,0,1,1,1,0,0,0
E01001517,1,1,1,1,0,0,1,1,1,0,1
E01001518,0,0,0,0,0,0,1,1,0,1,0
E01001519,1,0,0,1,0,0,0,0,0,0,0
E01001520,0,0,0,0,1,1,1,1,0,1,0
E01001521,0,1,0,0,1,0,1,1,1,0,0
E01001522,0,1,1,0,1,0,1,1,1,0,0
E01001523,0,1,0,0,1,1,1,1,0,0,0
E01001524,0,1,1,0,1,1,1,1,1,0,1
E01001525,0,1,0,0,1,1,0,1,1,1,0
E01001526,0,0,1,0,1,1,0,1,0,0,0
E01001527,0,0,0,0,0,1,1,0,0,1,0
E01001528,1,0,1,1,0,0,0,0,0,0,1
E01001529,1,1,1,1,0,1,1,1,0,0,1
E01001530,0,1,0,0,0,1,0,1,0,1,1
E01001531,0,0,0,0,1,1,0,1,0,1,0
E01001532,0,0,1,0,1,1,1,1,0,1,1
E01001533,0,0,0,0,1,1,1,1,0,0,0
E01001534,1,0,0,0,1,1,0,1,0,0,0
E01001535,1,0,0,0,1,1,1,1,0,0,1
E01001536,1,0,0,0,1,0,1,0,0,1,0
E01001537,0,1,0,1,1,1,0,1,1,1,0
E01001538,0,0,0,0,1,1,0,1,1,0,0
E01001539,0,0,0,0,1,1,0,1,0,1,0
E01001540,1,0,0,1,1,1,1,0,1,1,1
E01001541,1,0,1,1,1,1,0,0,0,1,1
E01001542,1,1,0,0,1,1,0,1,0,0,1
E01001543,0,0,0,0,1,1,0,1,0,0,1
E01001544,0,0,0,0,1,1,0,1,0,0,0
E01001545,0,1,0,0,0,1,0,1,1,0,0
E01001546,0,1,0,0,1,1,0,1,1,1,1
E01001547,1,0,0,0,0,1,0,1,0,0,0
E01001548,0,1,0,0,0,1,1,1,1,0,0
E01001549,1,1,0,0,1,1,1,1,0,0,1
E01001550,0,1,0,1,1,1,0,1,1,0,1
E01001551,0,0,0,0,0,0,1,0,0,0,0
E01001552,0,0,0,0,0,1,0,1,0,0,0
E01001553,1,1,0,0,1,1,0,1,1,0,1
E01001554,1,1,1,0,0,1,1,1,1,0,1
E01001555,1,0,0,1,0,1,0,0,1,1,1
E01001556,0,0,0,0,1,1,0,0,0,0,1
E01001557,1,1,1,0,1,1,0,1,1,1,1
E01001558,1,0,0,1,0,0,0,0,0,1,1
E01001559,1,0,0,0,0,0,1,1,0,1,1
E01001560,0,1,0,0,0,1,1,1,0,1,0
E01001562,0,1,1,1,1,1,1,1,1,0,1
E01001563,1,1,1,1,1,1,1,1,1,1,1
E01001564,1,1,1,1,1,1,1,1,1,1,1
E01001565,0,0,0,0,1,1,0,1,1,1,1
E01001566,0,0,0,1,1,1,0,0,0,1,1
E01001567,1,1,1,0,1,1,1,1,1,0,1
E01001568,0,0,1,0,1,1,0,1,0,0,0
E01001569,1,1,1,1,1,1,1,1,1,1,1
E01001570,0,1,1,0,1,1,1,1,0,1,1
E01001571,1,0,0,0,1,0,1,0,1,1,1
E01001572,0,0,0,0,1,0,1,1,1,1,0
E01001573,1,0,0,0,1,1,0,1,0,1,1
E01001574,0,0,0,0,0,0,1,0,0,0,0
E01001575,0,1,0,0,0,0,1,1,1,0,0
E01001576,0,1,0,0,0,0,1,1,0,0,0
E01001577,0,1,1,1,0,1,0,1,1,0,0
E01001578,0,1,0,0,0,0,1,0,1,1,0
E01001579,0,1,1,0,0,1,1,1,1,0,0
E01001580,0,0,1,0,0,0,1,0,0,0,0
E01001581,1,1,1,0,0,0,1,0,0,1,1
E01001582,0,0,0,0,0,0,1,1,1,0,0
E01001583,0,1,1,0,1,0,1,0,1,0,0
E01001584,0,1,1,1,1,0,1,1,1,1,0
E01001585,0,1,1,0,1,1,1,0,1,1,1
E01001586,0,1,1,0,1,0,1,1,1,0,1
E01001587,0,1,1,0,1,0,1,1,1,1,1
E01001588,0,0,1,0,1,0,1,0,1,0,0
E01001589,1,1,1,0,0,1,1,0,1,1,0
E01001590,1,0,1,1,0,0,0,0,1,1,1
E01001591,1,1,1,1,0,0,1,0,1,1,1
E01001592,0,0,0,0,0,0,1,0,0,1,1
E01001593,0,0,0,0,0,0,1,0,0,1,1
E01001594,1,1,1,1,0,1,0,0,1,0,1
E01001595,0,1,1,0,1,1,1,1,1,0,1
E01001596,0,0,0,0,1,1,0,1,1,0,0
E01001597,0,0,0,0,1,1,1,1,0,0,0
E01001598,0,0,0,0,1,1,1,1,1,0,0
E01001599,0,0,0,0,1,1,1,1,0,0,0
E01001600,1,1,0,0,1,1,0,1,0,0,1
E01001601,0,0,0,0,1,1,0,1,0,0,0
E01001602,0,1,0,0,1,0,0,1,0,0,0
E01001603,0,1,0,0,1,0,0,1,0,0,0
E01001604,1,0,0,0,0,1,0,0,0,1,1
E01001605,0,0,0,0,0,1,1,0,0,0,0
E01001606,0,0,0,0,1,1,0,0,1,1,0
E01001607,1,0,0,0,1,1,0,1,1,1,0
E01001608,0,0,0,0,1,1,1,0,0,0,0
E01001609,1,0,0,0,0,1,1,0,0,0,0
E01001610,0,0,0,0,1,1,0,0,0,0,1
E01001611,0,1,0,0,1,1,0,1,1,1,1
E01001613,0,1,0,0,0,0,1,1,0,0,0
E01001614,0,0,0,0,1,0,1,0,0,0,0
E01001615,1,0,0,0,0,0,1,0,0,0,0
E01001617,1,0,0,0,1,1,1,1,0,1,0
E01001618,0,1,0,0,1,0,1,1,1,0,0
E01001619,1,1,0,0,1,1,1,1,1,1,0
E01001620,0,1,0,0,0,0,1,1,1,0,0
E01001621,0,1,0,0,0,0,1,1,0,0,0
E01001623,0,1,0,0,1,1,1,1,1,0,0
E01001624,0,1,0,0,1,1,0,1,1,0,0
E01001625,0,0,0,0,0,1,1,1,0,0,0
E01001629,0,1,1,1,0,0,1,1,0,0,0
E01001631,1,0,1,0,0,0,1,1,0,0,0
E01001632,1,0,0,1,1,1,0,0,1,1,1
E01001633,1,1,1,1,0,0,1,1,1,1,1
E01001634,1,1,1,1,0,1,1,1,1,0,1
E01001635,0,1,0,0,0,0,1,0,1,1,0
E01001636,1,0,0,1,0,0,1,0,1,1,1
E01001637,1,0,0,1,0,0,1,0,0,1,0
E01001638,1,1,1,1,1,0,1,1,1,0,1
E01001640,1,1,1,1,0,0,0,0,0,0,1
E01001641,1,0,1,1,0,0,0,0,0,1,0
E01001642,0,0,0,0,0,0,1,0,0,0,0
E01001644,1,1,0,1,0,0,0,0,0,1,1
E01001645,0,1,1,0,1,1,1,1,1,0,0
E01001646,0,1,1,1,0,0,1,1,1,0,0
E01001647,0,0,0,0,1,1,1,1,0,0,0
E01001648,0,0,1,0,1,1,1,1,1,0,0
E01001649,0,1,0,0,0,1,1,1,0,0,0
E01001650,0,1,0,0,1,1,0,1,0,0,0
E01001651,0,1,1,0,0,1,1,1,0,0,0
E01001652,1,1,0,0,1,1,1,1,0,0,0
E01001653,0,1,0,0,1,1,1,1,1,0,0
E01001654,0,1,0,0,1,1,1,1,1,0,0
E01001655,0,1,0,0,0,1,1,1,0,0,0
E01001656,0,1,1,0,1,0,1,1,1,0,0
E01001657,1,1,1,1,1,0,1,0,1,0,1
E01001658,0,1,1,0,0,0,1,1,1,0,0
E01001659,0,0,0,0,1,1,1,1,0,0,0
E01001660,0,1,0,0,1,1,1,1,1,0,0
E01001661,0,0,0,0,1,1,1,1,0,0,0
E01001662,1,0,0,1,0,0,0,0,0,1,0
E01001664,1,1,1,1,0,0,1,0,0,1,0
E01001665,1,0,0,0,0,0,1,0,0,1,0
E01001666,1,0,0,0,0,0,0,0,0,1,0
E01001667,0,0,0,0,0,0,0,0,0,0,0
E01001668,0,0,0,1,0,0,0,0,0,1,0
E01001669,0,0,0,0,0,1,1,0,0,1,0
E01001671,0,0,0,0,0,0,1,0,1,1,0
E01001672,0,0,0,0,0,0,1,0,0,1,0
E01001673,1,1,1,1,0,0,0,0,1,1,1
E01001674,0,0,0,0,1,1,0,1,1,1,0
E01001675,1,0,0,1,0,0,0,0,1,1,0
E01001676,1,1,1,1,0,1,1,0,1,1,1
E01001677,1,0,0,1,0,0,1,0,1,1,0
E01001678,0,0,0,0,1,1,0,1,1,1,0
E01001679,0,0,0,0,1,1,1,1,0,1,1
E01001680,0,0,0,0,1,0,1,0,0,0,0
E01001681,0,1,1,1,1,0,1,1,1,1,1
E01001682,0,0,0,0,1,0,1,1,0,0,0
E01001683,1,0,0,0,0,0,1,0,1,1,0
E01001684,0,0,0,0,1,1,1,1,1,0,0
E01001685,0,1,0,0,1,1,1,1,1,1,0
E01001686,0,1,0,1,1,1,1,0,1,1,0
E01001687,0,0,0,0,0,0,1,1,0,0,0
E01001688,0,0,0,0,0,1,1,1,1,0,0
E01001690,1,0,0,1,1,1,1,1,1,0,1
E01001692,1,1,1,1,0,1,1,1,1,0,1
E01001693,0,0,1,1,0,0,1,1,0,0,1
E01001694,0,1,1,0,0,0,1,1,0,0,0
E01001695,0,1,1,1,0,1,0,1,1,1,1
E01001696,1,1,1,1,0,0,0,1,1,0,0
E01001697,1,1,0,1,0,1,0,0,1,1,1
E01001698,0,1,1,1,1,0,1,0,1,1,1
E01001699,0,0,1,0,0,0,1,0,0,0,0
E01001700,1,1,0,1,0,0,0,0,1,1,0
E01001701,0,0,0,0,0,0,1,0,0,0,0
E01001702,0,1,1,1,1,1,1,0,1,1,1
E01001703,1,1,1,1,0,0,1,0,1,1,1
E01001704,1,0,0,1,1,0,0,0,1,1,1
E01001705,1,1,1,1,1,0,1,1,1,0,1
E01001706,1,1,1,1,1,1,1,1,1,1,1
E01001708,0,1,1,1,1,0,1,0,1,1,1
E01001709,0,0,0,0,0,0,0,0,0,0,0
E01001710,0,1,1,1,0,0,1,1,1,1,1
E01001711,1,1,1,1,1,1,0,1,1,0,1
E01001712,0,1,1,1,0,0,1,1,1,0,1
E01001713,1,0,1,1,0,0,1,1,1,0,1
E01001714,1,1,1,1,0,0,1,1,1,1,1
E01001715,1,1,1,1,0,0,0,0,1,1,1
E01001716,1,1,0,1,0,0,1,0,0,1,1
E01001717,1,1,1,1,1,1,1,1,1,0,1
E01001718,1,1,1,1,0,0,1,0,1,1,1
E01001719,1,1,1,1,0,0,1,0,0,1,1
E01001720,1,1,1,1,0,0,0,0,1,1,1
E01001722,1,1,1,1,1,0,0,0,0,1,1
E01001723,0,1,1,1,0,0,0,0,1,1,1
E01001724,1,1,1,1,0,0,0,0,0,1,1
E01001725,1,1,0,1,1,0,0,0,1,1,1
E01001726,1,1,1,1,0,0,0,0,0,1,1
E01001727,1,1,1,1,1,0,0,0,1,1,1
E01001728,0,1,1,1,1,0,0,1,1,1,1
E01001729,1,1,1,1,0,0,0,0,0,0,1
E01001730,1,1,1,1,0,0,0,0,0,0,1
E01001731,1,1,0,1,0,0,0,0,0,1,0
E01001732,1,1,1,1,0,0,1,1,1,1,1
E01001733,1,1,0,1,0,0,1,0,0,1,0
E01001734,1,1,1,1,0,0,1,0,0,1,1
E01001735,0,1,1,1,0,0,0,1,1,1,1
E01001736,1,1,1,1,0,0,0,0,1,1,0
E01001737,1,1,1,1,0,0,1,1,1,1,1
E01001738,1,1,1,1,0,0,0,0,0,1,1
E01001739,1,1,1,1,0,0,0,0,0,1,1
E01001740,1,1,1,1,0,0,1,1,1,0,1
E01001741,1,1,1,1,0,0,0,0,1,1,0
E01001742,0,1,1,1,0,0,1,0,1,1,1
E01001744,1,1,1,1,0,0,0,0,1,1,1
E01001745,1,1,1,1,0,0,0,0,0,1,1
E01001746,1,1,1,1,1,0,1,1,1,0,1
E01001747,1,1,1,1,0,0,0,0,1,1,1
E01001748,1,1,0,1,0,0,0,0,0,1,0
E01001749,1,1,1,1,0,0,1,0,1,1,1
E01001750,1,1,1,1,0,0,1,1,1,0,1
E01001751,1,1,1,1,1,0,0,0,0,1,1
E01001752,1,1,1,1,0,0,1,0,1,0,1
E01001753,1,1,1,1,1,0,1,1,1,0,1
E01001754,1,1,1,1,0,0,1,1,0,0,1
E01001755,1,1,1,1,0,0,1,0,1,0,1
E01001756,1,1,1,1,0,0,0,0,0,1,1
E01001757,1,1,1,1,1,1,1,1,1,1,1
E01001758,1,1,1,1,0,0,1,0,1,1,1
E01001759,1,1,1,1,0,0,0,0,1,1,1
E01001760,1,1,1,1,0,0,0,0,0,1,1
E01001761,1,1,1,1,0,0,0,0,1,1,1
E01001762,1,1,1,1,0,0,0,0,0,1,1
E01001763,1,1,1,1,0,0,1,1,1,1,1
E01001764,1,1,1,1,0,1,0,0,1,1,1
E01001765,1,1,1,1,0,1,1,1,1,1,1
E01001767,1,1,1,1,1,0,1,0,1,1,1
E01001768,0,0,1,0,1,0,0,0,1,1,1
E01001769,1,0,1,1,0,0,1,0,0,1,1
E01001770,1,1,1,1,0,0,1,1,1,1,1
E01001772,1,1,1,1,0,0,1,1,1,0,1
E01001773,1,1,1,1,0,0,0,0,0,0,1
E01001774,1,1,1,1,0,0,1,0,0,0,1
E01001775,1,1,1,1,0,0,1,0,1,0,0
E01001776,1,1,1,1,0,0,0,0,1,0,1
E01001777,1,1,1,1,0,0,0,0,0,0,0
E01001779,1,1,0,1,0,0,0,0,0,0,0
E01001780,1,1,1,1,0,0,0,0,0,0,1
E01001781,1,1,1,1,0,0,1,1,1,0,1
E01001782,1,1,1,1,0,0,0,0,1,1,1
E01001783,1,1,1,1,0,0,0,0,1,0,1
E01001784,1,1,1,1,1,0,0,1,0,0,1
E01001785,1,1,1,1,0,0,0,0,1,1,0
E01001786,1,1,1,1,0,0,1,1,0,1,1
E01001787,0,1,1,1,0,0,1,0,1,1,1
E01001788,1,1,1,1,1,0,0,1,1,0,1
E01001789,0,1,0,1,0,0,0,0,1,1,0
E01001790,1,1,1,1,1,0,0,1,1,0,1
E01001791,1,1,1,1,1,0,0,0,1,1,1
E01001792,1,1,1,1,0,0,1,1,1,1,1
E01001793,1,1,1,1,0,0,1,1,0,1,1
E01001794,0,1,1,1,0,0,0,0,1,1,0
E01001795,1,1,0,1,0,0,0,0,1,1,1
E01001796,1,1,1,1,0,0,0,0,0,1,0
E01001798,1,1,1,1,1,0,0,0,1,1,1
E01001799,0,0,1,1,1,0,1,0,1,1,1
E01001800,1,1,1,1,1,0,1,0,1,1,1
E01001801,1,1,1,1,1,0,1,1,1,1,1
E01001802,0,1,1,0,1,0,1,0,1,1,1
E01001803,1,1,1,1,1,0,1,0,1,1,1
E01001804,0,1,1,1,1,1,0,0,0,1,1
E01001805,1,1,1,1,0,0,0,0,1,1,1
E01001806,1,1,1,1,0,0,1,0,0,1,1
E01001807,0,1,1,1,0,0,1,0,0,1,1
E01001808,1,1,1,1,0,0,0,0,0,1,1
E01001809,0,1,1,1,1,0,1,0,1,1,1
E01001811,1,1,1,1,1,1,1,1,1,0,1
E01001812,1,1,1,0,0,0,1,0,0,1,1
E01001813,1,1,1,1,0,0,1,1,0,0,1
E01001814,1,1,1,1,0,0,0,1,0,1,1
E01001815,1,1,1,1,1,0,1,0,1,1,1
E01001816,0,1,1,1,1,0,1,0,1,1,1
E01001819,0,1,1,1,0,0,0,0,0,1,1
E01001820,1,1,1,1,1,0,0,1,1,1,1
E01001821,1,1,1,1,1,0,1,1,1,1,1
E01001822,1,1,1,1,1,0,0,0,1,1,1
E01001823,1,1,0,1,1,1,0,0,1,1,1
E01001824,0,1,1,1,0,0,1,0,1,1,1
E01001825,0,1,1,1,1,1,0,0,1,1,1
E01001826,1,1,1,1,0,0,1,1,1,1,1
E01001827,0,1,1,1,1,1,1,0,0,1,1
E01001828,1,1,1,1,0,0,1,0,1,1,1
E01001829,1,1,1,0,0,0,0,0,1,1,1
E01001830,1,1,1,1,0,0,0,0,1,1,1
E01001831,1,1,1,1,0,0,1,0,0,1,0
E01001832,1,1,1,1,0,0,1,0,0,1,1
E01001833,1,1,0,1,0,0,0,0,0,1,1
E01001834,1,1,1,1,0,0,0,0,1,1,0
E01001835,1,1,1,1,1,0,0,0,1,1,0
E01001836,1,1,1,1,0,0,1,0,1,1,0
E01001837,1,1,1,1,1,0,1,1,1,1,1
E01001838,1,1,1,1,0,0,0,0,1,1,1
E01001839,1,1,1,1,0,0,0,0,0,1,1
E01001840,1,1,1,1,0,0,0,0,0,1,1
E01001841,0,1,1,1,0,0,1,1,1,1,1
E01001842,1,1,1,1,0,0,0,0,0,1,1
E01001843,0,1,1,1,1,1,0,0,1,1,1
E01001844,1,1,1,1,0,0,1,0,0,1,0
E01001845,1,1,1,1,0,0,1,1,0,1,0
E01001846,0,0,0,0,0,0,1,0,0,0,0
E01001847,1,1,1,1,1,0,1,1,1,1,1
E01001848,1,1,1,1,0,0,1,0,0,1,0
E01001849,0,0,0,0,0,0,1,0,0,0,0
E01001850,1,1,1,1,0,0,0,0,1,1,1
E01001851,1,0,1,1,1,0,0,0,1,1,1
E01001852,1,1,0,1,1,0,0,0,1,1,1
E01001853,1,1,1,1,1,0,0,0,1,1,1
E01001854,1,1,1,1,0,0,0,0,1,1,1
E01001855,1,0,0,1,1,0,0,0,0,1,1
E01001856,1,0,1,1,0,0,1,0,1,1,1
E01001857,1,1,1,1,0,0,0,1,1,1,1
E01001858,1,1,1,1,1,0,0,0,1,1,1
E01001859,1,1,1,1,1,1,1,0,1,1,1
E01001860,1,1,1,1,0,0,0,0,1,1,1
E01001861,1,1,1,1,1,0,0,0,1,1,1
E01001862,1,1,0,1,1,0,0,1,1,1,1
E01001863,1,1,1,1,1,0,0,0,0,1,1
E01001864,1,1,1,1,0,0,0,0,0,1,1
E01001865,0,0,1,1,0,0,1,0,0,1,1
E01001866,1,0,0,1,0,0,0,0,0,1,1
E01001867,1,1,1,1,0,0,1,1,1,1,1
E01001868,1,1,1,1,0,0,1,1,1,1,1
E01001869,1,0,1,1,0,0,1,0,0,1,1
E01001870,1,1,0,1,0,0,1,0,0,1,1
E01001871,1,1,1,1,1,0,1,1,1,1,1
E01001872,1,1,1,1,0,0,1,1,0,1,1
E01001873,1,1,1,1,0,0,1,0,1,1,1
E01001874,0,0,0,0,0,0,1,0,0,0,0
E01001875,1,1,0,1,1,0,0,1,1,0,1
E01001876,0,1,0,1,0,0,1,0,0,0,0
E01001877,0,0,0,0,0,0,0,0,0,1,0
E01001878,0,1,1,1,1,0,0,1,1,0,1
E01001879,1,1,0,1,0,0,0,0,0,1,0
E01001880,1,1,0,1,0,0,1,0,1,1,1
E01001881,1,0,0,1,0,0,0,0,0,1,1
E01001882,1,1,0,1,0,0,0,0,0,1,1
E01001883,1,1,1,1,0,0,0,0,0,1,1
E01001884,1,1,1,1,0,0,0,0,0,1,1
E01001885,1,0,1,1,0,0,1,1,1,0,1
E01001886,1,1,1,1,1,0,1,0,1,1,1
E01001887,0,1,0,1,1,1,1,1,1,1,1
E01001888,1,0,0,1,1,1,0,0,1,1,1
E01001889,0,0,1,1,0,0,1,0,1,1,1
E01001890,1,1,1,1,0,0,1,1,0,1,1
E01001891,1,0,0,1,0,0,0,0,0,1,1
E01001892,1,1,1,1,1,0,1,1,0,1,1
E01001893,1,1,1,1,1,0,1,1,1,1,1
E01001894,1,0,0,1,0,0,1,0,0,1,0
E01001895,1,1,1,1,0,0,0,0,0,1,1
E01001896,1,1,1,1,0,0,1,0,1,1,1
E01001897,1,0,1,1,1,0,0,0,1,1,1
E01001898,1,0,0,1,0,0,0,0,0,1,0
E01001899,1,1,1,1,0,0,1,0,0,1,1
E01001900,1,1,0,1,0,0,0,0,0,1,1
E01001901,1,0,0,1,0,0,0,0,1,1,1
E01001902,1,0,0,1,0,0,0,0,1,1,0
E01001903,1,0,0,1,0,0,1,0,1,1,1
E01001904,1,0,0,1,1,0,1,0,1,1,1
E01001905,1,0,0,1,1,0,0,0,0,1,1
E01001906,1,1,0,1,1,0,0,0,0,1,1
E01001907,0,0,0,1,1,0,1,0,0,1,1
E01001908,1,1,0,1,0,0,0,0,0,1,1
E01001909,1,1,1,1,0,0,0,1,1,1,1
E01001910,1,1,0,1,0,0,0,0,1,1,1
E01001911,1,1,1,1,0,0,1,1,1,1,1
E01001912,1,1,1,1,0,1,1,1,1,0,1
E01001913,1,1,0,1,1,0,1,0,1,1,1
E01001914,1,1,1,1,0,0,0,0,0,1,1
E01001915,1,0,0,0,0,0,1,0,0,1,1
E01001916,1,0,1,1,1,1,1,1,0,1,1
E01001917,1,1,1,1,1,0,1,0,1,1,1
E01001918,0,0,0,1,1,0,1,1,1,1,1
E01001919,1,0,0,1,1,0,1,0,1,1,1
E01001920,1,1,1,1,0,0,0,0,1,1,1
E01001921,1,1,0,1,0,0,0,0,1,1,1
E01001922,1,0,0,1,0,0,1,0,0,1,1
E01001923,1,1,0,1,0,0,1,0,1,1,1
E01001924,1,0,1,1,0,0,0,0,0,1,1
E01001925,1,1,0,1,0,0,1,0,0,1,1
E01001926,1,0,0,1,0,0,0,0,0,1,1
E01001927,0,0,1,0,1,1,0,0,1,1,1
E01001928,1,1,0,1,1,0,0,0,1,1,1
E01001929,1,1,0,1,0,0,0,0,0,1,1
E01001930,1,1,1,1,0,0,1,1,1,1,1
E01001931,0,1,1,1,1,0,0,0,1,1,1
E01001932,1,1,0,1,0,0,1,1,0,1,0
E01001933,1,1,1,1,0,0,1,0,0,1,0
E01001934,1,1,1,1,0,0,1,1,1,1,1
E01001935,1,0,0,1,0,0,0,0,0,1,1
E01001937,1,0,0,1,1,0,0,0,1,1,1
E01001938,1,0,0,1,0,0,0,0,0,1,1
E01001939,1,0,0,1,0,0,0,0,0,1,0
E01001940,1,1,0,1,1,0,1,0,1,1,1
E01001941,1,1,0,1,0,0,0,0,0,1,1
E01001942,1,0,0,1,0,0,0,0,0,1,1
E01001943,1,0,0,0,0,0,0,0,0,1,0
E01001944,1,0,1,1,0,0,1,0,0,0,1
E01001945,0,1,0,1,1,0,0,0,1,1,1
E01001946,1,1,0,1,1,0,1,0,1,1,1
E01001947,1,1,1,1,0,1,0,1,1,1,1
E01001948,1,0,0,1,0,0,0,0,0,1,0
E01001949,1,0,0,1,0,0,0,0,1,1,1
E01001950,1,1,0,1,0,0,0,0,0,1,1
E01001951,1,1,0,1,0,0,0,0,1,1,1
E01001952,1,1,0,1,0,0,0,0,0,1,1
E01001953,1,1,0,1,0,0,0,0,0,1,1
E01001954,1,1,1,1,1,0,0,0,1,1,1
E01001955,0,1,0,1,1,0,1,1,0,0,0
E01001956,0,1,1,1,1,1,0,1,1,1,1
E01001957,1,1,1,1,0,0,1,1,1,0,1
E01001958,1,1,1,1,1,0,1,1,0,0,1
E01001959,0,1,0,0,1,0,0,1,1,0,0
E01001960,1,1,0,1,1,0,0,0,1,1,1
E01001961,1,1,1,1,1,0,1,1,1,0,1
E01001962,0,0,0,0,1,1,1,0,0,0,1
E01001963,0,0,0,0,0,1,1,0,0,1,1
E01001964,1,0,0,0,0,0,1,0,0,1,1
E01001965,0,0,1,0,0,0,0,0,0,1,1
E01001966,0,0,0,0,1,0,1,0,0,0,0
E01001967,0,0,1,0,1,0,0,0,0,1,1
E01001968,0,0,1,0,1,1,0,0,0,1,1
E01001969,1,1,1,1,0,1,1,0,1,1,1
E01001970,1,1,1,1,1,0,1,1,1,1,1
E01001971,1,1,1,1,0,0,0,1,1,1,1
E01001972,0,1,1,0,0,1,1,1,1,1,1
E01001973,0,0,0,0,0,0,1,0,0,0,0
E01001974,1,0,1,1,0,1,0,0,1,1,0
E01001975,1,1,1,1,0,0,0,0,0,1,1
E01001976,0,0,0,0,1,0,0,0,1,1,0
E01001977,1,0,1,1,1,1,0,0,1,1,0
E01001978,1,0,1,1,1,0,0,0,1,1,0
E01001979,1,1,1,1,0,0,0,0,1,1,0
E01001980,0,0,1,0,0,1,0,1,1,1,0
E01001981,1,0,0,1,0,0,0,0,1,1,0
E01001982,1,0,0,0,0,0,0,0,1,1,0
E01001983,1,0,0,1,0,0,0,0,0,1,0
E01001984,0,1,1,0,1,0,1,0,0,0,1
E01001985,0,1,1,0,1,1,0,0,1,1,1
E01001986,0,0,1,0,1,0,0,0,1,1,1
E01001987,0,1,1,0,1,1,1,0,0,1,1
E01001988,1,0,1,1,1,0,0,0,1,1,1
E01001989,0,0,1,1,1,1,1,0,1,1,1
E01001990,1,0,1,1,0,0,0,0,0,1,1
E01001991,1,1,1,1,1,1,0,0,0,1,1
E01001992,0,0,1,0,1,1,0,1,0,0,1
E01001993,0,0,0,0,1,1,1,0,1,1,1
E01001994,0,1,1,0,1,0,0,1,0,0,0
E01001995,0,0,0,1,1,1,0,0,1,0,1
E01001996,1,0,1,0,1,1,0,1,1,1,1
E01001997,1,0,1,1,1,0,1,0,0,1,1
E01001998,0,0,0,1,0,0,0,0,0,1,0
E01001999,1,0,0,1,0,0,0,0,0,1,0
E01002000,1,0,0,1,1,0,0,0,1,1,1
E01002001,0,0,0,1,1,0,0,0,1,1,1
E01002002,1,0,0,1,0,0,1,0,0,1,0
E01002003,1,1,1,0,0,0,1,0,0,1,0
E01002004,0,1,1,0,1,0,1,0,0,1,0
E01002005,1,1,1,1,1,0,0,0,1,1,1
E01002006,0,1,1,1,1,1,0,1,1,1,1
E01002007,1,0,1,1,1,0,1,0,1,1,1
E01002008,0,1,1,0,0,0,1,0,0,0,0
E01002009,1,1,1,1,1,0,1,0,0,1,1
E01002010,0,1,1,0,1,0,1,0,1,0,0
E01002011,1,1,1,0,1,0,1,0,0,1,0
E01002013,1,0,1,0,0,0,0,0,0,1,1
E01002014,1,0,1,1,0,0,1,0,1,1,1
E01002015,0,1,1,1,1,1,1,1,1,1,1
E01002016,1,1,0,1,0,0,0,0,0,1,0
E01002017,1,1,1,1,1,1,0,0,1,1,1
E01002018,1,1,1,1,1,1,1,0,0,1,1
E01002019,1,0,1,0,1,1,0,1,0,1,1
E01002020,1,0,1,0,1,0,1,0,0,1,1
E01002021,0,0,1,0,1,1,0,0,0,1,1
E01002022,1,0,0,1,0,0,0,0,0,1,1
E01002023,1,0,0,1,1,1,0,0,0,1,1
E01002024,1,1,1,1,1,1,0,0,1,1,1
E01002025,0,0,0,0,1,1,1,0,0,1,1
E01002026,1,1,0,1,0,0,0,0,0,1,1
E01002027,1,1,1,0,0,0,0,0,1,1,1
E01002028,1,0,0,0,0,0,0,0,1,1,1
E01002029,1,0,1,1,0,0,1,0,0,1,0
E01002030,1,0,1,1,0,0,1,0,0,1,0
E01002031,1,0,0,1,0,0,0,0,1,1,0
E01002032,1,1,0,1,0,1,0,0,0,1,1
E01002033,0,1,1,0,0,0,0,0,1,1,1
E01002034,1,1,1,1,0,0,0,0,0,0,0
E01002036,0,1,1,1,0,1,0,0,0,1,1
E01002037,0,0,0,0,0,0,0,0,0,0,0
E01002038,1,1,1,1,0,0,0,0,0,1,1
E01002039,1,1,1,1,1,1,0,1,0,1,1
E01002040,0,1,0,1,0,0,0,0,1,1,0
E01002041,1,0,0,1,0,0,1,0,1,1,0
E01002042,0,0,1,0,0,0,1,0,1,1,0
E01002043,1,1,0,1,0,0,1,0,0,1,0
E01002044,1,0,0,1,1,0,0,0,0,1,1
E01002045,0,1,1,1,0,0,1,1,1,1,1
E01002046,1,1,1,1,0,0,1,0,1,1,0
E01002047,1,1,0,1,1,0,1,0,1,1,1
E01002048,1,1,1,1,0,0,0,0,1,1,0
E01002049,0,0,0,1,0,0,0,1,1,1,1
E01002050,0,0,0,1,1,1,0,0,1,1,1
E01002051,1,1,1,1,1,0,0,0,1,1,1
