,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,OA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
12692,,,1,1,1,3,1,1,1,,1,E00013236,,1,1,1,1,2,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,
12693,,,,,,2,,1,1,,,E00013237,,,,1,,2,,1,1,,,0.0,,0.0,,0.0,,,,,,
12694,1,1,1,1,1,2,,1,1,1,1,E00013238,1,1,1,1,1,2,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12695,1,,1,1,1,1,1,1,1,2,1,E00013239,,1,1,,,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,,
12696,1,1,1,1,1,1,1,1,1,,1,E00013241,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
12697,,,1,,1,1,1,1,1,,1,E00013242,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
12698,,1,1,,1,1,1,1,1,,1,E00013243,1,1,1,,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12699,1,1,,,1,2,1,1,1,,1,E00013244,1,1,,1,1,1,1,2,,,1,-1.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0
12700,,1,1,1,,1,1,,1,2,1,E00013245,,1,,1,,,,,1,3,1,,,,0.0,0.0,1.0,,,0.0,0.0,
12701,1,1,1,1,1,1,1,1,1,,1,E00013246,1,1,1,1,0,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0
12702,,1,,1,1,1,,1,1,1,1,E00013247,1,1,,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
12703,,,1,,1,1,1,1,1,,1,E00013248,,2,,,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
12704,,1,,1,1,1,1,1,1,1,1,E00013249,,1,,1,1,1,,1,1,2,1,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,
12705,,1,1,,1,2,1,1,1,,1,E00013250,,1,1,,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12706,1,,1,,1,1,2,1,1,,1,E00013251,,1,1,,1,1,2,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
12707,,,1,,2,2,,2,1,,1,E00013252,,1,1,,1,1,1,1,1,,1,-1.0,,-1.0,0.0,0.0,,0.0,-1.0,,,
12708,,1,1,1,,1,,1,,,1,E00013253,,1,1,,1,1,,1,1,,2,0.0,,0.0,1.0,,,0.0,,,0.0,
12709,,1,1,,1,1,1,1,1,,1,E00013254,1,1,1,1,1,1,1,2,1,,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,
12710,,,1,,1,,2,,1,,,E00013255,1,,2,,,,1,,,,1,,-1.0,,,,,1.0,,,,
12711,,,1,,,,2,2,,,,E00013256,,,2,,,,2,1,,,1,,0.0,-1.0,,,,1.0,,,,
12712,,1,1,,1,,1,1,1,,1,E00013259,,1,1,,,1,,,,,1,,,,0.0,,,0.0,,,0.0,
12713,,,,,,,,1,,,,E00013260,,,,,,,,2,,,,,,1.0,,,,,,,,
12714,,1,1,1,1,,1,1,1,,1,E00013261,1,1,1,1,1,1,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12715,0,1,1,1,1,1,1,2,1,,1,E00013262,1,1,1,1,1,1,1,2,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
12716,0,1,1,1,1,1,1,1,1,1,1,E00013263,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12717,,,1,,1,1,1,1,2,,,E00013264,,,1,,1,,,1,2,,1,,,0.0,,0.0,,0.0,0.0,,,
12718,,1,1,1,1,1,1,1,1,1,1,E00013265,1,1,1,1,1,,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12719,1,,1,1,1,1,1,1,1,1,1,E00013266,1,1,,1,1,1,1,2,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0
12720,1,1,1,1,1,1,1,1,1,1,1,E00013267,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
12721,,1,1,,,,,,1,,2,E00013268,,1,1,1,,,,1,1,1,2,,,,0.0,0.0,,0.0,,,0.0,
12722,,1,1,,1,1,1,1,1,1,1,E00013269,,1,1,,1,1,1,1,0,1,1,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,0.0,
12723,,0,1,1,1,2,1,1,1,1,1,E00013270,,1,1,0,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,
12724,,,1,,1,2,1,1,1,,1,E00013271,1,1,,,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,,0.0,,,
12725,1,1,1,1,1,1,,1,1,,1,E00013272,1,1,1,1,,1,,1,1,1,1,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
12726,,1,,,1,2,,1,1,,1,E00013273,1,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
12727,,1,1,1,1,1,1,1,1,1,1,E00013274,,1,0,1,1,1,0,1,1,1,1,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,
12728,1,1,1,1,0,1,1,1,1,0,1,E00013275,1,1,1,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12729,1,1,1,1,1,1,1,1,1,1,1,E00013276,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12730,,,1,1,1,2,1,1,1,1,1,E00013277,,,1,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
12731,,,1,,1,3,,1,1,,1,E00013278,,,,,,3,,1,1,,1,0.0,,0.0,0.0,0.0,,,,,,
12732,,,1,1,1,2,1,1,1,,1,E00013279,,1,1,,1,2,1,1,1,,2,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,
12733,,1,1,1,1,1,1,1,1,1,1,E00013280,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12734,1,1,1,,1,1,2,1,1,,1,E00013281,1,1,1,1,1,1,1,1,1,,1,0.0,-1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
12735,,1,1,,1,1,1,1,1,,1,E00013282,,1,1,1,1,2,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12736,,1,1,,1,2,1,1,1,,1,E00013283,,,1,,1,2,1,2,1,,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,
12737,,0,1,,1,2,1,1,1,,0,E00013284,,0,1,,1,1,1,1,1,,1,-1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,
12738,1,,1,0,1,1,1,1,1,0,1,E00013285,1,0,1,,1,1,1,2,1,,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,0.0
12739,,1,1,,1,1,1,2,1,,1,E00013286,,1,1,,1,1,1,2,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12740,,,1,,1,3,1,1,1,,1,E00013287,,,,,1,3,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
12741,,,1,1,1,2,1,1,1,,1,E00013288,,1,1,,1,2,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
12742,,,1,,1,1,2,1,1,,1,E00013289,,,1,,1,1,2,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
12743,,,1,1,1,1,1,1,2,,,E00013290,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,,-1.0,,0.0,0.0,0.0,,
12744,,1,1,1,1,1,1,1,1,,1,E00013292,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12745,,,1,1,,1,1,1,1,,2,E00013293,,1,1,1,,1,,1,1,1,2,0.0,,0.0,0.0,0.0,,0.0,,0.0,,
12746,,1,1,1,1,1,1,1,1,,1,E00013294,,1,1,,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12747,,1,1,1,1,1,,1,1,,1,E00013295,,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12748,1,,1,,1,1,1,1,1,1,1,E00013296,1,1,,1,1,1,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0
12749,,1,1,,1,1,1,1,1,0,1,E00013297,0,1,1,0,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12750,,,,,1,2,1,1,1,,1,E00013298,,,1,,1,2,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
12751,1,1,1,1,1,1,1,1,1,,1,E00013299,1,1,,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
12752,,1,,,1,1,1,1,1,2,1,E00013300,,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,-1.0,,0.0,,0.0,
12753,1,1,1,1,1,1,1,1,1,1,1,E00013301,1,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12754,1,1,1,1,1,1,1,1,1,,1,E00013302,1,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
12755,,,1,,1,1,4,1,0,,1,E00013303,0,0,1,,1,1,4,1,1,0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,
12756,,,1,,1,1,2,1,1,,1,E00013304,0,1,1,,1,1,2,2,1,,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,
12757,0,0,1,1,1,1,2,1,1,,1,E00013305,0,0,1,1,1,1,1,2,1,,1,0.0,-1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
12758,,,1,1,1,1,2,1,1,,1,E00013306,0,,1,1,,1,2,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
12759,,1,,,,2,1,1,1,,1,E00013307,,,1,1,,3,,,1,,1,1.0,,,0.0,0.0,,,,,,
12760,,1,,,1,3,1,2,1,,1,E00013308,,1,,1,1,2,,2,1,,1,-1.0,,0.0,0.0,0.0,,,0.0,,0.0,
12761,,,1,,1,3,,1,1,,1,E00013309,,1,1,1,1,3,,1,1,,,0.0,,0.0,,0.0,,0.0,0.0,,,
12762,,0,1,0,1,1,2,1,1,,1,E00013310,,,1,,1,1,1,2,1,0,1,0.0,-1.0,1.0,0.0,0.0,,0.0,0.0,,,
12763,1,0,1,0,1,1,2,1,1,1,1,E00013311,1,1,1,,0,1,1,1,1,1,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,,1.0,0.0
12764,1,1,1,1,,2,1,1,1,,1,E00013312,1,1,1,1,,2,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
12765,,1,1,1,1,1,,1,1,2,1,E00013313,,1,1,,1,1,,,1,2,1,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,
12766,,1,1,,1,2,1,1,1,,1,E00013314,,1,,,1,1,1,,1,,1,-1.0,0.0,,0.0,0.0,,,0.0,,0.0,
12767,1,,,1,1,,,,1,2,1,E00013315,1,,,1,1,,,,,2,1,,,,0.0,,0.0,,0.0,0.0,,0.0
12768,,,1,1,1,1,1,1,1,,1,E00013316,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
12769,,,1,1,,2,1,1,1,1,1,E00013317,,1,,1,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
12770,,1,,1,1,1,,1,1,1,1,E00013318,,1,1,1,1,1,1,1,1,2,1,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,
12771,1,1,1,1,,1,1,1,1,2,1,E00013320,1,1,1,1,,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
12772,1,1,1,1,1,1,1,1,1,1,1,E00013321,1,1,1,1,,,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
12773,,1,1,1,1,1,1,1,1,,1,E00013322,,1,1,1,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12774,,1,1,1,1,1,1,1,1,1,1,E00013323,,1,1,1,1,1,1,1,2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
12775,1,1,1,1,,1,1,1,1,,1,E00013324,1,,1,1,,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
12776,1,,1,1,1,1,1,,1,1,1,E00013327,1,1,1,1,1,,,1,1,1,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
12777,,1,,1,1,2,,1,1,,1,E00013328,,2,1,,1,1,1,1,1,,1,-1.0,,0.0,0.0,0.0,,,0.0,,1.0,
12778,1,1,1,1,1,1,1,1,1,,1,E00013330,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12779,,1,1,,1,2,1,1,1,1,1,E00013331,0,1,1,,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
12780,,,1,1,1,1,1,1,1,,1,E00013332,1,1,1,1,,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
12781,1,1,1,1,,1,1,2,,,1,E00013335,,1,,1,1,1,1,1,1,,1,0.0,0.0,-1.0,0.0,,,,,0.0,0.0,
12782,,1,1,1,0,1,3,1,1,,1,E00013336,1,1,1,0,1,1,2,1,1,,1,0.0,-1.0,0.0,0.0,0.0,,0.0,1.0,-1.0,0.0,
12783,,1,1,,1,2,1,1,1,,1,E00013337,,1,1,,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
12784,,1,1,1,1,1,1,1,1,1,1,E00013338,1,1,1,1,1,1,,,1,1,1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12785,1,,1,,1,2,1,2,,,1,E00013341,1,1,1,,1,1,,2,1,,1,-1.0,,0.0,0.0,,,0.0,0.0,,,0.0
12786,,1,,,1,1,,2,2,,,E00013342,,1,1,1,1,1,,1,1,,1,0.0,,-1.0,,-1.0,,,0.0,,0.0,
12787,,1,0,,1,2,1,1,1,,1,E00013343,,1,1,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,
12788,1,1,1,1,1,1,,1,1,2,1,E00013344,1,1,1,1,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
12789,,1,1,1,1,1,1,1,1,1,1,E00013345,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12790,,,1,,,1,1,1,1,1,1,E00013346,,,1,,,,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
12791,2,1,1,1,,,,1,,1,1,E00013347,2,,,,,,,1,1,1,1,,,0.0,0.0,,0.0,,,,,0.0
12792,2,1,1,1,,,1,,,1,1,E00013348,2,,,1,,,,1,,1,1,,,,0.0,,0.0,,,0.0,,0.0
12793,1,,1,1,,1,1,1,1,1,1,E00013349,1,,1,1,,,,,1,1,1,,,,0.0,0.0,0.0,0.0,,0.0,,0.0
12794,1,,1,1,1,1,,1,1,1,1,E00013350,1,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
12795,,1,2,1,1,1,1,1,1,1,1,E00013351,1,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,
12796,1,,1,1,1,1,,1,1,1,1,E00013352,1,1,1,1,,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
12797,,1,1,1,1,1,,1,1,1,1,E00013353,,,1,,1,1,,1,,1,2,0.0,,0.0,1.0,,0.0,0.0,0.0,,,
12798,1,,,1,1,,1,1,,2,1,E00013354,,1,1,,1,1,1,,1,2,1,,0.0,,0.0,,0.0,,0.0,,,
12799,1,1,1,1,1,1,1,1,1,1,1,E00013355,1,1,1,1,,,1,1,0,1,1,,0.0,0.0,0.0,-1.0,0.0,0.0,,0.0,0.0,0.0
12800,1,1,1,,1,1,1,1,1,1,1,E00013356,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
12801,1,1,1,1,1,1,1,1,,,1,E00013357,1,1,1,,1,,1,1,1,,1,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0
12802,1,1,1,1,1,0,2,1,1,0,1,E00013358,1,1,1,1,1,,1,1,1,,1,,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
12803,,,,1,1,,,,,2,1,E00013359,,,,1,1,,,,,2,1,,,,0.0,,0.0,,0.0,0.0,,
12804,,,2,,1,,2,,,,1,E00013360,,1,,,,,1,2,,,,,-1.0,,,,,,,,,
12805,,1,1,1,1,1,1,1,1,1,1,E00013361,1,1,1,1,1,,1,1,1,1,2,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
12806,1,1,1,1,1,1,,1,1,1,1,E00013362,1,1,1,1,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12807,,1,1,,1,1,1,1,1,1,1,E00013364,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
12808,,1,1,1,1,1,1,1,1,,1,E00013365,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12809,,,,1,1,,,,,1,1,E00013366,,1,,1,1,,,1,,2,1,,,,0.0,,1.0,,0.0,0.0,,
12810,1,1,1,1,1,1,1,1,,1,1,E00013367,1,1,1,1,1,1,1,,1,1,1,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
12811,,,1,1,1,1,,1,1,1,2,E00013368,,,1,,1,,,1,,1,2,,,0.0,0.0,,0.0,0.0,0.0,,,
12812,,,2,,1,1,1,1,1,1,1,E00013369,,1,1,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,
12813,,1,1,,1,1,,1,1,1,1,E00013370,,1,1,,1,1,,1,1,1,2,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,
12814,,,2,,1,1,1,1,1,,1,E00013371,,1,1,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,-1.0,0.0,,,
12815,,,,1,1,,,,1,1,1,E00013372,1,1,1,1,,1,,,,1,1,,,,0.0,,0.0,,,0.0,,
12816,1,1,1,1,1,1,1,1,1,1,1,E00013373,,1,,1,1,,1,,1,1,1,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
12817,,1,,1,1,1,1,1,1,1,1,E00013374,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
12818,,,1,0,1,1,1,1,1,,1,E00013375,,0,1,1,1,1,1,1,2,0,1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,
12819,,,1,0,1,1,1,1,1,,1,E00013376,,0,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,
12820,1,,1,1,1,1,,1,1,1,1,E00013377,1,1,1,1,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
12821,,,1,,1,1,1,1,2,,1,E00013378,,1,1,1,1,1,1,1,2,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
12822,1,,1,0,1,1,2,1,1,,1,E00013379,0,1,1,1,1,1,1,1,1,,1,0.0,-1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,-1.0
12823,1,1,1,1,1,1,1,1,1,1,1,E00013380,1,1,1,1,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
12824,,1,1,1,1,1,1,1,1,,1,E00013381,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
12825,,,1,1,1,,,1,,2,2,E00013383,0,,1,,1,,1,1,0,1,1,,,0.0,-1.0,,-1.0,0.0,0.0,,,
12826,1,,1,1,,,1,,,1,2,E00013384,1,,1,2,1,,,1,,1,1,,,,-1.0,,0.0,0.0,,1.0,,0.0
12827,,,2,,1,,1,2,,,1,E00013385,,,1,1,,,,1,1,,1,,,-1.0,0.0,,,-1.0,,,,
12828,1,1,1,3,,,,,1,,1,E00013386,,1,1,2,1,,1,1,1,1,1,,,,0.0,0.0,,0.0,,-1.0,0.0,
12829,,1,1,2,,,1,1,1,,1,E00013387,,1,1,1,,,1,,,1,1,,0.0,,0.0,,,0.0,,-1.0,0.0,
12830,,,1,2,,,,,1,,2,E00013388,,,1,1,,,,,1,1,2,,,,0.0,0.0,,0.0,,-1.0,,
12831,,1,1,1,1,,1,,,1,1,E00013389,,1,1,1,,,1,,1,1,2,,0.0,,1.0,,0.0,0.0,,0.0,0.0,
12832,1,1,1,2,,,,1,1,,1,E00013390,1,1,1,2,1,,,1,,1,1,,,0.0,0.0,,,0.0,,0.0,0.0,0.0
12833,,1,1,1,,,1,1,,,1,E00013391,,,1,1,,,1,1,1,,1,,0.0,0.0,0.0,,,0.0,,0.0,,
12834,,,2,,,1,,1,,,1,E00013392,,,1,,,,,,,,3,,,,2.0,,,-1.0,,,,
12835,,,2,2,,,,,,,,E00013393,,,1,,,,,1,,,2,,,,,,,-1.0,,,,
12836,,,2,1,,,,1,,,,E00013395,,,2,1,,,,1,,,1,,,0.0,,,,0.0,,0.0,,
12837,1,1,1,2,1,,,1,1,1,1,E00013397,1,1,1,1,,,,1,,1,1,,,0.0,0.0,,0.0,0.0,,-1.0,0.0,0.0
12838,1,,1,2,,1,,,1,,2,E00013398,,1,1,1,1,1,,,1,1,2,0.0,,,0.0,0.0,,0.0,,-1.0,,
12839,,1,1,2,,,,1,1,,1,E00013399,,,1,2,,,,,,,2,,,,1.0,,,0.0,,0.0,,
12840,,1,1,2,,,,,1,,1,E00013400,,1,1,1,,,,,1,1,2,,,,1.0,0.0,,0.0,,-1.0,0.0,
12841,,,1,2,,,,1,1,1,1,E00013401,,,1,2,,,,,,1,2,,,,1.0,,0.0,0.0,,0.0,,
12842,,,1,2,,,,1,1,1,,E00013402,,,,1,1,,,,1,,,,,,,0.0,,,,-1.0,,
12843,,1,1,2,1,,1,1,1,1,1,E00013403,,,1,2,1,,,1,,1,1,,,0.0,0.0,,0.0,0.0,0.0,0.0,,
12844,,1,1,1,1,,1,1,1,1,1,E00013404,,1,1,1,1,,1,1,0,1,2,,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,
12845,,1,1,2,,,,1,,1,1,E00013405,,1,1,1,,,,,1,1,1,,,,0.0,,0.0,0.0,,-1.0,0.0,
12846,,,1,2,,,1,,,,2,E00013406,,,1,1,,,1,,1,1,2,,0.0,,0.0,,,0.0,,-1.0,,
12847,1,1,1,1,1,,1,1,1,1,1,E00013407,,1,1,1,1,1,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12848,,1,1,3,,,,1,,1,1,E00013408,,1,,2,,,,1,1,1,2,,,0.0,1.0,,0.0,,,-1.0,0.0,
12849,,,1,1,,,,1,1,,2,E00013409,,1,1,1,1,1,,,,1,1,,,,-1.0,,,0.0,,0.0,,
12850,1,1,1,2,,,1,,1,1,2,E00013410,1,1,1,1,,,1,,1,1,2,,0.0,,0.0,0.0,0.0,0.0,,-1.0,0.0,0.0
12851,1,1,1,1,1,,1,1,1,,1,E00013411,1,1,1,1,,,1,,,,2,,0.0,,1.0,,,0.0,,0.0,0.0,0.0
12852,1,1,1,1,1,,1,1,1,1,1,E00013412,1,1,1,1,,,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
12853,1,1,1,1,,,,1,1,,3,E00013413,1,1,1,1,,,,1,1,1,2,,,0.0,-1.0,0.0,,0.0,,0.0,0.0,0.0
12854,,1,1,1,,,,1,,,1,E00013414,,1,1,2,,,,1,1,,1,,,0.0,0.0,,,0.0,,1.0,0.0,
12855,,1,1,1,,1,1,1,1,,1,E00013415,,1,1,1,,,,1,,,2,,,0.0,1.0,,,0.0,,0.0,0.0,
12856,,,,,,,2,,,,,E00013416,,2,,,,,,,,,2,,,,,,,,,,,
12857,1,1,1,1,,,1,1,1,,1,E00013417,1,1,1,1,,,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
12858,1,1,1,1,1,,,1,1,,1,E00013418,1,1,1,1,,,,1,,,1,,,0.0,0.0,,,0.0,,0.0,0.0,0.0
12859,2,1,1,2,,,,,,,1,E00013419,2,1,1,1,,1,1,1,1,,1,,,,0.0,,,0.0,,-1.0,0.0,0.0
12860,1,1,1,2,,,,,1,,1,E00013420,1,1,1,2,,,,1,1,1,1,,,,0.0,0.0,,0.0,,0.0,0.0,0.0
12861,,,2,1,,,,1,1,,,E00013421,,1,1,1,,,1,1,1,,1,,,0.0,,0.0,,-1.0,,0.0,,
12862,2,1,1,1,1,,1,,,,1,E00013422,2,1,1,1,,,,1,,,1,,,,0.0,,,0.0,,0.0,0.0,0.0
12863,,,1,2,1,,,1,,,,E00013423,1,1,1,2,,,,1,1,,1,,,0.0,,,,0.0,,0.0,,
12864,2,,,2,,1,,1,,,,E00013424,1,1,,2,,,1,1,,,1,,,0.0,,,,,,0.0,,-1.0
12865,1,1,1,2,1,,1,1,,,1,E00013425,1,,1,1,,1,,1,,,1,,,0.0,0.0,,,0.0,,-1.0,,0.0
