,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_Fences,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Sheds,clusters_2011_cleanup_Terraced,clusters_2011_cleanup_Vehicles,OA11CD_,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_Fences,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Sheds,clusters_2021_cleanup_Terraced,clusters_2021_cleanup_Vehicles,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Vehicles,proportion_Sheds,proportion_Terraced,proportion_Fences,proportion_Leafy green residential,proportion_High-density,proportion_Estates,proportion_Commercial
188,,1,1,1,1,1,1,1,1,,1,E00000209,,1,,1,1,1,,2,1,,1,0.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,
189,,1,1,1,1,1,1,1,1,,1,E00000210,,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
190,,1,1,1,1,3,,1,1,,1,E00000211,,1,1,1,1,2,1,1,1,1,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
191,,1,1,,1,1,1,1,1,,1,E00000212,,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
192,,,,1,1,3,,1,1,1,1,E00000213,,1,1,1,1,2,,1,1,1,2,-1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,,
193,,,1,1,1,2,,1,1,,1,E00000214,,,1,1,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,
194,,1,,1,1,2,1,1,1,1,1,E00000215,,1,1,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
195,1,1,,,1,2,,1,1,1,1,E00000216,1,1,1,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
196,,,,1,1,2,,1,1,,1,E00000217,,1,,,,2,,1,1,,2,0.0,,0.0,1.0,0.0,,,,,,
197,1,1,1,1,1,2,,1,1,1,1,E00000218,,1,,,,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,0.0,,,,0.0,
198,,1,,1,1,2,,2,1,,1,E00000219,,1,,,1,2,,1,1,1,1,0.0,,-1.0,0.0,0.0,,,0.0,,0.0,
199,,,1,1,1,1,1,,1,2,1,E00000220,,,1,,,1,,1,1,2,1,0.0,,,0.0,0.0,0.0,0.0,,,,
200,,1,,1,1,1,1,1,1,1,1,E00000221,,1,1,,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
201,,,1,1,1,1,1,1,1,2,1,E00000222,,,1,1,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
202,1,,1,1,,1,,1,1,1,1,E00000223,1,1,1,1,,1,,1,1,1,2,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0
203,,,1,1,1,1,1,1,1,,1,E00000224,,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,
204,,,,1,1,1,,1,1,1,1,E00000225,,1,1,1,,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,,
205,1,1,1,0,1,1,1,1,1,,1,E00000226,1,1,1,,0,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,,0.0,0.0
206,0,1,1,,1,1,1,1,1,,1,E00000227,0,0,1,0,1,1,1,2,1,0,2,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,-1.0,0.0
207,1,1,1,1,1,1,1,1,1,2,1,E00000228,,1,,1,,1,,1,1,2,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,
208,,,1,,,1,1,1,1,2,1,E00000229,,,,1,,1,,,1,3,1,0.0,,,0.0,0.0,1.0,,,,,
209,,1,,1,1,2,,1,1,1,1,E00000230,,1,,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
210,,,1,,1,2,1,1,1,1,1,E00000231,1,1,1,1,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
211,,,1,,1,2,1,1,1,,1,E00000232,,1,1,,1,2,1,1,1,1,2,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,
212,,,1,1,1,2,1,1,1,1,1,E00000234,,1,,1,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
213,,1,1,1,,,,1,1,1,1,E00000235,,1,1,1,,,,1,,1,1,,,0.0,0.0,,0.0,0.0,,0.0,0.0,
214,,,,2,,1,,1,1,1,1,E00000236,,1,1,1,1,1,1,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,,-1.0,,
215,,1,1,1,1,2,1,1,1,1,1,E00000237,,1,1,1,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
216,,1,1,1,,,1,,1,1,1,E00000238,,2,,1,,1,,,,,1,,,,0.0,,,,,0.0,1.0,
217,,1,,1,,1,,1,1,,1,E00000239,,1,1,1,1,,,1,1,,1,,,0.0,0.0,0.0,,,,0.0,0.0,
218,,1,,,,,1,,,,,E00000240,,1,,,,,,,,,,,,,,,,,,,0.0,
219,,1,,1,,1,,,,,,E00000241,,1,,,,,,,,,1,,,,,,,,,,0.0,
220,,1,1,1,1,,,1,1,,,E00000242,,1,1,1,1,1,,1,1,,1,,,0.0,,0.0,,0.0,0.0,0.0,0.0,
221,,1,1,1,1,,1,1,1,,1,E00000243,,1,1,,,,1,1,,,1,,0.0,0.0,0.0,,,0.0,,,0.0,
222,,1,1,,1,1,2,1,1,1,1,E00000244,,1,1,1,1,1,1,1,1,1,1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
223,,1,,1,,1,,,1,,,E00000245,,1,2,,,,,,,,1,,,,,,,,,,0.0,
224,1,1,1,,,1,1,1,1,2,1,E00000246,1,1,1,,,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
225,1,,1,1,1,1,1,1,1,2,1,E00000247,,,1,1,,1,1,1,,2,1,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,
226,,1,1,1,,,1,1,,,1,E00000248,1,1,1,1,,,,1,1,,1,,,0.0,0.0,,,0.0,,0.0,0.0,
227,,,1,1,1,1,,1,1,1,1,E00000249,,1,1,1,,1,,,1,1,1,0.0,,,0.0,0.0,0.0,0.0,,0.0,,
228,,,,1,,1,,1,,,1,E00000250,,,,,,,,,1,,,,,,,,,,,,,
229,1,1,1,,,,,2,,,,E00000251,,1,1,2,,,,1,,,1,,,-1.0,,,,0.0,,,0.0,
230,,,1,1,1,1,1,1,1,2,1,E00000252,,1,1,1,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
231,,1,1,1,,,2,1,1,,1,E00000253,1,1,1,1,,1,1,1,1,,1,,-1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
232,,,,1,1,1,1,1,1,1,1,E00000255,,,1,1,1,1,,1,1,2,1,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,,
233,,1,,,1,1,,,1,,1,E00000256,,1,,,,,,,1,,3,,,,2.0,0.0,,,,,0.0,
234,,,,1,,2,1,,1,1,1,E00000257,,,,1,1,1,,1,1,2,1,-1.0,,,0.0,0.0,1.0,,,0.0,,
235,,,,,,,1,,,,,E00000258,,1,,,,,,,,,,,,,,,,,,,,
236,,1,,1,,1,,1,1,2,1,E00000259,,,,1,,1,,1,1,2,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,,
237,,1,1,1,1,1,1,1,1,1,1,E00000260,,1,,1,,,1,1,1,1,1,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
238,1,,1,1,1,1,1,1,1,1,1,E00000261,1,,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
239,,2,1,1,,1,1,1,1,,1,E00000263,,2,1,1,,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
240,,,,1,1,,1,1,1,,1,E00000264,,1,1,1,1,1,,1,1,,1,,,0.0,0.0,0.0,,,0.0,0.0,,
241,,1,,,1,1,1,1,1,1,1,E00000265,,,1,1,,1,1,2,1,,1,0.0,0.0,1.0,0.0,0.0,,,,,,
242,,1,1,,1,2,1,1,1,,1,E00000266,,1,,1,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
243,,1,,1,,2,1,1,1,,1,E00000267,,1,1,,1,2,,1,,,1,0.0,,0.0,0.0,,,,,,0.0,
244,,1,,1,1,2,1,1,1,,1,E00000268,,1,1,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
245,,1,1,,1,2,1,1,1,,1,E00000269,,1,1,,,2,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,
246,,1,1,1,1,2,,1,1,,1,E00000270,,1,1,,1,2,,1,,,1,0.0,,0.0,0.0,,,0.0,0.0,,0.0,
247,,,1,,1,1,1,1,1,,1,E00000271,,1,,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
248,,1,1,,,3,1,1,,,1,E00000272,,1,1,1,1,2,1,1,,1,1,-1.0,0.0,0.0,0.0,,,0.0,,,0.0,
249,,,,,1,2,1,1,1,,1,E00000273,,1,,1,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,,
250,,,,,,1,,1,1,,2,E00000274,,1,,,1,1,,1,1,,1,0.0,,0.0,-1.0,0.0,,,,,,
251,,,1,1,1,2,,1,1,,1,E00000275,,1,,1,1,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,,,0.0,0.0,,
252,,1,1,1,,1,2,1,1,,1,E00000276,,1,1,1,1,1,1,1,1,,1,0.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
253,,1,,1,1,2,,1,1,,1,E00000277,,1,,1,1,1,,2,1,,1,-1.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,
254,1,1,1,1,,2,1,1,1,,1,E00000278,1,1,1,,1,1,,1,,,1,-1.0,,0.0,0.0,,,0.0,,,0.0,0.0
255,,1,,,1,1,2,1,1,,1,E00000279,,1,,1,1,1,2,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,
256,,1,,1,1,2,,1,1,,1,E00000280,,1,,1,,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,,,0.0,0.0,
257,,1,,,,1,,,,,2,E00000282,,1,,1,,1,,1,1,,2,0.0,,,0.0,,,,,,0.0,
258,,1,1,1,1,2,,1,1,,,E00000283,,1,1,1,1,1,,1,1,,1,-1.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
259,,1,1,1,1,2,,1,1,,1,E00000284,,1,1,1,,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,,0.0,,0.0,0.0,
260,,,,,1,2,,1,1,,,E00000285,,1,1,,1,2,,1,,1,1,0.0,,0.0,,,,,0.0,,,
261,,1,,1,1,3,,1,1,,1,E00000286,,1,,,1,3,,1,1,1,1,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
262,1,,,1,1,1,1,1,1,,1,E00000287,1,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0
263,,,,1,1,2,1,2,1,,1,E00000288,1,1,1,,1,1,,1,1,1,1,-1.0,,-1.0,0.0,0.0,,,0.0,,,
264,,1,,1,1,2,,1,1,,1,E00000289,,,1,,1,1,,1,,1,1,-1.0,,0.0,0.0,,,,0.0,,,
265,1,1,1,1,1,2,1,1,1,,1,E00000290,1,1,1,1,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
266,,1,,1,1,2,,2,,,1,E00000291,,,1,,,2,,2,,1,1,0.0,,0.0,0.0,,,,,,,
267,,1,,1,1,2,,1,1,,1,E00000292,,1,,1,1,2,,1,,1,1,0.0,,0.0,0.0,,,,0.0,0.0,0.0,
268,,1,1,,1,2,1,1,1,,1,E00000293,,1,1,1,1,1,1,1,1,1,2,-1.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,
269,,1,1,1,1,2,1,1,1,,1,E00000294,,1,1,,1,2,1,1,1,,2,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,
270,,1,1,1,1,2,,1,1,1,1,E00000295,,1,,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
271,,1,1,,1,2,1,2,1,,1,E00000296,1,1,1,,1,2,,1,1,,1,0.0,,-1.0,0.0,0.0,,0.0,0.0,,0.0,
272,,1,1,,1,2,1,1,1,,1,E00000297,,1,1,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
273,,1,1,1,1,2,1,2,1,,1,E00000298,,1,1,,1,2,,1,1,,1,0.0,,-1.0,0.0,0.0,,0.0,0.0,,0.0,
274,,1,1,,1,2,1,1,1,,1,E00000299,,1,1,1,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
275,1,1,1,1,1,1,1,1,1,,1,E00000300,1,1,1,1,1,1,1,2,1,,1,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
276,,2,1,1,1,1,1,1,1,,1,E00000301,,2,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
277,,1,,1,1,3,1,1,1,,1,E00000302,,1,,1,1,2,,1,1,1,2,-1.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,
278,,1,,1,,3,,1,,,1,E00000303,,1,,,,2,,1,,,2,-1.0,,0.0,1.0,,,,,,0.0,
279,,2,1,,,1,1,1,1,,1,E00000304,,2,,,,,,1,1,,1,,,0.0,0.0,0.0,,,,,0.0,
280,1,1,1,1,1,,2,1,1,,1,E00000305,1,1,1,1,1,,1,1,1,,1,,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
281,,1,1,,,1,1,2,1,,1,E00000306,1,1,1,,,1,,1,1,,2,0.0,,-1.0,1.0,0.0,,0.0,,,0.0,
282,1,1,1,,1,2,1,1,1,,1,E00000307,1,1,1,1,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
283,,1,1,,1,1,1,1,1,,1,E00000308,1,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
284,1,1,,1,1,,1,1,1,,1,E00000309,1,1,1,1,1,,1,1,1,,1,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
285,,1,1,,1,2,1,1,,,1,E00000310,,1,,1,1,1,,1,1,,1,-1.0,,0.0,0.0,,,,0.0,,0.0,
286,,1,,1,,3,,1,1,1,1,E00000311,,1,,1,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,
287,,1,1,1,1,1,,1,1,,1,E00000312,,1,1,1,1,1,,1,1,,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
288,,1,,1,1,2,1,1,1,1,,E00000313,,1,1,1,1,2,,1,1,,1,0.0,,0.0,,0.0,,,0.0,0.0,0.0,
289,,,,,1,3,,,1,,1,E00000314,,1,,,1,2,,1,1,,2,-1.0,,,1.0,0.0,,,0.0,,,
290,,,,,1,2,,1,,,1,E00000315,,1,1,,1,2,,1,,,1,0.0,,0.0,0.0,,,,0.0,,,
291,1,,,1,1,2,1,1,1,,1,E00000316,1,1,1,1,1,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0
292,,1,,,1,1,1,2,1,,1,E00000317,,2,1,,,1,,1,,,1,0.0,,-1.0,0.0,,,,,,1.0,
293,1,1,1,1,1,1,1,1,1,1,1,E00000318,1,1,1,,1,1,,1,1,,2,0.0,,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0
294,,1,,,1,3,,1,1,,1,E00000319,,1,1,,1,2,,1,1,,2,-1.0,,0.0,1.0,0.0,,,0.0,,0.0,
295,,1,,1,1,2,,1,1,,1,E00000320,,1,,1,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,
296,,,1,1,1,1,1,2,1,,1,E00000321,,1,1,1,1,1,,1,1,1,2,0.0,,-1.0,1.0,0.0,,0.0,0.0,0.0,,
297,,1,1,,1,2,,1,1,,1,E00000322,,,1,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,,0.0,0.0,,,
298,,,1,,1,2,1,1,1,,1,E00000323,1,1,1,1,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,,,
299,,1,1,1,1,1,1,1,1,,1,E00000324,,1,1,,1,1,,2,1,,2,0.0,,1.0,1.0,0.0,,0.0,0.0,,0.0,
300,,1,1,1,1,2,1,1,1,,1,E00000325,,1,1,,1,2,,2,1,,1,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,
301,1,1,1,1,1,1,,1,1,,1,E00000326,1,1,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
302,,1,1,1,,0,1,1,1,,1,E00000327,,1,1,1,,,1,1,0,,1,,0.0,0.0,0.0,-1.0,,0.0,,0.0,0.0,
303,,1,1,1,,,1,1,1,,1,E00000328,,1,1,1,,,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
304,,1,,1,,1,1,1,,,,E00000329,,,1,,,,,1,,,3,,,0.0,,,,,,,,
305,,1,1,1,,1,1,1,1,,1,E00000330,,1,1,1,,1,,1,1,,2,0.0,,0.0,1.0,0.0,,0.0,,0.0,0.0,
306,,1,1,1,1,1,1,1,1,,1,E00000331,,1,1,,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
307,,1,1,1,1,2,1,1,1,1,1,E00000332,,1,1,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
308,,,1,,1,3,,1,1,1,1,E00000333,,,1,,1,2,,1,1,1,1,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,
309,,,1,,1,2,,1,1,1,1,E00000334,,,1,,,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
310,,,1,,1,2,,1,1,1,1,E00000335,,,,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
311,,,1,,1,2,,1,1,1,1,E00000336,,,,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
312,1,1,1,,1,1,1,1,1,1,1,E00000337,1,1,1,1,1,1,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
313,,,1,1,1,2,1,1,1,1,1,E00000338,,,1,,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
314,,,1,,1,3,,1,1,1,1,E00000339,,,,,1,3,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,
315,,,1,,1,1,1,1,1,1,1,E00000340,1,,1,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
316,,1,1,,1,2,1,1,1,1,1,E00000341,1,1,1,1,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
317,,,1,,1,2,1,,1,2,1,E00000342,,,,1,1,2,,1,1,1,1,0.0,,,0.0,0.0,-1.0,,0.0,,,
318,1,1,1,,1,2,1,1,1,1,1,E00000343,1,,1,1,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
319,,,1,1,1,1,1,1,1,2,1,E00000344,,,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,
320,,,,,1,2,,1,1,2,1,E00000345,,1,,,1,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,-1.0,,0.0,,,
321,1,,1,1,1,2,1,1,1,1,1,E00000346,,,,,,1,1,1,1,1,1,-1.0,0.0,0.0,0.0,0.0,0.0,,,,,
322,,,,1,1,3,,1,,1,1,E00000347,,,,1,1,2,,1,1,1,1,-1.0,,0.0,0.0,,0.0,,0.0,0.0,,
323,,,1,1,1,3,,1,1,1,1,E00000348,,1,1,1,1,2,,,1,,1,-1.0,,,0.0,0.0,,0.0,0.0,0.0,,
324,,1,1,,1,2,1,1,,1,1,E00000349,1,1,1,,1,2,1,1,1,1,1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
325,,,1,,1,1,1,1,1,1,1,E00000350,,,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
326,,,1,1,1,1,1,1,1,1,1,E00000351,,,1,1,1,1,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
327,1,1,1,,1,1,1,1,1,0,1,E00000352,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,-1.0
328,,,,,1,3,,,,1,1,E00000353,,1,,1,1,2,,1,1,1,1,-1.0,,,0.0,,0.0,,0.0,,,
329,,1,1,1,1,1,1,1,1,1,1,E00000354,1,1,1,1,,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
330,,1,1,1,1,1,1,1,1,1,1,E00000355,,1,1,1,0,1,0,1,1,0,1,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,
331,,,1,,1,2,1,1,,1,1,E00000356,,,1,,1,2,,1,,1,2,0.0,,0.0,1.0,,0.0,0.0,0.0,,,
332,,1,1,0,1,2,,1,1,1,1,E00000357,,1,0,,1,2,,1,1,1,1,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,
333,1,1,2,1,0,,1,1,1,,1,E00000358,1,1,2,1,0,,1,1,1,,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
334,,1,,,1,2,,1,,,1,E00000360,,1,1,1,1,2,,1,1,,2,0.0,,0.0,1.0,,,,0.0,,0.0,
335,,1,1,,1,2,,1,1,,1,E00000361,,1,,,1,1,,1,1,1,2,-1.0,,0.0,1.0,0.0,,,0.0,,0.0,
336,,1,,1,1,2,,1,1,,1,E00000362,,1,,1,1,2,,1,1,1,2,0.0,,0.0,1.0,0.0,,,0.0,0.0,0.0,
337,,,,,1,2,,1,1,,1,E00000363,,1,,,1,2,,1,,,1,0.0,,0.0,0.0,,,,0.0,,,
338,,1,1,,1,2,,2,1,,1,E00000364,,1,1,1,1,1,,1,1,,1,-1.0,,-1.0,0.0,0.0,,0.0,0.0,,0.0,
339,1,1,1,1,1,2,,1,1,,1,E00000365,1,1,1,1,,1,1,1,,,2,-1.0,,0.0,1.0,,,0.0,,0.0,0.0,0.0
340,,1,1,1,1,2,1,1,1,,1,E00000366,,1,1,1,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
341,,,,1,1,2,,1,1,1,1,E00000367,,1,,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,,,
342,,1,1,1,1,2,1,1,1,,1,E00000368,,1,1,1,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
343,,1,,1,1,2,1,2,1,,1,E00000369,,1,1,,1,1,,1,,,2,-1.0,,-1.0,1.0,,,,0.0,,0.0,
344,,1,1,,1,2,,1,1,,1,E00000370,,1,,,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,,0.0,
345,,1,1,1,1,2,,1,1,1,1,E00000371,,1,1,1,1,1,,1,1,,2,-1.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,
346,,1,,1,1,2,,1,1,,1,E00000372,,1,,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,,,0.0,,0.0,
347,,1,1,,1,2,1,1,1,,1,E00000373,,1,1,1,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
348,,1,,1,1,2,,1,1,,1,E00000374,,1,,1,1,2,,1,1,,1,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,
349,,,,1,1,2,,1,1,,1,E00000375,,1,,,1,1,,1,1,1,1,-1.0,,0.0,0.0,0.0,,,0.0,,,
350,,1,1,,1,2,1,1,1,,1,E00000376,,1,1,,0,1,1,2,1,,1,-1.0,0.0,1.0,0.0,0.0,,0.0,-1.0,,0.0,
351,,1,1,,1,1,,1,1,,1,E00000377,,1,,,1,1,,2,,,1,0.0,,1.0,0.0,,,,0.0,,0.0,
352,1,1,1,1,1,1,1,1,1,,1,E00000378,1,1,1,,,1,1,,,,1,0.0,0.0,,0.0,,,0.0,,,0.0,0.0
353,,,1,1,1,1,2,1,1,,1,E00000379,1,1,1,1,1,1,1,1,0,0,1,0.0,-1.0,0.0,0.0,-1.0,,0.0,0.0,0.0,,
354,,1,1,1,1,2,,1,1,,1,E00000380,,1,1,1,1,1,,1,1,,2,-1.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,
355,,,1,1,1,2,,2,1,,1,E00000381,,1,,,1,2,,1,1,,2,0.0,,-1.0,1.0,0.0,,,0.0,,,
356,,,1,1,1,2,,1,1,,1,E00000382,,1,,1,1,1,,1,1,,2,-1.0,,0.0,1.0,0.0,,,0.0,0.0,,
357,,1,1,1,1,2,,1,1,,1,E00000383,,1,1,1,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
358,,1,1,,1,2,,1,1,,1,E00000384,,1,,,1,2,,1,,,1,0.0,,0.0,0.0,,,,0.0,,0.0,
359,1,1,1,1,,1,,1,,,1,E00000385,1,1,,1,,1,,1,1,1,1,0.0,,0.0,0.0,,,,,0.0,0.0,0.0
360,,,1,1,1,2,1,1,1,,1,E00000386,,1,1,,1,2,1,1,1,,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
361,1,1,,1,1,1,1,1,1,,1,E00000387,1,1,,,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
362,,1,1,,1,2,1,1,1,,1,E00000388,,1,1,1,1,1,1,1,1,,1,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
363,,1,1,1,1,2,1,1,1,,1,E00000389,,1,1,,1,1,,1,1,,1,-1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,
364,,1,,,1,2,,2,1,,,E00000390,,1,,,1,1,,1,1,,1,-1.0,,-1.0,,0.0,,,0.0,,0.0,
365,,1,1,,1,3,,1,1,,1,E00000391,,2,1,1,1,2,,1,,,1,-1.0,,0.0,0.0,,,0.0,0.0,,1.0,
366,1,1,,,1,1,,1,1,,2,E00000392,1,1,1,,,1,,1,1,,2,0.0,,0.0,0.0,0.0,,,,,0.0,0.0
367,,,,,1,2,1,2,1,,1,E00000393,,1,,,1,1,,1,,,2,-1.0,,-1.0,1.0,,,,0.0,,,
