OA11CD,Commercial,Estates,Fences,High-density,Leafy green residential,Low-density,Open green space,Other green,Sheds,Terraced,Vehicles
E00000045,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0
E00000046,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0
E00000048,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
E00000049,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0
E00000050,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
E00000051,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
E00000052,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0
E00000053,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
E00000054,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
E00000055,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0
E00000056,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00000057,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0
E00000059,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
E00000060,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0
E00000061,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
E00000062,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00000063,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
E00000064,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0
E00000065,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
E00000066,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
E00000067,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0
E00000068,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0
E00000069,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
E00000070,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0
E00000071,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000072,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
E00000073,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0
E00000074,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000075,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000076,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0
E00000077,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000078,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0
E00000079,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000080,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0
E00000081,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
E00000082,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000083,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000084,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0
E00000085,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
E00000086,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
E00000087,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000088,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000089,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0
E00000090,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000091,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000092,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00000093,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
E00000094,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000095,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000096,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000097,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E00000098,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0
E00000099,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
E00000100,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0
E00000101,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0
E00000102,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000103,2.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000104,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
E00000106,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0
E00000107,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
E00000108,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0
E00000109,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0
E00000110,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
E00000111,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000112,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0
E00000113,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0
E00000114,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0
E00000115,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000116,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000117,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0
E00000118,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0
E00000119,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000120,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000121,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0
E00000122,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0
E00000123,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000124,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000125,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0
E00000126,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
E00000127,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
E00000128,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000129,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0
E00000130,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000131,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E00000132,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0
E00000133,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0
E00000134,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000135,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000136,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
E00000137,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0
E00000138,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0
E00000139,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
E00000140,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0
E00000141,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0
E00000142,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
E00000143,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
E00000144,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0
E00000145,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0
E00000146,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0
E00000147,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
E00000148,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0
E00000149,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0
E00000150,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0
E00000151,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00000152,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0
E00000153,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
E00000154,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
E00000155,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0
E00000156,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00000157,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0
E00000158,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
E00000159,0.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0
E00000160,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0
E00000161,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0
E00000162,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0
E00000163,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
E00000164,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
E00000165,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0
E00000166,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0
E00000167,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0
E00000168,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000169,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000170,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0
E00000171,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0
E00000172,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E00000174,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0
E00000175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
E00000176,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
E00000177,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0
E00000178,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0
E00000179,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0
E00000180,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
E00000181,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
E00000182,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
E00000183,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
E00000184,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
E00000185,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0
E00000186,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000187,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000188,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
E00000189,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
E00000190,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0
E00000191,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
E00000192,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
E00000193,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0
E00000194,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0
E00000195,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
E00000196,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
E00000197,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00000199,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
E00000200,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000201,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0
E00000202,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
E00000203,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
E00000204,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0
E00000205,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
E00000206,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0
E00000207,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
E00000208,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0
E00000209,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0
E00000210,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
E00000211,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0
E00000212,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000213,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0
E00000214,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000215,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
E00000216,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0
E00000217,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000218,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0
E00000219,2.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0
E00000220,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0
E00000221,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0
E00000222,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
E00000223,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
E00000224,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0
E00000225,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
E00000226,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E00000227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
E00000228,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
E00000229,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
E00000230,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
E00000231,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0
E00000232,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
E00000234,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
E00000235,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0
E00000236,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0
E00000237,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
E00000238,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0
E00000239,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0
E00000240,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0
E00000241,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
E00000242,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
E00000243,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
E00000244,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
E00000245,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
E00000246,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
E00000247,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0
E00000248,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
E00000249,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0
E00000250,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0
E00000251,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0
E00000252,0.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0
E00000253,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0
E00000254,,,,,,,,,,,
E00000255,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
E00000256,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
E00000257,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0
E00000258,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
E00000259,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0
E00000260,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
E00000261,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
E00000263,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E00000264,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0
E00000265,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
E00000266,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0
E00000267,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0
E00000268,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0
E00000269,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
E00000270,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
E00000271,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
E00000272,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0
E00000273,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
E00000274,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0
E00000275,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0
E00000276,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0
E00000277,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0
E00000278,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0
E00000279,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0
E00000280,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0
E00000282,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E00000283,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0
E00000284,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0
E00000285,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0
E00000286,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
E00000287,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0
E00000288,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E00000289,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0
E00000290,2.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0
E00000291,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0
E00000292,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0
E00000293,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0
E00000294,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0
E00000295,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0
E00000296,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0
E00000297,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0
E00000298,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0
E00000299,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
E00000300,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
E00000301,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
E00000302,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0
E00000303,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
E00000304,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0
E00000305,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
E00000306,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0
