,lsoa,hierarchical8_x,hierarchical8_y,same
130,E01000134,11,11,1
131,E01000135,11,11,1
132,E01000136,12,11,0
133,E01000137,11,11,1
134,E01000138,11,11,1
135,E01000139,5,11,0
136,E01000140,15,17,0
137,E01000141,17,15,0
138,E01000142,11,11,1
139,E01000143,11,11,1
140,E01000144,12,11,0
141,E01000145,12,11,0
142,E01000146,11,11,1
143,E01000147,12,12,1
144,E01000148,11,11,1
145,E01000150,11,11,1
146,E01000151,6,6,1
147,E01000152,6,14,0
148,E01000153,14,8,0
149,E01000154,6,8,0
150,E01000155,11,11,1
151,E01000156,12,12,1
152,E01000157,12,12,1
153,E01000158,5,4,0
154,E01000159,11,12,0
155,E01000160,15,5,0
156,E01000161,11,11,1
157,E01000162,11,11,1
158,E01000163,5,5,1
159,E01000164,5,5,1
160,E01000165,5,5,1
161,E01000166,11,11,1
162,E01000167,11,11,1
163,E01000168,12,12,1
164,E01000169,12,12,1
165,E01000170,12,12,1
166,E01000171,15,15,1
167,E01000172,11,11,1
168,E01000173,12,12,1
169,E01000174,15,15,1
170,E01000175,11,11,1
171,E01000176,5,5,1
172,E01000177,7,4,0
173,E01000178,4,19,0
174,E01000179,4,4,1
175,E01000180,11,11,1
176,E01000181,7,7,1
177,E01000182,4,11,0
178,E01000183,11,11,1
179,E01000184,6,16,0
180,E01000185,18,8,0
181,E01000186,11,11,1
182,E01000187,11,11,1
183,E01000188,16,16,1
184,E01000189,6,14,0
185,E01000190,11,11,1
186,E01000191,11,11,1
187,E01000192,11,11,1
188,E01000193,12,11,0
189,E01000194,11,11,1
190,E01000195,5,16,0
191,E01000196,11,11,1
192,E01000197,11,11,1
193,E01000198,5,11,0
194,E01000199,11,11,1
195,E01000200,11,11,1
196,E01000201,12,12,1
197,E01000202,12,12,1
198,E01000203,5,11,0
199,E01000204,11,11,1
200,E01000205,12,12,1
201,E01000206,5,5,1
202,E01000207,11,11,1
203,E01000208,11,11,1
204,E01000209,12,12,1
205,E01000210,12,16,0
206,E01000211,11,11,1
207,E01000212,12,11,0
208,E01000213,11,11,1
209,E01000214,11,11,1
210,E01000215,12,11,0
211,E01000216,12,12,1
212,E01000217,12,12,1
213,E01000218,12,12,1
214,E01000219,11,11,1
215,E01000220,12,12,1
216,E01000221,6,6,1
217,E01000222,11,11,1
218,E01000223,5,5,1
219,E01000224,12,12,1
220,E01000225,11,12,0
221,E01000226,11,11,1
222,E01000227,11,11,1
223,E01000228,16,16,1
224,E01000229,12,11,0
225,E01000230,11,11,1
226,E01000231,5,5,1
227,E01000232,11,11,1
228,E01000233,11,11,1
229,E01000234,12,11,0
230,E01000235,5,11,0
231,E01000236,11,11,1
232,E01000237,11,11,1
233,E01000238,12,12,1
234,E01000239,16,5,0
235,E01000240,5,13,0
236,E01000241,12,12,1
237,E01000242,11,5,0
238,E01000243,15,15,1
239,E01000244,11,11,1
240,E01000245,18,17,0
241,E01000246,5,5,1
242,E01000247,12,12,1
243,E01000248,15,15,1
244,E01000249,11,11,1
245,E01000250,11,11,1
246,E01000251,11,11,1
247,E01000252,12,12,1
248,E01000253,16,16,1
249,E01000254,19,19,1
250,E01000255,14,5,0
251,E01000256,5,5,1
252,E01000257,5,5,1
253,E01000258,5,5,1
254,E01000259,5,11,0
255,E01000260,5,14,0
256,E01000261,5,5,1
257,E01000262,16,5,0
258,E01000263,11,11,1
259,E01000264,11,11,1
260,E01000265,11,12,0
261,E01000266,11,11,1
262,E01000267,12,12,1
263,E01000268,11,11,1
264,E01000269,11,11,1
265,E01000270,11,12,0
266,E01000271,11,11,1
267,E01000272,12,11,0
268,E01000273,11,11,1
269,E01000274,12,12,1
270,E01000275,11,11,1
271,E01000276,12,12,1
272,E01000277,12,12,1
273,E01000278,11,12,0
274,E01000279,16,16,1
275,E01000280,11,11,1
276,E01000281,14,18,0
277,E01000282,12,11,0
278,E01000283,11,11,1
279,E01000284,11,11,1
280,E01000285,12,12,1
281,E01000286,12,11,0
282,E01000287,11,11,1
283,E01000288,11,11,1
284,E01000289,5,11,0
285,E01000290,16,16,1
286,E01000291,11,11,1
287,E01000292,11,12,0
288,E01000293,12,12,1
289,E01000294,11,11,1
290,E01000295,12,12,1
291,E01000296,11,11,1
292,E01000297,4,4,1
293,E01000298,11,11,1
294,E01000299,7,7,1
295,E01000300,4,4,1
296,E01000301,12,12,1
297,E01000302,11,11,1
298,E01000303,12,12,1
299,E01000304,4,4,1
300,E01000305,5,5,1
301,E01000306,4,7,0
302,E01000307,13,14,0
303,E01000308,5,5,1
304,E01000309,11,11,1
305,E01000310,11,11,1
306,E01000311,11,12,0
307,E01000312,12,12,1
308,E01000313,15,5,0
309,E01000314,12,11,0
310,E01000315,5,5,1
311,E01000316,5,5,1
312,E01000317,12,12,1
313,E01000318,12,12,1
314,E01000319,12,12,1
315,E01000320,12,12,1
316,E01000321,11,11,1
317,E01000322,11,12,0
318,E01000323,11,11,1
319,E01000324,12,12,1
320,E01000325,12,12,1
321,E01000326,12,12,1
322,E01000327,11,11,1
323,E01000328,12,12,1
324,E01000329,11,11,1
325,E01000330,11,11,1
326,E01000331,5,5,1
327,E01000332,11,11,1
328,E01000333,11,11,1
329,E01000334,11,11,1
330,E01000335,6,5,0
331,E01000336,15,15,1
332,E01000337,11,11,1
333,E01000338,4,4,1
334,E01000339,11,11,1
335,E01000340,12,12,1
336,E01000341,12,12,1
337,E01000342,11,12,0
338,E01000343,11,11,1
339,E01000344,12,12,1
340,E01000345,13,11,0
341,E01000346,11,11,1
342,E01000347,12,12,1
343,E01000348,12,12,1
344,E01000349,11,11,1
345,E01000350,11,11,1
346,E01000351,11,12,0
347,E01000352,5,13,0
348,E01000353,12,11,0
349,E01000354,11,12,0
350,E01000355,11,11,1
351,E01000356,12,11,0
352,E01000357,12,12,1
353,E01000358,11,12,0
354,E01000359,11,11,1
355,E01000360,15,15,1
356,E01000361,12,11,0
357,E01000362,11,11,1
358,E01000363,11,5,0
359,E01000364,5,5,1
360,E01000365,11,11,1
361,E01000366,12,12,1
362,E01000367,11,11,1
363,E01000368,11,12,0
364,E01000369,12,12,1
365,E01000370,11,12,0
366,E01000371,12,12,1
367,E01000372,11,11,1
368,E01000373,15,15,1
369,E01000374,5,13,0
370,E01000375,11,11,1
371,E01000376,11,11,1
372,E01000377,5,5,1
373,E01000378,11,5,0
374,E01000379,11,11,1
375,E01000380,11,5,0
376,E01000381,16,16,1
377,E01000382,11,11,1
378,E01000383,5,5,1
379,E01000384,4,4,1
380,E01000385,5,11,0
381,E01000386,16,16,1
382,E01000387,13,11,0
383,E01000388,12,12,1
384,E01000389,11,11,1
385,E01000390,5,13,0
386,E01000391,11,12,0
387,E01000392,11,11,1
388,E01000393,11,11,1
389,E01000394,11,12,0
390,E01000395,11,12,0
391,E01000396,11,11,1
392,E01000398,11,12,0
393,E01000399,11,11,1
394,E01000400,12,12,1
395,E01000401,12,11,0
396,E01000402,5,5,1
397,E01000403,14,14,1
398,E01000404,5,5,1
399,E01000405,19,5,0
400,E01000406,15,15,1
401,E01000407,11,11,1
402,E01000408,19,19,1
403,E01000409,12,12,1
404,E01000410,12,12,1
405,E01000411,12,12,1
406,E01000412,11,11,1
407,E01000413,11,11,1
408,E01000414,11,11,1
409,E01000415,12,12,1
410,E01000416,11,12,0
411,E01000417,5,5,1
412,E01000418,11,11,1
413,E01000419,11,12,0
414,E01000420,11,11,1
415,E01000421,11,11,1
416,E01000422,6,6,1
417,E01000423,11,11,1
418,E01000424,11,11,1
419,E01000425,11,12,0
420,E01000426,5,5,1
421,E01000427,11,11,1
422,E01000428,16,16,1
423,E01000429,11,12,0
424,E01000430,5,5,1
425,E01000431,11,11,1
426,E01000432,11,11,1
427,E01000433,11,11,1
428,E01000434,11,5,0
429,E01000435,11,11,1
430,E01000436,11,11,1
431,E01000437,12,12,1
432,E01000438,4,4,1
433,E01000439,11,11,1
434,E01000440,11,12,0
435,E01000441,11,11,1
436,E01000442,11,11,1
437,E01000443,11,11,1
438,E01000444,5,5,1
439,E01000445,11,11,1
440,E01000446,12,12,1
441,E01000447,5,5,1
442,E01000448,11,11,1
443,E01000449,11,11,1
444,E01000450,11,12,0
445,E01000451,12,12,1
446,E01000452,12,12,1
447,E01000453,12,12,1
448,E01000454,12,12,1
449,E01000455,12,12,1
450,E01000456,12,12,1
451,E01000457,11,11,1
452,E01000458,11,11,1
453,E01000459,11,11,1
454,E01000460,12,12,1
455,E01000461,11,11,1
456,E01000462,11,11,1
457,E01000463,12,12,1
458,E01000464,19,6,0
459,E01000465,6,6,1
460,E01000466,16,16,1
461,E01000467,5,5,1
462,E01000468,11,11,1
463,E01000469,5,16,0
464,E01000470,16,16,1
465,E01000471,12,12,1
466,E01000472,5,5,1
467,E01000473,15,11,0
468,E01000474,12,12,1
469,E01000475,5,5,1
470,E01000476,12,12,1
471,E01000477,11,12,0
472,E01000478,12,12,1
473,E01000479,13,13,1
474,E01000480,11,11,1
475,E01000481,5,5,1
476,E01000482,14,14,1
477,E01000483,14,14,1
478,E01000484,11,12,0
479,E01000485,11,11,1
480,E01000486,11,11,1
481,E01000487,11,11,1
482,E01000488,12,11,0
483,E01000489,11,11,1
484,E01000490,15,15,1
485,E01000491,11,11,1
486,E01000492,12,12,1
487,E01000493,12,11,0
488,E01000494,11,13,0
489,E01000495,13,11,0
490,E01000497,12,12,1
491,E01000498,11,11,1
492,E01000499,12,11,0
493,E01000501,11,8,0
494,E01000502,11,11,1
495,E01000503,12,12,1
496,E01000504,4,4,1
497,E01000505,12,12,1
498,E01000506,11,11,1
499,E01000507,12,12,1
500,E01000508,15,7,0
501,E01000509,12,12,1
502,E01000510,11,11,1
503,E01000511,12,11,0
504,E01000512,4,4,1
505,E01000513,12,12,1
506,E01000514,12,12,1
507,E01000515,14,14,1
508,E01000516,12,11,0
509,E01000517,11,11,1
510,E01000518,11,11,1
511,E01000519,5,5,1
512,E01000520,11,11,1
513,E01000521,7,7,1
514,E01000522,15,15,1
515,E01000523,7,7,1
516,E01000524,7,7,1
517,E01000525,7,7,1
518,E01000526,18,8,0
519,E01000527,9,7,0
520,E01000528,7,7,1
521,E01000530,12,12,1
522,E01000531,7,9,0
523,E01000532,7,7,1
524,E01000533,7,7,1
525,E01000534,4,12,0
526,E01000535,4,4,1
527,E01000536,11,12,0
528,E01000538,11,12,0
529,E01000539,11,11,1
530,E01000540,11,12,0
531,E01000541,11,11,1
532,E01000543,11,11,1
533,E01000544,7,15,0
534,E01000545,7,20,0
535,E01000546,7,7,1
536,E01000547,9,9,1
537,E01000548,7,20,0
538,E01000549,7,9,0
539,E01000550,7,17,0
540,E01000551,18,8,0
541,E01000552,8,2,0
542,E01000553,7,7,1
543,E01000554,7,7,1
544,E01000555,12,11,0
545,E01000556,7,7,1
546,E01000557,4,4,1
547,E01000558,12,11,0
548,E01000559,4,4,1
549,E01000560,12,12,1
550,E01000561,11,11,1
551,E01000562,13,13,1
552,E01000563,11,11,1
553,E01000564,11,11,1
554,E01000565,11,12,0
555,E01000566,12,12,1
556,E01000567,11,12,0
557,E01000568,5,14,0
558,E01000569,12,12,1
559,E01000570,12,12,1
560,E01000571,12,12,1
561,E01000572,12,12,1
562,E01000573,12,12,1
563,E01000574,11,11,1
564,E01000575,11,11,1
565,E01000576,11,12,0
566,E01000577,8,8,1
567,E01000578,11,11,1
568,E01000579,9,9,1
569,E01000580,7,7,1
570,E01000581,11,4,0
571,E01000582,7,7,1
572,E01000583,7,7,1
573,E01000584,4,4,1
574,E01000585,9,9,1
575,E01000586,7,7,1
576,E01000587,11,11,1
577,E01000588,11,11,1
578,E01000589,11,12,0
579,E01000590,12,12,1
580,E01000591,12,12,1
581,E01000592,11,11,1
582,E01000593,11,11,1
583,E01000594,11,11,1
584,E01000595,7,7,1
585,E01000596,11,11,1
586,E01000599,8,8,1
587,E01000600,6,6,1
588,E01000601,6,6,1
589,E01000602,11,11,1
590,E01000603,11,13,0
591,E01000604,13,14,0
592,E01000605,11,14,0
593,E01000606,4,4,1
594,E01000607,12,12,1
595,E01000608,11,11,1
596,E01000609,12,11,0
597,E01000610,13,11,0
598,E01000611,12,11,0
599,E01000612,13,5,0
600,E01000613,11,11,1
601,E01000615,13,11,0
602,E01000616,15,5,0
603,E01000617,11,11,1
604,E01000618,12,11,0
605,E01000619,12,12,1
606,E01000620,12,11,0
607,E01000621,11,11,1
608,E01000622,11,11,1
609,E01000623,12,12,1
610,E01000624,12,11,0
611,E01000625,11,11,1
612,E01000626,11,11,1
613,E01000627,11,11,1
614,E01000628,11,11,1
615,E01000629,12,12,1
616,E01000630,12,4,0
617,E01000631,11,12,0
618,E01000632,12,12,1
619,E01000633,11,11,1
620,E01000634,11,11,1
621,E01000635,15,17,0
622,E01000636,12,11,0
623,E01000637,9,9,1
624,E01000638,7,7,1
625,E01000639,7,7,1
626,E01000640,20,7,0
627,E01000641,9,7,0
628,E01000642,20,20,1
629,E01000643,5,11,0
630,E01000644,7,7,1
631,E01000645,5,5,1
632,E01000646,5,5,1
633,E01000647,12,12,1
634,E01000648,12,11,0
635,E01000649,5,5,1
636,E01000650,5,5,1
637,E01000651,11,11,1
638,E01000652,11,11,1
639,E01000653,5,5,1
640,E01000654,5,5,1
641,E01000655,5,11,0
642,E01000656,16,16,1
643,E01000657,12,5,0
644,E01000658,5,5,1
645,E01000659,11,11,1
646,E01000661,5,5,1
647,E01000662,11,11,1
648,E01000663,11,11,1
649,E01000664,11,11,1
650,E01000665,5,11,0
651,E01000666,16,16,1
652,E01000667,5,5,1
653,E01000668,11,11,1
654,E01000669,4,4,1
655,E01000670,11,11,1
656,E01000671,11,11,1
657,E01000672,11,11,1
658,E01000673,5,5,1
659,E01000674,11,11,1
660,E01000675,11,11,1
661,E01000676,17,17,1
662,E01000677,15,15,1
663,E01000678,12,11,0
664,E01000679,12,12,1
665,E01000680,16,16,1
666,E01000681,11,12,0
667,E01000682,5,11,0
668,E01000683,11,11,1
669,E01000684,11,11,1
670,E01000685,5,5,1
671,E01000686,5,5,1
672,E01000687,12,11,0
673,E01000688,5,5,1
674,E01000689,5,5,1
675,E01000690,11,12,0
676,E01000691,12,11,0
677,E01000692,11,11,1
678,E01000693,16,16,1
679,E01000694,5,5,1
680,E01000695,5,5,1
681,E01000696,16,16,1
682,E01000697,5,5,1
683,E01000698,16,16,1
684,E01000699,11,12,0
685,E01000700,15,4,0
686,E01000701,12,12,1
687,E01000702,4,12,0
688,E01000703,4,4,1
689,E01000704,12,12,1
690,E01000705,4,4,1
691,E01000706,11,15,0
692,E01000707,4,4,1
693,E01000708,12,12,1
694,E01000709,13,5,0
695,E01000710,6,6,1
696,E01000711,6,14,0
697,E01000712,14,11,0
698,E01000713,14,13,0
699,E01000714,11,11,1
700,E01000715,11,11,1
701,E01000716,11,11,1
702,E01000717,11,11,1
703,E01000718,5,5,1
704,E01000719,5,5,1
705,E01000720,16,16,1
706,E01000721,5,5,1
707,E01000722,5,13,0
708,E01000723,11,11,1
709,E01000724,5,5,1
710,E01000725,11,11,1
711,E01000726,11,11,1
712,E01000727,12,11,0
713,E01000728,16,16,1
714,E01000729,11,11,1
715,E01000730,14,11,0
716,E01000731,11,11,1
717,E01000732,11,11,1
718,E01000733,5,5,1
719,E01000734,11,11,1
720,E01000735,14,5,0
721,E01000736,13,13,1
722,E01000737,5,5,1
723,E01000738,13,13,1
724,E01000739,11,11,1
725,E01000740,13,6,0
726,E01000741,15,7,0
727,E01000742,5,5,1
728,E01000743,11,11,1
729,E01000744,11,11,1
730,E01000745,14,14,1
731,E01000746,4,4,1
732,E01000747,16,16,1
733,E01000748,16,16,1
734,E01000749,16,16,1
735,E01000750,5,5,1
736,E01000751,5,5,1
737,E01000752,16,16,1
738,E01000753,11,11,1
739,E01000754,11,5,0
740,E01000755,11,11,1
741,E01000756,13,5,0
742,E01000757,11,11,1
743,E01000758,11,11,1
744,E01000759,16,16,1
745,E01000760,11,5,0
746,E01000761,5,5,1
747,E01000762,13,13,1
748,E01000763,11,11,1
749,E01000764,11,11,1
750,E01000765,16,16,1
751,E01000766,11,11,1
752,E01000767,11,11,1
753,E01000768,11,11,1
754,E01000769,11,11,1
755,E01000770,5,5,1
756,E01000771,12,12,1
757,E01000772,5,5,1
758,E01000773,12,12,1
759,E01000774,11,11,1
760,E01000775,5,5,1
761,E01000777,12,12,1
762,E01000778,12,12,1
763,E01000779,5,5,1
764,E01000780,12,12,1
765,E01000781,11,11,1
766,E01000782,5,11,0
767,E01000783,11,11,1
768,E01000784,12,11,0
769,E01000785,11,11,1
770,E01000786,5,5,1
771,E01000787,11,11,1
772,E01000788,5,5,1
773,E01000789,11,11,1
774,E01000790,11,11,1
775,E01000791,13,13,1
776,E01000792,11,11,1
777,E01000793,11,11,1
778,E01000794,11,11,1
779,E01000795,11,11,1
780,E01000796,11,11,1
781,E01000797,5,5,1
782,E01000798,11,11,1
783,E01000799,17,15,0
784,E01000800,15,15,1
785,E01000801,12,12,1
786,E01000802,7,7,1
787,E01000803,7,7,1
788,E01000804,11,11,1
789,E01000805,4,4,1
790,E01000806,15,17,0
791,E01000807,11,11,1
792,E01000808,11,11,1
793,E01000809,11,11,1
794,E01000810,11,11,1
795,E01000811,12,12,1
796,E01000812,11,12,0
797,E01000813,11,11,1
798,E01000814,11,11,1
799,E01000815,11,11,1
800,E01000816,12,12,1
801,E01000818,12,12,1
802,E01000819,12,11,0
803,E01000820,11,5,0
804,E01000822,15,15,1
805,E01000823,11,11,1
806,E01000824,4,4,1
807,E01000825,11,11,1
808,E01000826,13,11,0
809,E01000827,13,13,1
810,E01000828,13,11,0
811,E01000829,11,12,0
812,E01000830,11,11,1
813,E01000831,11,11,1
814,E01000832,5,5,1
815,E01000833,11,11,1
816,E01000834,11,11,1
817,E01000835,11,11,1
818,E01000836,11,11,1
819,E01000837,11,11,1
820,E01000838,12,11,0
821,E01000839,12,12,1
822,E01000840,5,5,1
823,E01000841,11,11,1
824,E01000842,7,7,1
825,E01000843,7,7,1
826,E01000844,7,7,1
827,E01000845,17,17,1
828,E01000846,14,14,1
829,E01000847,5,7,0
830,E01000848,7,7,1
831,E01000849,7,7,1
832,E01000850,1,1,1
833,E01000851,1,1,1
834,E01000852,2,8,0
835,E01000853,1,1,1
836,E01000854,1,1,1
837,E01000855,1,1,1
838,E01000856,1,1,1
839,E01000857,7,7,1
840,E01000858,17,1,0
841,E01000859,7,7,1
842,E01000860,19,15,0
843,E01000861,1,10,0
844,E01000862,15,15,1
845,E01000863,3,3,1
846,E01000864,15,7,0
847,E01000865,8,8,1
848,E01000866,10,10,1
849,E01000867,8,1,0
850,E01000868,15,7,0
851,E01000869,10,7,0
852,E01000870,10,7,0
853,E01000871,11,11,1
854,E01000872,17,7,0
855,E01000873,7,7,1
856,E01000874,7,7,1
857,E01000875,15,15,1
858,E01000876,7,7,1
859,E01000877,7,7,1
860,E01000878,11,11,1
861,E01000879,15,17,0
862,E01000880,11,15,0
863,E01000881,11,11,1
864,E01000882,8,8,1
865,E01000883,17,17,1
866,E01000884,12,12,1
867,E01000885,5,5,1
868,E01000886,7,9,0
869,E01000887,7,7,1
870,E01000888,7,9,0
871,E01000889,8,8,1
872,E01000890,3,2,0
873,E01000891,8,10,0
874,E01000892,18,15,0
875,E01000893,7,7,1
876,E01000894,19,7,0
877,E01000895,1,1,1
878,E01000896,7,7,1
879,E01000897,8,15,0
880,E01000898,8,17,0
881,E01000899,16,19,0
882,E01000900,10,10,1
883,E01000901,15,17,0
884,E01000902,18,18,1
885,E01000903,15,7,0
886,E01000904,8,1,0
887,E01000905,21,21,1
888,E01000906,17,8,0
889,E01000907,15,7,0
890,E01000908,8,14,0
891,E01000909,11,11,1
892,E01000910,7,7,1
893,E01000911,7,7,1
894,E01000912,15,15,1
895,E01000913,19,19,1
896,E01000914,1,1,1
897,E01000915,2,2,1
898,E01000916,3,1,0
899,E01000917,1,1,1
900,E01000918,1,1,1
901,E01000919,3,3,1
902,E01000920,2,2,1
903,E01000921,20,20,1
904,E01000922,2,2,1
905,E01000923,7,7,1
906,E01000924,7,7,1
907,E01000925,10,2,0
908,E01000926,15,15,1
909,E01000927,10,10,1
910,E01000928,10,17,0
911,E01000929,22,8,0
912,E01000930,17,1,0
913,E01000931,3,7,0
914,E01000932,7,7,1
915,E01000933,7,7,1
916,E01000934,18,18,1
917,E01000935,7,10,0
918,E01000936,2,2,1
919,E01000937,2,2,1
920,E01000938,1,1,1
921,E01000939,2,2,1
922,E01000940,10,1,0
923,E01000941,2,2,1
924,E01000942,1,1,1
925,E01000943,2,2,1
926,E01000944,1,1,1
927,E01000945,1,1,1
928,E01000946,19,19,1
929,E01000947,3,17,0
930,E01000948,19,19,1
931,E01000949,8,21,0
932,E01000950,8,17,0
933,E01000951,8,2,0
934,E01000952,2,2,1
935,E01000953,15,17,0
936,E01000954,10,2,0
937,E01000955,2,2,1
938,E01000956,1,17,0
939,E01000957,8,8,1
940,E01000958,10,2,0
941,E01000959,8,1,0
942,E01000960,7,3,0
943,E01000961,18,18,1
944,E01000962,7,9,0
945,E01000963,18,18,1
946,E01000964,18,22,0
947,E01000965,4,7,0
948,E01000966,4,7,0
949,E01000967,5,5,1
950,E01000968,7,9,0
951,E01000969,15,20,0
952,E01000970,7,7,1
953,E01000971,9,9,1
954,E01000972,1,3,0
955,E01000973,7,7,1
956,E01000974,7,7,1
957,E01000975,4,4,1
958,E01000976,7,7,1
959,E01000977,11,11,1
960,E01000978,11,4,0
961,E01000979,7,7,1
962,E01000980,4,4,1
963,E01000981,4,4,1
964,E01000982,7,7,1
965,E01000983,4,4,1
966,E01000984,4,4,1
967,E01000985,12,11,0
968,E01000986,12,11,0
969,E01000987,12,12,1
970,E01000989,11,11,1
971,E01000990,11,11,1
972,E01000991,11,11,1
973,E01000992,11,11,1
974,E01000993,12,12,1
975,E01000994,12,4,0
976,E01000995,11,11,1
977,E01000996,7,7,1
978,E01000997,12,4,0
979,E01000998,7,7,1
980,E01000999,7,7,1
981,E01001000,4,7,0
982,E01001001,4,4,1
983,E01001002,4,7,0
984,E01001003,4,4,1
985,E01001004,4,4,1
986,E01001005,9,9,1
987,E01001006,14,14,1
988,E01001007,12,12,1
989,E01001008,12,11,0
990,E01001009,7,7,1
991,E01001010,13,14,0
992,E01001011,17,17,1
993,E01001012,7,7,1
994,E01001013,11,17,0
995,E01001014,17,8,0
996,E01001015,5,5,1
997,E01001016,5,5,1
998,E01001017,5,12,0
999,E01001018,11,12,0
1000,E01001019,12,11,0
1001,E01001020,11,11,1
1002,E01001021,5,5,1
1003,E01001022,5,5,1
1004,E01001023,5,11,0
1005,E01001024,12,12,1
1006,E01001025,12,12,1
1007,E01001026,12,12,1
1008,E01001027,16,16,1
1009,E01001028,5,5,1
1010,E01001029,11,5,0
1011,E01001030,12,12,1
1012,E01001031,11,12,0
1013,E01001032,5,11,0
1014,E01001033,11,11,1
1015,E01001034,12,11,0
1016,E01001035,11,11,1
1017,E01001036,5,5,1
1018,E01001037,15,15,1
1019,E01001038,11,15,0
1020,E01001039,11,11,1
1021,E01001040,4,7,0
1022,E01001041,12,4,0
1023,E01001042,11,15,0
1024,E01001043,3,3,1
1025,E01001044,5,5,1
1026,E01001045,13,11,0
1027,E01001046,14,14,1
1028,E01001047,4,4,1
1029,E01001048,17,18,0
1030,E01001049,14,13,0
1031,E01001050,14,14,1
1032,E01001051,6,5,0
1033,E01001052,14,5,0
1034,E01001053,11,11,1
1035,E01001054,11,13,0
1036,E01001055,11,11,1
1037,E01001056,11,11,1
1038,E01001057,14,13,0
1039,E01001058,14,5,0
1040,E01001059,5,6,0
1041,E01001060,16,16,1
1042,E01001061,5,5,1
1043,E01001062,5,5,1
1044,E01001063,11,11,1
1045,E01001064,16,16,1
1046,E01001065,6,6,1
1047,E01001066,11,11,1
1048,E01001067,11,11,1
1049,E01001068,16,16,1
1050,E01001069,5,11,0
1051,E01001070,11,11,1
1052,E01001071,12,12,1
1053,E01001072,16,16,1
1054,E01001073,11,11,1
1055,E01001074,5,5,1
1056,E01001075,5,5,1
1057,E01001076,13,5,0
1058,E01001077,12,12,1
1059,E01001078,13,5,0
1060,E01001079,13,11,0
1061,E01001080,13,13,1
1062,E01001081,13,5,0
1063,E01001082,5,5,1
1064,E01001084,11,11,1
1065,E01001085,12,11,0
1066,E01001086,12,12,1
