,Unnamed: 0.1,clusters,clusters_2011_edited,clusters_2011_cleanup,idx,oa_name,OA11CD,LSOA11CD,Unnamed: 0,xcoord,ycoord,panoid,lat,lon,month,year,azi,id
84,593048_b,18,0,High-density,593048,E00171730,E00171730,E01004392,815272,-0.0342765509415797,51.5819237451091,sWbGMNv7MuKo0fdAA23WOw,51.58192654785,-0.0342752955635123,11,2008,152.49078366147,45F0FC0A-D164-41AE-A79D-8292B6754B73
85,593081_d,1,15,Commercial,593081,E00171730,E00171730,E01004392,815313,-0.0322620190455667,51.58189364225039,IN0m9jvvTukFQ9wtxnwciA,51.582003172480405,-0.0322968134207749,8,2012,250.937140232198,3705AF81-B6E3-4F8C-B138-33549949B0F5
86,593063_b,6,10,High-density,593063,E00171730,E00171730,E01004392,815293,-0.0333581335832399,51.581943414709215,2KxIzlYr2j9vqm913C51Qw,51.5819083379032,-0.0333069727689923,11,2008,160.05742747538798,36D32C7E-59E1-4A0B-8A0F-9BD0804A381A
87,593063_d,6,10,High-density,593063,E00171730,E00171730,E01004392,815293,-0.0333581335832399,51.581943414709215,2KxIzlYr2j9vqm913C51Qw,51.5819083379032,-0.0333069727689923,11,2008,160.05742747538798,36D32C7E-59E1-4A0B-8A0F-9BD0804A381A
88,593026_d,1,15,Commercial,593026,E00171730,E00171730,E01004392,815243,-0.0335049267562427,51.5812933156581,8iU0FqaMCoYCsRARP39zLQ,51.581281725715,-0.0335477915299164,8,2012,238.793808612177,8056ADB2-2D21-4BD4-99EF-9ECE1AA082E0
89,593026_b,1,15,Commercial,593026,E00171730,E00171730,E01004392,815243,-0.0335049267562427,51.5812933156581,8iU0FqaMCoYCsRARP39zLQ,51.581281725715,-0.0335477915299164,8,2012,238.793808612177,8056ADB2-2D21-4BD4-99EF-9ECE1AA082E0
90,593102_d,6,10,High-density,593102,E00171730,E00171730,E01004392,815340,-0.0324102827892489,51.581271686439706,E4b1GvLk-XqNpBu-7EwHkg,51.58126971906589,-0.0324619946827844,7,2011,243.21778329491295,562004DC-D9BC-4A6B-950E-910FC3B5FF9C
91,593097_d,1,15,Commercial,593097,E00171730,E00171730,E01004392,815335,-0.0323519719931417,51.58206447031471,XAIrSFtpkdkZ881wKPaEug,51.5820431271099,-0.0323087114179276,6,2008,250.937140232198,3705AF81-B6E3-4F8C-B138-33549949B0F5
92,593083_d,1,15,Commercial,593083,E00171730,E00171730,E01004392,815316,-0.0330875748691265,51.581731259239,cGU6JANqny962jOtRmVgxg,51.58188775430629,-0.0332942183550147,8,2012,160.05742747538798,36D32C7E-59E1-4A0B-8A0F-9BD0804A381A
93,592050_d,13,6,Green space,592050,E00022114,E00022114,E01004392,814013,-0.0300283809998394,51.58445249762939,5PzmB7Rl4PnB_zVYwtsOVw,51.5844807950974,-0.0300106941290616,6,2008,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B
