,Unnamed: 0.1,clusters,clusters_2011_edited,clusters_2011_cleanup,idx_x,oa_name,OA11CD,LSOA11CD,Unnamed: 0,xcoord,ycoord,panoid,lat,lon,month,year,azi,id,idx_y,idx_y,keep
40,592075_d,18,0,High-density,592075,E00022087,E00022087,E01004392,814043,-0.0276059690670166,51.58601867957021,9voR7eQT-e5_KlklA0c6nw,51.5859766260171,-0.0277328990154397,6,2008,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592075,592075_d,1
43,592072_d,18,0,High-density,592072,E00022087,E00022087,E01004392,814040,-0.028401474681855,51.58580579551301,wS-AM65ctvG8qWdkcCGvcg,51.5858132099258,-0.0283927032187954,6,2008,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592072,592072_d,1
44,592069_d,18,0,High-density,592069,E00022087,E00022087,E01004392,814036,-0.0291827226105422,51.5854958489884,4B4xaGK5MIJR21r_c_6PBw,51.585518426058,-0.0291788198876559,6,2008,173.229691112426,D40B89C5-F2F8-4D1B-8EB1-66DBC489FD4C,592069,592069_d,1
45,592083_d,18,0,High-density,592083,E00022087,E00022087,E01004392,814051,-0.0288747300923135,51.5845264070087,UiZy0iQbJGsfzO_mNHjdyw,51.5845300095356,-0.0288682098329027,8,2012,161.826196950708,912DFF91-9353-406E-B371-E569C271DF46,592083,592083_d,1
46,592082_d,18,0,High-density,592082,E00022087,E00022087,E01004392,814050,-0.0287921367081655,51.5843541417261,qCA5UHXMl5kPmoEa9x1cXw,51.5843480269981,-0.028781038046757,8,2012,161.826196950708,912DFF91-9353-406E-B371-E569C271DF46,592082,592082_d,1
48,592132_d,18,0,High-density,592132,E00022087,E00022087,E01004392,814111,-0.0265621679545705,51.5856997919147,gkLl2FICrMdsuXwp7xKb3w,51.5855341493924,-0.0264569547376203,11,2008,243.34620725288104,D2BEA324-A35F-4151-BF55-E56492CFFF5E,592132,592132_d,1
50,592133_d,18,0,High-density,592133,E00022087,E00022087,E01004392,814112,-0.0266890402737024,51.585861272711,Yijsgi26kMmQanpDBBDaGw,51.5855284425126,-0.0264793071445751,6,2008,243.34620725288104,D2BEA324-A35F-4151-BF55-E56492CFFF5E,592133,592133_d,1
53,592073_d,18,0,High-density,592073,E00022087,E00022087,E01004392,814041,-0.0281363069567642,51.585876757474296,ngWPfAilcihE_Fqfd3E-ag,51.585872967281,-0.0281386920424769,8,2012,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592073,592073_d,1
54,592085_d,18,0,High-density,592085,E00022087,E00022087,E01004392,814056,-0.0282168582214865,51.5850181920328,C8f0G20sZhAdZ8ACojdtbg,51.58501318756821,-0.0282171808492533,11,2008,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,592085,592085_d,1
56,592074_d,18,0,High-density,592074,E00022087,E00022087,E01004392,814042,-0.0278711384184832,51.5859477188266,pOKavyuzGEOpRNAu488-nw,51.5859460006775,-0.0278642516803934,8,2012,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,592074,592074_d,1
58,593091_d,6,10,High-density,593091,E00171730,E00171730,E01004392,815326,-0.0325914054809139,51.581316090497104,qB85lRv-sQj7-lvhuakKEQ,51.5812839087146,-0.0324900671049986,6,2008,243.21778329491295,562004DC-D9BC-4A6B-950E-910FC3B5FF9C,593091,593091_d,1
59,593092_d,14,1,Green space,593092,E00171730,E00171730,E01004392,815327,-0.0323699674408304,51.58154321448591,oeOQV0-nRIkMHd19tBV-Bw,51.5815502099704,-0.0323384352690742,7,2011,250.94229548992297,49067391-1972-4BE9-BDA9-6BB0705B58E4,593092,593092_d,1
61,593061_d,1,15,Commercial,593061,E00171730,E00171730,E01004392,815290,-0.033598537007414,51.581451716891614,FOSlq5f34m1UWFmyEDLD0Q,51.5814190010538,-0.0334938208009277,6,2008,149.488203228066,7440CD25-B84D-4F69-913B-1E673853B3C3,593061,593061_d,1
64,593081_d,1,15,Commercial,593081,E00171730,E00171730,E01004392,815313,-0.0322620190455667,51.58189364225039,IN0m9jvvTukFQ9wtxnwciA,51.582003172480405,-0.0322968134207749,8,2012,250.937140232198,3705AF81-B6E3-4F8C-B138-33549949B0F5,593081,593081_d,1
66,593026_d,1,15,Commercial,593026,E00171730,E00171730,E01004392,815243,-0.0335049267562427,51.5812933156581,8iU0FqaMCoYCsRARP39zLQ,51.581281725715,-0.0335477915299164,8,2012,238.793808612177,8056ADB2-2D21-4BD4-99EF-9ECE1AA082E0,593026,593026_d,1
67,593102_d,6,10,High-density,593102,E00171730,E00171730,E01004392,815340,-0.0324102827892489,51.581271686439706,E4b1GvLk-XqNpBu-7EwHkg,51.58126971906589,-0.0324619946827844,7,2011,243.21778329491295,562004DC-D9BC-4A6B-950E-910FC3B5FF9C,593102,593102_d,1
68,593097_d,1,15,Commercial,593097,E00171730,E00171730,E01004392,815335,-0.0323519719931417,51.58206447031471,XAIrSFtpkdkZ881wKPaEug,51.5820431271099,-0.0323087114179276,6,2008,250.937140232198,3705AF81-B6E3-4F8C-B138-33549949B0F5,593097,593097_d,1
69,592050_d,13,6,Green space,592050,E00022114,E00022114,E01004392,814013,-0.0300283809998394,51.58445249762939,5PzmB7Rl4PnB_zVYwtsOVw,51.5844807950974,-0.0300106941290616,6,2008,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592050,592050_d,1
70,592040_d,18,0,High-density,592040,E00022114,E00022114,E01004392,814002,-0.0302964794963701,51.58452304119179,Kc-wQlmlsjkLKoR7gPrslw,51.584507001948296,-0.0303149975194249,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592040,592040_d,1
72,592046_d,18,0,High-density,592046,E00022114,E00022114,E01004392,814009,-0.0302929064486332,51.583968850557696,W2SfYpfK4_PdxrUoEAiRKA,51.583974303070406,-0.0302684368349717,8,2012,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592046,592046_d,1
75,592036_d,18,0,High-density,592036,E00022114,E00022114,E01004392,813998,-0.0313410699538225,51.5842169682261,T1IHfbG-r29Guy_ErIV5jA,51.5842121174908,-0.0313495522133522,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592036,592036_d,1
77,592035_d,18,0,High-density,592035,E00022114,E00022114,E01004392,813997,-0.0316022154048116,51.5841404485059,iiKbpIYMjaMWiE7NvvB6nw,51.5841353717591,-0.031605781775211,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592035,592035_d,1
79,592044_d,18,0,High-density,592044,E00022114,E00022114,E01004392,814007,-0.030809592363604,51.5838086013447,Go9X3mp9OJotyaKO-CGxJg,51.583810633833714,-0.0307909051190257,8,2012,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592044,592044_d,1
80,592038_d,18,0,High-density,592038,E00022114,E00022114,E01004392,814000,-0.0308187764557896,51.5843700058919,Mw2ZvLe0d29H1seDQuhieA,51.5843629299044,-0.0308133453819781,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592038,592038_d,1
82,592043_d,18,0,High-density,592043,E00022114,E00022114,E01004392,814006,-0.0310679339748347,51.583728475869,mJ6_Lj9KkR4CVOWB_DjT4w,51.583729589641,-0.0310720760160848,6,2008,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592043,592043_d,1
85,592045_d,18,0,High-density,592045,E00022114,E00022114,E01004392,814008,-0.0305512498548696,51.583888726241,edQw9au15YBF59ACIrhX5w,51.5839025579929,-0.0305086487063439,6,2008,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,592045,592045_d,1
86,592037_d,18,0,High-density,592037,E00022114,E00022114,E01004392,813999,-0.0310799236374816,51.58429348735471,Y3fHrh5ObADlMUpQOn_o-w,51.5842894255097,-0.0310820152315847,8,2012,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,592037,592037_d,1
89,591989_d,18,0,High-density,591989,E00022080,E00022080,E01004392,813948,-0.0319385998201767,51.58365771997301,dp_00BKGzRnhIamcyDsAeQ,51.5836765713949,-0.0319239802276264,8,2012,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,591989,591989_d,1
90,591994_d,18,0,High-density,591994,E00022080,E00022080,E01004392,813953,-0.0318493056172329,51.5848757389308,NVacUnptf9uoSEZ4tEKo1Q,51.5848658145828,-0.0318611374297564,8,2012,245.061572344543,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,591994,591994_d,1
92,591986_d,4,4,Low-density,591986,E00022080,E00022080,E01004392,813945,-0.0321245037107146,51.583987407291296,y7kouv1IgZaIc9TbYrCj0g,51.583963399135285,-0.0320761137785674,6,2008,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,591986,591986_d,1
95,591982_d,6,10,High-density,591982,E00022080,E00022080,E01004392,813940,-0.0325424084867052,51.5845417274351,dFDw4LASfdqxOhC5tbw1ew,51.5845298273735,-0.0325081565296194,6,2008,150.64224645720898,3A3B58FE-8713-445F-9EBA-771B0B7C8A96,591982,591982_d,1
100,591995_d,18,0,High-density,591995,E00022080,E00022080,E01004392,813954,-0.0315844396368428,51.5849471294644,ZAbHgyHMq4TEUMlzv8wLGQ,51.5849321866781,-0.0315758071119065,8,2012,245.061572344543,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,591995,591995_d,1
101,591999_d,17,9,Low-density,591999,E00022080,E00022080,E01004392,813958,-0.0305249632878828,51.5852326793904,vIV-U66jAsW2IzC5fXufPw,51.5852258869448,-0.0305261101404491,8,2012,245.059494697242,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,591999,591999_d,1
102,591990_d,18,0,High-density,591990,E00022080,E00022080,E01004392,813949,-0.0320342469143612,51.583827343906,zLDU0KCJPcNYNfzzPHPkiw,51.5838248057228,-0.032008092258127,6,2008,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,591990,591990_d,1
108,591987_d,18,0,High-density,591987,E00022080,E00022080,E01004392,813946,-0.0322297572848235,51.584154808913,AO4uCQGyHJSRmNOnM5zaDg,51.5840959342958,-0.0321539080181156,8,2012,157.06789956241002,7F801C68-7982-43FC-AF7D-A73F447BF48F,591987,591987_d,1
109,591997_d,18,0,High-density,591997,E00022079,E00022079,E01004392,813956,-0.0310546956187293,51.585089894872205,gobs8bUgqaBCBomOxF9hmg,51.5850874899398,-0.0310468430946838,8,2012,245.066489094446,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,591997,591997_d,1
