,Unnamed: 0.1,clusters,clusters_2021_edited,clusters_2021_cleanup,idx_x,oa_name,OA11CD,LSOA11CD,Unnamed: 0,xcoord,ycoord,panoid,lat,lon,month,year,azi,id,idx_y,idx_y,keep
22,753078_b,14,6,Green space,753078,E00171483,E00171483,E01004392,814083,-0.0284965866042095,51.58343192418679,068shreSZML4n6gl9e0oOQ,51.5834571012716,-0.0285131605642625,9,2020,168.69006752598,9D6846F9-A972-4628-8E41-B0C093E70610,753078,753078_b,0
23,753838_b,10,15,Commercial,753838,E00171483,E00171483,E01004392,814908,-0.0275843288346793,51.5830405364264,QpJy1_49g71pCRzEyL5_cg,51.5828629323855,-0.0279535052980355,3,2019,153.88024384302602,46AF11FF-3141-4DBF-8A05-EAF5D3F1AA20,753838,753838_b,0
25,753790_b,7,10,High-density,753790,E00171483,E00171483,E01004392,814857,-0.0274440487574531,51.5822641484822,rmoFq_MT6UbrsYOX67j6QA,51.5822451443041,-0.0274670116792315,3,2021,259.541329895436,28EE9CE0-BAE7-4076-9824-4C22E006849A,753790,753790_b,0
28,753008_b,18,0,High-density,753008,E00022114,E00022114,E01004392,814009,-0.0302929064486332,51.583968850557696,3CLfMv8UMD1EOxLPW3b9oQ,51.5839775088622,-0.0302553977612455,3,2019,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,753008,753008_b,0
30,752998_b,18,0,High-density,752998,E00022114,E00022114,E01004392,813998,-0.0313410699538225,51.5842169682261,FqG2UqPZVbxLuMZJOtKqqw,51.58420934402739,-0.0313449517494189,7,2021,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,752998,752998_b,0
32,753002_b,18,0,High-density,753002,E00022114,E00022114,E01004392,814002,-0.0302964794963701,51.58452304119179,eJyatzpILcnrPXTXcBYdTQ,51.5845139143256,-0.0303242068816529,3,2019,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,753002,753002_b,0
34,752997_b,18,0,High-density,752997,E00022114,E00022114,E01004392,813997,-0.0316022154048116,51.5841404485059,lpa9h2RkpiIapch9tHGJxA,51.5841332398903,-0.0316021578209212,3,2019,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,752997,752997_b,0
36,753000_b,18,0,High-density,753000,E00022114,E00022114,E01004392,814000,-0.0308187764557896,51.5843700058919,3EJw11oM-xEBChThRZHm3A,51.5843683803818,-0.0308123230822149,3,2018,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,753000,753000_b,0
37,753006_b,18,0,High-density,753006,E00022114,E00022114,E01004392,814007,-0.030809592363604,51.5838086013447,HadiS9QB7rML-0VSNgrEug,51.583810928466605,-0.0307888156040663,7,2021,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,753006,753006_b,0
40,752999_b,18,0,High-density,752999,E00022114,E00022114,E01004392,813999,-0.0310799236374816,51.58429348735471,x_Upyf-OWEgT5kJSl-xV3Q,51.5842910717496,-0.0310737472436031,7,2021,243.26790620724097,8634AA41-E419-45C3-B953-3BA753ACAD0B,752999,752999_b,0
42,753007_b,18,0,High-density,753007,E00022114,E00022114,E01004392,814008,-0.0305512498548696,51.583888726241,FGE1w580nHn-ZNuVJfVyRw,51.583897392992704,-0.0305120558377132,3,2018,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,753007,753007_b,0
43,753005_b,18,0,High-density,753005,E00022114,E00022114,E01004392,814006,-0.0310679339748347,51.583728475869,n_D0MOqom5oiCIhVXP8oBQ,51.5837194809062,-0.031082626314823,3,2018,241.990823291986,1CEEC007-2BEA-4C11-B46A-4FC1724E2D9D,753005,753005_b,0
46,753102_b,19,13,Estates,753102,E00022087,E00022087,E01004392,814110,-0.0264352967941499,51.58553831091229,yxgnGf8Tm3_THvll3LFTkQ,51.5855371277925,-0.0264327832122493,3,2018,243.34620725288104,D2BEA324-A35F-4151-BF55-E56492CFFF5E,753102,753102_b,0
49,753039_b,18,0,High-density,753039,E00022087,E00022087,E01004392,814042,-0.0278711384184832,51.5859477188266,ZcCAy0PLPjuBVKdA1XRBcA,51.5859457264344,-0.0278712206967711,3,2019,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,753039,753039_b,0
50,753052_b,18,0,High-density,753052,E00022087,E00022087,E01004392,814056,-0.0282168582214865,51.5850181920328,Ii5VYWBSI24ydsftj-0dhQ,51.5850201176561,-0.0282024456419822,3,2019,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,753052,753052_b,0
53,753037_b,18,0,High-density,753037,E00022087,E00022087,E01004392,814040,-0.028401474681855,51.58580579551301,39lPBwq8ttwUG4yMX2_z8g,51.5858105561645,-0.0283640286459032,3,2018,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,753037,753037_b,0
55,753038_b,18,0,High-density,753038,E00022087,E00022087,E01004392,814041,-0.0281363069567642,51.585876757474296,jPmsgzmZaWknit4cd2aLiA,51.58587066818789,-0.0281431575579113,3,2019,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,753038,753038_b,0
57,753040_b,18,0,High-density,753040,E00022087,E00022087,E01004392,814043,-0.0276059690670166,51.58601867957021,mAos0Wtdhpt5aO_wl0PTjA,51.5859821308084,-0.0277371364022253,3,2019,245.207559981358,C5C2AC5F-5418-4E84-9E0D-978C6AA994D4,753040,753040_b,0
60,753054_b,18,0,High-density,753054,E00022087,E00022087,E01004392,814058,-0.0276942314216189,51.58517079903361,K21uboDYeeL77Z-OwdL51g,51.585163958774,-0.0277028386105813,3,2018,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,753054,753054_b,0
63,753053_b,18,0,High-density,753053,E00022087,E00022087,E01004392,814057,-0.0279555457613937,51.58509449650471,ciu4FsrifTes8FJSdIBISA,51.5850891455141,-0.0279628281513284,3,2018,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,753053,753053_b,0
64,753055_b,18,0,High-density,753055,E00022087,E00022087,E01004392,814059,-0.0274329060857734,51.5852470875015,2meC3Tiiyyqva8jl9pI8gg,51.5852451995728,-0.0274228367342951,3,2019,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,753055,753055_b,0
67,753056_b,18,0,High-density,753056,E00022087,E00022087,E01004392,814060,-0.0271715798866579,51.5853233753771,UVXJ4uqKq2U2i1BvY4Ca2w,51.5853184848763,-0.0271688602764292,3,2019,243.340991449725,D2BEA324-A35F-4151-BF55-E56492CFFF5E,753056,753056_b,0
68,752961_b,16,8,Low-density,752961,E00022079,E00022079,E01004392,813959,-0.0302600973765494,51.5853040728696,ZBfmTNqTnbdP1hUt6KCmCQ,51.58529234989,-0.0302929135723662,3,2019,245.059494697242,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,752961,752961_b,0
70,752955_b,17,9,Low-density,752955,E00022079,E00022079,E01004392,813953,-0.0318493056172329,51.5848757389308,lbMe2oP-Z17xpSaaZlCC1Q,51.5848821404132,-0.0318081458014635,3,2018,245.061572344543,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,752955,752955_b,0
73,752904_b,18,0,High-density,752904,E00022080,E00022080,E01004392,813899,-0.0338753253147731,51.5842713849799,bNGsYNNiwUrVhKTPgw7qnQ,51.584293205991,-0.0338167680199569,3,2019,140.527540151656,ADEB46BC-CD83-4634-8591-03D25F690633,752904,752904_b,0
74,753825_b,18,0,High-density,753825,E00022080,E00022080,E01004392,814894,-0.0315332649407692,51.5829056528852,OuIzBq4Jr59hEgSzzoKsuw,51.5829337275245,-0.0315272772274278,3,2018,160.119237099134,80E12040-5B96-49F6-89EF-2C6DC82642F5,753825,753825_b,0
77,752950_b,18,0,High-density,752950,E00022080,E00022080,E01004392,813948,-0.0319385998201767,51.58365771997301,9O_aFMrcBOVJQmcfcKCQ-w,51.5836973329114,-0.0319370555596374,3,2018,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,752950,752950_b,0
79,752942_b,18,0,High-density,752942,E00022080,E00022080,E01004392,813940,-0.0325424084867052,51.5845417274351,7fOz-Ll6i5N10PShE5fZKQ,51.5845220881664,-0.0324896757486387,3,2019,150.64224645720898,3A3B58FE-8713-445F-9EBA-771B0B7C8A96,752942,752942_b,0
81,752951_b,18,0,High-density,752951,E00022080,E00022080,E01004392,813949,-0.0320342469143612,51.583827343906,bTLpKSIjrWaEdfGZf5d8Bw,51.5837954326653,-0.0319920195365595,7,2021,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,752951,752951_b,0
83,752947_b,18,0,High-density,752947,E00022080,E00022080,E01004392,813945,-0.0321245037107146,51.583987407291296,iL58VchrjAsLvqX0AnVMIw,51.5839496457435,-0.0320830479102225,3,2018,159.102234501161,27AFCEC5-AD8E-4FDE-BFE3-1D34ACEF337A,752947,752947_b,0
84,753827_b,17,9,Low-density,753827,E00022080,E00022080,E01004392,814896,-0.0317147410088794,51.5832469873213,PFbt9m409P184ZiV_lrWvg,51.58321951943751,-0.0316706055235673,3,2019,160.130331599712,80E12040-5B96-49F6-89EF-2C6DC82642F5,753827,753827_b,0
85,752926_b,17,9,Low-density,752926,E00022080,E00022080,E01004392,813922,-0.0327139389094394,51.584642276849614,eryi2HH8aOdvzpdkPM6V3A,51.5846435196941,-0.0326672174385572,3,2018,244.612093708904,BE41AD41-21AE-4EE8-ABF1-900FC2C40081,752926,752926_b,0
86,752941_b,18,0,High-density,752941,E00022080,E00022080,E01004392,813939,-0.0324077415813194,51.5843827160925,wuW9FXHUukZWuTIBrS5xNQ,51.5843693321537,-0.0323519605669009,3,2019,150.64224645720898,3A3B58FE-8713-445F-9EBA-771B0B7C8A96,752941,752941_b,0
88,752956_b,18,0,High-density,752956,E00022080,E00022080,E01004392,813954,-0.0315844396368428,51.5849471294644,gKZL8veQuhpSM-miiiB3Hg,51.5849549584725,-0.0315338710325308,3,2019,245.061572344543,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,752956,752956_b,0
89,752962_b,18,0,High-density,752962,E00022080,E00022080,E01004392,813960,-0.0299952282640021,51.5853754623088,a6XFtpyTlE9GlBVxmSm5lA,51.585356489005,-0.0300355077993783,3,2019,245.059494697242,1B53702C-44C1-422D-A0ED-BBB2D1CC99FC,752962,752962_b,0
90,752867_b,11,4,Low-density,752867,E00022108,E00022108,E01004392,813861,-0.032431738485257,51.5855763244917,54J5KNEZvT1__IjFvfbpKQ,51.5856007603654,-0.0323748462628059,3,2019,246.899799394523,41772219-2061-47D4-A39C-731C2BFA4134,752867,752867_b,0
91,752981_b,18,0,High-density,752981,E00022108,E00022108,E01004392,813980,-0.0312633887777695,51.5858573740317,lGfWZE5kyEV6TvVHJrIOlA,51.5858711675432,-0.0312551548120727,3,2019,67.3437923851259,D0C62748-55DD-4522-99EB-3A7765CF0E5D,752981,752981_b,0
93,752872_b,18,0,High-density,752872,E00022108,E00022108,E01004392,813866,-0.0337705680639926,51.5852415526982,-xdMaXcbkOKQul3PgAeRig,51.5852221025509,-0.0338010152080461,3,2019,241.464348725365,41772219-2061-47D4-A39C-731C2BFA4134,752872,752872_b,0
95,752870_b,16,8,Low-density,752870,E00022108,E00022108,E01004392,813864,-0.0332368683172799,51.5853779883731,tK7vMLV9rA-inyedb8_wVw,51.585386299223394,-0.0332398098305455,3,2019,241.461758073565,41772219-2061-47D4-A39C-731C2BFA4134,752870,752870_b,0
99,752871_b,18,0,High-density,752871,E00022108,E00022108,E01004392,813865,-0.0335052486193308,51.5853118833101,TRm3IrY7yZPyfSB9Soj5EA,51.585302627915496,-0.0335469410283413,3,2019,241.461758073565,41772219-2061-47D4-A39C-731C2BFA4134,752871,752871_b,0
100,752911_b,18,0,High-density,752911,E00022108,E00022108,E01004392,813907,-0.0332832803617079,51.585004395291,O_SmwhXgNh6mRVKoPQ6dXA,51.5852941942505,-0.0335574353050722,3,2018,241.461758073565,41772219-2061-47D4-A39C-731C2BFA4134,752911,752911_b,0
102,754197_b,10,15,Commercial,754197,E00171730,E00171730,E01004392,815290,-0.033598537007414,51.581451716891614,x3nKfpgkJwYJM0A7H7__2w,51.5814306497091,-0.0335579046092442,3,2018,145.410234049804,0F80E2D0-74D4-4030-8C46-0AF04E8F20DB,754197,754197_b,0
104,754200_b,7,10,High-density,754200,E00171730,E00171730,E01004392,815293,-0.0333581335832399,51.581943414709215,0Lo4sole1kq52Ds4Gt4cPw,51.58192408843579,-0.0333096549395137,9,2020,160.05742747538798,36D32C7E-59E1-4A0B-8A0F-9BD0804A381A,754200,754200_b,0
108,754246_b,17,9,Low-density,754246,E00171730,E00171730,E01004392,815344,-0.0323156665623621,51.58149533106072,hCG_M3TLcGWY_XHjyQ00Wg,51.58154966204221,-0.0323167334602929,3,2018,250.94229548992297,49067391-1972-4BE9-BDA9-6BB0705B58E4,754246,754246_b,0
