,LSOA code (2011),Income Score (rate),lsoa,Unnamed: 0
136,E01000140,0.118,E01000140,5.592627539750068
137,E01000141,0.149,E01000141,5.332021002463478
138,E01000142,0.126,E01000142,5.7321339515770005
139,E01000143,0.239,E01000143,5.54958800836043
140,E01000144,0.102,E01000144,5.597507397333781
141,E01000145,0.088,E01000145,5.820865140296519
142,E01000146,0.103,E01000146,5.714775531466414
143,E01000147,0.078,E01000147,5.564570509347339
144,E01000148,0.186,E01000148,5.31267717715941
145,E01000150,0.106,E01000150,5.338770543603593
146,E01000151,0.332,E01000151,5.154318608735737
147,E01000152,0.265,E01000152,5.333849926789601
148,E01000153,0.276,E01000153,5.433307581243262
149,E01000154,0.201,E01000154,5.217784949143728
150,E01000155,0.135,E01000155,5.564825900197029
151,E01000156,0.075,E01000156,5.759080694726676
152,E01000157,0.089,E01000157,5.63583172831619
153,E01000158,0.13,E01000158,5.648169781684875
154,E01000159,0.112,E01000159,5.6955481469631195
155,E01000160,0.07,E01000160,5.556798231143218
156,E01000161,0.109,E01000161,5.633055884187872
157,E01000162,0.117,E01000162,5.662208258387554
158,E01000163,0.2,E01000163,5.293374664643231
159,E01000164,0.172,E01000164,5.21584509750137
160,E01000165,0.099,E01000165,5.506116473213744
161,E01000166,0.105,E01000166,5.708772932927226
162,E01000167,0.199,E01000167,5.757247589281853
163,E01000168,0.05,E01000168,5.622984087330171
164,E01000169,0.086,E01000169,5.752386640149651
165,E01000170,0.147,E01000170,5.540753332661911
166,E01000171,0.196,E01000171,5.254015321172149
167,E01000172,0.075,E01000172,5.7392949281420025
168,E01000173,0.081,E01000173,5.481982006028641
169,E01000174,0.128,E01000174,5.538437289626975
170,E01000175,0.052,E01000175,5.71147087698891
171,E01000176,0.233,E01000176,5.23129553087922
172,E01000177,0.055,E01000177,5.627693105099806
173,E01000178,0.058,E01000178,5.690947527602567
174,E01000179,0.064,E01000179,5.5766616440286825
175,E01000180,0.13,E01000180,5.657562406350535
176,E01000181,0.058,E01000181,5.87179044414969
177,E01000182,0.04,E01000182,5.8538665861115415
178,E01000183,0.085,E01000183,5.622145451198925
179,E01000184,0.212,E01000184,5.339090391883143
180,E01000185,0.239,E01000185,5.33822500705719
181,E01000186,0.044,E01000186,5.68136995815369
182,E01000187,0.118,E01000187,5.657958534418368
183,E01000188,0.032,E01000188,5.306021588518219
184,E01000189,0.149,E01000189,5.541324460416808
185,E01000190,0.091,E01000190,5.706766328529308
186,E01000191,0.055,E01000191,5.634839894320514
187,E01000192,0.105,E01000192,5.628978756285205
188,E01000193,0.09,E01000193,5.648500109755474
189,E01000194,0.114,E01000194,5.51083714949588
190,E01000195,0.177,E01000195,5.1714139861789175
191,E01000196,0.093,E01000196,5.637199837228526
192,E01000197,0.086,E01000197,5.6807635387725375
193,E01000198,0.087,E01000198,5.64468540896972
194,E01000199,0.056,E01000199,5.657258287319162
195,E01000200,0.081,E01000200,5.769703165609009
196,E01000201,0.041,E01000201,5.815816100815247
197,E01000202,0.053,E01000202,5.917250997178694
198,E01000203,0.114,E01000203,5.636443925254485
199,E01000204,0.068,E01000204,5.824543347725501
200,E01000205,0.053,E01000205,5.962735976491656
201,E01000206,0.013,E01000206,5.776893953036835
202,E01000207,0.042,E01000207,6.0387623957518874
203,E01000208,0.028,E01000208,5.938923702998594
204,E01000209,0.048,E01000209,6.032369108159143
205,E01000210,0.058,E01000210,5.710205775392635
206,E01000211,0.112,E01000211,5.5803764618154785
207,E01000212,0.063,E01000212,5.895419473343707
208,E01000213,0.028,E01000213,6.110722303390503
209,E01000214,0.046,E01000214,5.868625836473115
210,E01000215,0.103,E01000215,5.546277835669107
211,E01000216,0.071,E01000216,5.78536922673145
212,E01000217,0.066,E01000217,5.794223292344282
213,E01000218,0.104,E01000218,5.565795814168864
214,E01000219,0.097,E01000219,5.435920811299258
215,E01000220,0.117,E01000220,5.722896105640537
216,E01000221,0.28,E01000221,5.126192212412038
217,E01000222,0.163,E01000222,5.57019392586259
218,E01000223,0.225,E01000223,5.260702255536925
219,E01000224,0.152,E01000224,5.667704351802371
220,E01000225,0.066,E01000225,5.6378765988953505
221,E01000226,0.224,E01000226,5.323355074469925
222,E01000227,0.082,E01000227,5.613979164485274
223,E01000228,0.079,E01000228,5.42230796585266
224,E01000229,0.135,E01000229,5.425844935640212
225,E01000230,0.071,E01000230,5.643333300948143
226,E01000231,0.103,E01000231,5.419479289709353
227,E01000232,0.114,E01000232,5.531387417424809
228,E01000233,0.069,E01000233,5.5134799098968506
229,E01000234,0.067,E01000234,5.770143195535198
230,E01000235,0.164,E01000235,5.351922261483461
231,E01000236,0.079,E01000236,5.571587920188904
232,E01000237,0.055,E01000237,5.563711021152245
233,E01000238,0.096,E01000238,5.509225704108074
234,E01000239,0.137,E01000239,5.264570350830372
235,E01000240,0.118,E01000240,5.484900168010166
236,E01000241,0.071,E01000241,5.6475744469412446
237,E01000242,0.125,E01000242,5.540153270786249
238,E01000243,0.084,E01000243,5.6038369597220905
239,E01000244,0.076,E01000244,5.540403765144077
240,E01000245,0.168,E01000245,5.19110025778538
241,E01000246,0.048,E01000246,5.566778136573675
242,E01000247,0.077,E01000247,5.590292650845743
243,E01000248,0.046,E01000248,5.633163348193417
244,E01000249,0.026,E01000249,5.629198180240335
245,E01000250,0.107,E01000250,5.587032351804816
246,E01000251,0.144,E01000251,5.648418910363141
247,E01000252,0.099,E01000252,5.586554547289868
248,E01000253,0.043,E01000253,5.439854937513875
249,E01000254,0.04,E01000254,5.474630192018324
250,E01000255,0.149,E01000255,5.536024778558497
251,E01000256,0.079,E01000256,5.666273913432643
252,E01000257,0.168,E01000257,5.426943051550124
253,E01000258,0.058,E01000258,5.587739320224141
254,E01000259,0.095,E01000259,5.619676110688706
255,E01000260,0.11,E01000260,5.2997391100199716
256,E01000261,0.046,E01000261,5.660375265719055
257,E01000262,0.094,E01000262,5.461561317606406
258,E01000263,0.024,E01000263,5.806375700338133
259,E01000264,0.116,E01000264,5.449866409894008
260,E01000265,0.126,E01000265,5.4169797046928645
261,E01000266,0.045,E01000266,5.850164396328162
262,E01000267,0.086,E01000267,5.53372668271715
263,E01000268,0.148,E01000268,5.62317342248129
264,E01000269,0.067,E01000269,5.775129130101317
265,E01000270,0.087,E01000270,5.601296745240688
266,E01000271,0.041,E01000271,5.745954679004077
267,E01000272,0.03,E01000272,5.847026136872682
268,E01000273,0.121,E01000273,5.592992140085269
269,E01000274,0.126,E01000274,5.580409100747878
270,E01000275,0.118,E01000275,5.741977082431646
271,E01000276,0.027,E01000276,5.902915088459849
272,E01000277,0.144,E01000277,5.7135121248718495
273,E01000278,0.033,E01000278,6.049273095553434
274,E01000279,0.017,E01000279,5.565505444754118
275,E01000280,0.023,E01000280,5.767686595565163
276,E01000281,0.081,E01000281,5.453090351783425
277,E01000282,0.057,E01000282,5.693703117193999
278,E01000283,0.03,E01000283,5.706822474519689
279,E01000284,0.136,E01000284,5.563093363881825
280,E01000285,0.105,E01000285,5.569539890231856
281,E01000286,0.17,E01000286,5.593417803446452
282,E01000287,0.16,E01000287,5.545116603723046
283,E01000288,0.091,E01000288,5.5810577932157015
284,E01000289,0.249,E01000289,5.3314542628209525
285,E01000290,0.12,E01000290,5.273043214784909
286,E01000291,0.23,E01000291,5.388237680707659
287,E01000292,0.079,E01000292,5.762708547131327
288,E01000293,0.06,E01000293,5.7948994292153255
289,E01000294,0.093,E01000294,5.653595546881358
290,E01000295,0.06,E01000295,6.055770568421616
291,E01000296,0.085,E01000296,5.647000520507251
292,E01000297,0.074,E01000297,5.641423331093542
293,E01000298,0.094,E01000298,5.7306965376879715
294,E01000299,0.119,E01000299,5.502644820014636
295,E01000300,0.097,E01000300,5.788295703485978
296,E01000301,0.048,E01000301,5.883948398190875
297,E01000302,0.129,E01000302,5.6911800095479785
298,E01000303,0.05,E01000303,5.719364720464542
299,E01000304,0.087,E01000304,5.714517552601664
300,E01000305,0.164,E01000305,5.134208748025714
301,E01000306,0.075,E01000306,5.4768459607684425
302,E01000307,0.147,E01000307,5.069550277720923
303,E01000308,0.204,E01000308,5.368290502774088
304,E01000309,0.09,E01000309,5.6786435135888835
305,E01000310,0.108,E01000310,5.401438878803718
306,E01000311,0.043,E01000311,5.576059328185187
307,E01000312,0.151,E01000312,5.579074599742889
308,E01000313,0.115,E01000313,5.339874814857136
309,E01000314,0.055,E01000314,5.498150273711381
310,E01000315,0.239,E01000315,5.4443485175238715
311,E01000316,0.138,E01000316,5.515785136560756
312,E01000317,0.098,E01000317,5.857654888500539
313,E01000318,0.12,E01000318,5.734924543265141
314,E01000319,0.076,E01000319,5.928520466387272
315,E01000320,0.077,E01000320,5.732558892591157
316,E01000321,0.104,E01000321,5.618705399386533
317,E01000322,0.124,E01000322,5.702328187388343
318,E01000323,0.118,E01000323,5.525777365579161
319,E01000324,0.094,E01000324,5.641771192079062
320,E01000325,0.039,E01000325,5.604035992300912
321,E01000326,0.053,E01000326,5.5991856023056865
322,E01000327,0.043,E01000327,5.7299087233279815
323,E01000328,0.05,E01000328,5.691207890021495
324,E01000329,0.097,E01000329,5.531357583035244
325,E01000330,0.112,E01000330,5.446733016607373
326,E01000331,0.151,E01000331,5.6219416289524515
327,E01000332,0.106,E01000332,5.63287094134963
328,E01000333,0.167,E01000333,5.472323939777338
329,E01000334,0.08,E01000334,5.500332741463771
330,E01000335,0.16,E01000335,5.231914195951936
331,E01000336,0.222,E01000336,5.389317053847197
332,E01000337,0.165,E01000337,5.510437930465504
333,E01000338,0.123,E01000338,5.505756679074517
334,E01000339,0.109,E01000339,5.721116531658643
335,E01000340,0.074,E01000340,5.519884328642291
336,E01000341,0.062,E01000341,5.5783558967187235
337,E01000342,0.035,E01000342,5.722169476142828
338,E01000343,0.055,E01000343,5.725089140165419
339,E01000344,0.034,E01000344,5.720886978882038
340,E01000345,0.041,E01000345,5.84189526210813
341,E01000346,0.053,E01000346,5.654503194338967
342,E01000347,0.077,E01000347,5.784876078367233
343,E01000348,0.02,E01000348,5.809615157059664
344,E01000349,0.048,E01000349,5.678757287180701
345,E01000350,0.046,E01000350,5.928837232001416
346,E01000351,0.05,E01000351,5.68106684833765
347,E01000352,0.099,E01000352,5.455332993650112
348,E01000353,0.046,E01000353,5.659283474149037
349,E01000354,0.143,E01000354,5.598000630619019
350,E01000355,0.039,E01000355,5.53465529468572
351,E01000356,0.052,E01000356,5.5703107248390875
352,E01000357,0.02,E01000357,5.655708573445552
353,E01000358,0.046,E01000358,5.565725885043487
354,E01000359,0.044,E01000359,5.693946532056302
355,E01000360,0.109,E01000360,5.250349723721204
356,E01000361,0.075,E01000361,5.542946416991097
357,E01000362,0.074,E01000362,5.604092764240478
358,E01000363,0.057,E01000363,5.5167573260224385
359,E01000364,0.073,E01000364,5.657015816477321
360,E01000365,0.092,E01000365,5.468705388356228
361,E01000366,0.087,E01000366,5.408610202408776
362,E01000367,0.205,E01000367,5.603533831009498
363,E01000368,0.237,E01000368,5.595444399257039
364,E01000369,0.098,E01000369,5.556430933119237
365,E01000370,0.074,E01000370,5.661679753426755
366,E01000371,0.053,E01000371,5.6811087503598605
367,E01000372,0.197,E01000372,5.618085249732522
368,E01000373,0.135,E01000373,5.305577278137207
369,E01000374,0.241,E01000374,5.151759171907881
370,E01000375,0.112,E01000375,5.273404719500706
371,E01000376,0.083,E01000376,5.5353035788957765
372,E01000377,0.064,E01000377,5.62464154958725
373,E01000378,0.123,E01000378,5.394859199329532
374,E01000379,0.122,E01000379,5.739892312344288
375,E01000380,0.134,E01000380,5.535340196166942
376,E01000381,0.149,E01000381,5.467422691404178
377,E01000382,0.033,E01000382,5.801742304846184
378,E01000383,0.101,E01000383,5.362617792480293
379,E01000384,0.096,E01000384,5.683848494833166
380,E01000385,0.22,E01000385,5.3903848288595215
381,E01000386,0.253,E01000386,5.293338337083803
382,E01000387,0.066,E01000387,5.585955249766509
383,E01000388,0.07,E01000388,5.49187708656173
384,E01000389,0.082,E01000389,5.630121418713454
385,E01000390,0.056,E01000390,5.474356904688241
386,E01000391,0.085,E01000391,5.433322516609641
387,E01000392,0.154,E01000392,5.361088959897151
388,E01000393,0.046,E01000393,5.591263615669896
389,E01000394,0.075,E01000394,5.523900460033882
390,E01000395,0.031,E01000395,5.907426595687866
391,E01000396,0.046,E01000396,5.952690214103794
392,E01000398,0.119,E01000398,5.619436134610857
393,E01000399,0.047,E01000399,5.648282700301336
394,E01000400,0.093,E01000400,5.668020702997843
395,E01000401,0.14,E01000401,5.36576389561733
396,E01000402,0.159,E01000402,5.590991686891626
397,E01000403,0.198,E01000403,5.352315367398104
398,E01000404,0.22,E01000404,5.408577132942085
399,E01000405,0.175,E01000405,5.376630223342005
400,E01000406,0.15,E01000406,5.576900280061572
401,E01000407,0.096,E01000407,5.665970454613368
402,E01000408,0.18,E01000408,5.154414122132049
403,E01000409,0.036,E01000409,5.654317779262571
404,E01000410,0.034,E01000410,5.923750217380442
405,E01000411,0.055,E01000411,5.684343451476959
406,E01000412,0.037,E01000412,5.780855438666429
407,E01000413,0.061,E01000413,5.611002169124821
408,E01000414,0.092,E01000414,5.447350097257037
409,E01000415,0.039,E01000415,5.855020833366058
410,E01000416,0.168,E01000416,5.092492072968869
411,E01000417,0.112,E01000417,5.578026692072551
412,E01000418,0.133,E01000418,5.4870646088211625
413,E01000419,0.049,E01000419,5.708048742245405
414,E01000420,0.073,E01000420,5.639576631433823
415,E01000421,0.04,E01000421,5.632016778719135
416,E01000422,0.277,E01000422,5.063301644542
417,E01000423,0.042,E01000423,5.638908209545272
418,E01000424,0.04,E01000424,5.824589203043682
419,E01000425,0.041,E01000425,5.9735433076347055
420,E01000426,0.077,E01000426,5.560950701053326
421,E01000427,0.086,E01000427,5.558142838152972
422,E01000428,0.153,E01000428,5.349237802679892
423,E01000429,0.257,E01000429,5.299013630091715
424,E01000430,0.128,E01000430,5.067701076507569
425,E01000431,0.256,E01000431,5.309708545187942
426,E01000432,0.165,E01000432,5.430681637815527
427,E01000433,0.224,E01000433,5.41342730479068
428,E01000434,0.239,E01000434,5.3452746696770195
429,E01000435,0.205,E01000435,5.417051118905427
430,E01000436,0.037,E01000436,5.739660520331804
431,E01000437,0.089,E01000437,5.702986775504218
432,E01000438,0.09,E01000438,5.663812221084511
433,E01000439,0.157,E01000439,5.4644222090086965
434,E01000440,0.037,E01000440,5.66276612702538
435,E01000441,0.215,E01000441,5.498660098974872
436,E01000442,0.093,E01000442,5.6839512278394
437,E01000443,0.1,E01000443,5.811867363549568
438,E01000444,0.029,E01000444,5.559430870227516
439,E01000445,0.032,E01000445,5.7688947140903215
440,E01000446,0.037,E01000446,5.980265344000611
441,E01000447,0.071,E01000447,5.4291457051926475
442,E01000448,0.026,E01000448,5.797747456060874
443,E01000449,0.028,E01000449,5.6562753214555626
444,E01000450,0.123,E01000450,5.632483761987569
445,E01000451,0.043,E01000451,5.738935085296631
446,E01000452,0.056,E01000452,5.824843247731526
447,E01000453,0.052,E01000453,5.711118183817182
448,E01000454,0.116,E01000454,5.566273054506024
449,E01000455,0.049,E01000455,5.567885609136687
450,E01000456,0.039,E01000456,5.662749181900706
451,E01000457,0.081,E01000457,5.459739805751816
452,E01000458,0.046,E01000458,5.892931674998966
453,E01000459,0.121,E01000459,5.671871880600356
454,E01000460,0.034,E01000460,5.904202392024379
455,E01000461,0.037,E01000461,5.906674385698218
456,E01000462,0.101,E01000462,5.621125489954026
457,E01000463,0.035,E01000463,5.854268141646884
458,E01000464,0.215,E01000464,5.0685281282977055
459,E01000465,0.225,E01000465,5.318240087928501
460,E01000466,0.183,E01000466,5.118010947856997
461,E01000467,0.157,E01000467,5.4028678864240645
462,E01000468,0.158,E01000468,5.411425050640606
463,E01000469,0.143,E01000469,5.497351381064808
464,E01000470,0.241,E01000470,5.176071440117268
465,E01000471,0.097,E01000471,5.31162414647112
466,E01000472,0.143,E01000472,5.278022266648434
467,E01000473,0.145,E01000473,5.434761747215571
468,E01000474,0.121,E01000474,5.570353080244625
469,E01000475,0.124,E01000475,5.390721611457296
470,E01000476,0.098,E01000476,5.382689250996832
471,E01000477,0.11,E01000477,5.333804551192692
472,E01000478,0.134,E01000478,5.451522826187072
473,E01000479,0.106,E01000479,5.780117452144623
474,E01000480,0.072,E01000480,5.622360429005643
475,E01000481,0.169,E01000481,5.555632500166304
476,E01000482,0.229,E01000482,5.179154977264246
477,E01000483,0.233,E01000483,5.070491647528064
478,E01000484,0.264,E01000484,5.505351852889013
479,E01000485,0.205,E01000485,5.4397986119355615
480,E01000486,0.086,E01000486,5.559917836398869
481,E01000487,0.123,E01000487,5.543311664871141
482,E01000488,0.134,E01000488,5.916652129051533
483,E01000489,0.173,E01000489,5.758387574418024
484,E01000490,0.13,E01000490,5.6899125955321574
485,E01000491,0.133,E01000491,5.763379890527299
486,E01000492,0.085,E01000492,5.986256692016009
487,E01000493,0.083,E01000493,5.80722050953515
488,E01000494,0.142,E01000494,5.869815563195504
489,E01000495,0.213,E01000495,5.691821797769897
490,E01000497,0.161,E01000497,5.426379648607169
491,E01000498,0.187,E01000498,5.385994978249073
492,E01000499,0.188,E01000499,5.203065883185746
493,E01000501,0.255,E01000501,5.454407678253349
494,E01000502,0.221,E01000502,5.65002536454371
495,E01000503,0.166,E01000503,5.507823784924086
496,E01000504,0.12,E01000504,5.8463646950466295
497,E01000505,0.135,E01000505,5.683317884925969
498,E01000506,0.186,E01000506,5.345804696166238
499,E01000507,0.148,E01000507,5.663897311509545
500,E01000508,0.245,E01000508,5.27204514627761
501,E01000509,0.171,E01000509,5.457198786220962
502,E01000510,0.17,E01000510,5.547097494602204
503,E01000511,0.16,E01000511,5.640170577026549
504,E01000512,0.105,E01000512,5.855574474732081
505,E01000513,0.099,E01000513,5.45766016592582
506,E01000514,0.083,E01000514,5.527508969928907
507,E01000515,0.174,E01000515,5.536256965509681
508,E01000516,0.106,E01000516,5.379713841106581
509,E01000517,0.066,E01000517,5.476266836935236
510,E01000518,0.154,E01000518,5.504345262250981
511,E01000519,0.139,E01000519,5.464409673184378
512,E01000520,0.113,E01000520,5.503693641985164
513,E01000521,0.318,E01000521,5.684786772556442
514,E01000522,0.216,E01000522,5.421834696531295
515,E01000523,0.181,E01000523,5.760893405828261
516,E01000524,0.274,E01000524,5.643136334650725
517,E01000525,0.216,E01000525,5.745565573670971
518,E01000526,0.299,E01000526,5.320777523902155
519,E01000527,0.185,E01000527,5.65505224158024
520,E01000528,0.293,E01000528,5.30127577991276
521,E01000530,0.097,E01000530,5.8445460578821
522,E01000531,0.18,E01000531,5.705318330436625
523,E01000532,0.119,E01000532,5.736973759200838
524,E01000533,0.231,E01000533,5.865293848682457
525,E01000534,0.12,E01000534,6.005667328834534
526,E01000535,0.152,E01000535,5.634916412158751
527,E01000536,0.08,E01000536,5.741839030826533
528,E01000538,0.067,E01000538,5.818446294411079
529,E01000539,0.058,E01000539,5.715168359505869
530,E01000540,0.07,E01000540,5.85630209050714
531,E01000541,0.103,E01000541,5.6343558149678366
532,E01000543,0.13,E01000543,5.7138025171377445
533,E01000544,0.248,E01000544,5.488497658209368
534,E01000545,0.169,E01000545,5.682893255778722
535,E01000546,0.145,E01000546,5.8406130412045645
536,E01000547,0.144,E01000547,5.815193983912468
537,E01000548,0.203,E01000548,5.659107030483714
538,E01000549,0.11,E01000549,5.912107149759929
539,E01000550,0.239,E01000550,5.4748336286158175
540,E01000551,0.322,E01000551,5.397556200171962
541,E01000552,0.313,E01000552,5.453759246402317
542,E01000553,0.158,E01000553,5.628856864468805
543,E01000554,0.145,E01000554,5.7273720457353665
544,E01000555,0.097,E01000555,5.987183286084069
545,E01000556,0.165,E01000556,5.75419612682384
546,E01000557,0.14,E01000557,5.9814282212146495
547,E01000558,0.149,E01000558,6.052143966829455
548,E01000559,0.145,E01000559,6.004017430292049
549,E01000560,0.102,E01000560,6.066625411393212
550,E01000561,0.154,E01000561,5.702009670734405
551,E01000562,0.091,E01000562,5.660334379295183
552,E01000563,0.061,E01000563,5.64819302733656
553,E01000564,0.111,E01000564,5.62143131879371
554,E01000565,0.182,E01000565,5.726020657030263
555,E01000566,0.084,E01000566,5.73272112422976
556,E01000567,0.124,E01000567,5.642055018952019
557,E01000568,0.034,E01000568,5.58826737352871
558,E01000569,0.078,E01000569,5.899817332354459
559,E01000570,0.121,E01000570,5.43978486884208
560,E01000571,0.128,E01000571,5.893022863656882
561,E01000572,0.093,E01000572,5.955700806897096
562,E01000573,0.098,E01000573,5.562704239886231
563,E01000574,0.066,E01000574,5.587221137682596
564,E01000575,0.081,E01000575,5.688811114738727
565,E01000576,0.099,E01000576,5.958662386701889
566,E01000577,0.224,E01000577,5.3761565487905845
567,E01000578,0.183,E01000578,5.586234502604443
568,E01000579,0.17,E01000579,5.810040196646815
569,E01000580,0.136,E01000580,5.792770017326148
570,E01000581,0.106,E01000581,5.942144539481715
571,E01000582,0.087,E01000582,5.993958512219516
572,E01000583,0.105,E01000583,5.730555127238669
573,E01000584,0.094,E01000584,6.0381281766735135
574,E01000585,0.1,E01000585,5.780336012442906
575,E01000586,0.125,E01000586,5.497834998227301
576,E01000587,0.108,E01000587,5.658828861731336
