,LSOA code (2011),Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,lsoa_x,hierarchical8x,lsoa_y,hierarchical13x,lsoa,hierarchical24x
2705,E01002772,38.525,1.027,0.431,32.107,7.788,0.102,0.175,28.721,1.858,,,,,,
2706,E01002773,26.805,2.05,0.712,29.198,22.424,0.231,0.324,50.095,1.819,E01002773,8.0,E01002773,12.0,E01002773,18.0
2707,E01002774,33.271,1.318,0.597,29.323,8.902,0.125,0.176,30.891,1.978,E01002774,5.0,E01002774,6.0,E01002774,7.0
2708,E01002775,34.606,0.644,0.361,25.831,12.816,0.082,0.123,22.198,1.799,,,,,,
2709,E01002776,44.237,0.547,0.895,27.991,16.766,0.114,0.204,32.142,2.121,,,,,,
2710,E01002777,43.662,0.589,0.677,25.119,6.937,0.107,0.175,27.576,1.682,,,,,,
2711,E01002778,31.053,1.253,0.741,31.827,24.106,0.154,0.251,39.066,2.065,E01002778,1.0,E01002778,7.0,E01002778,8.0
2712,E01002779,28.816,0.884,-0.408,26.999,8.116,0.066,0.123,18.595,1.805,E01002779,5.0,E01002779,6.0,E01002779,7.0
2713,E01002780,32.161,0.556,0.377,25.394,9.3,0.127,0.177,26.351,1.698,E01002780,5.0,E01002780,8.0,E01002780,9.0
2714,E01002781,24.352,0.416,0.414,25.889,12.247,0.139,0.232,28.936,1.521,E01002781,6.0,E01002781,10.0,E01002781,15.0
2715,E01002782,24.673,0.888,0.744,28.157,22.688,0.157,0.274,37.168,1.607,E01002782,1.0,E01002782,7.0,E01002782,8.0
2716,E01002783,31.146,1.044,1.411,29.916,21.209,0.209,0.286,46.454,1.84,E01002783,8.0,E01002783,12.0,,
2717,E01002784,22.758,0.611,0.72,30.739,16.574,0.164,0.243,34.3,1.461,,,,,,
2718,E01002785,44.951,0.695,-0.65,25.596,2.101,0.085,0.096,18.889,1.732,E01002785,5.0,E01002785,6.0,E01002785,7.0
2719,E01002786,29.836,1.038,0.911,32.772,8.44,0.152,0.242,36.106,2.022,,,,,,
2720,E01002787,38.648,0.701,0.998,31.402,12.519,0.122,0.185,32.105,1.975,E01002787,6.0,E01002787,10.0,E01002787,15.0
2721,E01002788,29.307,0.427,-0.421,30.115,2.069,0.083,0.099,16.985,1.443,E01002788,5.0,E01002788,6.0,E01002788,7.0
2722,E01002789,34.467,0.669,-0.733,23.035,0.537,0.057,0.077,13.703,1.655,E01002789,5.0,E01002789,6.0,E01002789,7.0
2723,E01002790,33.035,0.927,0.767,26.861,24.607,0.211,0.274,42.268,2.206,E01002790,1.0,,,,
2724,E01002791,32.805,0.439,-0.469,21.657,10.811,0.054,0.075,13.879,2.071,E01002791,6.0,E01002791,10.0,E01002791,17.0
2725,E01002792,36.347,0.267,0.059,23.594,4.696,0.06,0.097,16.098,1.82,E01002792,1.0,E01002792,7.0,E01002792,10.0
2726,E01002793,37.118,1.266,0.748,25.627,13.255,0.148,0.24,36.247,2.212,E01002793,1.0,E01002793,1.0,,
2727,E01002794,46.461,0.824,0.0,26.061,7.441,0.078,0.118,22.216,2.255,E01002794,6.0,E01002794,10.0,E01002794,17.0
2728,E01002795,35.08,0.853,0.05,24.637,15.707,0.101,0.158,25.019,2.229,E01002795,6.0,E01002795,10.0,,
2729,E01002796,37.95,0.499,0.331,25.572,1.671,0.103,0.159,23.575,1.747,E01002796,1.0,E01002796,7.0,E01002796,10.0
2730,E01002797,32.236,1.015,0.59,27.151,19.239,0.129,0.207,32.118,2.011,E01002797,1.0,E01002797,1.0,E01002797,1.0
2731,E01002798,32.049,0.628,0.235,22.111,5.725,0.094,0.145,21.479,1.947,E01002798,1.0,E01002798,7.0,E01002798,10.0
2732,E01002799,41.053,0.291,0.606,28.565,14.199,0.13,0.241,32.282,2.042,E01002799,1.0,E01002799,1.0,E01002799,2.0
2733,E01002800,44.849,0.8,0.384,33.135,40.765,0.149,0.231,38.934,1.736,E01002800,1.0,,,,
2734,E01002801,48.496,0.653,-0.637,21.824,1.383,0.061,0.095,16.852,2.175,E01002801,1.0,,,,
2735,E01002802,44.442,0.856,0.472,22.183,5.643,0.11,0.142,25.903,1.91,E01002802,1.0,E01002802,7.0,E01002802,10.0
2736,E01002803,43.586,0.708,-0.068,26.054,12.226,0.084,0.152,23.761,2.322,E01002803,1.0,E01002803,1.0,E01002803,2.0
2737,E01002804,23.73,0.538,0.629,29.128,22.754,0.198,0.255,37.376,1.372,,,,,,
2738,E01002805,27.294,1.092,0.173,27.99,9.398,0.081,0.136,22.828,1.376,E01002805,6.0,E01002805,10.0,E01002805,17.0
2739,E01002806,29.839,1.089,0.46,23.071,4.561,0.121,0.177,26.952,1.383,E01002806,5.0,,,,
2740,E01002807,26.288,0.478,0.582,30.413,15.467,0.143,0.233,31.573,1.486,E01002807,1.0,E01002807,1.0,,
2741,E01002808,30.996,0.579,0.182,26.148,8.441,0.112,0.176,24.642,1.552,E01002808,1.0,E01002808,7.0,E01002808,10.0
2742,E01002809,30.743,0.713,0.41,30.932,8.673,0.156,0.216,31.444,1.637,E01002809,5.0,E01002809,6.0,E01002809,7.0
2743,E01002810,28.134,0.803,0.724,28.376,12.716,0.161,0.221,33.321,1.761,E01002810,5.0,E01002810,6.0,E01002810,7.0
2744,E01002811,32.502,1.086,0.876,26.5,9.079,0.186,0.261,38.606,1.519,E01002811,5.0,E01002811,6.0,E01002811,7.0
2745,E01002812,44.313,-0.49,-2.132,40.748,2.222,0.015,0.023,11.548,1.778,E01002812,5.0,E01002812,6.0,E01002812,7.0
2746,E01002813,42.321,0.268,-2.178,27.376,0.791,0.021,0.038,10.093,1.936,E01002813,1.0,E01002813,7.0,E01002813,10.0
2747,E01002814,37.424,0.289,-0.882,45.489,3.043,0.109,0.158,25.028,2.072,,,,,,
2748,E01002815,46.885,0.118,-1.112,43.442,1.657,0.055,0.086,18.289,2.027,,,,,,
2749,E01002816,46.218,0.042,-2.329,36.538,0.34,0.022,0.022,11.528,1.947,E01002816,1.0,E01002816,7.0,E01002816,10.0
2750,E01002817,44.603,0.362,-2.356,26.76,0.626,0.025,0.033,10.4,1.895,E01002817,1.0,,,,
2751,E01002818,46.568,0.264,-3.123,38.335,3.541,0.009,0.015,12.656,2.189,E01002818,1.0,E01002818,1.0,E01002818,1.0
2752,E01002819,46.188,-0.287,-2.563,34.535,6.697,0.006,0.015,11.072,1.76,E01002819,1.0,E01002819,1.0,E01002819,1.0
2753,E01002820,37.366,-0.467,-2.271,35.368,3.669,0.017,0.027,9.557,2.024,,,,,,
2754,E01002821,44.36,0.304,-2.35,31.561,2.42,0.011,0.024,10.933,2.337,E01002821,6.0,E01002821,10.0,E01002821,17.0
2755,E01002822,61.323,0.257,-3.105,29.492,2.154,0.004,0.013,12.856,2.194,,,,,,
2756,E01002823,39.222,0.178,-0.219,37.35,5.645,0.144,0.195,28.418,2.235,E01002823,1.0,E01002823,7.0,E01002823,8.0
2757,E01002824,47.261,-0.078,-2.301,29.808,0.581,0.021,0.023,10.045,1.922,E01002824,5.0,E01002824,6.0,E01002824,7.0
2758,E01002825,41.394,-0.572,-2.123,29.414,0.357,0.037,0.044,9.697,1.782,E01002825,1.0,E01002825,7.0,E01002825,10.0
2759,E01002826,48.068,-0.139,-2.214,31.767,0.45,0.019,0.035,10.756,2.147,,,,,,
2760,E01002827,56.329,0.202,-2.29,29.617,0.018,0.025,0.024,12.075,2.169,E01002827,1.0,E01002827,1.0,E01002827,1.0
2761,E01002828,43.711,0.232,-1.301,33.024,2.883,0.07,0.074,16.243,2.08,E01002828,1.0,E01002828,1.0,E01002828,2.0
2762,E01002829,43.895,0.8,0.005,40.438,5.69,0.166,0.213,34.531,2.067,,,,,,
2763,E01002830,35.908,1.24,-0.345,41.862,7.992,0.17,0.215,35.373,2.181,,,,,,
2764,E01002831,44.809,1.28,-0.014,40.382,5.882,0.164,0.215,36.708,2.359,,,,,,
2765,E01002832,42.846,0.755,-0.344,39.772,7.115,0.131,0.218,31.366,2.059,E01002832,6.0,E01002832,10.0,E01002832,17.0
2766,E01002833,44.971,1.05,-0.866,32.747,3.969,0.058,0.083,19.197,2.215,E01002833,6.0,E01002833,10.0,E01002833,20.0
2767,E01002834,59.749,0.017,-1.441,36.256,0.199,0.038,0.056,15.607,2.093,E01002834,1.0,E01002834,7.0,E01002834,10.0
2768,E01002835,46.196,0.215,-2.367,28.805,2.626,0.013,0.024,10.461,2.293,E01002835,1.0,E01002835,7.0,E01002835,10.0
2769,E01002836,38.498,0.081,-1.53,33.781,1.32,0.034,0.043,11.093,2.222,E01002836,5.0,E01002836,8.0,E01002836,9.0
2770,E01002837,64.577,-0.318,-2.651,32.661,2.94,0.006,0.012,13.106,2.077,E01002837,1.0,E01002837,7.0,E01002837,10.0
2771,E01002838,39.074,0.23,-2.255,37.896,1.764,0.005,0.011,11.108,2.184,,,,,,
2772,E01002839,56.015,0.277,-0.73,46.827,1.707,0.102,0.111,25.779,2.305,E01002839,5.0,E01002839,6.0,E01002839,7.0
2773,E01002840,40.423,0.862,-0.228,38.622,10.131,0.177,0.273,37.672,2.433,E01002840,1.0,,,,
2774,E01002841,34.611,0.922,0.055,35.776,3.549,0.117,0.15,26.462,2.101,E01002841,1.0,E01002841,7.0,E01002841,10.0
2775,E01002842,33.006,0.579,0.272,41.628,17.635,0.222,0.363,47.396,2.202,,,,,,
2776,E01002843,32.402,0.608,0.61,37.314,14.707,0.222,0.287,42.608,2.072,,,,,,
2777,E01002844,47.661,0.372,-1.089,36.126,1.149,0.052,0.084,17.02,2.049,E01002844,1.0,E01002844,1.0,E01002844,2.0
2778,E01002845,44.78,0.139,-0.716,36.413,2.09,0.09,0.126,21.021,2.365,E01002845,1.0,,,,
2779,E01002846,37.811,0.485,0.142,52.609,1.888,0.125,0.162,30.857,2.32,E01002846,5.0,,,,
2780,E01002847,46.657,0.921,-0.77,46.079,0.69,0.065,0.08,22.142,2.115,E01002847,5.0,E01002847,8.0,E01002847,9.0
2781,E01002848,48.882,0.006,-0.154,56.66,4.458,0.103,0.158,29.533,2.087,E01002848,5.0,E01002848,8.0,E01002848,9.0
2782,E01002849,41.979,0.899,-1.209,35.982,0.861,0.055,0.068,17.215,2.183,E01002849,5.0,E01002849,6.0,E01002849,7.0
2783,E01002850,48.847,0.425,-0.676,44.868,1.869,0.089,0.111,23.704,2.0,,,,,,
2784,E01002851,40.602,0.77,0.365,48.395,3.484,0.173,0.26,39.773,2.1,E01002851,5.0,E01002851,6.0,E01002851,7.0
2785,E01002852,36.044,0.808,0.458,41.697,16.166,0.175,0.297,41.748,1.829,E01002852,1.0,E01002852,7.0,E01002852,8.0
2786,E01002853,35.022,1.657,0.437,38.473,28.829,0.256,0.379,57.097,2.367,E01002853,1.0,E01002853,1.0,E01002853,1.0
2787,E01002854,33.708,1.176,0.035,37.305,13.844,0.221,0.325,45.147,2.166,,,,,,
2788,E01002855,32.344,0.978,0.361,41.67,9.941,0.224,0.317,45.479,2.151,E01002855,8.0,E01002855,12.0,E01002855,21.0
2789,E01002856,51.618,1.239,-0.249,42.622,7.589,0.17,0.209,37.842,2.319,E01002856,5.0,E01002856,6.0,E01002856,7.0
2790,E01002857,30.124,1.272,0.506,42.955,17.439,0.317,0.389,59.009,1.918,E01002857,1.0,E01002857,1.0,,
2791,E01002858,43.757,-0.639,-0.545,48.726,9.067,0.08,0.129,23.406,1.837,E01002858,1.0,E01002858,1.0,E01002858,1.0
2792,E01002859,45.602,-0.299,-3.215,33.515,0.987,0.011,0.024,10.18,2.017,E01002859,1.0,,,,
2793,E01002860,56.816,0.102,-3.188,28.818,0.108,0.007,0.013,11.416,2.015,E01002860,1.0,E01002860,1.0,E01002860,2.0
2794,E01002861,45.13,0.377,-1.08,31.725,6.71,0.043,0.068,15.041,2.109,E01002861,1.0,E01002861,1.0,E01002861,1.0
2795,E01002862,44.617,-0.146,-0.346,44.533,7.831,0.103,0.159,26.044,2.05,E01002862,1.0,E01002862,1.0,,
2796,E01002863,37.958,0.082,-3.134,34.593,2.533,0.01,0.012,9.933,2.247,E01002863,1.0,E01002863,1.0,E01002863,2.0
2797,E01002864,33.383,0.607,-2.789,27.567,0.582,0.013,0.034,9.506,1.922,,,,,,
2798,E01002865,36.04,-0.012,-2.729,24.35,0.215,0.005,0.021,7.26,2.048,,,,,,
2799,E01002866,32.919,0.39,-0.573,43.267,2.534,0.085,0.107,20.684,1.901,E01002866,5.0,E01002866,6.0,E01002866,7.0
2800,E01002867,36.53,0.008,-1.034,41.645,4.649,0.103,0.142,22.328,1.951,E01002867,5.0,E01002867,6.0,E01002867,7.0
2801,E01002868,33.642,0.114,-2.84,35.056,0.734,0.009,0.012,9.26,2.05,E01002868,1.0,E01002868,7.0,,
2802,E01002869,37.065,0.24,-1.056,41.714,3.501,0.076,0.114,19.675,2.035,,,,,,
2803,E01002870,28.105,-0.048,0.492,39.724,18.712,0.202,0.317,41.357,1.614,E01002870,1.0,,,,
2804,E01002871,50.965,0.167,-2.652,29.494,2.343,0.019,0.029,11.335,1.982,E01002871,1.0,E01002871,7.0,E01002871,10.0
2805,E01002872,33.443,0.406,0.114,39.628,13.983,0.195,0.289,38.9,1.772,E01002872,1.0,E01002872,1.0,E01002872,2.0
2806,E01002873,42.643,0.968,-1.172,33.881,4.48,0.07,0.093,19.842,2.014,E01002873,1.0,E01002873,7.0,E01002873,10.0
2807,E01002874,42.329,0.617,-0.725,35.116,1.886,0.078,0.107,20.025,2.007,E01002874,5.0,E01002874,6.0,E01002874,7.0
2808,E01002875,44.352,0.658,-1.673,32.276,0.386,0.051,0.059,14.928,1.888,E01002875,5.0,E01002875,6.0,E01002875,7.0
2809,E01002876,39.859,0.454,-0.706,30.263,4.879,0.091,0.123,20.135,2.114,E01002876,3.0,E01002876,3.0,E01002876,4.0
2810,E01002877,34.629,0.536,0.357,38.113,19.574,0.182,0.313,41.177,2.07,,,,,,
2811,E01002878,37.329,1.234,-0.005,40.927,6.905,0.149,0.199,33.862,2.347,,,,,,
2812,E01002879,33.492,1.187,0.024,40.516,10.999,0.172,0.322,41.706,2.267,,,,,,
2813,E01002880,29.803,0.69,0.512,40.441,21.026,0.215,0.304,44.248,1.965,,,,,,
2814,E01002881,30.249,0.425,0.312,37.707,17.026,0.219,0.281,40.49,1.732,E01002881,1.0,E01002881,7.0,E01002881,10.0
2815,E01002882,41.17,0.331,-1.442,33.291,1.043,0.065,0.108,17.09,1.87,E01002882,5.0,E01002882,6.0,E01002882,7.0
2816,E01002883,45.224,0.464,-1.568,31.075,0.531,0.025,0.033,11.744,2.114,,,,,,
2817,E01002884,38.534,1.012,-1.159,44.45,2.649,0.07,0.09,21.59,2.268,E01002884,6.0,E01002884,10.0,E01002884,20.0
2818,E01002885,54.143,0.365,-1.268,43.106,3.045,0.05,0.084,19.621,2.016,,,,,,
2819,E01002886,53.219,0.828,-2.125,31.078,0.479,0.025,0.049,14.819,2.033,,,,,,
2820,E01002887,55.254,0.223,-2.029,33.633,0.139,0.011,0.022,12.569,2.047,E01002887,1.0,E01002887,7.0,E01002887,10.0
2821,E01002888,42.552,-0.413,-2.637,38.18,0.955,0.018,0.032,10.9,1.928,E01002888,1.0,E01002888,7.0,E01002888,10.0
2822,E01002889,30.931,-0.745,-1.771,33.559,1.673,0.019,0.038,8.169,1.79,E01002889,6.0,E01002889,10.0,,
2823,E01002890,39.726,0.31,-2.614,26.948,0.339,0.009,0.012,8.969,1.811,,,,,,
2824,E01002891,42.898,-0.35,-2.195,32.728,0.948,0.011,0.023,9.515,2.044,,,,,,
2825,E01002892,37.638,-0.95,-2.635,34.482,0.569,0.017,0.024,8.544,1.883,E01002892,1.0,E01002892,7.0,E01002892,10.0
2826,E01002893,41.053,0.095,-0.314,37.43,7.1,0.087,0.126,21.771,1.643,E01002893,5.0,,,,
2827,E01002894,44.885,0.378,-0.911,32.595,9.635,0.086,0.095,19.923,2.27,,,,,,
2828,E01002895,45.767,0.608,-2.537,26.338,4.35,0.017,0.02,11.214,2.144,E01002895,1.0,E01002895,7.0,E01002895,10.0
2829,E01002896,39.053,0.264,-2.396,28.592,5.568,0.018,0.037,10.304,1.909,E01002896,5.0,,,,
2830,E01002897,41.811,0.279,-0.54,31.755,1.242,0.047,0.093,15.663,1.8,E01002897,1.0,E01002897,7.0,E01002897,10.0
2831,E01002898,41.752,0.037,-2.231,28.735,0.777,0.013,0.034,9.458,2.09,E01002898,5.0,E01002898,6.0,E01002898,7.0
2832,E01002899,41.056,0.04,-0.886,32.203,5.284,0.113,0.135,21.45,1.741,E01002899,1.0,,,,
2833,E01002900,34.948,0.326,-2.973,26.726,0.845,0.008,0.01,8.274,1.881,E01002900,1.0,E01002900,7.0,E01002900,8.0
2834,E01002901,60.865,0.455,-1.321,31.462,4.584,0.019,0.072,16.507,2.298,,,,,,
2835,E01002902,39.515,-0.064,-2.098,31.537,0.797,0.036,0.049,10.759,2.223,,,,,,
2836,E01002903,37.074,0.096,-2.972,24.541,0.864,0.003,0.01,7.616,2.073,E01002903,1.0,,,,
2837,E01002904,27.58,-0.077,0.619,38.761,22.995,0.228,0.333,45.079,1.726,E01002904,8.0,E01002904,12.0,E01002904,18.0
2838,E01002905,39.345,1.525,0.129,38.834,14.428,0.196,0.294,44.52,2.114,,,,,,
2839,E01002906,35.634,0.217,0.406,40.016,12.324,0.158,0.21,33.044,1.914,,,,,,
2840,E01002907,29.29,-0.212,0.595,35.505,24.795,0.275,0.411,52.561,1.91,E01002907,1.0,E01002907,1.0,E01002907,2.0
2841,E01002908,46.405,0.722,0.03,34.845,4.688,0.105,0.157,26.916,2.277,E01002908,3.0,E01002908,3.0,E01002908,4.0
2842,E01002909,38.123,0.627,-0.343,38.279,7.526,0.146,0.193,29.726,2.122,E01002909,5.0,E01002909,6.0,E01002909,7.0
2843,E01002910,37.285,0.359,-1.432,32.796,2.476,0.065,0.101,16.317,2.274,E01002910,1.0,E01002910,7.0,E01002910,10.0
2844,E01002911,55.26,0.66,-2.709,26.063,1.516,0.015,0.025,12.544,2.195,E01002911,1.0,E01002911,7.0,E01002911,10.0
2845,E01002912,46.513,0.036,-0.964,30.439,11.598,0.032,0.059,13.905,1.765,E01002912,6.0,E01002912,10.0,,
2846,E01002913,41.889,0.659,-1.152,31.768,3.343,0.062,0.107,18.046,2.144,,,,,,
2847,E01002914,38.926,-0.868,-2.091,33.113,2.692,0.012,0.03,8.875,1.876,E01002914,1.0,E01002914,1.0,E01002914,2.0
2848,E01002915,21.459,-0.461,-1.567,26.65,5.219,0.047,0.048,8.064,0.908,E01002915,4.0,E01002915,5.0,E01002915,13.0
2849,E01002916,22.678,0.365,-1.216,14.384,4.003,0.054,0.046,8.236,1.049,E01002916,3.0,E01002916,3.0,E01002916,11.0
2850,E01002917,16.781,-0.547,-1.63,16.076,1.978,0.034,0.035,4.073,0.776,E01002917,3.0,E01002917,3.0,E01002917,11.0
2851,E01002918,41.128,-0.629,-0.897,21.35,15.533,0.045,0.068,12.197,0.651,,,,,,
2852,E01002919,24.157,-0.105,-0.676,33.436,8.715,0.06,0.119,15.611,0.663,E01002919,4.0,E01002919,5.0,E01002919,13.0
2853,E01002920,13.748,-0.564,-1.154,21.537,1.976,0.037,0.039,5.052,0.328,E01002920,3.0,E01002920,3.0,E01002920,11.0
2854,E01002921,31.071,-0.142,-0.141,26.657,10.803,0.059,0.096,15.232,0.638,,,,,,
2855,E01002922,22.321,-0.301,-0.882,29.078,0.762,0.041,0.063,9.061,0.363,E01002922,3.0,E01002922,3.0,E01002922,11.0
2856,E01002923,22.803,-0.14,0.65,32.579,22.698,0.13,0.221,30.061,0.48,E01002923,3.0,E01002923,3.0,E01002923,11.0
2857,E01002924,16.451,-1.48,-1.405,18.148,0.615,0.033,0.025,3.339,0.367,E01002924,3.0,E01002924,3.0,E01002924,11.0
2858,E01002925,39.361,-0.792,-0.587,26.784,2.067,0.049,0.065,11.459,0.415,E01002925,6.0,E01002925,10.0,E01002925,15.0
2859,E01002926,27.764,-1.071,-0.947,26.429,1.675,0.037,0.044,7.351,0.332,E01002926,3.0,E01002926,3.0,E01002926,11.0
2860,E01002927,19.875,-0.098,-0.658,30.041,3.757,0.064,0.086,12.635,0.924,E01002927,3.0,E01002927,9.0,E01002927,12.0
2861,E01002928,34.305,-0.202,-0.719,23.033,4.183,0.09,0.131,16.639,0.767,E01002928,3.0,,,,
2862,E01002929,28.851,0.378,-1.588,22.757,0.666,0.046,0.04,8.833,0.734,E01002929,3.0,E01002929,9.0,E01002929,12.0
2863,E01002930,24.028,-0.162,-1.159,24.951,7.117,0.051,0.087,11.051,0.615,E01002930,3.0,E01002930,3.0,E01002930,11.0
2864,E01002931,34.618,0.635,-1.38,18.871,1.604,0.045,0.072,11.45,0.923,E01002931,3.0,E01002931,9.0,E01002931,12.0
2865,E01002932,17.254,-0.237,0.158,37.495,15.714,0.135,0.19,26.643,0.719,E01002932,3.0,,,,
2866,E01002933,25.58,-0.615,-0.051,21.849,4.131,0.087,0.121,15.439,0.632,E01002933,3.0,E01002933,3.0,E01002933,4.0
2867,E01002934,17.903,-0.981,-1.521,17.162,1.031,0.032,0.031,3.665,0.699,E01002934,3.0,E01002934,9.0,E01002934,12.0
2868,E01002935,29.433,-0.083,-1.635,22.191,1.145,0.036,0.061,8.24,1.08,E01002935,3.0,E01002935,3.0,E01002935,11.0
2869,E01002937,28.865,-0.59,-1.277,14.924,1.595,0.032,0.031,5.062,0.649,E01002937,3.0,E01002937,3.0,E01002937,4.0
2870,E01002938,26.611,-0.869,-1.606,13.5,1.172,0.038,0.039,4.776,0.646,E01002938,3.0,,,,
2871,E01002939,18.652,-0.158,-0.727,18.712,15.518,0.071,0.094,12.767,0.466,E01002939,3.0,E01002939,3.0,E01002939,11.0
2872,E01002940,24.553,-0.268,-0.211,24.565,18.418,0.096,0.114,18.071,0.767,E01002940,3.0,E01002940,3.0,E01002940,11.0
2873,E01002941,24.488,-0.237,-0.865,24.233,8.587,0.041,0.061,9.426,0.721,E01002941,3.0,E01002941,4.0,E01002941,5.0
2874,E01002942,19.529,0.04,-0.562,12.761,16.226,0.059,0.068,10.777,0.715,E01002942,3.0,E01002942,3.0,E01002942,11.0
2875,E01002943,18.715,-0.328,-0.517,25.144,27.304,0.082,0.103,16.752,0.552,E01002943,3.0,E01002943,9.0,E01002943,12.0
2876,E01002944,12.115,-1.004,-0.657,30.744,22.106,0.061,0.086,13.363,0.196,E01002944,3.0,E01002944,3.0,E01002944,11.0
2877,E01002945,19.607,-0.473,-0.956,21.44,15.159,0.045,0.059,9.082,0.478,E01002945,3.0,E01002945,3.0,E01002945,11.0
2878,E01002946,19.125,-0.464,-1.167,25.6,11.685,0.047,0.049,8.721,0.269,E01002946,3.0,E01002946,3.0,E01002946,11.0
2879,E01002947,18.218,-0.093,-1.011,15.333,13.8,0.034,0.049,7.288,0.307,E01002947,3.0,,,,
2880,E01002948,10.713,0.175,-0.491,27.267,16.26,0.091,0.137,17.875,0.267,E01002948,7.0,E01002948,11.0,E01002948,16.0
2881,E01002949,14.179,0.079,-1.312,17.649,11.942,0.053,0.081,9.745,0.386,E01002949,3.0,E01002949,3.0,E01002949,11.0
2882,E01002950,13.428,-0.189,-0.568,30.853,20.224,0.078,0.144,17.972,-0.084,E01002950,3.0,,,,
2883,E01002951,21.168,-0.944,-1.914,20.817,0.364,0.03,0.056,5.416,0.781,E01002951,3.0,,,,
2884,E01002952,15.757,-0.381,-1.579,29.561,2.881,0.029,0.033,6.26,0.58,E01002952,4.0,E01002952,5.0,E01002952,6.0
2885,E01002953,17.212,-0.527,-1.148,35.069,0.641,0.024,0.029,7.065,0.968,E01002953,4.0,E01002953,5.0,E01002953,6.0
2886,E01002954,20.947,-0.961,-0.191,24.581,2.209,0.043,0.136,12.215,0.743,E01002954,4.0,E01002954,5.0,E01002954,14.0
2887,E01002955,28.816,-0.007,-1.018,41.23,3.864,0.048,0.076,14.326,0.695,E01002955,4.0,E01002955,5.0,,
2888,E01002956,19.606,-1.051,-1.52,32.416,6.959,0.022,0.041,7.327,0.264,E01002956,3.0,E01002956,4.0,E01002956,5.0
2889,E01002957,12.605,-0.993,-0.994,31.273,17.919,0.066,0.119,14.322,0.496,,,,,,
2890,E01002958,33.166,-0.935,-1.423,17.811,2.38,0.038,0.05,6.841,0.485,E01002958,3.0,E01002958,9.0,E01002958,12.0
2891,E01002959,15.538,-1.041,-1.827,20.021,0.243,0.022,0.02,3.101,0.626,E01002959,3.0,E01002959,3.0,E01002959,11.0
2892,E01002960,26.646,-0.486,-1.546,20.024,0.84,0.026,0.052,6.07,0.725,E01002960,3.0,,,,
2893,E01002961,21.137,-0.976,-0.998,18.271,0.863,0.056,0.064,7.367,0.552,E01002961,3.0,E01002961,3.0,E01002961,11.0
2894,E01002962,35.122,-0.101,-1.057,23.532,15.908,0.048,0.077,12.943,0.525,E01002962,3.0,,,,
2895,E01002963,27.618,-1.016,-1.149,26.938,1.134,0.039,0.097,9.886,0.523,E01002963,3.0,E01002963,9.0,E01002963,12.0
2896,E01002964,31.232,0.835,-0.346,28.707,10.389,0.052,0.097,17.289,0.977,,,,,,
2897,E01002965,23.819,-0.61,-0.857,32.267,1.64,0.069,0.094,12.957,0.741,E01002965,3.0,E01002965,3.0,E01002965,11.0
2898,E01002966,35.237,-0.577,-1.009,21.677,1.716,0.046,0.066,9.456,0.462,E01002966,6.0,E01002966,10.0,E01002966,15.0
2899,E01002967,19.887,-0.774,-1.272,24.862,0.597,0.029,0.036,5.324,0.701,E01002967,3.0,E01002967,3.0,E01002967,11.0
2900,E01002968,32.789,0.841,-1.011,31.28,3.301,0.054,0.058,14.52,1.015,E01002968,2.0,E01002968,2.0,E01002968,3.0
2901,E01002969,20.864,-0.092,0.698,34.04,35.926,0.194,0.301,40.913,0.644,,,,,,
2902,E01002970,22.205,0.442,-0.19,38.025,16.113,0.079,0.124,21.15,0.663,E01002970,3.0,E01002970,3.0,E01002970,11.0
2903,E01002971,27.839,-0.325,-0.66,23.539,8.412,0.055,0.098,12.432,0.684,E01002971,6.0,E01002971,10.0,E01002971,15.0
2904,E01002972,36.896,-0.109,-0.493,24.328,5.032,0.053,0.093,13.608,1.043,,,,,,
2905,E01002973,24.708,0.273,-0.073,33.226,16.405,0.094,0.165,23.106,0.908,E01002973,3.0,E01002973,3.0,E01002973,11.0
2906,E01002974,24.255,0.097,-0.94,24.833,2.597,0.075,0.113,13.924,0.953,E01002974,3.0,E01002974,3.0,E01002974,11.0
2907,E01002975,24.758,-0.42,-1.51,27.727,5.92,0.059,0.1,12.123,1.048,E01002975,3.0,E01002975,3.0,E01002975,11.0
2908,E01002976,18.763,-0.972,-1.107,25.914,12.221,0.042,0.05,8.143,0.442,E01002976,3.0,E01002976,9.0,E01002976,12.0
2909,E01002977,17.754,-0.074,-0.711,26.181,16.596,0.098,0.148,18.446,0.671,E01002977,3.0,E01002977,3.0,E01002977,11.0
2910,E01002978,22.537,-0.518,-1.527,16.851,3.709,0.053,0.062,7.414,0.922,E01002978,3.0,E01002978,3.0,E01002978,11.0
2911,E01002979,20.333,-0.682,-1.286,19.618,3.954,0.064,0.087,9.478,0.438,E01002979,3.0,,,,
2912,E01002980,19.983,-0.553,-1.48,24.264,6.911,0.049,0.042,7.43,0.673,E01002980,3.0,E01002980,3.0,E01002980,11.0
2913,E01002981,26.258,-0.346,-1.109,32.293,2.811,0.057,0.078,11.94,1.18,E01002981,3.0,E01002981,3.0,E01002981,11.0
2914,E01002982,24.492,-0.435,-0.645,32.003,5.317,0.063,0.097,13.639,0.987,E01002982,3.0,E01002982,3.0,E01002982,11.0
