,LSOA code (2011),Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,lsoa_x,hierarchical8x,lsoa_y,hierarchical13x,lsoa,hierarchical24x
2499,E01002558,30.085,0.038,-0.085,32.812,24.786,0.098,0.149,23.82,1.041,E01002558,3.0,,,,
2500,E01002559,27.645,-0.69,-0.12,47.991,27.128,0.092,0.143,25.75,0.785,E01002559,4.0,E01002559,5.0,E01002559,6.0
2501,E01002560,18.245,1.064,0.278,29.745,32.944,0.11,0.158,28.577,0.959,E01002560,3.0,E01002560,3.0,E01002560,11.0
2502,E01002561,14.183,0.001,0.085,41.103,44.665,0.146,0.246,34.677,0.805,E01002561,3.0,E01002561,3.0,E01002561,11.0
2503,E01002562,38.376,1.124,0.27,37.446,17.644,0.118,0.191,32.826,1.796,E01002562,3.0,E01002562,4.0,E01002562,5.0
2504,E01002563,42.798,0.201,-0.65,29.51,3.795,0.063,0.081,15.794,1.486,E01002563,3.0,E01002563,3.0,E01002563,11.0
2505,E01002564,33.455,1.126,0.103,35.184,15.098,0.138,0.24,34.25,1.778,E01002564,3.0,E01002564,3.0,E01002564,11.0
2506,E01002565,58.826,-0.288,-0.43,36.64,4.4,0.044,0.084,18.186,1.652,E01002565,6.0,E01002565,10.0,E01002565,15.0
2507,E01002566,56.539,0.585,-0.102,37.44,17.574,0.125,0.223,34.247,1.596,E01002566,4.0,E01002566,5.0,E01002566,6.0
2508,E01002567,46.365,1.383,-0.562,23.41,3.849,0.062,0.118,21.331,1.441,E01002567,5.0,E01002567,6.0,E01002567,7.0
2509,E01002568,25.042,0.722,0.732,39.674,15.18,0.11,0.211,31.74,1.375,,,,,,
2510,E01002569,29.995,-0.307,-0.668,25.435,1.181,0.044,0.052,9.196,1.2,E01002569,5.0,E01002569,6.0,E01002569,7.0
2511,E01002570,37.983,0.123,-0.416,27.627,4.889,0.046,0.07,13.41,1.58,E01002570,5.0,E01002570,6.0,E01002570,7.0
2512,E01002571,22.395,-0.515,-1.181,23.519,1.543,0.022,0.03,5.356,1.266,E01002571,3.0,E01002571,4.0,E01002571,5.0
2513,E01002572,19.508,0.268,0.552,35.219,17.944,0.138,0.215,30.321,1.001,E01002572,7.0,E01002572,11.0,E01002572,16.0
2514,E01002573,46.688,0.356,-1.195,26.116,1.309,0.036,0.051,12.117,1.701,E01002573,3.0,E01002573,3.0,E01002573,4.0
2515,E01002574,34.972,0.383,-0.987,24.39,2.533,0.037,0.058,10.811,1.676,E01002574,3.0,E01002574,3.0,E01002574,4.0
2516,E01002575,28.066,-0.243,-0.965,24.031,0.63,0.03,0.045,7.341,1.326,,,,,,
2517,E01002576,33.776,0.551,-0.092,24.909,5.936,0.106,0.143,21.712,1.406,E01002576,3.0,E01002576,3.0,E01002576,11.0
2518,E01002577,35.124,0.443,-0.916,23.136,1.041,0.053,0.071,12.295,1.281,E01002577,3.0,E01002577,3.0,E01002577,11.0
2519,E01002578,29.545,0.458,-1.103,19.286,0.742,0.047,0.073,10.479,1.473,E01002578,3.0,E01002578,3.0,E01002578,11.0
2520,E01002579,24.71,0.411,-0.891,24.76,0.385,0.047,0.053,9.854,0.923,E01002579,3.0,E01002579,4.0,E01002579,5.0
2521,E01002580,41.556,0.635,0.501,31.822,4.397,0.089,0.132,24.639,1.732,E01002580,6.0,E01002580,10.0,E01002580,15.0
2522,E01002581,21.004,0.575,-0.705,25.694,2.864,0.048,0.069,11.422,1.022,E01002581,6.0,E01002581,10.0,E01002581,15.0
2523,E01002582,22.949,0.288,-0.34,20.841,2.126,0.062,0.083,12.129,1.061,E01002582,3.0,E01002582,3.0,E01002582,4.0
2524,E01002583,31.86,0.833,-0.306,47.002,8.726,0.067,0.121,23.659,1.519,E01002583,3.0,E01002583,4.0,E01002583,5.0
2525,E01002584,28.767,0.174,-0.175,42.639,10.289,0.063,0.088,18.791,1.64,E01002584,3.0,,,,
2526,E01002585,29.587,0.215,-0.3,51.11,21.127,0.1,0.162,28.48,1.595,E01002585,3.0,E01002585,3.0,E01002585,11.0
2527,E01002586,33.771,0.046,-0.555,35.698,15.954,0.054,0.082,16.639,1.692,E01002586,3.0,,,,
2528,E01002587,30.936,0.449,-0.12,40.743,11.658,0.091,0.144,24.141,1.598,,,,,,
2529,E01002588,16.067,-0.075,0.142,41.351,42.939,0.171,0.274,37.79,0.797,E01002588,4.0,E01002588,5.0,E01002588,14.0
2530,E01002589,19.017,-0.311,-0.039,38.663,16.63,0.096,0.173,23.215,0.724,E01002589,3.0,E01002589,4.0,E01002589,5.0
2531,E01002590,29.748,0.36,-0.155,30.539,25.048,0.061,0.088,18.708,0.995,E01002590,3.0,,,,
2532,E01002591,23.268,-0.276,0.086,31.493,29.305,0.088,0.128,21.737,0.697,E01002591,3.0,E01002591,3.0,E01002591,11.0
2533,E01002592,22.714,-0.532,-0.273,42.499,27.963,0.095,0.156,24.445,1.026,E01002592,4.0,E01002592,5.0,E01002592,14.0
2534,E01002593,29.868,0.73,0.589,30.706,18.354,0.078,0.114,23.759,1.257,E01002593,3.0,E01002593,3.0,E01002593,11.0
2535,E01002594,24.985,0.234,0.027,29.604,14.14,0.097,0.152,21.842,0.935,E01002594,3.0,,,,
2536,E01002595,28.11,0.337,-0.039,34.092,28.597,0.108,0.177,27.052,1.165,E01002595,3.0,E01002595,3.0,E01002595,11.0
2537,E01002596,31.041,-0.019,0.27,41.841,16.633,0.074,0.149,24.229,0.62,E01002596,3.0,E01002596,4.0,E01002596,5.0
2538,E01002598,33.959,0.837,-0.302,34.507,31.31,0.082,0.134,25.724,1.106,E01002598,3.0,E01002598,3.0,E01002598,11.0
2539,E01002599,18.987,0.634,-0.343,38.082,31.233,0.102,0.165,26.574,0.791,E01002599,3.0,E01002599,9.0,E01002599,12.0
2540,E01002600,32.556,0.455,-0.167,29.312,36.925,0.103,0.169,27.138,0.856,E01002600,3.0,E01002600,9.0,E01002600,12.0
2541,E01002601,16.301,0.198,-0.255,36.211,16.392,0.054,0.106,16.844,0.794,E01002601,3.0,E01002601,4.0,E01002601,5.0
2542,E01002602,25.741,-0.418,-0.44,35.73,17.46,0.058,0.081,15.557,0.675,E01002602,3.0,E01002602,9.0,E01002602,12.0
2543,E01002603,14.123,0.311,0.397,37.98,33.235,0.088,0.164,26.622,0.837,E01002603,3.0,E01002603,3.0,E01002603,11.0
2544,E01002604,16.516,0.569,-0.019,40.324,33.488,0.154,0.253,35.261,0.805,E01002604,3.0,E01002604,4.0,E01002604,5.0
2545,E01002605,37.542,0.683,0.075,37.886,26.324,0.113,0.193,31.415,1.374,E01002605,4.0,E01002605,5.0,,
2546,E01002606,24.566,0.11,0.676,46.292,39.124,0.13,0.256,38.199,1.111,E01002606,3.0,E01002606,3.0,E01002606,11.0
2547,E01002607,28.202,0.186,-0.367,26.875,22.666,0.086,0.153,21.091,1.127,E01002607,3.0,E01002607,3.0,E01002607,11.0
2548,E01002608,18.834,1.106,0.058,30.359,30.429,0.137,0.175,30.406,0.829,E01002608,3.0,E01002608,4.0,E01002608,5.0
2549,E01002609,31.54,0.392,-0.362,27.667,13.074,0.056,0.09,15.969,0.914,E01002609,3.0,,,,
2550,E01002610,16.898,0.622,0.065,30.387,30.498,0.11,0.178,26.724,0.95,,,,,,
2551,E01002611,30.483,0.713,-0.123,30.849,23.044,0.074,0.097,21.015,1.297,E01002611,3.0,E01002611,3.0,E01002611,11.0
2552,E01002612,30.987,1.02,-0.113,30.336,21.154,0.092,0.18,26.874,1.404,E01002612,3.0,E01002612,3.0,E01002612,11.0
2553,E01002613,28.375,-0.152,-0.077,27.336,18.14,0.079,0.12,18.663,1.05,E01002613,3.0,E01002613,3.0,E01002613,11.0
2554,E01002614,21.121,-0.505,-0.652,41.33,10.991,0.049,0.086,14.622,1.013,E01002614,3.0,,,,
2555,E01002615,19.272,0.415,0.342,48.934,30.629,0.145,0.224,35.997,0.773,E01002615,4.0,E01002615,5.0,,
2556,E01002616,24.358,-0.053,-0.025,23.951,23.838,0.068,0.102,17.155,1.058,E01002616,3.0,,,,
2557,E01002617,21.92,-0.302,-0.727,38.835,12.086,0.046,0.062,13.082,0.819,E01002617,3.0,E01002617,4.0,E01002617,5.0
2558,E01002618,29.869,0.325,-0.617,27.987,8.055,0.07,0.101,16.027,1.283,E01002618,3.0,E01002618,9.0,E01002618,12.0
2559,E01002619,26.614,0.502,-0.522,35.336,11.638,0.062,0.127,18.826,1.392,E01002619,3.0,E01002619,9.0,E01002619,12.0
2560,E01002620,30.595,0.747,-0.284,37.474,14.589,0.098,0.169,25.894,1.284,E01002620,3.0,E01002620,4.0,E01002620,5.0
2561,E01002621,30.217,0.124,-0.227,34.556,11.988,0.083,0.124,20.065,1.159,,,,,,
2562,E01002622,26.462,0.955,-0.09,41.049,8.292,0.072,0.123,22.887,1.613,E01002622,3.0,E01002622,3.0,E01002622,11.0
2563,E01002623,25.124,0.525,0.447,41.414,11.543,0.116,0.167,28.246,1.437,E01002623,3.0,E01002623,3.0,E01002623,11.0
2564,E01002624,40.185,0.538,-0.345,43.248,8.699,0.068,0.095,21.671,1.558,E01002624,3.0,E01002624,3.0,E01002624,11.0
2565,E01002625,29.301,0.039,-0.748,30.612,11.016,0.076,0.102,16.44,1.149,E01002625,3.0,E01002625,3.0,E01002625,11.0
2566,E01002626,25.6,0.948,-0.331,28.783,10.462,0.071,0.098,18.608,1.12,E01002626,3.0,E01002626,4.0,E01002626,5.0
2567,E01002627,16.808,-0.496,0.305,40.358,19.236,0.136,0.213,28.971,0.944,,,,,,
2568,E01002628,28.64,0.447,-0.495,31.649,7.717,0.059,0.12,17.193,1.199,,,,,,
2569,E01002629,32.64,0.435,-0.036,38.367,8.379,0.081,0.149,23.111,1.346,E01002629,3.0,E01002629,3.0,E01002629,11.0
2570,E01002630,34.0,0.464,-0.959,39.052,6.079,0.055,0.089,17.06,1.573,E01002630,3.0,E01002630,3.0,E01002630,11.0
2571,E01002631,27.843,0.322,-0.293,37.668,11.339,0.092,0.178,23.712,1.081,E01002631,3.0,E01002631,3.0,E01002631,11.0
2572,E01002632,31.447,0.967,-0.532,30.375,8.585,0.073,0.103,19.386,1.277,E01002632,3.0,E01002632,3.0,E01002632,11.0
2573,E01002633,24.47,0.058,0.511,46.777,29.261,0.159,0.26,38.259,1.163,E01002633,4.0,E01002633,5.0,E01002633,6.0
2574,E01002634,18.671,0.587,-0.111,41.543,27.281,0.15,0.22,32.83,1.067,E01002634,4.0,E01002634,5.0,,
2575,E01002635,30.673,1.068,-0.689,32.592,10.177,0.068,0.116,20.411,1.81,E01002635,3.0,,,,
2576,E01002636,25.373,0.139,-0.561,35.128,10.987,0.062,0.105,16.552,1.096,E01002636,3.0,E01002636,9.0,E01002636,12.0
2577,E01002637,34.83,0.479,-0.16,48.256,21.257,0.109,0.195,31.385,2.145,E01002637,4.0,E01002637,5.0,E01002637,6.0
2578,E01002638,19.909,1.048,-0.178,39.547,21.919,0.112,0.22,30.834,1.128,E01002638,3.0,E01002638,4.0,E01002638,5.0
2579,E01002639,25.048,0.536,-0.406,33.527,4.379,0.057,0.072,14.789,1.05,E01002639,3.0,E01002639,9.0,E01002639,12.0
2580,E01002640,28.601,1.362,-0.362,39.031,5.921,0.035,0.07,18.568,1.45,E01002640,3.0,E01002640,9.0,E01002640,12.0
2581,E01002641,36.113,1.409,-0.322,40.204,9.945,0.072,0.136,26.128,1.117,E01002641,3.0,E01002641,3.0,,
2582,E01002642,43.08,0.661,-0.637,41.669,5.868,0.061,0.105,21.183,1.429,E01002642,3.0,E01002642,3.0,E01002642,11.0
2583,E01002643,36.219,0.372,0.055,34.847,9.325,0.086,0.139,22.949,1.313,E01002643,3.0,,,,
2584,E01002645,39.972,1.197,-0.141,36.992,12.084,0.067,0.135,25.375,1.514,E01002645,6.0,E01002645,10.0,E01002645,15.0
2585,E01002646,31.453,0.193,0.255,41.424,13.973,0.118,0.211,29.885,1.37,E01002646,3.0,E01002646,3.0,E01002646,11.0
2586,E01002647,23.868,0.434,0.11,43.058,10.95,0.089,0.135,23.875,0.899,E01002647,3.0,E01002647,3.0,E01002647,11.0
2587,E01002648,26.022,0.868,-0.166,38.786,9.426,0.059,0.103,20.096,1.133,E01002648,3.0,E01002648,3.0,E01002648,4.0
2588,E01002649,38.329,0.676,0.168,39.911,6.005,0.096,0.155,26.623,0.992,,,,,,
2589,E01002650,26.123,0.321,-0.49,48.862,8.812,0.081,0.151,23.751,1.039,E01002650,3.0,E01002650,4.0,E01002650,5.0
2590,E01002651,25.576,0.426,-0.166,34.705,6.057,0.068,0.137,19.225,0.985,E01002651,3.0,,,,
2591,E01002652,27.872,0.568,-0.609,31.54,8.866,0.07,0.125,18.402,1.085,E01002652,3.0,E01002652,9.0,E01002652,12.0
2592,E01002653,29.473,-0.2,-0.396,29.405,8.393,0.07,0.083,14.702,0.857,E01002653,3.0,E01002653,9.0,E01002653,12.0
2593,E01002654,30.802,0.133,-0.639,31.995,6.03,0.068,0.072,14.654,1.029,E01002654,3.0,E01002654,9.0,E01002654,12.0
2594,E01002655,32.973,0.244,-0.702,25.649,6.217,0.059,0.06,12.671,1.035,E01002655,3.0,E01002655,9.0,E01002655,12.0
2595,E01002656,26.382,-0.426,-0.178,34.55,8.567,0.066,0.075,14.958,1.143,E01002656,3.0,E01002656,4.0,E01002656,5.0
2596,E01002657,24.779,-0.046,-0.768,25.354,4.742,0.032,0.053,8.719,0.983,E01002657,3.0,E01002657,9.0,E01002657,12.0
2597,E01002658,20.277,0.25,-0.392,31.606,3.578,0.03,0.043,9.969,0.934,E01002658,3.0,E01002658,9.0,E01002658,12.0
2598,E01002659,24.279,-0.419,-0.576,36.9,10.789,0.058,0.086,14.745,0.867,E01002659,3.0,E01002659,3.0,E01002659,11.0
2599,E01002660,29.1,0.465,-0.612,34.843,9.787,0.065,0.128,18.802,1.277,E01002660,3.0,E01002660,3.0,E01002660,11.0
2600,E01002661,27.701,0.332,-0.544,34.362,10.902,0.059,0.095,16.528,1.14,E01002661,3.0,E01002661,3.0,E01002661,11.0
2601,E01002662,43.684,0.65,-0.533,39.964,5.771,0.037,0.059,17.234,1.409,E01002662,3.0,,,,
2602,E01002663,22.978,0.326,0.108,40.304,11.328,0.07,0.146,21.955,1.162,,,,,,
2603,E01002664,36.497,0.976,-0.166,38.628,5.553,0.116,0.174,28.32,1.461,E01002664,3.0,E01002664,3.0,E01002664,11.0
2604,E01002665,26.992,0.089,0.118,35.423,13.027,0.091,0.164,23.173,1.426,E01002665,3.0,E01002665,3.0,E01002665,11.0
2605,E01002666,26.951,-0.043,-0.303,32.091,10.639,0.077,0.118,17.794,0.998,E01002666,3.0,E01002666,3.0,E01002666,11.0
2606,E01002667,23.138,0.593,-0.054,28.066,8.086,0.097,0.145,20.952,1.229,,,,,,
2607,E01002668,19.644,0.195,-0.302,28.849,11.964,0.072,0.091,15.455,1.224,E01002668,3.0,E01002668,3.0,E01002668,11.0
2608,E01002669,36.975,0.134,0.482,50.01,25.226,0.146,0.245,38.698,1.039,E01002669,3.0,E01002669,9.0,E01002669,12.0
2609,E01002670,31.2,0.363,-0.572,34.272,6.798,0.058,0.083,15.821,1.065,E01002670,3.0,E01002670,3.0,E01002670,11.0
2610,E01002671,38.087,0.287,-0.359,25.527,8.7,0.081,0.097,17.739,1.04,E01002671,3.0,E01002671,3.0,,
2611,E01002672,24.788,0.269,0.148,41.085,12.362,0.102,0.192,26.691,0.909,E01002672,4.0,E01002672,5.0,,
2612,E01002673,15.573,0.526,0.94,48.335,34.916,0.209,0.331,49.21,0.884,,,,,,
2613,E01002674,31.301,0.129,-0.981,39.072,1.908,0.047,0.086,14.573,1.279,E01002674,3.0,,,,
2614,E01002675,21.117,0.363,-0.8,38.224,1.711,0.045,0.086,13.828,1.022,E01002675,3.0,E01002675,9.0,E01002675,12.0
2615,E01002676,28.243,0.942,-0.998,39.762,1.235,0.047,0.06,15.65,1.38,E01002676,3.0,E01002676,4.0,E01002676,5.0
2616,E01002677,33.459,0.711,-0.197,29.671,5.074,0.08,0.11,19.551,1.467,E01002677,3.0,E01002677,3.0,E01002677,11.0
2617,E01002678,26.329,-0.417,-1.259,42.213,1.442,0.033,0.058,11.412,0.788,E01002678,7.0,E01002678,11.0,E01002678,16.0
2618,E01002679,30.727,-0.394,-0.57,41.292,3.617,0.04,0.064,13.359,1.625,E01002679,3.0,E01002679,3.0,E01002679,11.0
2619,E01002680,35.811,0.724,-0.552,33.164,2.559,0.054,0.075,16.185,1.483,,,,,,
2620,E01002681,23.295,1.065,-0.138,33.607,12.14,0.121,0.158,26.437,1.017,E01002681,3.0,E01002681,3.0,E01002681,11.0
2621,E01002682,33.058,0.621,-0.294,31.949,9.45,0.062,0.098,18.175,1.501,E01002682,3.0,E01002682,4.0,E01002682,5.0
2622,E01002683,39.323,0.088,-0.709,26.502,3.53,0.041,0.065,12.087,1.048,,,,,,
2623,E01002684,48.396,0.309,-0.012,28.162,11.761,0.086,0.158,24.157,1.594,,,,,,
2624,E01002686,22.725,0.925,0.581,47.412,28.2,0.147,0.21,37.807,0.806,E01002686,3.0,E01002686,4.0,E01002686,5.0
2625,E01002687,28.527,0.459,-0.974,26.632,1.006,0.04,0.075,11.415,1.588,E01002687,6.0,E01002687,10.0,E01002687,15.0
2626,E01002689,31.463,0.014,-0.304,23.112,10.992,0.104,0.133,19.261,1.499,E01002689,5.0,E01002689,6.0,E01002689,7.0
2627,E01002690,34.205,-0.117,-0.896,26.297,0.453,0.047,0.055,10.253,1.246,E01002690,3.0,E01002690,3.0,E01002690,11.0
2628,E01002691,28.2,-0.88,-1.064,33.946,2.773,0.049,0.063,10.73,0.798,E01002691,3.0,E01002691,4.0,E01002691,5.0
2629,E01002692,37.792,0.02,-0.993,32.104,5.463,0.065,0.102,16.106,1.585,E01002692,3.0,E01002692,3.0,E01002692,11.0
2630,E01002693,32.468,0.624,-0.306,24.939,1.866,0.055,0.105,15.502,1.474,E01002693,6.0,E01002693,10.0,E01002693,15.0
2631,E01002694,32.736,0.611,1.028,26.534,24.234,0.181,0.325,42.957,2.067,E01002694,1.0,,,,
2632,E01002695,34.132,0.614,0.542,30.124,7.484,0.077,0.122,22.394,2.113,E01002695,1.0,,,,
2633,E01002696,47.584,0.603,0.005,24.675,10.796,0.063,0.105,20.191,2.118,E01002696,1.0,E01002696,1.0,E01002696,1.0
2634,E01002697,32.232,0.654,0.832,26.617,20.908,0.122,0.216,31.847,2.201,E01002697,6.0,E01002697,10.0,E01002697,17.0
2635,E01002698,30.939,-0.423,-0.086,28.217,7.193,0.083,0.118,17.454,1.637,E01002698,1.0,E01002698,7.0,E01002698,10.0
2636,E01002699,33.267,-0.259,0.097,23.778,11.888,0.091,0.138,19.741,1.808,E01002699,1.0,,,,
2637,E01002700,40.659,0.522,-0.801,21.479,1.401,0.056,0.07,13.447,2.059,E01002700,1.0,E01002700,7.0,,
2638,E01002701,44.139,0.081,0.396,28.431,17.553,0.108,0.186,27.789,2.214,E01002701,1.0,E01002701,1.0,E01002701,1.0
2639,E01002702,36.14,0.581,0.321,27.658,16.269,0.124,0.21,29.535,2.549,E01002702,1.0,E01002702,1.0,E01002702,2.0
2640,E01002703,34.606,0.409,-0.27,30.919,16.157,0.111,0.221,27.328,1.902,E01002703,1.0,E01002703,1.0,E01002703,1.0
2641,E01002704,33.543,-0.618,0.084,31.284,8.771,0.106,0.161,22.281,1.472,E01002704,1.0,E01002704,1.0,E01002704,1.0
2642,E01002706,44.149,0.441,-0.075,29.461,8.973,0.094,0.177,24.912,2.25,E01002706,1.0,E01002706,1.0,E01002706,1.0
2643,E01002707,50.036,0.34,0.152,32.096,14.096,0.083,0.152,25.684,2.377,E01002707,1.0,E01002707,7.0,E01002707,8.0
2644,E01002708,34.33,0.655,0.392,38.29,19.614,0.103,0.183,29.96,1.771,E01002708,1.0,E01002708,1.0,E01002708,2.0
2645,E01002709,33.269,0.561,0.709,28.304,21.039,0.138,0.268,35.167,2.152,E01002709,1.0,,,,
2646,E01002710,30.687,0.282,0.644,29.009,17.981,0.147,0.208,30.958,2.075,E01002710,1.0,E01002710,7.0,E01002710,8.0
2647,E01002711,39.811,-0.179,0.205,35.773,4.006,0.086,0.129,21.801,1.502,E01002711,1.0,E01002711,1.0,E01002711,1.0
2648,E01002712,30.793,0.575,0.597,29.222,27.46,0.09,0.155,27.046,1.742,,,,,,
2649,E01002713,27.508,1.024,1.057,28.074,29.017,0.198,0.295,44.476,1.898,E01002713,1.0,E01002713,1.0,E01002713,2.0
2650,E01002714,37.528,0.261,-0.536,25.392,5.843,0.053,0.078,14.035,1.774,E01002714,1.0,E01002714,7.0,E01002714,10.0
2651,E01002715,26.58,0.543,0.932,27.77,30.03,0.174,0.263,38.505,1.714,E01002715,1.0,,,,
2652,E01002716,30.582,0.508,0.879,29.082,13.937,0.147,0.258,34.594,1.98,E01002716,1.0,E01002716,7.0,E01002716,8.0
2653,E01002717,30.601,0.841,-0.073,24.761,10.784,0.088,0.156,22.402,1.92,E01002717,8.0,E01002717,12.0,,
2654,E01002718,44.597,0.817,-0.226,23.647,10.165,0.065,0.096,19.385,1.922,,,,,,
2655,E01002719,28.609,0.735,-0.504,21.892,11.058,0.072,0.1,16.71,1.841,,,,,,
2656,E01002720,26.837,0.451,0.723,28.756,25.618,0.18,0.312,40.041,1.773,E01002720,1.0,E01002720,1.0,E01002720,2.0
2657,E01002721,35.432,0.83,0.351,25.557,20.917,0.118,0.164,28.168,1.9,E01002721,8.0,E01002721,12.0,,
2658,E01002722,36.328,0.876,0.628,28.934,17.952,0.169,0.242,36.798,1.907,E01002722,1.0,E01002722,7.0,E01002722,8.0
2659,E01002723,34.024,0.365,0.5,31.233,13.814,0.116,0.197,28.536,2.029,E01002723,1.0,E01002723,1.0,E01002723,2.0
2660,E01002724,53.924,-0.453,-0.202,27.685,5.937,0.033,0.066,14.573,2.076,E01002724,1.0,E01002724,1.0,E01002724,1.0
2661,E01002725,36.865,0.43,0.436,29.535,15.534,0.112,0.211,29.084,2.404,E01002725,1.0,E01002725,1.0,E01002725,2.0
2662,E01002726,35.243,0.187,0.324,27.81,7.84,0.109,0.172,24.493,2.256,E01002726,1.0,E01002726,1.0,E01002726,1.0
2663,E01002727,46.351,0.489,0.103,28.35,11.902,0.108,0.155,26.051,2.394,E01002727,1.0,,,,
2664,E01002728,35.2,1.112,0.671,27.014,9.661,0.095,0.15,27.235,2.438,,,,,,
2665,E01002729,56.134,0.703,-0.079,24.118,7.445,0.159,0.186,31.027,2.321,E01002729,1.0,E01002729,7.0,E01002729,10.0
2666,E01002730,39.097,1.557,0.528,30.287,9.46,0.094,0.168,30.4,2.008,E01002730,5.0,E01002730,6.0,E01002730,7.0
2667,E01002731,47.063,1.166,-0.13,32.035,10.247,0.067,0.125,24.496,1.941,E01002731,2.0,E01002731,2.0,E01002731,3.0
2668,E01002732,29.832,1.373,0.959,31.405,23.439,0.22,0.291,47.055,1.823,E01002732,1.0,E01002732,7.0,E01002732,10.0
2669,E01002733,33.207,0.983,-0.209,23.169,1.225,0.067,0.123,18.532,1.774,,,,,,
2670,E01002734,36.243,1.583,0.485,33.926,21.967,0.149,0.264,40.543,2.076,E01002734,2.0,E01002734,2.0,E01002734,3.0
2671,E01002735,38.07,1.058,0.324,30.602,6.451,0.147,0.235,33.51,1.648,,,,,,
2672,E01002736,22.471,0.885,0.561,27.051,30.254,0.219,0.336,45.005,1.521,E01002736,1.0,E01002736,1.0,E01002736,2.0
2673,E01002737,23.924,0.436,0.611,27.181,25.83,0.171,0.268,35.801,1.496,E01002737,1.0,E01002737,7.0,E01002737,10.0
2674,E01002738,34.201,0.761,-0.233,26.246,12.292,0.114,0.164,24.682,1.383,E01002738,1.0,E01002738,7.0,E01002738,10.0
2675,E01002739,41.214,0.457,-0.441,23.79,1.688,0.072,0.114,17.378,1.833,E01002739,5.0,E01002739,6.0,E01002739,7.0
2676,E01002740,43.196,0.97,-0.759,22.639,4.747,0.052,0.076,16.104,2.001,E01002740,1.0,E01002740,7.0,E01002740,10.0
2677,E01002741,24.06,0.581,0.404,28.864,21.088,0.171,0.264,34.846,1.591,,,,,,
2678,E01002742,39.527,0.713,-0.187,20.561,1.487,0.054,0.093,15.801,1.649,E01002742,5.0,E01002742,6.0,E01002742,7.0
2679,E01002743,34.123,0.358,0.033,25.915,8.148,0.071,0.129,19.06,1.748,E01002743,5.0,E01002743,6.0,E01002743,7.0
2680,E01002744,26.629,0.19,0.185,22.913,6.872,0.089,0.113,17.889,1.496,,,,,,
2681,E01002745,27.058,0.454,-0.505,22.079,5.096,0.079,0.111,15.807,1.487,E01002745,5.0,E01002745,6.0,E01002745,7.0
2682,E01002747,30.233,-0.877,-0.053,23.418,2.092,0.07,0.091,13.325,1.083,E01002747,5.0,E01002747,6.0,E01002747,7.0
2683,E01002748,36.588,1.646,0.637,30.701,8.618,0.177,0.246,39.897,2.167,E01002748,5.0,,,,
2684,E01002749,36.054,0.515,-0.066,23.955,13.439,0.092,0.164,22.829,1.737,E01002749,5.0,E01002749,6.0,E01002749,7.0
2685,E01002751,53.251,0.633,0.396,31.053,15.087,0.16,0.263,38.0,1.813,E01002751,1.0,E01002751,7.0,,
2686,E01002752,27.8,0.424,-0.096,23.898,8.86,0.111,0.175,22.426,1.563,E01002752,5.0,E01002752,6.0,E01002752,7.0
2687,E01002753,24.201,0.576,0.372,30.761,24.723,0.126,0.195,29.443,1.235,,,,,,
2688,E01002754,22.93,0.744,0.016,24.444,2.258,0.065,0.107,16.43,1.345,E01002754,5.0,E01002754,6.0,E01002754,7.0
2689,E01002755,22.433,0.891,0.739,27.728,16.725,0.215,0.272,39.869,1.505,E01002755,1.0,E01002755,7.0,,
2690,E01002756,37.351,0.976,0.182,23.071,4.725,0.136,0.181,27.776,1.445,E01002756,5.0,E01002756,6.0,E01002756,7.0
2691,E01002757,25.27,0.267,0.004,24.063,14.204,0.119,0.193,24.102,1.332,E01002757,5.0,E01002757,6.0,E01002757,7.0
2692,E01002758,26.329,0.652,1.061,28.603,18.573,0.219,0.315,44.134,1.508,,,,,,
2693,E01002759,25.586,0.17,0.479,22.286,5.333,0.089,0.163,20.645,1.224,E01002759,5.0,E01002759,6.0,E01002759,7.0
2694,E01002760,23.633,0.452,0.565,25.928,25.843,0.189,0.307,38.826,1.384,E01002760,1.0,E01002760,7.0,,
2695,E01002762,35.645,0.608,0.141,31.006,4.378,0.082,0.109,20.717,1.683,E01002762,6.0,E01002762,10.0,E01002762,15.0
2696,E01002763,35.277,1.245,1.082,31.027,10.468,0.122,0.167,33.113,2.114,,,,,,
2697,E01002764,40.609,0.928,0.107,29.022,15.649,0.122,0.213,30.946,2.034,,,,,,
2698,E01002765,27.971,0.204,0.588,32.272,19.759,0.109,0.197,28.236,1.565,E01002765,1.0,,,,
2699,E01002766,28.901,0.415,0.546,31.353,27.211,0.128,0.213,31.553,1.725,E01002766,1.0,,,,
2700,E01002767,31.45,0.897,0.622,42.357,15.103,0.148,0.231,36.783,1.938,,,,,,
2701,E01002768,34.57,0.539,0.692,28.669,8.3,0.132,0.19,29.312,1.741,,,,,,
2702,E01002769,36.401,0.72,0.072,29.982,1.837,0.076,0.111,20.118,1.537,E01002769,5.0,E01002769,6.0,E01002769,7.0
2703,E01002770,44.516,1.034,0.835,28.63,3.789,0.111,0.159,29.977,1.366,E01002770,6.0,E01002770,10.0,E01002770,17.0
2704,E01002771,31.413,0.925,0.13,27.616,8.655,0.115,0.199,27.333,1.652,E01002771,5.0,E01002771,6.0,E01002771,7.0
