,lsoa,all_2011,0-14_2011,15-29_2011,30-69_2011,70+_2011,all_2020,0-14_2020,15-29_2020,30-69_2020,70+_2020
4373,E01033592,1928,444,456,927,101,1886,418,407,930,131
4374,E01003751,1978,461,415,937,165,2142,468,505,1003,166
4375,E01003753,1998,454,454,957,133,2170,477,437,1085,171
4376,E01003754,1634,341,357,766,170,1616,290,360,789,177
4377,E01003757,2027,528,513,891,95,2084,436,493,1005,150
4378,E01003769,1756,427,444,785,100,2042,494,379,1022,147
4379,E01003770,2664,598,640,1239,187,3041,653,736,1507,145
4380,E01003771,1963,512,425,911,115,2066,526,369,1062,109
4381,E01003773,1690,403,353,813,121,1873,432,391,923,127
4382,E01003752,2530,462,739,1163,166,2905,567,664,1481,193
4383,E01003755,2026,531,417,954,124,2034,460,465,963,146
4384,E01003756,2144,500,500,993,151,2209,471,496,1055,187
4385,E01003758,2652,773,673,1140,66,2845,846,555,1339,105
4386,E01003766,1923,427,483,889,124,1810,346,380,946,138
4387,E01003767,1896,440,534,827,95,2048,453,422,1031,142
4388,E01003768,1777,356,506,819,96,1888,413,410,925,140
4389,E01003772,1712,365,405,793,149,1771,410,335,872,154
4390,E01003781,1680,341,380,829,130,1954,443,331,1041,139
4391,E01003782,1773,442,446,800,85,1893,553,303,946,91
4392,E01003786,1426,304,333,697,92,1523,354,317,744,108
4393,E01003787,1545,345,353,741,106,1591,391,274,792,134
4394,E01003790,1419,284,235,779,121,1401,244,216,782,159
4395,E01003791,1488,254,262,816,156,1507,288,198,816,205
4396,E01003792,1417,274,247,773,123,1450,262,234,808,146
4397,E01003793,1556,265,273,823,195,1622,291,226,924,181
4398,E01003783,2282,503,665,984,130,2638,640,531,1319,148
4399,E01003784,1778,401,434,833,110,2079,460,425,1072,122
4400,E01003785,1942,486,465,883,108,2306,646,422,1126,112
4401,E01003788,1886,451,423,911,101,2229,535,362,1204,128
4402,E01003683,2183,649,506,919,109,2319,665,449,1074,131
4403,E01003684,1796,508,411,773,104,2023,504,453,919,147
4404,E01003685,1841,432,536,773,100,2008,448,448,1001,111
4405,E01003686,1990,510,543,822,115,2127,486,447,1020,174
4406,E01003688,1831,417,485,826,103,2072,522,396,1014,140
4407,E01003689,1593,381,387,677,148,2280,620,365,1128,167
4408,E01033589,1714,400,561,732,21,2776,865,516,1344,51
4409,E01033591,1943,471,556,820,96,2597,633,538,1317,109
4410,E01003737,1797,372,379,838,208,1895,379,374,880,262
4411,E01003738,2138,484,494,980,180,2309,441,555,1099,214
4412,E01003739,2154,497,569,961,127,2425,575,521,1196,133
4413,E01003740,2075,446,469,981,179,2259,519,432,1121,187
4414,E01003741,1747,319,390,781,257,1940,424,383,906,227
4415,E01003742,2127,589,457,982,99,2409,614,445,1228,122
4416,E01003743,1796,449,463,760,124,1887,404,428,914,141
4417,E01003728,2477,589,719,1076,93,3729,958,671,1950,150
4418,E01003729,1777,439,462,732,144,1902,458,368,942,134
4419,E01003730,1720,490,486,669,75,1744,424,406,837,77
4420,E01003732,1669,542,338,657,132,1824,604,324,774,122
4421,E01003733,1790,438,530,754,68,1844,400,435,884,125
4422,E01003731,1482,355,417,641,69,1533,329,388,741,75
4423,E01003734,1816,495,423,745,153,2055,557,386,990,122
4424,E01003735,2386,761,529,947,149,2475,704,527,1072,172
4425,E01003736,1686,520,398,721,47,1792,484,365,870,73
4426,E01003713,1762,389,471,775,127,1752,338,395,883,136
4427,E01003714,2205,570,515,999,121,2223,549,412,1147,115
4428,E01003715,2027,444,572,895,116,2224,516,518,1086,104
4429,E01003716,1727,373,404,855,95,1889,388,382,978,141
4430,E01003718,1878,470,430,910,68,2121,559,398,1062,102
4431,E01003719,1984,398,529,925,132,2247,521,449,1129,148
4432,E01032581,1674,372,401,834,67,1999,423,478,1014,84
4433,E01003690,1720,267,467,731,255,2340,449,466,1160,265
4434,E01003691,1445,324,381,659,81,1437,315,288,711,123
4435,E01003692,1605,353,369,734,149,1655,354,337,800,164
4436,E01003693,1550,282,377,774,117,1617,270,347,858,142
4437,E01003694,1464,266,324,735,139,1410,209,247,745,209
4438,E01003695,1545,299,340,789,117,1675,378,288,872,137
4439,E01003696,1893,344,560,786,203,1979,287,604,885,203
4440,E01003697,1641,338,386,795,122,1662,306,378,827,151
4441,E01003675,1623,337,347,766,173,1704,334,319,870,181
4442,E01003676,1706,353,390,802,161,1807,376,425,824,182
4443,E01003677,1553,288,310,749,206,1658,282,375,783,218
4444,E01003678,1608,344,342,784,138,1610,294,324,788,204
4445,E01003679,1628,287,363,805,173,1668,295,318,866,189
4446,E01003680,1628,343,354,811,120,1838,315,435,873,215
4447,E01003681,1851,362,387,844,258,1889,312,390,931,256
4448,E01003682,1709,365,372,834,138,1737,306,391,872,168
4449,E01003797,1476,343,181,750,202,1419,271,209,679,260
4450,E01003798,1503,261,219,846,177,1491,234,232,770,255
4451,E01003799,1623,342,242,901,138,1657,358,206,912,181
4452,E01003800,1579,324,276,825,154,1413,263,237,756,157
4453,E01003801,1324,223,231,758,112,1334,223,204,726,181
4454,E01003802,1330,216,202,808,104,1322,195,185,758,184
4455,E01003803,1478,259,316,742,161,1495,309,226,789,171
4456,E01003846,1732,384,223,954,171,1723,360,219,911,233
4457,E01003847,1595,191,231,940,233,1667,224,208,980,255
4458,E01003849,1533,280,191,879,183,1545,297,187,827,234
4459,E01003851,1683,364,190,917,212,1646,302,208,862,274
4460,E01003860,1708,239,276,1087,106,1880,307,254,1188,131
4461,E01003864,1470,244,217,852,157,1613,284,223,895,211
4462,E01003852,1329,196,246,722,165,1386,212,199,789,186
4463,E01003853,1539,321,210,847,161,1528,307,177,808,236
4464,E01003854,1417,271,198,827,121,1471,287,178,812,194
4465,E01003855,1695,285,314,968,128,1953,375,276,1103,199
4466,E01003856,1581,280,207,1010,84,1631,392,182,924,133
4467,E01003857,1757,383,193,1066,115,2058,550,210,1148,150
4468,E01003858,1646,382,185,990,89,1634,406,144,947,137
4469,E01003848,1826,336,311,1056,123,1859,375,252,1092,140
4470,E01003861,1775,276,350,1043,106,2101,394,338,1220,149
4471,E01003862,1392,255,215,791,131,1775,429,170,1032,144
4472,E01003863,1424,254,207,755,208,1422,289,148,732,253
4473,E01003865,1307,277,198,701,131,1502,332,201,807,162
4474,E01033570,1565,346,263,910,46,2274,447,372,1333,122
4475,E01033571,1534,304,247,818,165,1531,305,213,834,179
4476,E01003804,1773,385,219,1010,159,1785,433,200,970,182
4477,E01003807,1815,303,342,1007,163,2025,403,303,1104,215
4478,E01003808,1802,362,206,1100,134,1920,477,166,1115,162
4479,E01003809,1732,370,229,940,193,1691,362,192,901,236
4480,E01003859,1624,380,219,885,140,1632,398,187,850,197
4481,E01003873,1673,280,244,991,158,1757,283,209,1041,224
4482,E01003874,1547,225,244,965,113,1687,296,223,1026,142
4483,E01003875,1613,328,231,866,188,1725,367,203,928,227
4484,E01003878,1397,233,226,780,158,1439,247,191,788,213
4485,E01003866,1592,381,166,936,109,1720,417,224,943,136
4486,E01003868,1515,326,209,914,66,1545,335,171,917,122
4487,E01003871,1656,411,215,943,87,1800,424,199,1009,168
4488,E01003872,1454,261,230,845,118,1619,267,268,953,131
4489,E01003821,1519,186,207,941,185,1801,327,179,1144,151
4490,E01003876,1597,150,301,950,196,1986,186,278,1212,310
4491,E01003877,1483,253,179,879,172,1803,383,173,1023,224
4492,E01003879,1553,242,422,800,89,1887,320,514,894,159
4493,E01003892,2012,367,190,1229,226,2185,414,220,1231,320
4494,E01003893,1618,252,236,939,191,1705,266,235,974,230
4495,E01003894,1660,309,251,991,109,1724,316,244,1018,146
4496,E01003895,1721,320,261,984,156,1786,365,234,967,220
4497,E01003905,1448,252,314,735,147,1392,254,252,754,132
4498,E01003906,1627,293,269,867,198,1719,334,223,955,207
4499,E01003907,1691,353,353,837,148,1744,367,305,899,173
4500,E01003908,1824,338,331,954,201,1783,319,260,941,263
4501,E01003909,1568,269,315,787,197,1633,312,249,857,215
4502,E01003867,1502,276,312,784,130,1538,308,258,811,161
4503,E01003869,1630,257,304,945,124,1703,344,246,960,153
4504,E01003870,1870,421,301,1037,111,2139,463,315,1218,143
4505,E01003910,1621,270,227,884,240,1712,327,181,907,297
4506,E01003805,1669,410,202,862,195,1594,384,172,730,308
4507,E01003806,1602,409,257,787,149,1597,377,267,732,221
4508,E01003816,1704,406,208,857,233,1869,444,276,917,232
4509,E01003817,1917,248,278,1083,308,2124,420,226,1139,339
4510,E01003840,1598,323,339,817,119,1707,414,250,903,140
4511,E01003841,1947,426,465,904,152,2136,510,369,1109,148
4512,E01003842,1681,328,331,859,163,1680,373,268,851,188
4513,E01003843,2053,403,448,977,225,2124,458,351,1040,275
4514,E01003844,1447,222,276,756,193,1447,254,228,734,231
4515,E01003845,1622,251,270,851,250,1646,267,213,885,281
4516,E01003882,1805,358,253,1065,129,2006,435,243,1117,211
4517,E01003883,1803,309,227,1160,107,2042,445,212,1216,169
4518,E01003896,1660,222,391,928,119,2045,284,455,1110,196
4519,E01003897,1779,264,417,1000,98,1913,374,353,1053,133
4520,E01003898,1503,263,239,880,121,1663,344,207,954,158
4521,E01003899,1382,264,205,801,112,1483,305,214,815,149
4522,E01003900,1563,315,310,795,143,1566,303,238,853,172
4523,E01003901,1644,391,234,899,120,1728,409,261,897,161
4524,E01003902,1298,283,178,717,120,1320,318,150,720,132
4525,E01003903,1633,362,311,832,128,1657,367,267,845,178
4526,E01003904,1550,329,224,878,119,1675,393,204,936,142
4527,E01003880,1464,314,190,857,103,1500,290,188,869,153
4528,E01003881,1847,207,866,671,103,1385,187,393,654,151
4529,E01003884,1592,268,253,923,148,1813,314,249,1006,244
4530,E01003885,1516,318,220,865,113,1535,269,240,847,179
4531,E01003818,1560,291,242,839,188,1651,367,198,844,242
4532,E01003819,1684,323,307,890,164,1753,357,252,947,197
4533,E01003820,1950,404,302,1049,195,2073,454,274,1103,242
4534,E01003811,1562,366,189,931,76,1821,488,198,1024,111
4535,E01003812,1844,373,334,1026,111,1900,414,278,1050,158
4536,E01003890,1522,304,264,862,92,1681,344,273,899,165
4537,E01003891,1714,244,262,1007,201,1819,245,245,995,334
4538,E01003810,1601,355,227,936,83,1601,369,204,899,129
4539,E01003813,1629,285,265,868,211,1637,304,233,863,237
4540,E01003814,1708,263,262,901,282,1746,261,239,949,297
4541,E01003815,1808,375,256,1038,139,1956,380,212,1114,250
4542,E01003828,1518,246,247,805,220,1444,265,185,692,302
4543,E01003829,1680,327,316,859,178,1626,360,223,846,197
4544,E01003830,1758,316,298,915,229,1796,382,268,910,236
4545,E01003831,1618,322,239,885,172,1683,351,218,916,198
4546,E01003832,1435,256,260,784,135,1424,262,190,830,142
4547,E01003833,1388,231,234,757,166,1406,256,164,787,199
4548,E01003886,1698,373,282,942,101,1717,355,234,959,169
4549,E01003887,1729,320,284,974,151,1784,291,241,1029,223
4550,E01003888,1908,326,380,974,228,2073,360,379,1064,270
4551,E01003889,1774,303,240,1018,213,1671,239,188,974,270
4552,E01003834,1717,218,444,862,193,2205,244,765,970,226
4553,E01003835,1528,374,199,855,100,1627,370,213,901,143
4554,E01003836,1505,312,262,740,191,1441,276,218,717,230
4555,E01003837,1801,349,191,1008,253,2041,358,228,1144,311
4556,E01003838,1794,370,314,1004,106,1846,376,269,1043,158
4557,E01003839,1872,362,312,1039,159,2258,447,306,1244,261
4558,E01003822,1445,271,210,780,184,1375,230,169,711,265
4559,E01003823,1629,193,273,946,217,1716,208,239,973,296
4560,E01003824,1656,340,237,871,208,1606,320,193,864,229
4561,E01003825,1762,366,265,969,162,1772,389,188,973,222
4562,E01003826,1764,331,294,917,222,1884,402,238,996,248
4563,E01003827,1729,320,301,1000,108,1938,350,271,1117,200
4564,E01004125,1590,368,329,748,145,1612,385,283,790,154
4565,E01004183,1685,357,397,815,116,1785,388,354,931,112
4566,E01004184,1610,427,320,762,101,1714,479,273,865,97
4567,E01004185,1464,340,340,733,51,1650,407,298,853,92
4568,E01004189,1887,406,383,922,176,2048,493,337,1055,163
4569,E01004123,2172,479,516,1050,127,2342,529,484,1215,114
4570,E01004124,1849,429,390,896,134,2021,484,309,1075,153
4571,E01004126,1519,397,296,710,116,1490,330,259,805,96
4572,E01004128,1490,295,311,774,110,1498,268,278,849,103
4573,E01004129,1791,384,371,841,195,1981,410,365,995,211
4574,E01004130,1594,282,282,840,190,1623,281,255,875,212
4575,E01004131,1638,334,305,846,153,1804,377,327,940,160
4576,E01004134,1441,245,297,751,148,1508,289,235,821,163
4577,E01004135,1443,232,278,751,182,1463,244,232,789,198
4578,E01004136,1555,261,283,850,161,1539,250,261,829,199
4579,E01004164,1483,226,299,793,165,1442,275,189,812,166
4580,E01004166,1452,224,257,812,159,1601,282,231,913,175
4581,E01004169,1142,267,238,571,66,1707,498,224,928,57
4582,E01004186,1742,346,398,930,68,1799,387,275,1045,92
4583,E01004188,1733,404,358,874,97,2441,553,401,1355,132
4584,E01004127,1649,396,312,824,117,1875,457,323,959,136
4585,E01004163,1538,277,270,824,167,1693,333,275,903,182
4586,E01004165,1686,310,358,882,136,1851,383,303,1027,138
4587,E01004167,1324,284,282,634,124,1459,296,283,732,148
4588,E01004187,1617,358,301,811,147,1645,323,279,889,154
4589,E01004117,1461,279,259,790,133,1365,286,187,749,143
4590,E01004121,1573,280,272,856,165,1659,344,240,887,188
4591,E01004192,1954,394,351,1085,124,2032,456,299,1156,121
4592,E01004193,2392,643,379,1272,98,3136,816,421,1726,173
4593,E01004195,1589,282,283,871,153,1790,343,313,955,179
4594,E01004144,1629,256,293,869,211,1803,317,262,971,253
4595,E01004145,2143,421,378,1147,197,2271,506,325,1225,215
4596,E01004146,1720,365,273,874,208,1918,440,260,1019,199
4597,E01004147,1584,261,256,824,243,1546,257,198,797,294
4598,E01004116,1611,236,262,751,362,1675,261,227,769,418
4599,E01004122,1382,228,225,745,184,1397,230,189,726,252
4600,E01004190,1370,206,253,764,147,1388,232,181,749,226
4601,E01004191,1658,290,292,848,228,1964,421,309,1017,217
4602,E01004194,1365,249,235,745,136,1632,346,229,853,204
4603,E01004196,1448,248,259,769,172,1563,272,224,839,228
4604,E01004115,1760,358,309,897,196,1801,369,287,931,214
4605,E01004118,1679,296,334,866,183,1899,376,352,944,227
4606,E01004119,1421,244,273,761,143,1417,302,210,753,152
4607,E01004132,1540,367,234,816,123,1514,300,264,775,175
4608,E01004133,1511,324,260,789,138,1458,308,223,778,149
4609,E01004171,1518,294,257,770,197,1582,318,225,791,248
4610,E01004172,1562,313,321,824,104,1891,428,297,1008,158
4611,E01004173,1390,251,261,733,145,1325,195,185,733,212
4612,E01004175,1619,306,267,900,146,1781,337,250,1005,189
4613,E01004176,1426,282,286,782,76,1554,321,243,870,120
4614,E01004076,1495,318,253,797,127,1709,393,260,898,158
4615,E01004077,1564,285,282,840,157,1669,327,247,885,210
4616,E01004078,1624,332,319,837,136,1810,413,269,992,136
4617,E01004079,1401,260,223,787,131,1411,230,219,790,172
4618,E01004080,1334,212,232,732,158,1312,223,189,700,200
4619,E01004081,1514,340,220,828,126,1647,380,215,937,115
4620,E01004082,1406,248,276,746,136,1421,229,250,729,213
4621,E01004137,1533,263,273,864,133,2077,423,349,1157,148
4622,E01004140,1513,242,314,796,161,1763,377,267,975,144
4623,E01004141,1571,278,310,804,179,1726,368,286,897,175
4624,E01004142,2076,356,525,1018,177,3246,716,635,1691,204
4625,E01004149,1714,264,296,892,262,1943,375,262,1026,280
4626,E01004101,1361,230,239,706,186,1412,262,222,723,205
4627,E01004103,1592,264,318,922,88,1760,360,263,999,138
4628,E01004138,1572,304,309,883,76,1743,397,252,966,128
4629,E01004139,1378,250,247,772,109,1490,295,203,860,132
4630,E01004168,1579,277,281,853,168,1582,314,225,839,204
4631,E01004143,1461,287,272,797,105,1497,301,193,875,128
4632,E01004148,1601,392,295,779,135,1828,495,266,889,178
4633,E01004159,1528,258,291,805,174,1574,315,205,845,209
4634,E01004160,1584,301,297,875,111,1655,356,264,905,130
4635,E01004161,1452,279,274,793,106,1566,306,242,835,183
4636,E01004097,1680,314,326,905,135,1754,358,269,934,193
4637,E01004098,1254,233,203,685,133,1300,238,181,739,142
4638,E01004099,1449,249,264,804,132,1596,288,211,894,203
4639,E01004100,1351,234,213,745,159,1550,316,191,848,195
4640,E01004102,1377,258,191,779,149,1524,287,188,887,162
4641,E01004110,1838,313,352,964,209,2100,391,335,1121,253
4642,E01004111,1523,337,235,761,190,1602,287,234,823,258
4643,E01004112,1640,304,224,864,248,1651,311,202,822,316
4644,E01004120,1541,230,291,813,207,1553,264,220,808,261
4645,E01004157,1272,234,213,688,137,1232,195,205,691,141
4646,E01004087,1466,233,256,790,187,1497,245,214,772,266
4647,E01004170,1733,274,357,951,151,2304,504,361,1226,213
4648,E01004174,1453,270,274,770,139,1551,309,234,838,170
4649,E01004178,2002,328,444,1019,211,2471,542,393,1323,213
4650,E01004179,1571,299,288,853,131,1627,315,231,859,222
4651,E01004152,1569,193,307,785,284,1887,364,241,1002,280
4652,E01004155,1645,242,270,934,199,1838,387,216,1029,206
4653,E01004156,1716,245,300,980,191,1897,355,229,1120,193
4654,E01004158,1487,223,276,815,173,1597,275,228,857,237
4655,E01004162,1567,251,308,822,186,1616,304,250,927,135
4656,E01004083,1427,334,299,706,88,1344,257,277,699,111
4657,E01004086,1627,308,355,802,162,2013,467,346,1004,196
4658,E01004088,1840,473,452,823,92,1918,469,412,916,121
4659,E01004089,1293,356,291,579,67,1419,332,262,732,93
4660,E01004182,1557,367,299,778,113,1704,432,288,837,147
4661,E01004104,1534,290,236,798,210,1545,308,216,774,247
4662,E01004107,1543,331,268,818,126,1604,352,237,872,143
4663,E01004177,1744,266,303,773,402,2037,405,271,949,412
4664,E01004180,1705,246,310,893,256,1701,244,268,873,316
4665,E01004181,1655,253,333,853,216,1721,342,236,902,241
4666,E01004090,1200,277,210,597,116,1339,324,204,696,115
4667,E01004096,1441,213,299,794,135,1515,294,266,863,92
4668,E01004150,1574,192,309,790,283,1820,335,281,956,248
4669,E01004151,1729,250,349,949,181,1947,319,319,1141,168
4670,E01004153,1731,274,322,954,181,1978,406,281,1117,174
4671,E01004091,1283,188,218,719,158,1290,180,197,671,242
4672,E01004092,1443,197,260,783,203,1461,229,208,757,267
4673,E01004105,1831,374,323,980,154,1979,453,272,1001,253
4674,E01004106,1529,246,262,861,160,1639,261,222,870,286
4675,E01004154,1423,232,232,770,189,1445,264,197,733,251
4676,E01004084,1461,201,283,764,213,1468,227,235,732,274
4677,E01004085,1592,260,281,859,192,1605,249,259,830,267
4678,E01004108,1708,372,240,888,208,2090,446,287,1115,242
4679,E01004109,1597,294,282,865,156,1692,337,264,915,176
4680,E01004093,1525,281,215,848,181,1653,393,202,823,235
4681,E01004094,1690,325,276,907,182,1799,372,256,996,175
4682,E01004095,1512,210,244,881,177,1523,245,199,826,253
4683,E01004114,1726,297,218,905,306,1715,240,235,841,399
4684,E01032623,1817,299,248,918,352,1803,279,250,822,452
4685,E01004349,1443,284,285,701,173,1497,303,278,714,202
4686,E01004350,1745,274,259,729,483,1873,316,270,792,495
4687,E01004351,1599,278,238,845,238,1586,300,213,794,279
4688,E01004356,1633,293,361,778,201,1636,310,301,787,238
4689,E01004357,1557,290,276,777,214,1530,278,252,765,235
4690,E01004352,1910,258,336,994,322,1814,233,252,954,375
4691,E01004353,1804,261,295,970,278,1791,291,223,944,333
4692,E01004354,1771,340,307,942,182,1914,416,265,997,236
4693,E01004358,1649,252,299,858,240,1790,298,261,984,247
4694,E01004359,1675,296,334,885,160,1705,284,304,896,221
4695,E01004384,1819,395,369,840,215,2104,447,343,1037,277
4696,E01004385,1389,260,259,664,206,1445,322,238,712,173
4697,E01004386,1662,256,293,886,227,1710,331,242,889,248
4698,E01004389,1610,323,262,837,188,1723,372,219,888,244
4699,E01004390,1602,344,305,771,182,1545,328,239,753,225
4700,E01004355,1608,302,335,803,168,1670,389,273,829,179
4701,E01004360,1331,210,228,703,190,1313,220,189,669,235
4702,E01004413,1563,287,290,767,219,1543,256,224,848,215
