,lsoa,all_2011,0-14_2011,15-29_2011,30-69_2011,70+_2011,all_2020,0-14_2020,15-29_2020,30-69_2020,70+_2020
2247,E01000373,1607,510,397,643,57,1433,479,266,618,70
2248,E01000429,1663,435,389,789,50,1752,471,342,848,91
2249,E01000430,1798,467,327,868,136,2282,552,502,1111,117
2250,E01000431,1681,425,424,754,78,1417,300,299,720,98
2251,E01000432,1685,409,276,789,211,2633,687,447,1337,162
2252,E01000433,1825,472,412,794,147,2065,551,470,922,122
2253,E01000434,1592,445,310,711,126,1776,423,386,823,144
2254,E01000356,1545,217,232,768,328,1580,269,206,792,313
2255,E01000357,1459,304,256,754,145,1467,274,250,769,174
2256,E01000359,1281,218,206,694,163,1238,200,199,627,212
2257,E01000421,1477,229,214,749,285,1488,203,197,766,322
2258,E01000450,1837,427,349,881,180,1859,378,352,947,182
2259,E01000451,1702,334,328,878,162,1746,319,296,923,208
2260,E01000452,1427,322,264,733,108,1430,285,263,738,144
2261,E01000367,1581,297,325,781,178,2196,513,377,1127,179
2262,E01000368,1549,360,307,719,163,1654,385,299,833,137
2263,E01000372,1683,354,352,797,180,1618,350,285,824,159
2264,E01000380,1456,240,270,740,206,1745,255,272,994,224
2265,E01000435,1411,305,280,667,159,1464,341,265,701,157
2266,E01000353,1684,236,260,892,296,1682,268,220,829,365
2267,E01000354,1507,260,291,768,188,1514,261,258,795,200
2268,E01000355,1461,181,235,766,279,1583,209,231,816,327
2269,E01000358,1610,248,273,848,241,1702,274,251,892,285
2270,E01000436,1682,290,287,878,227,1791,315,283,884,309
2271,E01000401,1653,316,325,772,240,1803,308,336,909,250
2272,E01000453,1473,304,279,753,137,1456,257,265,758,176
2273,E01000454,1574,269,287,809,209,1695,318,277,901,199
2274,E01000455,1708,328,333,854,193,1779,308,322,929,220
2275,E01000456,1435,300,254,766,115,1456,270,244,784,158
2276,E01000325,1615,298,297,833,187,1643,284,272,839,248
2277,E01000326,1304,251,253,700,100,1360,289,227,715,129
2278,E01000369,1624,281,291,905,147,1727,291,238,960,238
2279,E01000370,1599,268,231,852,248,1605,254,224,817,310
2280,E01000371,1552,265,290,823,174,1615,327,250,833,205
2281,E01000360,1668,312,343,825,188,1951,353,372,979,247
2282,E01000362,1484,234,253,730,267,1651,288,212,850,301
2283,E01000365,1681,285,310,780,306,1836,331,308,867,330
2284,E01000366,1589,276,298,858,157,1718,348,269,945,156
2285,E01000394,1462,249,230,732,251,1663,291,273,804,295
2286,E01000388,1531,232,245,786,268,1535,261,207,763,304
2287,E01000392,1651,354,408,763,126,2153,516,365,1149,123
2288,E01000409,1649,270,276,883,220,1750,306,264,936,244
2289,E01000411,1398,241,251,735,171,1461,234,271,755,201
2290,E01000414,1717,302,373,814,228,1996,377,399,991,229
2291,E01000415,1499,234,320,765,180,1451,206,263,776,206
2292,E01000327,1542,248,271,784,239,1654,277,271,822,284
2293,E01000328,1485,253,234,807,191,1478,229,224,740,285
2294,E01000329,1317,227,264,643,183,1649,339,241,852,217
2295,E01000330,1547,220,268,768,291,1622,273,223,823,303
2296,E01000331,1632,334,300,786,212,1749,426,274,856,193
2297,E01000340,1504,257,248,780,219,1482,286,219,733,244
2298,E01000395,1432,233,297,731,171,1534,272,250,812,200
2299,E01000396,1399,230,282,728,159,1359,261,230,667,201
2300,E01000410,1571,280,296,828,167,1665,317,273,897,178
2301,E01000412,1688,327,342,831,188,1818,366,315,992,145
2302,E01000413,1301,235,269,669,128,1367,241,257,682,187
2303,E01000374,1543,418,310,686,129,1667,436,372,738,121
2304,E01000375,1478,302,310,754,112,2162,494,353,1161,154
2305,E01000376,1547,336,254,821,136,1624,321,298,852,153
2306,E01000377,1424,208,270,740,206,1478,248,199,781,250
2307,E01000378,2136,381,437,1074,244,3001,557,625,1537,282
2308,E01000379,1690,371,302,870,147,1816,339,363,923,191
2309,E01000348,1486,269,250,794,173,1539,293,245,788,213
2310,E01000349,1660,292,252,840,276,1638,300,228,826,284
2311,E01000361,1544,277,290,845,132,1621,289,252,911,169
2312,E01000363,1436,211,274,780,171,1580,288,236,828,228
2313,E01000389,1653,248,334,823,248,1771,288,274,944,265
2314,E01000390,1291,199,215,684,193,1289,246,184,651,208
2315,E01000393,1581,257,322,841,161,1731,362,273,911,185
2316,E01000346,1627,316,320,803,188,1641,332,304,794,211
2317,E01000347,1485,277,305,719,184,1482,270,260,741,211
2318,E01000350,1506,263,334,755,154,1526,265,308,769,184
2319,E01000352,1572,282,309,781,200,1722,327,270,883,242
2320,E01000391,1723,316,377,858,172,1745,326,344,890,185
2321,E01000341,1491,262,225,763,241,1563,237,233,791,302
2322,E01000342,1602,292,294,850,166,1620,305,281,845,189
2323,E01000343,1533,297,306,768,162,1565,305,263,800,197
2324,E01000345,1358,252,267,724,115,1326,221,232,699,174
2325,E01000460,1351,192,306,743,110,1255,212,177,695,171
2326,E01000364,1583,253,261,823,246,1687,294,249,907,237
2327,E01000444,1635,264,257,857,257,1669,267,265,838,299
2328,E01000447,1546,280,266,794,206,1904,322,386,956,240
2329,E01000448,1335,226,201,674,234,1317,174,215,679,249
2330,E01000449,1492,224,205,731,332,1452,217,194,735,306
2331,E01000351,1588,249,300,814,225,1631,275,291,806,259
2332,E01000443,1271,229,234,633,175,1322,250,255,663,154
2333,E01000445,1638,256,228,836,318,1627,299,220,803,305
2334,E01000446,1571,282,317,840,132,1585,315,269,824,177
2335,E01000461,1665,257,365,866,177,1553,280,237,813,223
2336,E01000339,1529,265,262,787,215,1572,320,238,803,211
2337,E01000344,1613,307,268,814,224,1587,276,289,802,220
2338,E01000423,1641,293,268,831,249,1636,302,238,807,289
2339,E01000425,1746,290,262,885,309,1738,313,229,820,376
2340,E01000463,1256,227,239,666,124,1276,245,213,686,132
2341,E01000424,1688,200,321,901,266,1671,228,272,873,298
2342,E01000426,1683,306,302,899,176,1602,290,262,857,193
2343,E01000427,1922,296,330,925,371,2214,421,376,1026,391
2344,E01000457,1794,225,464,816,289,2069,314,449,1030,276
2345,E01000462,1631,203,367,722,339,1872,257,497,788,330
2346,E01000382,1525,271,239,797,218,1541,289,245,784,223
2347,E01000384,1726,277,350,847,252,1712,326,292,841,253
2348,E01000387,1535,253,261,792,229,1603,304,248,821,230
2349,E01000428,1749,193,460,742,354,1866,211,419,839,397
2350,E01000458,1461,200,264,731,266,1442,190,242,652,358
2351,E01000459,1687,255,325,795,312,1840,290,373,842,335
2352,E01000381,1601,328,279,794,200,1716,358,303,867,188
2353,E01000383,1502,230,249,787,236,1527,243,251,761,272
2354,E01000385,1891,477,422,835,157,2009,473,388,996,152
2355,E01000386,1463,315,292,673,183,1506,300,300,727,179
2356,E01000398,1605,318,304,771,212,1633,298,294,841,200
2357,E01000399,1563,245,296,772,250,1590,283,243,796,268
2358,E01000400,1550,279,303,771,197,1592,288,266,831,207
2359,E01032566,1689,282,360,820,227,1893,329,351,1004,209
2360,E01000587,1710,304,428,769,209,1563,342,254,747,220
2361,E01000589,1932,336,441,984,171,2154,451,400,1097,206
2362,E01000590,1797,324,364,902,207,1747,336,280,928,203
2363,E01000592,1621,263,403,802,153,1541,293,258,804,186
2364,E01000593,2139,444,514,1056,125,2134,538,366,1037,193
2365,E01000594,1700,323,385,852,140,1750,384,315,881,170
2366,E01000513,1700,343,422,771,164,1545,295,292,788,170
2367,E01000514,1515,314,362,764,75,1440,303,261,740,136
2368,E01000516,1717,313,411,862,131,1919,426,342,985,166
2369,E01000520,1634,296,335,835,168,1767,371,283,890,223
2370,E01000588,2204,490,554,1024,136,2524,543,526,1277,178
2371,E01000515,1710,346,390,849,125,1883,470,339,948,126
2372,E01000517,1615,268,368,802,177,1451,282,228,758,183
2373,E01000543,1603,263,398,780,162,1469,298,210,779,182
2374,E01000591,2079,356,569,976,178,2148,458,356,1122,212
2375,E01033463,2908,427,706,1371,404,2842,500,453,1318,571
2376,E01000536,1578,237,372,780,189,1559,298,217,765,279
2377,E01000538,1582,282,334,805,161,1499,314,201,716,268
2378,E01000539,1542,233,317,764,228,1565,286,220,768,291
2379,E01000540,1494,208,334,766,186,1397,225,251,648,273
2380,E01000541,1406,240,328,676,162,1416,337,212,677,190
2381,E01000518,1672,336,382,808,146,1605,301,335,816,153
2382,E01000519,1934,403,491,893,147,1936,441,378,948,169
2383,E01000623,1771,330,442,847,152,1688,366,280,871,171
2384,E01000624,1685,316,337,813,219,1767,385,283,865,234
2385,E01000629,1919,328,457,975,159,2006,408,345,1058,195
2386,E01000480,1753,274,456,857,166,1686,281,354,863,188
2387,E01000484,1232,268,276,598,90,1492,329,296,749,118
2388,E01000485,1369,238,314,669,148,1351,285,241,674,151
2389,E01000486,1713,323,416,836,138,1625,370,281,766,208
2390,E01000487,1897,327,435,933,202,1974,414,381,963,216
2391,E01000572,1487,288,352,719,128,1372,284,234,674,180
2392,E01000573,1603,317,382,725,179,1606,340,290,791,185
2393,E01000574,1357,261,332,645,119,1432,334,221,735,142
2394,E01000575,1875,347,490,900,138,1968,389,413,1012,154
2395,E01000577,2425,620,635,1080,90,2427,657,468,1146,156
2396,E01000562,1549,257,322,792,178,1434,252,184,749,249
2397,E01000563,1476,204,328,748,196,1404,219,195,750,240
2398,E01000566,1537,252,350,778,157,1491,285,228,777,201
2399,E01000568,2273,191,1110,846,126,3118,287,1626,1069,136
2400,E01000569,1566,249,354,805,158,1398,196,191,758,253
2401,E01000479,1657,268,374,839,176,1615,294,266,823,232
2402,E01000481,1546,297,400,738,111,1537,358,253,786,140
2403,E01000482,2883,642,753,1276,212,2915,637,526,1464,288
2404,E01000483,1756,437,381,838,100,1828,493,304,904,127
2405,E01000625,1507,271,322,733,181,1568,294,293,743,238
2406,E01000498,1684,445,377,749,113,1605,387,320,763,135
2407,E01000622,1592,318,378,806,90,1643,402,304,846,91
2408,E01000626,1502,369,339,709,85,1494,373,268,713,140
2409,E01033464,3005,742,702,1319,242,2855,687,619,1276,273
2410,E01000497,1758,325,419,863,151,1701,284,387,848,182
2411,E01000499,1738,430,424,749,135,1973,488,453,888,144
2412,E01000501,1877,465,388,882,142,1873,461,346,879,187
2413,E01000502,1399,335,309,643,112,1729,477,259,825,168
2414,E01000503,1981,375,449,966,191,2003,424,338,1023,218
2415,E01000570,1580,304,372,791,113,1637,296,281,887,173
2416,E01000571,1717,286,452,794,185,1645,284,324,825,212
2417,E01000576,1661,272,412,794,183,1698,305,323,848,222
2418,E01000578,1824,270,417,853,284,2160,509,292,1048,311
2419,E01000564,1574,308,447,735,84,1664,357,310,873,124
2420,E01000565,1478,273,305,777,123,1628,319,262,831,216
2421,E01000607,2231,441,537,1090,163,2241,470,394,1178,199
2422,E01000608,2269,466,563,1090,150,2406,495,409,1321,181
2423,E01000613,1675,333,389,862,91,1815,454,293,959,109
2424,E01000506,1681,348,470,778,85,1916,411,437,960,108
2425,E01000509,1454,267,371,678,138,1408,266,267,733,142
2426,E01000510,1684,369,441,757,117,1770,436,296,891,147
2427,E01000511,1631,398,353,790,90,1606,400,275,777,154
2428,E01000627,1901,424,450,915,112,1990,414,386,1026,164
2429,E01000628,1896,413,476,888,119,1915,378,391,992,154
2430,E01000553,2113,372,579,1046,116,2187,412,459,1167,149
2431,E01000554,1865,365,454,934,112,2018,386,431,1033,168
2432,E01000555,1502,264,386,735,117,1609,288,366,776,179
2433,E01000556,1896,300,628,919,49,2190,339,518,1221,112
2434,E01000557,1878,254,572,956,96,1913,297,460,1021,135
2435,E01000558,1513,200,381,825,107,1556,240,372,800,144
2436,E01000567,1381,263,276,691,151,1276,259,201,644,172
2437,E01000606,1716,353,368,838,157,1656,324,288,885,159
2438,E01000609,2091,438,502,1013,138,1926,432,327,992,175
2439,E01000611,1424,240,389,685,110,1630,364,302,842,122
2440,E01000615,1611,307,396,806,102,2075,395,586,920,174
2441,E01000617,1752,276,478,823,175,1729,301,250,979,199
2442,E01000618,1641,323,386,735,197,1425,293,198,742,192
2443,E01000619,1653,291,411,794,157,1395,280,175,754,186
2444,E01033424,1527,280,530,692,25,5736,795,2733,2127,81
2445,E01033457,1735,322,494,820,99,1657,385,205,943,124
2446,E01000504,1689,244,449,902,94,1755,319,381,892,163
2447,E01000505,1675,318,480,767,110,1697,302,407,854,134
2448,E01000507,1642,263,476,763,140,1696,296,329,896,175
2449,E01000512,1720,265,462,898,95,1793,317,361,963,152
2450,E01000559,1425,151,419,761,94,1569,183,405,853,128
2451,E01000610,1938,381,388,984,185,2135,460,301,1143,231
2452,E01000612,1660,297,436,796,131,1647,338,278,888,143
2453,E01000631,1889,304,483,945,157,2148,450,318,1149,231
2454,E01000633,1986,293,547,985,161,2358,524,383,1300,151
2455,E01000634,2350,502,598,1152,98,2668,585,461,1481,141
2456,E01000616,1753,273,482,869,129,1824,309,338,1038,139
2457,E01000620,1716,258,437,838,183,1682,255,285,895,247
2458,E01000621,1788,313,481,858,136,1752,366,291,974,121
2459,E01000635,2435,427,706,1171,131,3017,622,495,1754,146
2460,E01000636,1787,249,511,869,158,2234,378,412,1255,189
2461,E01000596,1698,447,400,729,122,1716,491,332,767,126
2462,E01000601,1515,472,362,614,67,1408,398,282,652,76
2463,E01000602,1543,381,372,685,105,1486,335,338,689,124
2464,E01000603,1493,390,336,702,65,1538,440,245,729,124
2465,E01000604,1769,438,486,738,107,1695,378,407,775,135
2466,E01000605,1668,420,399,745,104,1602,394,334,766,108
2467,E01000488,1581,335,384,772,90,1620,311,360,804,145
2468,E01000637,1684,274,507,788,115,1772,332,395,897,148
2469,E01000639,1771,239,580,872,80,1987,295,546,1034,112
2470,E01000642,2070,254,687,1038,91,2520,329,699,1330,162
2471,E01000644,1951,358,499,975,119,2078,319,517,1074,168
2472,E01000490,1611,204,455,889,63,1817,244,399,1077,97
2473,E01000494,1745,229,514,829,173,1796,249,408,940,199
2474,E01000495,1587,179,415,821,172,1569,195,342,851,181
2475,E01000560,1631,197,518,814,102,1654,201,485,848,120
2476,E01000561,1814,297,487,921,109,1793,333,388,946,126
2477,E01000638,1945,406,467,993,79,2208,490,451,1159,108
2478,E01000640,2130,425,536,1081,88,2679,545,643,1389,102
2479,E01000641,1956,406,547,914,89,2122,475,516,993,138
2480,E01000643,2141,483,466,1024,168,2341,514,471,1183,173
2481,E01000508,1969,460,434,918,157,2247,509,419,1097,222
2482,E01000521,2190,504,452,1131,103,2253,518,389,1222,124
2483,E01000522,1928,488,410,896,134,2008,507,389,968,144
2484,E01000526,2271,539,587,974,171,2374,538,529,1098,209
2485,E01000527,2174,568,454,1023,129,2135,533,403,1041,158
2486,E01000528,1496,349,370,678,99,1580,363,311,776,130
2487,E01000471,1643,306,383,854,100,1545,253,262,896,134
2488,E01000474,2015,404,527,963,121,2086,428,407,1087,164
2489,E01000476,1624,238,420,817,149,1729,304,334,903,188
2490,E01000477,1920,412,428,986,94,2276,562,439,1145,130
2491,E01000630,2265,418,621,1086,140,2746,631,442,1490,183
2492,E01000595,1684,477,366,745,96,1625,446,340,727,112
2493,E01000599,1316,302,332,586,96,1246,312,218,620,96
2494,E01000600,2052,518,482,929,123,3683,954,706,1794,229
2495,E01033456,2203,569,563,911,160,2391,628,555,1009,199
2496,E01000545,1822,204,561,960,97,1896,348,383,1032,133
2497,E01000546,1654,238,441,863,112,1671,312,319,907,133
2498,E01000547,1790,286,447,935,122,1597,298,346,844,109
2499,E01000548,2062,239,612,1091,120,2124,282,489,1198,155
2500,E01000549,1945,322,398,1121,104,1789,334,286,997,172
2501,E01000472,1356,231,365,696,64,1939,419,367,1057,96
2502,E01000473,1894,307,541,903,143,2336,504,439,1215,178
2503,E01000475,1984,342,544,972,126,2033,407,365,1091,170
2504,E01000478,1649,289,400,839,121,2194,519,394,1096,185
2505,E01000632,2092,342,541,1014,195,2380,430,446,1270,234
2506,E01000489,1587,272,390,751,174,1500,221,292,756,231
2507,E01000491,2002,401,388,1044,169,1933,356,398,1003,176
2508,E01000492,1320,206,284,679,151,1274,209,195,700,170
2509,E01000493,1638,275,349,835,179,1526,270,259,826,171
2510,E01000581,1559,323,308,844,84,1384,300,237,733,114
2511,E01000523,2605,606,586,1291,122,2642,618,484,1397,143
2512,E01000524,2519,629,601,1183,106,2713,624,606,1337,146
2513,E01000525,1997,451,449,1003,94,2034,413,397,1075,149
2514,E01000533,2267,488,495,1148,136,2265,512,423,1199,131
2515,E01000535,2182,405,557,1119,101,2116,429,436,1132,119
2516,E01033455,1196,236,288,620,52,1518,258,289,893,78
2517,E01033485,1994,419,492,967,116,2140,388,479,1145,128
2518,E01000579,1673,244,411,907,111,1508,280,302,799,127
2519,E01000580,1985,366,359,1108,152,2037,464,344,1013,216
2520,E01000582,1848,377,355,1009,107,1690,393,271,857,169
2521,E01000583,2286,336,573,1261,116,2062,353,403,1159,147
2522,E01000586,2467,383,688,1316,80,2541,443,566,1400,132
2523,E01000530,1831,287,381,1014,149,1688,297,259,941,191
2524,E01000531,2088,363,513,1071,141,1944,351,407,1039,147
2525,E01000532,1637,228,362,930,117,1499,227,250,884,138
2526,E01000534,1780,347,397,911,125,1582,351,256,849,126
2527,E01000584,1706,302,383,857,164,1621,351,260,845,165
2528,E01000585,1814,351,355,990,118,1674,349,310,902,113
2529,E01000544,1789,391,447,865,86,1688,364,355,874,95
2530,E01000550,1973,347,468,1023,135,1936,359,406,963,208
2531,E01000551,2210,566,449,1068,127,2548,625,499,1237,187
2532,E01000552,1820,448,362,892,118,1522,447,275,697,103
2533,E01000779,1231,152,223,664,192,1296,213,158,702,223
2534,E01000780,1488,286,302,743,157,1575,287,284,814,190
2535,E01000781,1455,361,279,696,119,1561,410,261,774,116
2536,E01000782,1453,331,301,670,151,1611,397,262,833,119
2537,E01000783,1514,371,313,689,141,1819,440,359,911,109
2538,E01000785,1386,303,248,695,140,1604,364,240,884,116
2539,E01000689,1379,221,255,707,196,1461,256,289,716,200
2540,E01000690,1405,264,217,758,166,1405,277,196,741,191
2541,E01000691,1443,259,234,770,180,1640,324,243,853,220
2542,E01000692,1579,293,271,842,173,1604,319,207,859,219
2543,E01000784,1507,326,251,819,111,1624,364,222,888,150
2544,E01000799,1649,303,356,893,97,1878,385,350,1024,119
2545,E01000802,1743,324,287,1026,106,1798,354,234,1066,144
2546,E01000803,1606,290,291,894,131,1712,309,290,969,144
2547,E01000804,1439,250,223,815,151,1555,324,185,847,199
2548,E01000805,1515,264,234,896,121,1813,335,260,1019,199
2549,E01000740,1758,346,398,962,52,2443,463,510,1408,62
2550,E01000741,1613,255,320,980,58,1900,249,314,1251,86
2551,E01000742,2066,374,436,1196,60,2369,398,399,1456,116
2552,E01000745,1780,311,348,1022,99,2092,379,315,1289,109
2553,E01000746,1886,324,312,1140,110,2173,360,353,1310,150
2554,E01000709,1318,136,188,742,252,1389,184,171,809,225
2555,E01000710,1624,188,278,986,172,2260,374,303,1358,225
2556,E01000711,1743,151,329,1037,226,2084,290,274,1288,232
2557,E01000714,1893,209,412,1074,198,2355,400,387,1331,237
2558,E01000718,2093,445,442,1057,149,2251,515,394,1191,151
2559,E01000645,1375,225,189,749,212,1477,265,201,788,223
2560,E01000649,1980,349,298,1034,299,2003,350,282,1066,305
2561,E01000694,1621,278,178,830,335,2226,474,235,1167,350
2562,E01000695,1496,251,197,815,233,1638,280,240,833,285
2563,E01000696,1517,243,197,760,317,1529,258,203,752,316
2564,E01000697,1622,232,235,934,221,1758,318,211,1017,212
2565,E01000674,1573,235,289,861,188,1815,344,289,999,183
2566,E01000676,1760,282,434,863,181,2229,408,419,1250,152
2567,E01000820,1398,243,201,777,177,1666,318,230,911,207
2568,E01000822,1628,283,293,885,167,1740,393,263,958,126
2569,E01000823,1687,308,273,1003,103,1752,328,254,988,182
2570,E01000824,1212,244,242,655,71,1367,274,208,814,71
2571,E01000825,1582,256,260,896,170,1754,294,253,1013,194
2572,E01000743,1784,357,368,922,137,1947,339,334,1068,206
2573,E01000744,1545,323,328,750,144,1599,276,319,863,141
2574,E01000796,1651,416,400,766,69,1660,386,378,820,76
2575,E01000798,1480,291,378,730,81,1557,240,322,892,103
2576,E01000800,1636,338,359,887,52,1866,371,321,1099,75
2577,E01000806,1738,398,406,870,64,1987,438,393,1084,72
2578,E01000693,1602,273,278,690,361,1656,237,272,676,471
2579,E01000698,1184,157,200,610,217,1112,178,150,543,241
2580,E01000736,1561,334,297,757,173,1669,372,283,865,149
2581,E01000737,1376,271,243,648,214,1374,283,203,721,167
2582,E01000672,1520,259,231,812,218,1737,308,223,923,283
2583,E01000673,1571,318,237,863,153,1606,334,221,889,162
2584,E01000716,1540,193,242,816,289,1643,272,181,838,352
2585,E01000717,1626,175,317,936,198,1757,261,275,990,231
2586,E01000828,1583,255,204,866,258,1784,335,236,943,270
2587,E01000712,1656,184,284,969,219,1864,268,264,1059,273
2588,E01000713,1703,219,287,1010,187,1879,250,284,1075,270
2589,E01000715,1672,204,224,952,292,1766,251,189,1035,291
2590,E01000770,1427,183,194,722,328,1499,220,184,721,374
2591,E01000772,1515,220,183,767,345,1593,246,157,798,392
2592,E01000700,1519,296,255,886,82,1606,331,187,962,126
2593,E01000702,1332,231,217,790,94,1495,312,202,887,94
2594,E01000703,1616,324,277,897,118,1757,383,238,995,141
2595,E01000706,1302,237,211,732,122,1390,261,175,801,153
2596,E01000797,1564,278,231,947,108,1691,353,201,983,154
2597,E01000729,1801,430,409,806,156,2065,560,386,983,136
2598,E01000730,1750,496,425,723,106,1833,499,391,832,111
2599,E01000735,1494,341,296,699,158,1544,352,305,740,147
2600,E01000738,1525,289,256,751,229,1654,316,268,811,259
2601,E01000739,1525,392,274,700,159,1689,405,300,813,171
2602,E01000699,1456,287,326,779,64,1583,319,282,895,87
2603,E01000701,1335,244,208,792,91,1412,291,188,835,98
2604,E01000704,1453,301,231,785,136,1422,258,235,806,123
2605,E01000705,1317,264,237,725,91,1374,287,178,775,134
2606,E01000801,1424,259,262,766,137,1647,267,259,936,185
2607,E01000646,1648,266,291,828,263,1813,310,254,963,286
2608,E01000647,1620,358,243,906,113,1685,395,226,922,142
2609,E01000648,1748,368,266,969,145,1810,369,268,951,222
2610,E01000653,1577,251,203,822,301,1591,292,232,753,314
2611,E01000678,1717,351,309,915,142,1943,430,287,1049,177
2612,E01000670,1944,321,346,1080,197,2174,345,337,1221,271
2613,E01000675,1638,288,337,860,153,2466,384,506,1337,239
2614,E01000677,1798,382,307,1027,82,1962,399,269,1181,113
2615,E01000762,1627,235,275,827,290,1699,338,234,884,243
2616,E01000829,1748,349,269,968,162,1890,392,247,1036,215
2617,E01000719,1929,446,391,934,158,2148,528,371,1079,170
2618,E01000720,1647,420,324,815,88,1837,488,316,904,129
2619,E01000721,1335,358,262,600,115,1557,412,275,759,111
2620,E01000724,1784,499,387,736,162,1954,546,436,827,145
2621,E01000728,1471,267,227,774,203,1612,314,230,816,252
2622,E01000651,1626,267,226,786,347,1665,277,211,829,348
2623,E01000668,1629,320,256,927,126,2109,405,277,1218,209
2624,E01000669,1682,354,240,927,161,1681,338,230,964,149
2625,E01000671,1754,301,319,899,235,2340,444,353,1286,257
2626,E01000679,1669,378,267,903,121,1775,391,269,979,136
2627,E01000826,1623,294,284,839,206,1595,304,278,784,229
2628,E01000827,1696,261,262,877,296,1994,353,285,1008,348
2629,E01000830,1549,273,259,800,217,1543,291,227,759,266
2630,E01000831,1635,237,228,885,285,1768,336,241,913,278
2631,E01000833,1464,326,222,769,147,1399,275,235,732,157
2632,E01000650,1916,368,259,992,297,1963,377,268,975,343
2633,E01000652,1631,275,244,860,252,1585,253,219,823,290
2634,E01000807,1539,312,231,819,177,1645,361,257,827,200
2635,E01000809,1517,267,202,799,249,1506,285,183,761,277
2636,E01000722,1648,330,257,870,191,1824,357,288,990,189
2637,E01000725,1650,350,313,837,150,1825,356,378,903,188
2638,E01000731,1364,301,259,669,135,1502,375,257,734,136
2639,E01000732,1481,264,229,783,205,1444,270,200,772,202
2640,E01000733,1596,307,271,818,200,1672,343,242,870,217
2641,E01000769,1422,248,314,746,114,1445,252,286,776,131
2642,E01000773,1522,283,222,752,265,1621,344,224,766,287
2643,E01000775,2279,491,349,1189,250,2342,444,361,1211,326
2644,E01000777,1568,306,275,827,160,1595,336,244,837,178
2645,E01000778,1586,331,271,824,160,1610,330,253,879,148
2646,E01000808,1606,319,191,846,250,1589,314,170,821,284
2647,E01000810,1503,250,182,825,246,1506,319,134,772,281
2648,E01000811,1322,224,207,738,153,1354,279,174,750,151
2649,E01000813,1605,278,213,842,272,1650,337,187,836,290
2650,E01000815,1538,276,225,826,211,1532,293,185,783,271
2651,E01000661,1605,387,324,753,141,2735,737,470,1347,181
2652,E01000662,1741,325,341,853,222,1872,383,348,964,177
2653,E01000663,1631,352,224,839,216,1666,357,229,870,210
2654,E01000664,1614,335,306,809,164,1664,352,259,829,224
2655,E01000763,1455,278,230,785,162,1424,266,217,723,218
2656,E01000764,1613,297,295,809,212,1752,363,271,899,219
2657,E01000766,1718,329,240,920,229,1800,401,214,905,280
2658,E01000767,1644,351,232,877,184,1563,278,225,806,254
2659,E01000834,1328,260,231,711,126,1334,274,201,688,171
2660,E01000727,1554,258,238,821,237,1703,294,226,872,311
2661,E01000734,1364,301,249,678,136,1411,336,232,701,142
2662,E01000790,2036,346,466,995,229,2493,426,485,1335,247
2663,E01000812,1497,208,234,830,225,1575,277,195,852,251
2664,E01000814,1527,209,264,854,200,1417,259,164,731,263
2665,E01000723,1246,148,162,682,254,1191,137,150,610,294
2666,E01000726,1284,187,197,689,211,1270,206,196,654,214
2667,E01000787,1401,198,234,693,276,1471,251,214,728,278
2668,E01000788,1527,267,273,796,191,1554,290,248,824,192
2669,E01000791,1442,213,205,715,309,1444,212,204,709,319
2670,E01000832,1486,270,233,775,208,1462,254,223,720,265
2671,E01000835,1622,309,311,793,209,1726,363,312,845,206
2672,E01000836,1421,294,247,731,149,1405,286,214,730,175
2673,E01000837,1515,281,220,748,266,1539,301,222,762,254
2674,E01000838,1454,232,234,709,279,1439,257,209,704,269
2675,E01000839,1492,257,259,815,161,1397,225,211,722,239
2676,E01000840,1547,178,212,768,389,1465,181,163,693,428
2677,E01000841,1560,278,248,805,229,1680,306,238,846,290
2678,E01000753,1809,298,238,866,407,1904,399,235,881,389
2679,E01000754,1681,308,255,855,263,1737,335,242,910,250
2680,E01000755,1502,258,221,744,279,1533,253,228,761,291
2681,E01000757,1493,222,198,839,234,1564,285,173,770,336
2682,E01000758,1479,235,232,760,252,1463,271,223,735,234
2683,E01000786,1415,161,184,720,350,1477,189,185,713,390
2684,E01000789,1831,607,421,721,82,2030,621,388,901,120
2685,E01000792,1143,205,188,542,208,1480,345,213,732,190
2686,E01000793,1580,235,224,810,311,1419,201,181,712,325
2687,E01000795,1411,291,221,732,167,1391,304,178,709,200
2688,E01000665,1822,352,309,937,224,1902,360,319,986,237
2689,E01000666,1821,257,244,983,337,1853,247,263,926,417
2690,E01000667,1618,282,230,823,283,1598,254,250,782,312
2691,E01000756,1565,260,263,788,254,1640,288,229,823,300
2692,E01000759,1549,297,254,828,170,1579,289,258,810,222
2693,E01000760,1507,255,243,765,244,1539,249,233,762,295
2694,E01000761,1551,307,246,854,144,1551,261,234,816,240
2695,E01000765,1707,315,310,874,208,1813,355,265,947,246
2696,E01000768,1556,255,289,782,230,1496,239,211,769,277
2697,E01000681,1702,332,255,925,190,1812,345,268,970,229
2698,E01000682,1521,255,234,762,270,1588,291,205,791,301
2699,E01000683,1596,279,269,867,181,1619,332,231,887,169
2700,E01000684,2045,434,285,1128,198,2175,516,265,1154,240
2701,E01000794,1556,231,211,842,272,1557,278,158,773,348
2702,E01000749,1584,259,199,834,292,1681,251,211,813,406
2703,E01000750,1499,265,275,751,208,1440,237,239,706,258
2704,E01000751,2014,403,309,1025,277,2190,475,327,1091,297
