,OA code,price,"Price (central estimate, natural log scale)",oa,Unnamed: 0
0,E00000001,1242312.2924138787,14.0324849530364,E00000001,5.276457667350769
1,E00000005,1085345.7571653363,13.8974091643906,E00000005,5.439879894256592
2,E00000013,945407.286377074,13.7593711045012,E00000013,5.258798394884382
3,E00000014,706003.8845201295,13.4673760186134,E00000014,5.647713899612427
4,E00000017,1230063.8892759415,14.0225766685004,E00000017,5.821830052595872
5,E00000018,1088778.5770507788,13.9005670543826,E00000018,5.520053148269653
6,E00000019,1065287.8880565704,13.8787556380205,E00000019,5.519866396399105
7,E00000020,1080942.068352976,13.8933435043925,E00000020,5.556891775131225
8,E00000021,1001044.2118998398,13.8165542250541,E00000021,5.59909958420819
9,E00000023,672766.6501624895,13.4191538176883,E00000023,5.887871640069144
10,E00000024,1085468.9571446967,13.8975226701437,E00000024,5.645273373143314
11,E00000025,1169314.1351508189,13.9719279256133,E00000025,5.628571299633177
12,E00000027,1102924.299782859,13.9134756646772,E00000027,5.460222638977898
13,E00000028,791980.6345105863,13.5822922191221,E00000028,5.866584426164627
14,E00000029,754469.9304957199,13.5337707028448,E00000029,5.6488378121077645
15,E00000030,487442.190274555,13.0969269783362,E00000030,5.374741962322822
16,E00000031,527536.8073102849,13.1759739187896,E00000031,5.05221700668335
17,E00000035,1031438.6196250618,13.846465103785,E00000035,5.761741475946099
18,E00000037,200356.4455370645,12.2078532869322,E00000037,5.641270289054284
19,E00000038,236182.34976618463,12.3723594541539,E00000038,5.602756052017212
20,E00000039,196708.4831484874,12.1894781307908,E00000039,5.545043775013515
21,E00000040,231115.5596053236,12.3506731224483,E00000040,5.290376084191458
22,E00000041,257929.9787643001,12.4604434269297,E00000041,5.386399964491527
23,E00000042,212327.3176655062,12.2658843142392,E00000042,5.29014696015252
24,E00000043,220992.34191644288,12.3058833279377,E00000043,5.5387634209224155
25,E00000045,193696.63542251074,12.1740484792004,E00000045,5.494988688400814
26,E00000046,225731.85184705319,12.3271030775585,E00000046,5.051374382442898
27,E00000048,205577.90035849094,12.2335803182571,E00000048,5.403941303491592
28,E00000049,237722.99864690166,12.378861403598,E00000049,5.53511157963011
29,E00000050,216577.7623869019,12.2857049415513,E00000050,5.323446122082797
30,E00000051,236055.77445328227,12.3718233885148,E00000051,5.628365766434443
31,E00000052,201529.80020026752,12.2136925412467,E00000052,5.166742527123653
32,E00000053,229344.68431665128,12.3429813225893,E00000053,5.39272764523824
33,E00000054,222464.24047745057,12.3125216507168,E00000054,5.329263273407431
34,E00000055,246306.53560983966,12.4143321189163,E00000055,5.517574504802101
35,E00000056,210861.23197081056,12.2589555277147,E00000056,5.0174082724253335
36,E00000057,213077.70145582716,12.2694121737371,E00000057,5.042702625195186
37,E00000059,201812.0984465746,12.2150923377635,E00000059,4.768037438392639
38,E00000060,240433.72768393357,12.3901997699884,E00000060,5.5864173033658195
39,E00000061,214649.31323604236,12.2767608741882,E00000061,5.2835410767131386
40,E00000062,224874.43461154535,12.3232974570153,E00000062,5.317820285047803
41,E00000063,216357.7364580506,12.2846885040063,E00000063,5.523359945842198
42,E00000064,224684.40626176813,12.3224520577313,E00000064,5.615950867533684
43,E00000065,230069.62350163198,12.3461372529743,E00000065,5.3190326156287355
44,E00000066,223471.57033972576,12.3170394828855,E00000066,5.631877113791073
45,E00000067,195516.7773460324,12.1834014723522,E00000067,5.337418079376221
46,E00000068,215887.2465282811,12.2825115435598,E00000068,5.391858255161958
47,E00000069,223836.75149753437,12.3186722771847,E00000069,5.231256637573242
48,E00000070,188292.55530825857,12.1457521775294,E00000070,5.150267859299977
