,Unnamed: 0,X,LSOA.code..2011.,Income.Score..rate.,lsoa,Unnamed..0,resid,res_dec,Outdoors.Sub.domain.Score,outdoor_resid,Education..Skills.and.Training.Score,wealth_resid,education_resid
2706,2707,2706,E01002773,0.324,E01002773,5.48568887710571,0.173900223290921,8,1.819,0.0241765882444238,22.424,0.173900223290921,-0.0819300424146596
2707,2708,2707,E01002774,0.176,E01002774,5.74458006739616,0.230376128994451,9,1.978,-0.118564926662004,8.902,0.230376128994451,-0.22038268862275
2709,2710,2709,E01002776,0.204,E01002776,5.45013753856931,-0.0257716162619004,4,2.121,0.130023116654244,16.766,-0.0257716162619004,-0.0897876077296299
2710,2711,2710,E01002777,0.175,E01002777,5.52792914591584,0.0123575366723184,5,1.682,-0.0335112468146995,6.937,0.0123575366723184,-0.0102419527938424
2711,2712,2711,E01002778,0.251,E01002778,5.35823284452026,-0.0533957807461898,3,2.065,0.176336999770632,24.106,-0.0533957807461898,0.0358699672767877
2713,2714,2713,E01002780,0.177,E01002780,5.87399018533302,0.361153917773111,9,1.698,-0.242910929038766,9.3,0.361153917773111,-0.364007467116877
2714,2715,2714,E01002781,0.232,E01002781,5.85622119903564,0.418606827774929,9,1.521,-0.361311877475438,12.247,0.418606827774929,-0.492543347504097
2715,2716,2715,E01002782,0.274,E01002782,5.52462073314337,0.144448537238403,7,1.607,-0.0868678898502622,22.688,0.144448537238403,-0.23296766584542
2716,2717,2716,E01002783,0.286,E01002783,5.6178178563714,0.254057710568077,9,1.84,0.0542820485093651,21.209,0.254057710568077,-0.124656409592542
2717,2718,2717,E01002784,0.243,E01002784,5.59842512405144,0.175855132050558,8,1.461,0.0034379773237606,16.574,0.175855132050558,-0.105793148090373
2718,2719,2718,E01002785,0.096,E01002785,5.89102355743709,0.267405951691098,9,1.732,-0.196244574286073,2.101,0.267405951691098,-0.111925135081625
2721,2722,2721,E01002788,0.099,E01002788,5.83871171384487,0.21919712062429,8,1.443,-0.225824787887541,2.069,0.21919712062429,-0.197747786339685
2722,2723,2722,E01002789,0.077,E01002789,5.85355241830684,0.203949066566577,8,1.655,-0.288240679698747,0.537,0.203949066566577,-0.161536805642496
2724,2725,2724,E01002791,0.075,E01002791,5.63667068528194,-0.0156680081419292,4,2.071,0.0012432214712542,10.811,-0.0156680081419292,-0.157354284423857
2725,2726,2725,E01002792,0.097,E01002792,5.79133738589888,0.169087450994687,8,1.82,-0.200974493103431,4.696,0.169087450994687,-0.170424418379423
2726,2727,2726,E01002793,0.24,E01002793,5.64173802276989,0.215065018243606,8,2.212,-0.0438081643669075,13.255,0.215065018243606,-0.100417892624508
2727,2728,2727,E01002794,0.118,E01002794,5.57845843929091,-0.0150704079354044,4,2.255,-0.0708009473188986,7.441,-0.0150704079354044,-0.0665204327957444
2728,2729,2728,E01002795,0.158,E01002795,5.50448896167995,-0.0343330518742248,4,2.229,0.0198354840145109,15.707,-0.0343330518742248,-0.0913481374157826
2729,2730,2729,E01002796,0.159,E01002796,5.55239015817642,0.0149358154640489,5,1.747,-0.0138828385772045,1.671,0.0149358154640489,0.0752267417106293
2731,2732,2731,E01002798,0.145,E01002798,5.52557542832459,-0.0310263061730354,4,1.947,0.005481493807503,5.725,-0.0310263061730354,0.0077262087565092
2732,2733,2732,E01002799,0.241,E01002799,5.45533125675642,0.0300259230719312,5,2.042,-0.0449603594500658,14.199,0.0300259230719312,-0.0344314139079012
2733,2734,2733,E01002800,0.231,E01002800,5.43420699206732,-0.0047750500352026,4,1.736,0.139666575130976,40.765,-0.0047750500352026,-0.210758101227724
2734,2735,2734,E01002801,0.095,E01002801,5.59637820389536,-0.0286070726924417,4,2.175,-0.119615155403226,1.383,-0.0286070726924417,-0.0682131295190326
2735,2736,2735,E01002802,0.142,E01002802,5.49747688702817,-0.0632278599948607,3,1.91,-0.0780498874547681,5.643,-0.0632278599948607,0.0423332810856068
2736,2737,2736,E01002803,0.152,E01002803,5.60035718733968,0.0533291487346852,6,2.322,-0.0409935700187243,12.226,0.0533291487346852,-0.16567032521618
2738,2739,2738,E01002805,0.136,E01002805,5.68476613056965,0.115855358495799,7,1.376,-0.356967284063825,9.398,0.115855358495799,-0.0101581119704025
2739,2740,2739,E01002806,0.177,E01002806,5.5855269741129,0.0726907065529896,6,1.383,-0.128490049340665,4.561,0.0726907065529896,-0.0426266529752308
2740,2741,2740,E01002807,0.233,E01002807,5.30586718093781,-0.1303795194811,2,1.486,-0.0717635525899319,15.467,-0.1303795194811,0.0729249261655064
2741,2742,2741,E01002808,0.176,E01002808,5.50345974965174,-0.0107441887499768,4,1.552,-0.0035570349414483,8.441,-0.0107441887499768,0.0027988604071474
2743,2744,2743,E01002810,0.221,E01002810,5.67786426544189,0.22520551492134,9,1.761,-0.13889627742052,12.716,0.22520551492134,-0.12319514996554
2744,2745,2744,E01002811,0.261,E01002811,5.63044449045688,0.232492573608469,9,1.519,-0.0832020376805115,9.079,0.232492573608469,-0.185542882805726
2746,2747,2746,E01002813,0.038,E01002813,5.85138462430282,0.148442109732216,8,1.936,-0.234945144014061,0.791,0.148442109732216,-0.175407434534297
2747,2748,2747,E01002814,0.158,E01002814,5.69661344074812,0.157791427193944,8,2.072,0.0688680007361478,3.043,0.157791427193944,0.0731999805782284
2749,2750,2749,E01002816,0.022,E01002816,5.79502873736269,0.0702034893232368,6,1.947,-0.361506375335983,0.34,0.0702034893232368,-0.120149184127367
2751,2752,2751,E01002818,0.015,E01002818,5.71783040351227,-0.0165685404198153,4,2.189,-0.237643271698698,3.541,-0.0165685404198153,-0.104720654967037
2752,2753,2752,E01002819,0.015,E01002819,5.74141759271464,0.0070186487825603,5,1.76,-0.281261946054368,6.697,0.0070186487825603,-0.121937593339262
2755,2756,2755,E01002822,0.013,E01002822,5.91632259958159,0.179188313965898,8,2.194,-0.22747855760414,2.154,0.179188313965898,-0.172566554143329
2761,2762,2761,E01002828,0.074,E01002828,5.58787232252859,-0.0658340417370798,3,2.08,-0.0768526696552611,2.883,-0.0658340417370798,-0.0421588540069676
2763,2764,2763,E01002830,0.215,E01002830,5.63287103950203,0.172006263930657,8,2.181,-0.100996816714277,7.992,0.172006263930657,-0.10463782424429
2764,2765,2764,E01002831,0.215,E01002831,5.56306347893734,0.10219870336596,7,2.359,-0.128354109204479,5.882,0.10219870336596,-0.0552566123603231
2765,2766,2765,E01002832,0.218,E01002832,5.55726090516194,0.100499142115977,7,2.059,-0.004738006779073,7.115,0.100499142115977,-0.0251583522709686
2766,2767,2766,E01002833,0.083,E01002833,5.77915695617939,0.137759629489947,7,2.215,-0.321570903230127,3.969,0.137759629489947,-0.0435708108636584
2767,2768,2767,E01002834,0.056,E01002834,6.00662789079878,0.328303451380644,9,2.093,-0.26014398603998,0.199,0.328303451380644,-0.362212208503798
2768,2769,2768,E01002835,0.024,E01002835,5.86523295365847,0.143143047302622,7,2.293,-0.106786181059373,2.626,0.143143047302622,-0.0802240650549483
2769,2770,2769,E01002836,0.043,E01002836,6.0415618121624,0.345457651800817,9,2.222,-0.439455885032996,1.32,0.345457651800817,-0.390076646168829
2771,2772,2771,E01002838,0.011,E01002838,5.9473947004268,0.20752507312751,8,2.184,-0.344340489949092,1.764,0.20752507312751,-0.222608515454409
2772,2773,2772,E01002839,0.111,E01002839,6.03538440025016,0.432281857131218,9,2.305,-0.279711789514761,1.707,0.432281857131218,-0.201885838190453
2775,2776,2775,E01002842,0.363,E01002842,6.17119646072388,0.912746969739423,9,2.202,-0.513701399934533,17.635,0.912746969739423,-0.333414263290146
2776,2777,2776,E01002843,0.287,E01002843,5.57655679007046,0.214164315108933,8,2.072,-0.0625654441859392,14.707,0.214164315108933,-0.0667999464302851
2777,2778,2777,E01002844,0.084,E01002844,5.82327563846158,0.183245982613939,8,2.049,-0.161169634699565,1.149,0.183245982613939,-0.128294270167476
2778,2779,2778,E01002845,0.126,E01002845,5.91479591463433,0.332208434142439,9,2.365,-0.288200883912193,2.09,0.332208434142439,-0.232194986553215
2779,2780,2779,E01002846,0.162,E01002846,5.93973865856727,0.406387328380307,9,2.32,-0.184517724404503,1.888,0.406387328380307,-0.1556048944835
2780,2781,2780,E01002847,0.08,E01002847,6.02910294899574,0.383602609780885,9,2.115,-0.38718220764032,0.69,0.383602609780885,-0.286747653347595
2782,2783,2782,E01002849,0.068,E01002849,5.98881856600444,0.326906176687941,9,2.183,-0.384653413320309,0.861,0.326906176687941,-0.299314359755799
2783,2784,2783,E01002850,0.111,E01002850,5.69417250562798,0.0910699625090362,6,2.0,-0.366820903019738,1.869,0.0910699625090362,-0.0653610984759734
2784,2785,2784,E01002851,0.26,E01002851,5.84693456080652,0.447614973116303,9,2.1,-0.218257737366354,3.484,0.447614973116303,-0.157114571175897
2786,2787,2786,E01002853,0.379,E01002853,5.48282057252424,0.246253815008638,9,2.367,0.147241200334545,28.829,0.246253815008638,-0.139911901082158
2787,2788,2787,E01002854,0.325,E01002854,5.26350949842905,-0.0469114845439354,3,2.166,0.308270344624151,13.844,-0.0469114845439354,0.187848325678504
2788,2789,2788,E01002855,0.317,E01002855,5.44959586691634,0.128233517208919,7,2.151,-0.0858781348992078,9.941,0.128233517208919,0.105898122583301
2789,2790,2789,E01002856,0.209,E01002856,5.7921146122185,0.323043811596299,9,2.319,0.110930642911065,7.589,0.323043811596299,0.0555774210360908
2790,2791,2790,E01002857,0.389,E01002857,5.35292011174289,0.130030062645325,7,1.918,-0.012729480565987,17.439,0.130030062645325,0.226521455460265
2792,2793,2792,E01002859,0.024,E01002859,5.95205064470118,0.229960738345328,9,2.017,-0.445859070464506,0.987,0.229960738345328,-0.237144679510229
2793,2794,2793,E01002860,0.013,E01002860,5.63130359362839,-0.1058306919873,2,2.015,-0.162396238900568,0.108,-0.1058306919873,0.0027385671821519
2794,2795,2794,E01002861,0.068,E01002861,5.69058368979274,0.028671300476242,5,2.109,-0.262021602327988,6.71,0.028671300476242,-0.124144334913114
2795,2796,2795,E01002862,0.159,E01002862,5.6883410680092,0.150886725296825,8,2.05,-0.332147497063813,7.831,0.150886725296825,-0.0682886475958711
2796,2797,2796,E01002863,0.012,E01002863,5.74061817581914,0.0021162193616487,5,2.247,-0.11025529578715,2.533,0.0021162193616487,-0.172795058054581
2798,2799,2798,E01002865,0.021,E01002865,5.83604264259338,0.109849723712124,7,2.048,-0.175393344599397,0.215,0.109849723712124,-0.178015361362705
2799,2800,2799,E01002866,0.107,E01002866,5.85328683966682,0.244713613180664,9,1.901,-0.2516153664754,2.534,0.244713613180664,-0.254620821583346
2800,2801,2800,E01002867,0.142,E01002867,5.72905941342199,0.168354666398953,8,1.951,-0.128958558096744,4.649,0.168354666398953,-0.196501250000638
2803,2804,2803,E01002870,0.317,E01002870,5.44152665391881,0.120164304211398,7,1.614,0.0597041740292192,18.712,0.120164304211398,0.078840027695586
2805,2806,2805,E01002872,0.289,E01002872,5.58863812446594,0.228980991188027,9,1.772,-0.041216868554371,13.983,0.228980991188027,-0.114755404233681
2807,2808,2807,E01002874,0.107,E01002874,5.96390481271606,0.355331586229899,9,2.007,-0.108351710833956,1.886,0.355331586229899,-0.105473474670505
2808,2809,2808,E01002875,0.059,E01002875,5.89477324077528,0.220551813882552,8,1.888,-0.0725077298191278,0.386,0.220551813882552,-0.108614126518448
2809,2810,2809,E01002876,0.123,E01002876,6.05662693813735,0.469936445120053,9,2.114,-0.278679865348147,4.879,0.469936445120053,-0.234282356401092
2810,2811,2810,E01002877,0.313,E01002877,5.31163209118867,-0.0152009418859646,4,2.07,0.428679325529526,19.574,-0.0152009418859646,0.222645752525763
2811,2812,2811,E01002878,0.199,E01002878,5.56408383540057,0.0813363263603406,6,2.347,0.268940186337343,6.905,0.0813363263603406,0.166904949109704
2813,2814,2813,E01002880,0.304,E01002880,5.30533882318917,-0.0338032474616921,4,1.965,0.351978276898371,21.026,-0.0338032474616921,0.101731118086431
2814,2815,2814,E01002881,0.281,E01002881,5.61720639556202,0.246607895549672,9,1.732,-0.0697080741723645,17.026,0.246607895549672,-0.139191723087372
2816,2817,2816,E01002883,0.033,E01002883,5.69990036834,-0.009880500439622,4,2.114,0.0165695133510164,0.531,-0.009880500439622,-0.050892649101971
2817,2818,2817,E01002884,0.09,E01002884,5.86503220726462,0.233208576467803,9,2.268,-0.097403245737137,2.649,0.233208576467803,0.0378386363178491
2820,2821,2820,E01002887,0.022,E01002887,5.89857536627922,0.173750118239769,8,2.047,-0.165803873419711,0.139,0.173750118239769,-0.0178983939857743
2821,2822,2821,E01002888,0.032,E01002888,5.73216454092279,0.0210160013013648,5,1.928,-0.119382601021951,0.955,0.0210160013013648,-0.0341808348143118
2822,2823,2822,E01002889,0.038,E01002889,5.97681460797208,0.27387209340148,9,1.79,-0.482983151234608,1.673,0.27387209340148,-0.254570830774239
2824,2825,2824,E01002891,0.023,E01002891,5.82542141801433,0.101963840816673,7,2.044,-0.124398612996525,0.948,0.101963840816673,-0.0682799430355401
2825,2826,2825,E01002892,0.024,E01002892,5.88166411026664,0.159574203910794,8,1.883,-0.122276149868474,0.569,0.159574203910794,-0.0633013376227094
2826,2827,2826,E01002893,0.126,E01002893,6.09797976853011,0.515392288038225,9,1.643,-0.54839122869858,7.1,0.515392288038225,-0.330874763232582
2828,2829,2828,E01002895,0.02,E01002895,5.68222642426539,-0.0453341654576733,3,2.144,-0.156602411806942,4.35,-0.0453341654576733,-0.152590257884969
2832,2833,2832,E01002899,0.135,E01002899,5.68823945867843,0.117961015762767,7,1.741,-0.151902525556706,5.284,0.117961015762767,-0.0128492525029211
2833,2834,2833,E01002900,0.01,E01002900,5.74101429731667,-0.0002230008244242,5,1.881,-0.0892211037738727,0.845,-0.0002230008244242,-0.0787656638936029
2834,2835,2834,E01002901,0.072,E01002901,5.72489200097433,0.068450295025055,6,2.298,-0.0631379972878749,4.584,0.068450295025055,-0.084156254270666
2836,2837,2836,E01002903,0.01,E01002903,5.62185913906958,-0.11937815907152,2,2.073,-0.114511660944318,0.864,-0.11937815907152,-0.0775490453979694
2838,2839,2838,E01002905,0.294,E01002905,5.67894242223629,0.326123643167396,9,2.114,-0.107317536343574,14.428,0.326123643167396,-0.106145279789658
2839,2840,2839,E01002906,0.21,E01002906,5.59415923838584,0.126456108605445,7,1.914,-0.073855392749176,12.324,0.126456108605445,-0.106930325622099
2840,2841,2840,E01002907,0.411,E01002907,5.51572959578556,0.32292830520767,9,1.91,-0.157081543583508,24.795,0.32292830520767,-0.386285065745751
2841,2842,2841,E01002908,0.157,E01002908,5.87082236883592,0.330632684439936,9,2.277,-0.0037364462190189,4.688,0.330632684439936,-0.203508092549924
2842,2843,2842,E01002909,0.193,E01002909,6.01474775075912,0.523794216668072,9,2.122,-0.278611378239731,7.526,0.523794216668072,-0.285556060107614
2844,2845,2844,E01002911,0.025,E01002911,5.92169026630681,0.200968030792762,8,2.195,-0.195335281530741,1.516,0.200968030792762,-0.157227776483469
2846,2847,2846,E01002913,0.107,E01002913,5.73380437741677,0.125231150930613,7,2.144,-0.194084405808194,3.343,0.125231150930613,-0.0265813589330018
2847,2848,2847,E01002914,0.03,E01002914,5.58475205138489,-0.129131829920134,2,1.876,-0.124707119962802,2.692,-0.129131829920134,-0.0713723091181557
2848,2849,2848,E01002915,0.048,E01002915,5.65976529565208,-0.0295005105004802,4,0.908,0.268895833879351,5.219,-0.0295005105004802,0.232321237086052
2849,2850,2849,E01002916,0.046,E01002916,5.98632383463429,0.294322686798123,9,1.049,0.0902702324336084,4.003,0.294322686798123,-0.139737637404843
2850,2851,2850,E01002917,0.035,E01002917,5.92854764904731,0.221502121951303,8,0.776,0.0698757486735552,1.978,0.221502121951303,-0.0988488040206408
2853,2854,2853,E01002920,0.039,E01002920,5.80289650318168,0.101321659452888,7,0.328,-0.0520519319402366,1.976,0.101321659452888,-0.0226776873610505
2854,2855,2854,E01002921,0.096,E01002921,5.70947744748364,0.0858598417376421,6,0.638,-0.0179301888615004,10.803,0.0858598417376421,-0.117569312828553
2855,2856,2855,E01002922,0.063,E01002922,5.96526497697073,0.296514233445221,9,0.363,-0.121722708811156,0.762,0.296514233445221,-0.0827342137769089
2857,2858,2857,E01002924,0.025,E01002924,6.10326771150556,0.38254547599151,9,0.367,-0.160343230957033,0.615,0.38254547599151,-0.132110029470464
2858,2859,2858,E01002925,0.065,E01002925,5.55323198220588,-0.112783419636028,2,0.415,-0.18704230653288,2.067,-0.112783419636028,0.0698620013039933
2859,2860,2859,E01002926,0.044,E01002926,5.8046995566623,0.109963067142526,7,0.332,-0.187742676492968,1.675,0.109963067142526,-0.0147562265797525
2860,2861,2860,E01002927,0.086,E01002927,5.6497943940228,0.0125000798587669,5,0.924,-0.0547353656759196,3.757,0.0125000798587669,0.141592398278434
2861,2862,2861,E01002928,0.131,E01002928,5.60943811781266,0.0336889915297898,5,0.767,-0.0508044193362028,4.183,0.0336889915297898,0.0389006328897658
2862,2863,2862,E01002929,0.04,E01002929,5.94231703840656,0.242109865519568,9,0.734,-0.199133316701672,0.666,0.242109865519568,0.0003267538163513
2863,2864,2863,E01002930,0.087,E01002930,5.52904309115364,-0.106883552168592,2,0.615,-0.196380178248134,7.117,-0.106883552168592,0.0480994281221403
2864,2865,2864,E01002931,0.072,E01002931,5.8177473430862,0.161305637136917,8,0.923,-0.195112246145011,1.604,0.161305637136917,-0.05063467478898
2865,2866,2865,E01002932,0.19,E01002932,5.40805369423282,-0.0870028523836463,3,0.719,0.0359587213453946,15.714,-0.0870028523836463,0.153500269742501
2866,2867,2866,E01002933,0.121,E01002933,5.77986571805697,0.190439883356062,8,0.632,-0.244785493274933,4.131,0.190439883356062,0.0284061268693784
2867,2868,2867,E01002934,0.031,E01002934,5.83269317591027,0.120176965447046,7,0.699,-0.140904405665736,1.031,0.120176965447046,0.029203333003916
2868,2869,2868,E01002935,0.061,E01002935,5.60538992323453,-0.0660961619745892,3,1.08,-0.207517960273312,1.145,-0.0660961619745892,-0.0084992268183035
2869,2870,2869,E01002937,0.031,E01002937,5.7251418685091,0.0126256580458711,5,0.649,-0.274350621829005,1.595,0.0126256580458711,0.0255528522748568
2870,2871,2870,E01002938,0.039,E01002938,5.82457292735577,0.12299808362697,7,0.646,-0.263061607135336,1.172,0.12299808362697,-0.049688549750203
2871,2872,2871,E01002939,0.094,E01002939,5.47258238181347,-0.153770565616136,1,0.466,0.114979882313416,15.518,-0.153770565616136,0.0847152392806354
2874,2875,2874,E01002942,0.068,E01002942,5.63407930273276,-0.0278330865837327,4,0.715,0.113948487898384,16.226,-0.0278330865837327,0.0788062835917233
2875,2876,2875,E01002943,0.103,E01002943,5.41324149662594,-0.200802413227435,1,0.552,0.2411656787354,27.304,-0.200802413227435,0.0221988585197125
2883,2884,2883,E01002951,0.056,E01002951,5.55939799711245,-0.118926442305687,2,0.781,0.0379704164001319,0.364,-0.118926442305687,0.0966584066595432
2887,2888,2887,E01002955,0.076,E01002955,5.61044429017169,-0.0405267324103754,4,0.695,0.124242709132192,3.864,-0.0405267324103754,0.0175983741447939
2892,2893,2892,E01002960,0.052,E01002960,5.96809431339832,0.28429919061297,9,0.725,-0.173418384061486,0.84,0.28429919061297,-0.0561920413618073
2893,2894,2893,E01002961,0.064,E01002961,5.90135328668229,0.233970213998583,9,0.552,-0.0710277269199227,0.863,0.233970213998583,-0.0269409507513383
2894,2895,2894,E01002962,0.077,E01002962,5.58061452325947,-0.0689888284807966,3,0.525,0.0467904361782234,15.908,-0.0689888284807966,0.0806505471073292
2896,2897,2896,E01002964,0.097,E01002964,5.63139106432597,0.0091411294217765,5,0.977,-0.133919868467772,10.389,0.0091411294217765,-0.0984632495195407
2897,2898,2897,E01002965,0.094,E01002965,5.59115262716774,-0.0352003202618632,4,0.741,-0.0600113983395659,1.64,-0.0352003202618632,0.10580812299188
2900,2901,2900,E01002968,0.058,E01002968,5.36753481541535,-0.308054282319184,0,1.015,-0.168293096949058,3.301,-0.308054282319184,0.182031821702433
2901,2902,2901,E01002969,0.301,E01002969,5.33302576975389,-0.0102193134223835,4,0.644,0.101287989075292,35.926,-0.0102193134223835,0.0174676547668453
2904,2905,2904,E01002972,0.093,E01002972,5.68018991172693,0.0524692934555275,6,1.043,-0.0616418178091729,5.032,0.0524692934555275,0.0137066264231873
2906,2907,2906,E01002974,0.113,E01002974,5.83418058526927,0.233813383833935,9,0.953,-0.197903365535293,2.597,0.233813383833935,-0.0076836145144432
2907,2908,2907,E01002975,0.1,E01002975,5.82083926082316,0.202692338444379,8,1.048,0.217212177573625,5.92,0.202692338444379,0.254928385444916
2909,2910,2909,E01002977,0.148,E01002977,5.61593169786713,0.0634329758949216,6,0.671,0.160806686085684,16.596,0.0634329758949216,-0.0068654213869531
2910,2911,2910,E01002978,0.062,E01002978,5.80089265498532,0.130774240618004,7,0.922,0.0893143845448311,3.709,0.130774240618004,0.0586811918689811
2913,2914,2913,E01002981,0.078,E01002981,5.54079764477814,-0.107438036120315,2,1.18,0.339106633748087,2.811,-0.107438036120315,0.290857289552387
2914,2915,2914,E01002982,0.097,E01002982,5.55344408781417,-0.0688058470900191,3,0.987,0.168429289203276,5.317,-0.0688058470900191,0.148143302926298
2915,2916,2915,E01002983,0.055,E01002983,5.8459974878944,0.166305377634461,8,0.468,0.113561910537038,2.213,0.166305377634461,0.145228310386044
2917,2918,2917,E01002985,0.102,E01002985,5.3851300880609,-0.230281492634278,0,1.167,0.112082172990663,6.213,-0.230281492634278,0.327299207153548
2918,2919,2918,E01002986,0.082,E01002986,5.60248347446322,-0.0402815230680201,4,0.796,0.004092791266672,5.279,-0.0402815230680201,-0.0525948537961894
2919,2920,2919,E01002987,0.122,E01002987,5.58884616851807,0.0007880046589626,5,0.55,-0.262892445707342,2.634,0.0007880046589626,0.0287735299020503
2920,2921,2920,E01002988,0.027,E01002988,5.65777665902587,-0.0602102348045734,3,0.574,-0.131647189863929,8.078,-0.0602102348045734,0.0346837005191272
2922,2923,2922,E01002990,0.049,E01002990,5.62214614461969,-0.0657519906910662,3,0.903,0.0535068209955507,1.915,-0.0657519906910662,0.1262827313286
2923,2924,2923,E01002991,0.028,E01002991,5.94824810216656,0.231628879177923,9,0.765,-0.0898207618089025,0.217,0.231628879177923,-0.0389946981889128
2926,2927,2926,E01002994,0.056,E01002994,5.8332822643361,0.154957824917964,8,0.542,-0.0388582409968448,1.389,0.154957824917964,-0.160540406019218
2927,2928,2927,E01002995,0.034,E01002995,5.80252932193803,0.0941161240002124,7,0.754,-0.0685525416435136,0.334,0.0941161240002124,-0.238301894783953
2929,2930,2929,E01002997,0.036,E01002997,5.893694806844,0.188016950589789,8,0.68,-0.152890559966534,1.478,0.188016950589789,-0.0687504831387446
2930,2931,2930,E01002998,0.125,E01002998,5.67028418394524,0.0863290326115496,6,0.742,-0.059929266160153,11.913,0.0863290326115496,0.066179002088538
2932,2933,2932,E01003000,0.138,E01003000,5.3641295644433,-0.202045865946947,1,0.291,0.0998518545341017,17.809,-0.202045865946947,0.152086682055108
2933,2934,2933,E01003001,0.068,E01003001,5.58769406266764,-0.074218326648855,3,0.836,0.190989304145566,11.744,-0.074218326648855,0.0848077779883717
2934,2935,2934,E01003002,0.13,E01003002,5.36561519537981,-0.211501601744868,1,1.012,0.194746405810693,12.293,-0.211501601744868,0.104119145955355
2935,2936,2935,E01003003,0.103,E01003003,5.602755628881,-0.0112882809723699,4,1.007,0.0575418073581544,8.14,-0.0112882809723699,-0.0087699786844803
2936,2937,2936,E01003004,0.062,E01003004,5.45735301925586,-0.212765395111457,1,0.954,0.180942249685955,11.619,-0.212765395111457,0.182073231468898
2941,2942,2941,E01003009,0.081,E01003009,5.72527937591076,0.0811467075377108,6,0.909,0.0005253607764696,1.885,0.0811467075377108,-0.0926966158065954
2942,2943,2942,E01003010,0.024,E01003010,5.9266209992749,0.204531092919046,8,0.769,-0.179160417026651,0.413,0.204531092919046,-0.215126808057056
2944,2945,2944,E01003013,0.029,E01003013,5.52115872686943,-0.1940928252774,1,2.183,0.138882344275348,1.054,-0.1940928252774,0.309266234334593
2946,2947,2946,E01003015,0.192,E01003015,5.46415155642741,-0.0281696485054424,4,2.349,0.191002483245089,13.621,-0.0281696485054424,-0.0145582069438419
2948,2949,2948,E01003017,0.123,E01003017,5.40695263942083,-0.179737853596473,1,2.561,0.0104487427429107,9.464,-0.179737853596473,0.087100287976526
2949,2950,2949,E01003018,0.084,E01003018,5.75144077445331,0.111411118605676,7,1.924,-0.147341387765749,4.267,0.111411118605676,-0.100638660534519
2950,2951,2950,E01003019,0.114,E01003019,5.66799662526198,0.0689970946684504,6,1.914,-0.0030373443285467,3.255,0.0689970946684504,-0.0394422069428803
2951,2952,2951,E01003020,0.122,E01003020,5.72340682489531,0.13534866103621,7,2.074,-0.0031635541331986,7.577,0.13534866103621,-0.0852216183100512
2956,2957,2956,E01003025,0.15,E01003025,5.73084197938442,0.181078599095817,8,1.855,0.0859860188355112,13.812,0.181078599095817,-0.150020155267593
2957,2958,2957,E01003026,0.075,E01003026,5.78551164430059,0.133172950876717,7,2.006,0.0259798477513532,4.582,0.133172950876717,-0.219692587711821
2958,2959,2958,E01003027,0.023,E01003027,6.14581093627415,0.422353359076501,9,1.808,-0.335159679806669,0.819,0.422353359076501,-0.24161967486558
2961,2962,2961,E01003030,0.061,E01003030,5.94321802469689,0.271731939487772,9,1.994,-0.188126029959423,4.776,0.271731939487772,-0.299534228393867
2963,2964,2963,E01003032,0.202,E01003032,5.62607422558188,0.147429729067056,8,2.515,0.308517957648674,4.724,0.147429729067056,-0.014324341752092
2964,2965,2964,E01003033,0.078,E01003033,5.86936980656215,0.221134125663692,8,1.824,-0.095768703898778,2.914,0.221134125663692,-0.0633939893682905
2966,2967,2966,E01003035,0.122,E01003035,5.67532872503454,0.0872705611754366,6,2.235,-0.161915462970085,4.396,0.0872705611754366,0.038983198642134
2969,2970,2969,E01003038,0.06,E01003038,5.52567484786919,-0.147178908181736,1,2.081,0.0077297821420157,4.762,-0.147178908181736,0.0958759323374753
2970,2971,2970,E01003039,0.041,E01003039,5.73693160620113,0.0380921041559394,5,2.417,-0.0401714638582115,4.572,0.0380921041559394,-0.103511435320012
2971,2972,2971,E01003040,0.092,E01003040,5.88099891528851,0.251910626175297,9,2.176,-0.0240780625068067,6.594,0.251910626175297,-0.208306274771274
2972,2973,2972,E01003041,0.192,E01003041,5.58994308520447,0.097621880271614,7,2.645,0.0791410264110506,16.855,0.097621880271614,-0.188594191561232
2974,2975,2974,E01003043,0.157,E01003043,5.72400215435028,0.1838124699543,8,1.902,-0.156894007020303,5.048,0.1838124699543,-0.0997486246123033
2978,2979,2978,E01003047,0.238,E01003047,5.5720136387748,0.142605292564906,7,2.147,-0.0670925093288955,14.578,0.142605292564906,-0.0778979084381036
2979,2980,2979,E01003048,0.276,E01003048,5.33483444975915,-0.0426024044622075,4,2.053,0.302356677451998,23.276,-0.0426024044622075,0.211185319385971
2981,2982,2981,E01003050,0.122,E01003050,5.6115756135389,0.0235174496797989,5,2.185,0.0161409232749145,12.772,0.0235174496797989,-0.248214721546707
2982,2983,2982,E01003051,0.221,E01003051,5.44891898052112,-0.00373976999943,4,2.127,0.0640746507821592,17.496,-0.00373976999943,0.0321569758039102
2983,2984,2983,E01003052,0.278,E01003052,5.0985070649568,-0.276194447580951,0,2.133,0.22417251929439,20.334,-0.276194447580951,0.138593530604288
2984,2985,2984,E01003053,0.08,E01003053,5.66765695249932,0.0221566132844731,5,2.166,-0.188055589179909,7.604,0.0221566132844731,-0.0982771182604416
2985,2986,2985,E01003054,0.066,E01003054,5.6795233237116,0.0148755927114948,5,2.222,-0.144397409955496,14.245,0.0148755927114948,-0.0837473000520722
