,lsoa,price,hierarchical8x,hierarchical13x,hierarchical24x
1089,E01001108,301973.9614011839,3.0,3.0,11.0
1090,E01001109,216537.7537603317,6.0,10.0,15.0
1091,E01001110,239516.92373806477,3.0,3.0,4.0
1092,E01001111,223374.7446054422,5.0,6.0,7.0
1093,E01001112,256356.24382964315,3.0,3.0,11.0
1094,E01001113,246936.3092648295,3.0,3.0,4.0
1095,E01001114,212704.1089460159,5.0,6.0,7.0
1096,E01001115,210032.30610414193,6.0,10.0,15.0
1097,E01001116,201562.89271278557,5.0,6.0,7.0
1098,E01001117,211396.38129663176,,,
1099,E01001118,219311.2499173019,,,
1100,E01001119,221478.20941611024,3.0,,
1101,E01001120,224982.6196824612,3.0,9.0,12.0
1102,E01001121,266407.2655836254,3.0,4.0,5.0
1103,E01001122,288701.1066316034,3.0,4.0,5.0
1104,E01001123,256294.46083935365,3.0,3.0,11.0
1105,E01001124,294839.0945181885,3.0,3.0,11.0
1106,E01001125,242060.49161507748,3.0,3.0,11.0
1107,E01001126,234538.79110436497,3.0,3.0,11.0
1108,E01001127,284427.132121725,3.0,3.0,11.0
1109,E01001128,209026.35116791696,3.0,3.0,11.0
1110,E01001129,288684.71230635676,3.0,,
1111,E01001130,195041.67450200315,,,
1112,E01001131,244843.16747239977,3.0,,
1113,E01001132,263392.0032791126,3.0,3.0,11.0
1114,E01001133,276257.4575066666,3.0,3.0,11.0
1115,E01001134,240765.9534895867,3.0,,
1116,E01001135,275111.37014437787,3.0,3.0,11.0
1117,E01001136,269597.05519676406,6.0,10.0,15.0
1118,E01001137,347623.6022190284,3.0,4.0,5.0
1119,E01001138,370161.06774773815,3.0,,
1120,E01001139,260472.1537264241,3.0,9.0,12.0
1121,E01001140,305090.59262966085,3.0,3.0,11.0
1122,E01001141,299759.20966681896,3.0,3.0,11.0
1123,E01001142,304053.252245707,3.0,3.0,11.0
1124,E01001143,234695.38796758882,3.0,3.0,
1125,E01001144,257078.94926391263,5.0,6.0,7.0
1126,E01001145,212976.67485462152,6.0,10.0,17.0
1127,E01001146,225064.05111075402,3.0,3.0,4.0
1128,E01001147,212348.37015498016,3.0,9.0,12.0
1129,E01001148,232683.1672840779,5.0,6.0,7.0
1130,E01001149,249250.53855225764,3.0,3.0,4.0
1131,E01001150,261822.76177895433,3.0,3.0,11.0
1132,E01001151,217341.71338037332,3.0,3.0,11.0
1133,E01001152,230775.12983507622,,,
1134,E01001153,231192.95580320698,3.0,3.0,4.0
1135,E01001154,218426.4883042605,3.0,3.0,4.0
1136,E01001155,217087.45789234474,,,
1137,E01001156,334369.8687042117,3.0,4.0,5.0
1138,E01001157,287005.4724866842,3.0,9.0,12.0
1139,E01001158,262561.70686221746,3.0,9.0,12.0
1140,E01001159,294385.0122174778,3.0,3.0,11.0
1141,E01001160,276706.05258008296,3.0,9.0,12.0
1142,E01001161,224812.75821926416,3.0,9.0,12.0
1143,E01001162,305515.1951355874,3.0,,
1144,E01001163,320242.6278733865,3.0,3.0,
1145,E01001164,378120.13629531645,6.0,10.0,17.0
1146,E01001165,219166.7121689952,,,
1147,E01001166,224218.16374478364,,,
1148,E01001167,232929.44515685987,3.0,,
1149,E01001168,215441.56421437982,6.0,10.0,15.0
1150,E01001169,208416.2439600671,3.0,3.0,11.0
1151,E01001170,281112.2348954188,4.0,5.0,
1152,E01001171,264996.60645426664,3.0,3.0,11.0
1153,E01001172,199101.72667951378,,,
1154,E01001173,254424.9583425521,3.0,4.0,5.0
1155,E01001174,220024.89648939855,3.0,3.0,4.0
1156,E01001175,211004.8699469359,,,
1157,E01001176,208258.28650207806,3.0,3.0,4.0
1158,E01001177,201954.88510804233,3.0,9.0,12.0
1159,E01001178,212725.05129161727,,,
1160,E01001179,205687.052917398,3.0,,
1161,E01001180,196713.30528492967,3.0,3.0,4.0
1162,E01001181,206536.7021377962,3.0,3.0,4.0
1163,E01001182,232564.25767129156,3.0,3.0,4.0
1164,E01001183,223438.26695917663,,,
1165,E01001184,238857.98485166783,3.0,9.0,12.0
1166,E01001185,224086.60374556165,,,
1167,E01001186,232879.63259119488,3.0,3.0,4.0
1168,E01001187,225173.96350599368,3.0,9.0,12.0
1169,E01001188,230421.4213459584,,,
1170,E01001189,238273.70142911584,5.0,6.0,7.0
1171,E01001190,235217.22348129968,3.0,3.0,4.0
1172,E01001191,239402.32930732964,5.0,6.0,7.0
1173,E01001192,247465.78787982493,5.0,6.0,7.0
1174,E01001193,200215.4846055968,3.0,3.0,11.0
1175,E01001194,234563.22718675915,5.0,8.0,9.0
1176,E01001195,367760.82402575563,3.0,9.0,12.0
1177,E01001196,380990.4255565792,3.0,3.0,11.0
1178,E01001197,446907.16017615964,3.0,3.0,11.0
1179,E01001198,487032.2065126521,5.0,6.0,7.0
1180,E01001199,434657.90769444255,5.0,6.0,7.0
1181,E01001200,492669.11064877186,,,
1182,E01001201,552171.889649046,3.0,3.0,4.0
1183,E01001202,403699.3588574407,6.0,10.0,17.0
1184,E01001203,454373.38620289945,5.0,6.0,7.0
1185,E01001204,431140.78103833005,3.0,9.0,12.0
1186,E01001205,376146.27570543,3.0,3.0,11.0
1187,E01001206,305135.98352140916,,,
1188,E01001207,433845.99390866293,,,
1189,E01001208,423669.0590534638,3.0,9.0,12.0
1190,E01001209,449873.46025149926,3.0,9.0,12.0
1191,E01001210,256070.8216343827,3.0,4.0,5.0
1192,E01001211,466987.01143758075,3.0,3.0,11.0
1193,E01001212,453166.3801967157,,,
1194,E01001213,197917.66084662697,3.0,,
1195,E01001214,226634.40428698892,3.0,3.0,11.0
1196,E01001215,216126.58181661513,3.0,3.0,
1197,E01001216,237950.5811730923,3.0,9.0,12.0
1198,E01001217,226841.03208174754,3.0,9.0,12.0
1199,E01001218,226551.91165767435,3.0,,
1200,E01001219,210082.7401359499,,,
1201,E01001220,243926.80025228456,3.0,4.0,5.0
1202,E01001221,529257.594307982,2.0,2.0,3.0
1203,E01001222,455240.15314486483,6.0,10.0,17.0
1204,E01001223,627720.9266640821,3.0,,
1205,E01001224,536568.3310045848,3.0,,
1206,E01001225,586574.4092804292,3.0,3.0,
1207,E01001226,588870.2991403783,4.0,5.0,13.0
1208,E01001227,545317.8201639217,3.0,3.0,11.0
1209,E01001228,594473.6982090423,3.0,,
1210,E01001229,368701.6621268323,3.0,9.0,12.0
1211,E01001230,563007.5307935708,3.0,3.0,4.0
1212,E01001231,444485.29770312796,3.0,3.0,11.0
1213,E01001232,399178.44779085304,3.0,9.0,12.0
1214,E01001233,399397.9052314733,3.0,3.0,11.0
1215,E01001234,545748.7394495425,3.0,4.0,5.0
1216,E01001235,523823.6001272441,3.0,4.0,5.0
1217,E01001236,567405.191129073,3.0,3.0,
1218,E01001237,561598.8308337966,3.0,4.0,5.0
1219,E01001238,304215.1595644633,4.0,5.0,14.0
1220,E01001239,292437.6818142163,3.0,4.0,5.0
1221,E01001240,357119.3625499795,3.0,3.0,11.0
1222,E01001241,361433.9748221193,3.0,,
1223,E01001242,547315.7573906702,3.0,3.0,11.0
1224,E01001243,414700.3456615526,3.0,3.0,11.0
1225,E01001244,391002.8052838231,4.0,5.0,14.0
1226,E01001245,532728.8723904432,,,
1227,E01001246,291034.1023982768,3.0,3.0,11.0
1228,E01001247,350736.384099612,4.0,5.0,13.0
1229,E01001248,381826.47314169677,3.0,,
1230,E01001249,344508.87429182837,6.0,10.0,17.0
1231,E01001250,365207.8977061217,,,
1232,E01001251,374073.72834001295,,,
1233,E01001252,338916.3325892696,,,
1234,E01001253,351416.28401406587,5.0,6.0,7.0
1235,E01001254,343353.58649251296,5.0,6.0,7.0
1236,E01001255,406306.54363699665,,,
1237,E01001257,211575.06917268637,4.0,5.0,13.0
1238,E01001258,238315.50576471043,3.0,9.0,12.0
1239,E01001259,248235.91472635162,3.0,3.0,11.0
1240,E01001260,256264.9757514776,3.0,9.0,12.0
1241,E01001261,234943.7417543194,3.0,3.0,11.0
1242,E01001262,234457.88073916867,3.0,,
1243,E01001263,223445.57637214084,,,
1244,E01001264,230128.7038292937,3.0,3.0,11.0
1245,E01001265,245237.1928712462,3.0,3.0,11.0
1246,E01001266,253889.43910539348,3.0,3.0,11.0
1247,E01001267,261653.0510747969,,,
1248,E01001268,255032.40019379993,3.0,3.0,11.0
1249,E01001269,251675.1615405932,3.0,,
1250,E01001270,232959.92184542195,3.0,9.0,12.0
1251,E01001271,236928.10483709179,3.0,3.0,11.0
1252,E01001272,252506.75117550063,3.0,3.0,11.0
1253,E01001273,493859.31137865473,3.0,,
1254,E01001274,474633.1905511981,3.0,3.0,11.0
1255,E01001275,687837.0187539026,3.0,,
1256,E01001276,288583.679205726,3.0,3.0,11.0
1257,E01001277,351842.0342096161,,,
1258,E01001278,382094.97652784036,3.0,4.0,5.0
1259,E01001279,461675.4211540295,3.0,9.0,12.0
1260,E01001280,460432.66725550464,3.0,4.0,5.0
1261,E01001281,479916.45345711877,3.0,9.0,12.0
1262,E01001282,273707.94013319246,3.0,3.0,11.0
1263,E01001283,286617.3031624911,3.0,4.0,5.0
1264,E01001284,304335.3595662633,3.0,9.0,12.0
1265,E01001285,282460.51171566895,3.0,,
1266,E01001286,300536.6227550005,3.0,3.0,11.0
1267,E01001287,314773.3584810558,3.0,9.0,12.0
1268,E01001288,353869.98391016584,,,
1269,E01001289,370404.6512980139,3.0,3.0,4.0
1270,E01001290,406001.6909217936,3.0,3.0,11.0
1271,E01001291,228434.35439062305,3.0,9.0,12.0
1272,E01001292,230740.45065003954,3.0,9.0,12.0
1273,E01001293,214601.14862189293,3.0,9.0,12.0
1274,E01001294,214515.73592312232,3.0,,
1275,E01001295,212726.61455837727,3.0,9.0,12.0
1276,E01001296,200032.62025295256,3.0,9.0,12.0
1277,E01001297,225259.35714462854,3.0,9.0,12.0
1278,E01001298,217926.81676906114,3.0,9.0,12.0
1279,E01001299,444939.2139389465,3.0,9.0,12.0
1280,E01001300,457345.3154515517,3.0,3.0,4.0
1281,E01001301,385745.19536175235,,,
1282,E01001302,439225.9685399706,3.0,,
1283,E01001303,490228.0979530544,3.0,3.0,4.0
1284,E01001304,411769.0845089315,5.0,6.0,7.0
1285,E01001305,420082.3910806285,3.0,3.0,4.0
1286,E01001306,424425.4877713882,3.0,,
1287,E01001307,260413.57129496257,3.0,9.0,12.0
1288,E01001308,276851.3067334817,3.0,3.0,11.0
1289,E01001309,230915.49183304212,3.0,,
1290,E01001310,243042.2199217047,3.0,3.0,11.0
1291,E01001311,227189.58253461262,3.0,3.0,11.0
1292,E01001312,257104.3441086351,3.0,3.0,11.0
1293,E01001313,258562.90124245596,3.0,9.0,12.0
1294,E01001314,254319.81187163136,3.0,,
1295,E01001315,221543.3881343376,4.0,5.0,13.0
1296,E01001316,242014.1679219297,4.0,5.0,14.0
1297,E01001317,233674.82057539368,4.0,5.0,13.0
1298,E01001318,234793.05829043646,,,
1299,E01001319,230271.4950406486,3.0,9.0,12.0
1300,E01001320,211609.88893363962,7.0,11.0,
1301,E01001321,229058.24971879687,3.0,4.0,5.0
1302,E01001322,238641.6587361047,3.0,3.0,11.0
1303,E01001323,241946.3835113687,4.0,5.0,14.0
1304,E01001324,216016.68650005775,3.0,4.0,5.0
1305,E01001325,224589.00914340737,3.0,3.0,11.0
1306,E01001326,222384.63393176277,3.0,4.0,5.0
1307,E01001327,220895.04512136112,,,
1308,E01001328,235712.25800640028,4.0,5.0,
1309,E01001329,226527.19104557176,3.0,3.0,11.0
1310,E01001330,203846.25700112543,,,
1311,E01001331,202618.1552845746,4.0,5.0,
1312,E01001332,203352.42224464167,4.0,5.0,14.0
1313,E01001333,204374.245306363,3.0,4.0,5.0
1314,E01001334,184495.49717862307,3.0,,
1315,E01001335,293320.84296950034,3.0,,
1316,E01001336,263094.5423337728,4.0,5.0,13.0
1317,E01001337,262328.7045279664,4.0,5.0,14.0
1318,E01001338,228516.68452458153,3.0,3.0,11.0
1319,E01001339,245710.48058646862,,,
1320,E01001340,272308.6339853205,,,
1321,E01001341,272503.0341166188,3.0,9.0,12.0
1322,E01001342,259637.28677954772,3.0,9.0,12.0
1323,E01001343,261192.7351618752,3.0,9.0,12.0
1324,E01001344,273173.97332400345,3.0,3.0,11.0
1325,E01001345,246426.59710536702,3.0,9.0,12.0
1326,E01001346,256000.104088336,3.0,9.0,12.0
1327,E01001347,248611.19673271192,3.0,9.0,12.0
1328,E01001348,281374.32564540603,,,
1329,E01001349,248250.43215752015,,,
1330,E01001350,520075.1944763612,3.0,9.0,12.0
1331,E01001351,429272.13325140934,6.0,10.0,
1332,E01001352,568129.3459023207,,,
1333,E01001353,485575.7675257323,,,
1334,E01001354,522904.20126385044,6.0,10.0,15.0
1335,E01001355,449191.46088044584,5.0,6.0,7.0
1336,E01001356,322506.1417189597,1.0,7.0,8.0
1337,E01001357,408254.8233316677,,,
1338,E01001358,354766.21758896776,,,
1339,E01001359,211308.63308293434,,,
1340,E01001360,200620.46917800454,,,
1341,E01001361,244594.9971347786,2.0,2.0,3.0
1342,E01001362,194211.65847500303,5.0,6.0,7.0
1343,E01001363,211521.5757655764,3.0,,
1344,E01001364,204611.80746189348,3.0,3.0,11.0
1345,E01001365,206979.65667850332,3.0,3.0,4.0
1346,E01001366,193382.59205915345,3.0,9.0,12.0
1347,E01001367,234095.6687915226,6.0,10.0,17.0
1348,E01001368,215444.3902171884,3.0,9.0,12.0
1349,E01001369,208993.9065736128,,,
1350,E01001370,202697.77570618718,3.0,,
1351,E01001371,203287.21551964758,3.0,3.0,4.0
1352,E01001372,189588.10816702456,5.0,6.0,7.0
1353,E01001373,185801.74870948333,5.0,6.0,7.0
1354,E01001374,549551.312323204,5.0,6.0,7.0
1355,E01001375,663532.8872290695,,,
1356,E01001376,448092.50691057165,,,
1357,E01001377,995826.7555010883,3.0,3.0,4.0
1358,E01001379,694109.9856713834,,,
1359,E01001380,605609.0593195338,5.0,6.0,7.0
1360,E01001381,493497.9677701313,6.0,10.0,17.0
1361,E01001382,521138.7990439031,3.0,9.0,12.0
1362,E01001383,427455.9860449381,3.0,3.0,4.0
1363,E01001384,427288.86294008576,5.0,6.0,7.0
1364,E01001385,459791.58585805213,3.0,9.0,12.0
1365,E01001386,544055.325341275,6.0,10.0,15.0
1366,E01001387,504792.082414055,3.0,3.0,11.0
1367,E01001388,366895.4496628248,3.0,3.0,11.0
1368,E01001389,418654.96770458494,,,
1369,E01001390,390143.33000955416,3.0,3.0,4.0
1370,E01001391,356432.29280498566,,,
1371,E01001392,373935.72466539365,3.0,3.0,4.0
1372,E01001393,382023.5462517621,5.0,6.0,7.0
1373,E01001394,294405.19958556263,3.0,3.0,11.0
1374,E01001395,277321.5239053255,3.0,9.0,12.0
1375,E01001396,371899.7018117317,3.0,,
1376,E01001397,274863.9142007224,3.0,3.0,11.0
1377,E01001398,311603.9296574562,3.0,9.0,12.0
1378,E01001399,296049.07530774974,3.0,,
1379,E01001400,317421.9695742829,3.0,,
1380,E01001401,275627.09115495614,3.0,9.0,12.0
1381,E01001402,353822.7381065853,3.0,,
1382,E01001403,257181.49685881715,3.0,3.0,11.0
1383,E01001404,312873.0081935446,3.0,3.0,11.0
1384,E01001405,334549.2812873562,3.0,,
1385,E01001406,289315.2999255531,3.0,3.0,11.0
1386,E01001407,262705.8241996186,3.0,4.0,5.0
1387,E01001408,269370.1337747565,5.0,6.0,7.0
1388,E01001409,230012.57754431793,3.0,3.0,11.0
1389,E01001410,223072.50302427774,,,
1390,E01001411,279934.71326565073,5.0,6.0,7.0
1391,E01001412,286567.42629148747,7.0,11.0,16.0
1392,E01001413,302534.00847685174,3.0,3.0,11.0
1393,E01001414,242303.13107268605,,,
1394,E01001415,380284.1148663136,3.0,4.0,5.0
1395,E01001416,395397.96202424105,3.0,3.0,11.0
1396,E01001417,583633.3711360322,7.0,11.0,16.0
1397,E01001418,351026.88809144904,3.0,,
1398,E01001419,367091.14790599124,4.0,5.0,
1399,E01001420,328579.6984189839,3.0,9.0,12.0
1400,E01001421,334206.8626541403,,,
1401,E01001422,672602.729855,3.0,4.0,5.0
1402,E01001423,229178.28016430506,3.0,3.0,11.0
1403,E01001424,205230.67628289177,,,
1404,E01001425,209100.03799239942,3.0,4.0,5.0
1405,E01001426,214056.47289994956,3.0,3.0,11.0
1406,E01001427,195718.74851306638,4.0,5.0,6.0
1407,E01001428,212424.4695713544,3.0,3.0,11.0
1408,E01001429,210003.31663574307,4.0,5.0,23.0
1409,E01001430,222679.9419158635,1.0,7.0,
1410,E01001431,201119.39136740548,3.0,3.0,11.0
1411,E01001432,207374.48511092426,5.0,6.0,7.0
1412,E01001433,195484.24714890233,3.0,3.0,11.0
1413,E01001434,212817.73085886243,3.0,9.0,12.0
1414,E01001435,214500.58703294495,3.0,9.0,12.0
1415,E01001436,218723.74237591407,3.0,9.0,12.0
1416,E01001437,201199.62991038995,4.0,5.0,14.0
1417,E01001438,225995.38622419813,3.0,9.0,12.0
1418,E01001439,215395.1182155631,3.0,3.0,11.0
1419,E01001440,224685.64597282652,3.0,3.0,11.0
1420,E01001441,204110.70809861197,3.0,3.0,11.0
1421,E01001442,202780.27712458756,6.0,10.0,15.0
1422,E01001444,207793.7652958943,3.0,,
1423,E01001445,213585.21578210048,7.0,11.0,16.0
1424,E01001446,213868.174578413,3.0,3.0,4.0
1425,E01001447,202094.90451368366,3.0,3.0,11.0
1426,E01001448,209236.01756181297,5.0,6.0,7.0
1427,E01001449,202814.47334976087,3.0,9.0,12.0
1428,E01001450,328930.8283805535,3.0,3.0,11.0
1429,E01001451,331347.17961812887,3.0,3.0,11.0
1430,E01001452,415207.7984021283,3.0,,
1431,E01001453,420961.9965999628,3.0,3.0,11.0
1432,E01001454,387030.5420960255,3.0,3.0,11.0
1433,E01001455,335984.32388792775,3.0,3.0,11.0
1434,E01001456,429301.73290683865,3.0,9.0,12.0
1435,E01001457,325028.13515531947,3.0,3.0,11.0
1436,E01001458,217756.78385193698,,,
1437,E01001459,218387.46325075385,3.0,9.0,12.0
1438,E01001460,220647.9995730652,5.0,6.0,7.0
1439,E01001461,216343.54312138283,,,
1440,E01001462,228030.3436377401,3.0,9.0,12.0
1441,E01001463,229822.89146312184,3.0,3.0,11.0
1442,E01001464,218486.48855601565,3.0,3.0,11.0
1443,E01001465,241631.3338756985,3.0,,
1444,E01001466,209782.26586702088,5.0,8.0,9.0
1445,E01001467,215467.67061171477,5.0,,
1446,E01001468,331444.79261142097,,,
1447,E01001469,272182.6922781371,,,
1448,E01001470,338206.09070753894,3.0,4.0,5.0
1449,E01001471,312536.8457202083,3.0,3.0,11.0
1450,E01001472,313302.88029611885,3.0,9.0,12.0
1451,E01001473,310721.35103759036,3.0,4.0,5.0
1452,E01001474,324485.46154870983,3.0,3.0,11.0
1453,E01001475,357904.5405003318,3.0,,
1454,E01001476,231486.37776664272,3.0,9.0,12.0
1455,E01001477,220137.45427266526,3.0,4.0,5.0
1456,E01001478,229628.48733042277,3.0,,
1457,E01001479,210591.13861191817,3.0,3.0,4.0
1458,E01001480,228209.5759271477,3.0,,
1459,E01001481,207559.61280778144,3.0,9.0,12.0
1460,E01001482,215954.53927234924,3.0,9.0,12.0
1461,E01001483,200901.67860811646,3.0,4.0,5.0
1462,E01001484,225348.03428988662,3.0,9.0,12.0
1463,E01001485,205283.46567048866,5.0,6.0,7.0
1464,E01001486,194935.4988904786,6.0,10.0,15.0
1465,E01001487,212096.36124731385,5.0,6.0,7.0
1466,E01001488,217005.76259407462,5.0,6.0,7.0
1467,E01001489,208934.5535303174,3.0,3.0,4.0
1468,E01001491,206838.33483505592,5.0,6.0,7.0
1469,E01001492,205845.04531918676,3.0,3.0,4.0
1470,E01001493,308182.28894571395,3.0,9.0,12.0
1471,E01001494,306615.29124392604,3.0,9.0,12.0
1472,E01001495,384120.08309486543,3.0,3.0,4.0
1473,E01001496,344964.34150816815,3.0,9.0,12.0
1474,E01001497,271784.2847482931,3.0,9.0,12.0
1475,E01001498,383743.65823285177,3.0,3.0,11.0
1476,E01001499,298525.0049128834,3.0,3.0,11.0
1477,E01001500,321862.52204198984,3.0,,
1478,E01001501,343962.40878433554,3.0,3.0,11.0
1479,E01001502,214959.16117258725,3.0,,
1480,E01001503,217777.65887154164,3.0,3.0,4.0
1481,E01001504,219437.14600993608,3.0,,
1482,E01001505,211856.19111186772,3.0,9.0,12.0
1483,E01001506,207684.7911678809,4.0,5.0,6.0
1484,E01001507,210969.60605978733,3.0,3.0,11.0
1485,E01001508,216484.63155357767,5.0,6.0,7.0
1486,E01001509,213099.0693152307,3.0,3.0,11.0
1487,E01001510,216395.02523621084,4.0,5.0,6.0
1488,E01001511,243942.82336847595,3.0,3.0,11.0
1489,E01001512,273199.6051419104,5.0,6.0,7.0
1490,E01001513,232705.74005722077,4.0,5.0,13.0
1491,E01001514,241324.69428761894,3.0,3.0,4.0
1492,E01001515,228260.2302025726,6.0,10.0,15.0
1493,E01001516,219738.10161261735,3.0,3.0,11.0
1494,E01001517,214867.83569490668,4.0,5.0,
1495,E01001518,270518.1963043789,6.0,10.0,15.0
1496,E01001519,352143.0541887197,4.0,5.0,14.0
1497,E01001520,365659.262997812,3.0,3.0,11.0
1498,E01001521,395533.38874758716,3.0,4.0,5.0
1499,E01001522,311058.9234960647,,,
1500,E01001523,382675.0091426179,3.0,,
1501,E01001524,359625.1469151274,3.0,3.0,11.0
1502,E01001525,327042.0297129104,3.0,3.0,11.0
1503,E01001526,392853.4441617939,3.0,3.0,11.0
1504,E01001527,397541.8771566645,3.0,3.0,11.0
1505,E01001528,293285.9683101011,4.0,5.0,
1506,E01001529,327444.16865534853,4.0,5.0,14.0
1507,E01001530,326816.2570082527,3.0,,
1508,E01001531,443214.70216292853,3.0,9.0,12.0
1509,E01001532,470101.2400940031,3.0,,
1510,E01001533,438647.3592780092,3.0,3.0,11.0
1511,E01001534,384706.2735068551,3.0,3.0,11.0
1512,E01001535,377985.71031705796,3.0,3.0,11.0
1513,E01001536,338181.27981986594,3.0,3.0,11.0
1514,E01001537,278586.08969071985,3.0,3.0,11.0
1515,E01001538,270830.4175061383,3.0,,
1516,E01001539,271804.76942852297,3.0,,
1517,E01001540,293442.606611526,3.0,3.0,11.0
1518,E01001541,291867.56693428586,3.0,3.0,4.0
1519,E01001542,283229.1682570167,3.0,3.0,11.0
1520,E01001543,290588.8327290361,3.0,9.0,12.0
1521,E01001544,309432.1905607476,3.0,3.0,11.0
1522,E01001545,201235.60712112742,3.0,3.0,11.0
1523,E01001546,206454.38859155503,3.0,9.0,12.0
1524,E01001547,217898.16432354046,3.0,3.0,11.0
1525,E01001548,214862.60249768122,3.0,3.0,11.0
1526,E01001549,216642.37400502272,3.0,,
1527,E01001550,210969.7744870321,3.0,,
1528,E01001551,209332.51584030388,3.0,4.0,5.0
1529,E01001552,220852.26032468927,3.0,3.0,11.0
1530,E01001553,216546.57748634726,3.0,3.0,11.0
1531,E01001554,194222.91371367997,4.0,5.0,14.0
1532,E01001555,204661.56693990814,,,
1533,E01001556,270105.46149140864,3.0,9.0,12.0
1534,E01001557,212904.2685186458,3.0,9.0,12.0
1535,E01001558,191342.123173434,5.0,6.0,7.0
1536,E01001559,210201.6237792397,6.0,10.0,15.0
1537,E01001560,245126.555759367,3.0,3.0,11.0
1538,E01001562,206548.7688441523,3.0,4.0,5.0
1539,E01001563,383250.35967256734,,,
1540,E01001564,447845.3792604733,3.0,,
1541,E01001565,429527.0651360005,3.0,9.0,12.0
1542,E01001566,466701.5182089388,3.0,9.0,12.0
1543,E01001567,426996.164867796,3.0,,
1544,E01001568,538338.271448267,3.0,3.0,11.0
1545,E01001569,415868.675656227,3.0,3.0,11.0
1546,E01001570,309161.5102691174,3.0,,
1547,E01001571,212597.499010786,,,
1548,E01001572,221026.83139009232,5.0,6.0,7.0
1549,E01001573,217454.24462376023,3.0,3.0,4.0
1550,E01001574,214378.5239443196,7.0,11.0,16.0
1551,E01001575,184151.54166472534,,,
1552,E01001576,185934.37006351017,4.0,5.0,14.0
1553,E01001577,184220.33810327438,3.0,,
1554,E01001578,197344.12833413965,6.0,10.0,15.0
1555,E01001579,182078.60093622893,3.0,4.0,5.0
1556,E01001580,608326.7077076498,4.0,5.0,6.0
1557,E01001581,455711.709522356,,,
1558,E01001582,414061.8280834342,4.0,5.0,14.0
1559,E01001583,506008.5866348518,3.0,,
1560,E01001584,580136.9600993594,,,
1561,E01001585,503570.9269318054,3.0,3.0,4.0
1562,E01001586,477944.1458697428,3.0,,
1563,E01001587,540160.5378205181,,,
1564,E01001588,281535.5085826672,3.0,4.0,5.0
1565,E01001589,274881.3377029,,,
1566,E01001590,355707.1977740379,5.0,6.0,7.0
1567,E01001591,270232.2315515485,6.0,10.0,15.0
1568,E01001592,345002.7822698411,,,
1569,E01001593,373311.5964173677,,,
1570,E01001594,264142.646065405,1.0,7.0,8.0
1571,E01001595,259663.9076160309,3.0,,
1572,E01001596,255707.70902013298,3.0,,
1573,E01001597,257418.49172053585,,,
1574,E01001598,255622.91755107316,3.0,3.0,11.0
1575,E01001599,238403.77348872257,3.0,3.0,11.0
1576,E01001600,255570.06499571298,3.0,3.0,11.0
1577,E01001601,246398.4563861615,3.0,3.0,11.0
1578,E01001602,218463.50517595126,4.0,5.0,13.0
1579,E01001603,225347.20576157433,,,
1580,E01001604,298360.1586668407,3.0,3.0,11.0
1581,E01001605,257076.8784766193,3.0,3.0,11.0
1582,E01001606,267357.1934469929,3.0,9.0,12.0
1583,E01001607,287341.311573065,3.0,3.0,11.0
1584,E01001608,342223.0521956707,3.0,9.0,12.0
1585,E01001609,266230.7577293623,3.0,3.0,11.0
1586,E01001610,244293.24004118325,3.0,9.0,12.0
1587,E01001611,246577.68354514893,3.0,9.0,12.0
1588,E01001613,264966.90920122195,,,
1589,E01001614,322302.04048888,3.0,4.0,5.0
1590,E01001615,278213.98287328595,4.0,5.0,
1591,E01001617,257842.9820268876,3.0,3.0,11.0
1592,E01001618,236249.4277218422,3.0,3.0,11.0
1593,E01001619,243479.1849845868,3.0,3.0,11.0
1594,E01001620,214441.83064092667,3.0,,
1595,E01001621,252329.29938560943,3.0,4.0,5.0
1596,E01001623,229311.6009192326,3.0,3.0,11.0
1597,E01001624,229240.39140641844,3.0,3.0,11.0
1598,E01001625,200948.2720372632,4.0,5.0,13.0
1599,E01001629,229203.42813706538,4.0,5.0,14.0
1600,E01001631,208556.308258119,4.0,5.0,
1601,E01001632,201847.48981608226,5.0,6.0,7.0
1602,E01001633,210685.60914857328,1.0,7.0,10.0
1603,E01001634,196176.63846636206,,,
1604,E01001635,207770.88450312748,5.0,6.0,7.0
1605,E01001636,219419.42612398317,5.0,6.0,7.0
1606,E01001637,228137.8617027273,5.0,6.0,7.0
1607,E01001638,284711.00109457853,,,
1608,E01001640,385503.7422608458,,,
1609,E01001641,594419.2802815548,1.0,7.0,10.0
1610,E01001642,656599.5800722435,7.0,11.0,
1611,E01001644,451098.21104477847,6.0,10.0,17.0
1612,E01001645,221860.42762899943,3.0,,
1613,E01001646,259383.38792631068,3.0,4.0,5.0
1614,E01001647,275167.79672798666,3.0,4.0,5.0
1615,E01001648,251788.1801177109,3.0,4.0,5.0
1616,E01001649,221517.48275127565,3.0,3.0,11.0
1617,E01001650,232442.26188624147,3.0,3.0,11.0
1618,E01001651,226806.86047691698,3.0,,
1619,E01001652,324596.4100401873,3.0,,
1620,E01001653,229254.09352380448,3.0,,
1621,E01001654,221573.90315266512,3.0,,
1622,E01001655,228934.28643539353,3.0,4.0,5.0
1623,E01001656,450417.7802116439,7.0,11.0,16.0
1624,E01001657,481744.6884398074,3.0,,
1625,E01001658,299367.6679613016,,,
1626,E01001659,309060.5965454251,4.0,5.0,13.0
1627,E01001660,233928.24126605486,,,
