,clusters_2011_cleanup_Commercial,clusters_2011_cleanup_Estates,clusters_2011_cleanup_High-density,clusters_2011_cleanup_Leafy green residential,clusters_2011_cleanup_Low-density,clusters_2011_cleanup_Open green space,clusters_2011_cleanup_Other green,clusters_2011_cleanup_Terraced,lsoa,clusters_2021_cleanup_Commercial,clusters_2021_cleanup_Estates,clusters_2021_cleanup_High-density,clusters_2021_cleanup_Leafy green residential,clusters_2021_cleanup_Low-density,clusters_2021_cleanup_Open green space,clusters_2021_cleanup_Other green,clusters_2021_cleanup_Terraced,proportion_Commercial,proportion_Estates,proportion_High-density,proportion_Leafy green residential,proportion_Low-density,proportion_Open green space,proportion_Other green,proportion_Terraced
1590,0.006756756756756757,0.13851351351351351,0.010135135135135136,0.06756756756756757,0.40540540540540543,0.10810810810810811,0.26013513513513514,0.0033783783783783786,E01001618,0.00967741935483871,0.20967741935483872,0.01935483870967742,0.12580645161290321,0.2032258064516129,0.14516129032258066,0.2870967741935484,0.0,0.002920662598081953,0.0711639058413252,0.009219703574542285,0.05823888404533564,-0.20217959895379253,0.03705318221447254,0.026961639058413256,-0.0033783783783783786
1591,0.00510204081632653,0.01020408163265306,0.01020408163265306,0.11734693877551021,0.5459183673469388,0.04591836734693878,0.1683673469387755,0.09693877551020408,E01001619,0.031055900621118012,0.062111801242236024,0.031055900621118012,0.11180124223602485,0.36024844720496896,0.06832298136645963,0.21739130434782608,0.11801242236024845,0.025953859804791483,0.051907719609582965,0.02085181898846495,-0.005545696539485362,-0.1856699201419698,0.022404614019520853,0.04902395740905058,0.02107364685004437
1592,0.012232415902140673,0.04281345565749235,0.027522935779816515,0.09480122324159021,0.36085626911314983,0.1926605504587156,0.26605504587155965,0.0030581039755351682,E01001620,0.0033444816053511705,0.14381270903010032,0.013377926421404682,0.0903010033444816,0.21070234113712374,0.19063545150501673,0.34782608695652173,0.0,-0.008887934296789503,0.10099925337260797,-0.014145009358411833,-0.004500219897108609,-0.15015392797602609,-0.002025098953698873,0.08177104108496208,-0.0030581039755351682
1593,0.013986013986013986,0.05944055944055944,0.02097902097902098,0.08041958041958042,0.22727272727272727,0.40559440559440557,0.16783216783216784,0.024475524475524476,E01001621,0.018726591760299626,0.1198501872659176,0.026217228464419477,0.0898876404494382,0.13857677902621723,0.3333333333333333,0.250936329588015,0.02247191011235955,0.00474057777428564,0.060409627825358164,0.005238207485398497,0.009468060029857783,-0.08869594824651003,-0.07226107226107226,0.08310416175584714,-0.002003614363164926
1594,0.0,0.08118081180811808,0.0036900369003690036,0.1070110701107011,0.34317343173431736,0.17712177121771217,0.28044280442804426,0.007380073800738007,E01001623,0.0,0.1902654867256637,0.008849557522123894,0.10619469026548672,0.28761061946902655,0.11504424778761062,0.2920353982300885,0.0,0.0,0.10908467491754563,0.00515952062175489,-0.0008163798452143767,-0.055562812265290806,-0.06207752343010155,0.011592593802044249,-0.007380073800738007
1595,0.0,0.03383458646616541,0.015037593984962405,0.16165413533834586,0.4699248120300752,0.07142857142857142,0.24812030075187969,0.0,E01001624,0.0,0.08641975308641975,0.024691358024691357,0.1728395061728395,0.3662551440329218,0.037037037037037035,0.31275720164609055,0.0,0.0,0.05258516662025434,0.009653764039728951,0.011185370834493641,-0.10366966799715338,-0.03439153439153439,0.06463690089421087,0.0
1596,0.0,0.018306636155606407,0.009153318077803204,0.05034324942791762,0.32036613272311215,0.21739130434782608,0.38215102974828374,0.002288329519450801,E01001625,0.00821917808219178,0.0547945205479452,0.005479452054794521,0.043835616438356165,0.27945205479452057,0.1780821917808219,0.4301369863013699,0.0,0.00821917808219178,0.0364878843923388,-0.003673866023008683,-0.006507632989561453,-0.040914077928591586,-0.03930911256700417,0.04798595655308613,-0.002288329519450801
1597,0.0,0.2012987012987013,0.11038961038961038,0.03896103896103896,0.032467532467532464,0.34415584415584416,0.2727272727272727,0.0,E01001629,0.030303030303030304,0.25757575757575757,0.09848484848484848,0.045454545454545456,0.015151515151515152,0.19696969696969696,0.3560606060606061,0.0,0.030303030303030304,0.05627705627705626,-0.011904761904761904,0.006493506493506496,-0.017316017316017313,-0.1471861471861472,0.08333333333333337,0.0
1598,0.03496503496503497,0.02097902097902098,0.06293706293706294,0.013986013986013986,0.07692307692307693,0.4965034965034965,0.23076923076923078,0.06293706293706294,E01001631,0.061068702290076333,0.030534351145038167,0.04580152671755725,0.007633587786259542,0.09923664122137404,0.31297709923664124,0.3816793893129771,0.061068702290076333,0.026103667325041366,0.009555330166017187,-0.01713553621950569,-0.006352426199754444,0.022313564298297117,-0.18352639726685527,0.15091015854374634,-0.0018683606469866096
1599,0.056,0.04,0.056,0.016,0.064,0.032,0.048,0.688,E01001632,0.056910569105691054,0.024390243902439025,0.06504065040650407,0.04065040650406504,0.11382113821138211,0.0,0.04065040650406504,0.6585365853658537,0.0009105691056910531,-0.015609756097560976,0.00904065040650407,0.02465040650406504,0.04982113821138211,-0.032,-0.007349593495934961,-0.029463414634146257
